TymeBreathRate,tidal_volume,TymeVentilation
39.13,219.9,85.35
39.13,219.0,85.6
39.13,216.4,84.87
39.12,215.1,84.55
39.09,215.4,84.73
39.06,215.4,84.67
39.04,215.3,84.46
38.99,215.4,84.43
38.93,215.0,84.17
38.88,213.3,83.15
38.84,213.9,83.28
38.81,215.0,83.73
38.84,216.4,83.96
38.91,217.6,83.88
39.05,218.7,83.4
39.1,221.6,83.77
39.21,224.6,84.13
39.38,227.1,84.29
39.62,227.5,83.83
39.73,226.8,83.57
39.82,225.8,83.36
39.91,224.5,82.91
40.03,223.2,82.39
40.19,222.7,82.35
40.23,221.2,81.41
40.11,219.5,80.17
39.95,219.1,79.75
39.58,215.8,78.58
39.19,213.6,78.09
38.87,213.7,78.62
38.45,214.5,79.12
37.76,217.0,79.53
37.24,216.9,79.43
36.94,217.2,79.49
36.72,217.5,79.62
36.63,220.5,79.98
36.56,223.6,80.36
36.45,224.3,80.4
36.34,224.9,80.43
36.29,225.1,80.45
36.24,225.2,80.46
36.1,226.1,80.76
35.95,227.3,81.12
35.74,228.5,80.73
35.49,228.9,79.98
35.24,226.8,79.59
35.04,225.1,79.14
34.87,223.6,78.67
34.71,224.1,79.18
34.59,224.4,79.61
34.59,224.8,79.78
34.6,225.1,79.96
34.53,227.8,80.7
34.55,229.9,80.96
34.72,231.0,80.28
34.96,230.1,79.66
35.26,227.7,79.24
35.39,230.6,80.6
35.55,233.6,81.73
35.78,236.8,81.88
35.94,236.6,81.82
36.08,235.9,81.74
36.13,235.7,81.83
36.17,235.5,81.92
36.27,235.3,82.06
36.56,235.5,82.39
36.78,235.3,82.4
37.01,234.7,82.51
37.27,233.4,82.85
37.43,233.7,83.01
37.57,234.2,83.14
37.72,234.9,83.3
37.89,235.7,83.52
37.8,235.9,83.34
37.71,236.3,83.03
37.75,237.8,82.85
37.88,239.8,82.99
37.96,241.8,83.0
38.04,243.8,83.01
37.95,244.5,83.22
37.86,245.2,83.43
37.84,245.3,83.27
37.91,245.1,82.84
38.01,245.3,82.51
37.96,246.9,82.72
37.91,248.5,82.94
37.74,247.6,81.83
37.56,245.0,80.92
37.42,241.6,80.64
37.1,241.1,80.79
36.72,241.6,81.08
36.25,242.4,81.2
35.77,243.3,81.29
35.06,242.1,80.67
34.5,241.6,80.6
34.05,241.6,80.91
33.6,244.7,81.4
33.22,248.2,81.86
33.12,248.8,81.96
33.0,249.3,82.09
32.86,249.9,82.31
32.73,250.5,82.53
32.57,251.0,82.49
32.4,251.4,82.2
32.23,251.7,81.91
32.11,251.9,81.73
32.01,252.0,81.58
31.95,251.7,81.44
32.01,250.6,81.33
32.0,250.1,81.23
31.97,250.0,81.13
32.0,249.7,80.73
32.02,249.3,80.31
32.02,248.9,80.14
32.01,248.3,80.03
32.0,247.8,79.92
31.98,247.3,79.81
31.97,246.8,79.7
31.96,246.3,79.59
31.92,246.4,79.09
31.89,247.0,78.82
31.88,247.9,78.86
32.0,247.6,78.72
32.15,247.6,78.86
32.37,248.4,79.82
32.59,249.1,80.14
32.82,249.8,79.83
33.05,248.6,79.35
33.27,246.8,78.82
33.4,244.7,78.15
33.53,242.6,77.46
33.65,240.4,76.86
33.77,237.5,76.8
33.88,239.2,78.45
33.97,240.5,79.71
34.04,241.1,80.49
34.04,239.0,80.38
34.01,236.0,79.95
33.95,233.9,79.78
33.86,233.2,79.98
33.7,235.0,81.22
33.48,239.9,83.85
33.42,238.7,83.32
33.44,237.5,82.87
33.6,236.4,82.54
33.84,236.0,82.62
34.17,236.3,83.17
34.51,236.4,83.46
34.86,236.2,83.22
35.2,235.9,83.09
35.55,235.5,83.07
36.02,235.0,83.12
36.52,234.7,83.37
36.81,235.3,84.0
37.13,235.6,84.48
37.58,233.5,83.67
37.87,231.0,84.1
38.21,232.5,85.19
38.45,234.1,85.5
38.55,233.9,85.1
38.51,233.5,85.06
38.47,233.1,85.02
38.52,232.3,84.83
38.69,232.1,85.1
38.86,232.5,85.44
39.01,233.8,85.71
39.15,235.1,85.99
39.3,236.4,86.26
39.48,236.9,86.14
39.64,237.6,86.09
39.73,239.7,86.43
39.73,240.7,86.67
39.54,239.5,86.67
39.33,238.3,86.71
39.1,237.1,86.8
38.78,237.0,87.38
38.44,237.3,87.43
38.14,237.8,86.44
37.77,235.6,85.95
37.47,235.4,86.19
37.23,236.9,86.82
36.95,239.4,87.65
36.62,243.8,88.77
36.31,244.8,88.81
36.03,245.0,88.55
35.87,242.0,87.27
35.89,240.5,86.95
35.96,239.7,86.91
36.14,241.5,87.2
36.31,243.3,87.49
36.33,242.8,87.13
36.37,240.6,86.1
36.44,235.3,83.72
36.52,230.9,81.94
36.62,229.9,82.26
36.64,228.4,82.17
36.57,226.5,81.6
36.49,224.9,81.21
36.43,225.2,81.95
36.55,225.3,82.1
36.66,224.5,81.67
36.74,223.1,80.93
36.71,223.2,81.01
36.68,223.4,81.1
36.76,222.0,80.2
36.96,219.7,79.09
37.21,218.3,79.15
37.45,217.9,78.97
37.68,217.8,78.72
38.07,216.8,78.11
38.48,215.9,77.53
38.86,215.4,77.1
39.07,214.6,76.79
39.2,214.1,76.56
39.17,214.5,76.53
39.14,214.2,76.34
39.21,210.4,75.43
39.06,207.1,74.72
38.89,204.2,74.14
38.69,201.9,73.71
38.65,199.8,73.14
38.62,198.7,72.88
38.59,202.3,74.1
38.37,204.3,74.08
38.14,206.1,73.97
37.97,205.5,73.49
37.8,203.7,73.1
37.63,200.5,72.83
37.41,199.3,72.34
37.21,198.0,71.96
37.08,196.1,71.83
37.06,195.4,72.24
37.04,195.0,72.66
36.94,194.4,72.38
36.85,193.8,72.09
36.78,192.6,71.74
36.67,191.2,71.36
36.49,189.1,70.92
36.37,187.5,70.68
36.27,186.1,70.52
36.13,185.0,70.57
35.92,184.4,71.06
35.91,183.4,70.72
35.94,182.7,70.7
36.01,182.5,70.92
36.14,182.6,71.04
36.27,182.8,71.17
36.47,182.9,70.93
36.71,182.9,70.68
36.97,183.0,70.72
37.23,183.1,70.76
37.73,184.2,71.25
38.28,184.6,71.37
38.78,183.7,70.87
39.33,183.9,70.88
39.97,184.1,70.82
40.5,183.2,70.43
40.88,182.1,70.13
41.29,182.1,70.29
41.63,184.5,71.15
41.89,188.6,72.18
42.13,191.5,72.44
42.28,189.3,72.2
42.49,188.5,72.0
42.53,191.3,72.98
42.45,193.6,73.69
42.34,193.7,73.3
42.18,193.5,73.32
41.99,193.2,73.28
41.73,193.0,73.1
41.43,192.6,73.01
41.11,192.3,72.93
40.56,189.9,71.93
40.05,188.6,71.35
39.6,188.3,71.19
39.13,189.3,71.69
38.67,190.2,72.08
38.22,189.7,71.43
37.7,189.0,70.85
37.17,188.2,70.38
36.79,188.9,70.48
36.42,189.8,70.55
36.09,192.0,70.38
35.79,193.9,70.38
35.58,195.5,70.75
35.36,197.0,71.1
35.1,198.6,71.12
34.88,200.8,71.26
34.69,204.1,71.59
34.63,208.7,72.37
34.61,212.0,72.68
34.65,212.1,71.9
34.72,212.7,71.45
34.86,214.0,71.73
35.01,215.9,71.98
35.21,219.2,72.16
35.37,221.0,72.27
35.51,221.9,72.35
35.66,222.5,72.32
35.83,222.6,71.97
35.88,223.3,71.97
35.87,224.5,72.19
35.82,225.8,72.46
35.61,226.6,72.41
35.38,226.5,72.15
35.19,225.7,71.8
34.97,226.2,72.21
34.77,226.4,72.45
34.58,225.5,72.07
34.4,224.6,71.69
34.19,223.3,71.26
33.91,220.1,70.58
33.72,219.1,70.34
33.59,219.3,70.36
33.47,220.4,70.63
33.35,222.7,71.23
33.2,223.8,71.06
33.06,224.8,70.79
32.89,225.4,70.53
32.7,225.7,70.27
32.51,226.0,70.02
32.19,225.0,69.78
31.84,223.6,69.54
31.63,223.0,69.43
31.45,222.5,69.35
31.26,222.1,69.26
31.01,221.4,69.16
30.76,220.9,69.1
30.58,222.2,69.56
30.39,223.5,70.03
30.42,223.8,70.2
30.43,224.3,70.43
30.43,225.9,70.87
30.42,227.9,71.32
30.43,231.8,71.83
30.43,234.8,72.15
30.41,235.1,71.98
30.44,235.1,72.18
30.51,234.8,72.5
30.64,234.0,72.75
30.78,233.2,73.01
30.94,235.5,72.77
31.1,237.8,72.46
31.33,236.1,72.06
31.56,234.5,71.71
31.79,232.7,71.49
31.99,230.9,71.29
32.18,229.1,71.12
32.36,227.2,70.95
32.47,226.9,71.23
32.56,226.7,71.56
32.68,226.5,71.85
32.86,226.2,72.05
33.04,224.3,72.0
33.21,219.9,71.59
33.34,218.9,71.54
33.46,218.1,71.51
33.47,217.0,71.39
33.46,215.7,71.26
33.49,214.2,71.17
33.61,213.1,71.24
33.78,212.2,71.43
33.91,211.8,71.51
34.03,211.4,71.58
34.22,211.1,71.65
34.59,211.0,71.7
35.01,208.3,70.69
35.3,206.2,70.13
35.5,204.8,69.93
35.69,203.3,69.73
35.92,202.2,69.71
36.15,201.2,69.73
36.36,200.5,69.97
36.55,200.1,70.38
36.66,197.5,69.53
36.75,195.7,68.98
36.87,194.7,68.64
37.16,197.0,69.05
37.39,198.2,69.01
37.57,198.5,68.69
37.72,197.4,68.27
37.88,196.4,67.99
38.06,196.0,68.1
38.38,196.1,68.15
38.8,196.7,68.11
39.3,197.5,67.75
39.68,195.8,66.9
39.99,192.9,66.14
40.23,188.8,65.59
40.21,188.5,65.73
39.94,189.1,65.9
39.35,189.9,65.9
38.72,190.5,66.18
38.06,187.8,65.87
37.47,185.7,66.06
37.05,189.3,67.71
36.84,191.2,67.49
36.63,193.2,67.26
36.43,193.3,66.91
36.24,192.7,66.52
36.07,192.6,66.45
35.91,192.7,66.59
35.76,192.9,66.73
35.54,193.3,66.85
35.28,194.0,66.96
35.07,195.2,67.17
34.89,195.8,67.2
34.75,195.7,67.07
34.63,196.1,67.19
34.51,196.7,67.4
34.33,196.5,67.18
34.13,195.8,66.77
33.77,194.8,66.3
33.29,193.4,65.78
32.85,195.5,66.7
32.54,198.0,67.53
32.42,200.9,67.96
32.78,202.2,68.05
33.16,203.1,68.06
33.45,202.6,67.84
33.69,203.5,68.34
33.89,205.4,69.47
34.1,207.4,70.55
34.45,210.0,70.77
34.62,211.1,70.98
34.73,211.4,71.2
34.84,211.8,71.42
34.96,209.6,71.23
35.11,207.1,71.45
35.35,205.5,72.54
35.49,207.2,73.65
35.59,208.7,74.49
35.57,208.1,74.25
35.55,207.4,74.02
35.55,205.8,73.76
35.55,204.5,73.82
35.55,203.8,74.44
35.46,202.8,74.39
35.38,202.0,74.35
35.54,204.2,75.56
35.71,206.4,76.68
35.91,208.2,77.28
36.11,210.0,77.87
36.3,211.3,78.08
36.5,212.5,78.22
36.54,213.5,78.35
36.52,214.4,78.47
36.72,216.3,78.42
37.05,219.3,78.82
37.38,221.1,79.12
37.62,220.2,78.43
37.86,218.5,77.81
38.1,215.0,77.39
38.4,216.2,77.85
38.7,218.1,78.34
38.89,219.9,78.13
38.89,219.4,77.56
38.85,218.4,76.93
38.71,216.9,76.47
38.53,216.3,76.29
38.25,216.8,76.45
37.8,219.4,77.22
37.63,221.6,77.55
37.46,223.8,77.88
37.06,226.6,78.76
36.64,226.8,78.59
36.26,226.2,78.08
36.0,227.2,78.16
35.74,228.1,78.24
35.55,227.6,78.37
35.35,227.4,78.57
35.1,229.3,79.35
34.84,231.2,80.14
34.59,230.8,79.33
34.35,230.2,78.39
34.05,229.5,77.56
33.52,228.4,77.19
33.1,228.4,77.08
32.77,229.0,77.17
32.4,231.0,77.48
32.01,233.8,77.95
31.75,233.7,77.67
31.54,232.7,77.14
31.34,231.1,76.54
31.17,228.9,75.87
31.08,227.7,75.55
31.09,227.7,75.65
31.2,227.7,76.01
31.4,227.7,76.58
31.63,226.9,76.02
31.86,226.0,75.23
31.99,226.4,75.68
32.12,226.8,76.13
32.34,226.3,76.11
32.58,225.4,75.86
32.69,225.8,76.11
32.76,226.2,76.29
32.81,226.5,76.36
32.85,226.8,76.42
33.05,225.5,76.13
33.32,224.9,76.34
33.61,224.8,76.78
33.94,224.8,76.86
34.28,224.7,76.91
34.67,223.1,76.52
35.06,222.1,76.42
35.47,222.9,77.06
35.85,223.9,77.4
36.2,225.1,77.33
36.55,226.1,77.21
36.96,224.9,76.51
37.26,225.8,76.87
37.52,227.2,77.5
37.81,229.3,78.16
37.64,230.8,78.61
37.55,230.8,78.73
37.46,230.9,78.86
37.38,232.1,79.11
37.34,231.0,78.64
37.32,229.8,78.36
37.31,228.7,78.2
37.19,225.7,77.8
37.06,222.7,77.4
36.91,221.8,77.06
36.73,221.3,76.8
36.43,221.6,76.82
36.12,221.9,76.85
35.77,222.1,76.89
35.41,222.2,76.92
35.02,221.3,76.64
34.58,219.6,76.18
34.15,217.7,75.7
33.89,217.1,75.95
33.63,216.6,76.19
33.39,216.3,76.34
33.24,216.6,76.22
33.09,216.9,76.11
33.02,218.5,76.43
33.0,220.9,77.03
32.99,224.3,77.42
32.99,227.8,77.76
33.1,228.4,77.06
33.25,227.8,75.91
33.5,228.7,76.9
33.67,229.0,77.38
33.76,228.8,77.27
33.84,228.6,77.17
33.93,227.8,76.5
34.09,226.1,75.66
34.3,223.9,74.88
34.52,220.7,74.13
34.7,218.6,73.67
34.83,217.7,73.55
35.02,215.4,73.07
35.17,213.5,72.82
35.26,212.5,73.05
35.32,212.2,73.34
35.29,214.9,73.87
35.34,214.9,73.56
35.46,212.3,72.53
35.63,209.9,73.3
35.77,208.5,73.89
35.89,208.7,74.21
35.98,208.6,74.32
36.03,207.7,73.95
36.07,207.3,73.73
36.09,207.4,73.67
36.12,207.5,73.6
36.14,208.5,73.72
36.16,209.6,73.74
36.2,204.9,72.0
36.33,203.7,73.07
36.48,204.0,73.65
36.66,205.6,73.77
36.83,207.4,73.35
36.99,210.1,73.35
37.12,213.5,73.8
37.14,217.8,74.59
37.16,221.0,74.92
37.2,222.7,74.68
37.13,222.2,74.51
37.07,221.9,74.42
37.02,222.3,74.48
36.96,223.0,74.58
36.8,225.5,75.05
36.48,225.5,74.3
36.19,225.3,73.9
35.92,225.2,73.72
35.62,225.2,73.67
35.3,225.3,73.74
34.94,222.6,73.28
34.56,218.1,72.47
34.18,216.2,72.42
33.79,217.2,73.27
33.39,218.3,74.09
32.75,221.3,74.67
32.12,226.0,76.78
31.65,228.9,78.06
31.34,228.6,77.6
31.04,228.4,77.16
30.73,228.2,77.12
30.42,228.0,77.08
30.17,228.4,77.07
29.97,229.2,77.09
29.78,229.9,77.08
29.63,230.3,76.86
29.49,230.7,76.65
29.37,231.1,76.43
29.25,231.5,76.2
29.29,231.3,75.65
29.48,230.4,74.81
29.75,228.9,74.46
30.06,227.1,74.31
30.42,227.8,74.77
30.81,229.8,75.52
31.18,230.6,75.33
31.54,230.8,74.68
31.88,231.7,74.43
32.19,233.3,74.63
32.48,234.7,74.72
32.7,234.1,74.15
32.91,233.8,73.69
33.09,233.5,73.42
33.17,232.6,73.59
33.23,236.1,74.73
33.27,237.9,75.05
33.27,238.1,74.56
33.27,238.2,74.06
33.32,236.9,73.33
33.46,232.8,72.36
33.58,229.4,72.3
33.69,227.4,72.35
33.77,226.6,72.51
33.85,225.8,72.57
33.9,225.1,72.26
33.96,224.3,71.98
33.82,223.6,72.51
33.69,222.9,73.04
33.44,222.5,73.27
33.16,222.2,73.44
32.67,222.4,73.76
32.06,222.6,73.96
31.44,222.4,73.55
30.97,221.4,73.14
30.59,220.0,72.74
30.34,219.3,72.75
30.15,219.1,72.98
29.96,218.9,73.21
29.92,217.8,73.05
29.9,216.6,72.84
29.91,216.9,73.11
30.07,220.0,74.13
30.43,220.1,73.6
30.81,219.6,72.91
31.26,217.0,71.67
31.65,214.1,70.27
31.95,210.7,68.62
32.17,208.7,67.61
32.23,209.1,67.73
32.36,211.9,68.75
32.44,213.4,69.36
32.51,214.8,69.92
32.59,214.5,69.78
32.66,214.2,69.62
32.87,214.3,69.82
33.46,215.4,70.99
33.93,215.9,71.58
34.39,216.8,71.94
34.83,218.1,72.01
35.1,218.5,72.02
35.31,218.5,71.99
35.52,218.5,71.97
35.66,218.2,71.98
35.78,217.7,71.99
35.82,213.3,71.2
35.83,210.6,71.11
35.82,209.9,71.75
35.78,210.0,72.99
35.67,210.3,73.75
35.45,211.2,73.81
35.27,210.3,73.37
35.1,208.0,72.54
34.88,206.2,72.57
34.82,206.1,72.89
34.88,207.1,73.27
34.95,208.3,73.64
35.02,209.8,73.99
35.04,210.0,74.23
35.04,209.7,74.42
35.04,209.4,74.61
35.07,208.8,74.83
35.12,207.7,74.67
35.25,205.1,73.36
35.26,203.8,72.84
35.22,202.9,72.59
35.16,202.3,72.69
35.1,201.7,72.83
35.16,199.2,72.79
35.22,199.7,73.77
35.27,202.5,75.54
35.33,205.0,76.35
35.38,207.2,76.62
35.66,206.4,76.22
36.01,205.2,75.93
36.35,204.1,75.79
36.55,203.3,75.71
36.75,202.5,75.64
36.99,203.2,76.27
37.29,204.0,76.81
37.76,204.2,76.72
38.04,204.6,77.04
38.3,204.8,77.3
38.68,203.4,76.19
39.08,201.7,75.61
39.43,201.1,75.46
39.68,202.7,75.94
39.89,203.8,75.92
40.07,204.0,75.09
40.37,203.3,75.09
40.74,202.5,75.16
41.05,202.0,75.1
41.2,202.1,74.77
41.49,203.6,74.74
41.65,204.1,74.7
41.72,203.7,74.58
41.68,203.7,74.73
41.39,204.5,75.46
40.94,202.9,74.13
40.46,201.7,73.36
39.91,201.0,73.07
39.28,200.8,73.19
38.89,199.2,72.53
38.5,199.0,72.7
38.12,201.1,74.15
37.74,202.9,74.9
37.36,204.5,75.22
