TymeBreathRate,tidal_volume,TymeVentilation
23.25,270.0,69.15
23.33,270.7,69.35
23.51,271.3,69.68
23.69,271.9,70.01
23.87,272.6,70.34
24.12,273.5,70.86
24.42,274.8,71.52
24.74,276.2,72.1
25.24,279.4,72.06
25.62,281.7,71.78
25.84,283.0,71.24
26.07,284.2,70.69
26.33,284.5,70.31
26.65,283.5,70.17
26.97,282.2,69.92
27.27,280.9,69.6
27.45,283.5,69.6
27.55,284.3,69.54
27.57,283.4,69.44
27.59,282.6,69.33
27.71,281.8,69.4
27.98,280.9,69.71
28.24,278.2,69.61
28.5,274.8,69.34
28.6,273.9,69.27
28.67,273.4,69.23
28.75,273.0,69.19
28.83,272.2,69.12
28.94,270.6,68.93
28.99,270.9,68.83
28.99,273.2,68.83
28.92,271.1,68.42
28.85,269.0,68.0
28.78,266.8,67.58
28.6,264.6,67.46
28.28,262.2,67.78
27.96,259.9,68.1
27.59,256.3,67.95
27.23,252.5,67.75
26.92,250.2,67.63
26.64,248.4,67.52
26.48,248.0,67.54
26.35,248.2,67.59
26.23,248.3,67.65
26.17,248.7,67.7
26.14,249.2,67.76
26.12,249.8,67.81
26.1,250.4,67.87
26.11,251.4,67.74
26.18,252.9,67.38
26.24,255.0,67.07
26.29,258.3,66.85
26.33,261.3,66.59
26.33,262.6,66.04
26.33,263.8,65.49
26.32,265.1,64.94
26.38,265.9,64.2
26.52,266.1,63.26
26.59,268.6,63.25
26.61,272.5,63.86
26.67,273.5,63.54
26.74,274.2,63.29
26.91,273.5,63.49
27.08,272.8,63.69
27.25,272.1,63.89
27.49,272.8,64.14
27.82,275.4,64.49
28.01,276.5,64.53
28.05,275.9,64.24
28.1,275.4,63.95
28.14,274.9,63.66
28.18,274.3,63.38
28.19,273.5,63.15
28.03,270.8,63.23
27.83,270.6,63.41
27.57,272.8,63.69
27.3,272.3,63.33
27.03,271.6,62.93
26.66,271.1,62.34
26.27,270.8,61.76
25.77,271.9,61.68
25.38,271.6,61.57
25.17,269.0,61.4
24.96,266.5,61.22
24.75,264.0,61.05
24.62,263.4,61.18
24.49,263.0,61.34
24.37,262.5,61.5
24.24,262.1,61.66
24.12,261.7,61.82
24.0,261.6,61.94
23.87,261.7,62.04
23.75,261.7,62.14
23.62,261.7,62.24
23.54,260.4,62.16
23.54,260.0,62.1
23.54,259.7,62.04
23.53,259.3,61.98
23.52,258.9,61.85
23.45,258.1,61.51
23.38,257.3,61.18
23.3,257.2,61.16
23.2,257.7,61.39
23.1,258.1,61.62
22.91,258.8,61.79
22.37,260.5,61.73
21.98,261.6,61.79
21.69,262.3,61.95
21.4,262.9,62.11
21.2,261.8,62.02
21.05,259.6,61.79
21.14,259.9,62.07
21.39,261.7,62.67
21.61,261.9,62.56
21.84,262.0,62.36
22.06,262.1,62.16
22.32,262.2,62.06
22.67,262.3,62.12
23.01,262.4,62.19
23.36,262.6,62.27
23.73,263.1,62.37
24.09,263.5,62.48
24.4,264.0,62.4
24.64,264.5,62.13
24.89,265.0,61.85
25.13,265.5,61.58
25.38,262.0,60.93
25.64,257.0,60.2
25.94,254.3,60.93
26.1,251.3,61.27
26.22,248.1,61.49
26.21,246.2,61.55
26.17,244.6,61.57
26.13,243.0,61.59
26.07,241.0,61.43
26.0,238.4,60.92
26.0,235.6,60.37
26.1,232.7,59.77
26.29,232.6,60.35
26.48,233.5,61.07
26.64,235.0,61.11
26.81,236.5,61.15
26.98,237.8,61.09
27.19,238.8,60.89
27.39,239.8,60.71
27.56,240.7,60.85
27.74,241.7,61.0
27.79,241.6,60.85
27.81,241.3,60.62
27.82,240.8,60.43
27.8,239.5,60.42
27.77,238.3,60.4
27.67,239.2,60.74
27.55,240.1,61.06
27.42,240.0,61.2
27.28,239.9,61.33
27.2,239.3,61.32
27.11,238.7,61.31
27.03,238.2,61.3
26.94,239.0,61.3
26.86,240.7,61.3
26.74,242.1,61.09
26.56,243.2,60.54
26.41,245.0,60.38
26.27,247.0,60.32
26.24,245.8,60.17
26.24,243.6,59.99
26.24,241.7,59.88
26.2,242.2,60.33
26.15,242.7,60.78
26.1,243.1,61.0
26.05,243.4,61.17
25.98,243.7,61.29
25.86,243.9,61.25
25.78,244.1,61.28
25.72,244.2,61.36
25.67,244.4,61.44
25.6,244.6,61.52
25.54,244.7,61.59
25.47,244.9,61.67
25.4,245.1,61.75
25.29,246.2,61.93
25.11,249.3,62.34
24.92,252.3,62.72
24.72,252.0,62.32
24.51,251.8,61.93
24.4,252.0,61.71
24.29,252.2,61.48
24.22,252.7,61.43
24.17,253.6,61.55
24.12,254.4,61.67
24.17,255.2,61.85
24.26,256.1,62.04
24.36,256.4,62.14
24.5,255.8,62.06
24.64,255.2,61.97
24.79,254.8,61.92
24.96,255.1,62.06
25.14,255.4,62.21
25.31,255.7,62.35
25.54,255.3,62.21
25.8,254.6,61.92
25.98,254.5,61.78
26.09,255.1,61.8
26.2,255.7,61.82
26.25,257.1,61.96
26.19,260.3,62.36
26.07,261.0,62.4
25.91,259.8,62.24
25.8,258.6,62.42
25.69,257.9,62.3
25.59,257.5,61.94
25.53,256.3,61.68
25.48,254.8,61.44
25.43,253.2,61.2
25.54,253.0,61.45
25.64,252.8,61.7
25.75,253.9,61.76
25.86,255.0,61.83
25.97,256.1,61.89
26.07,256.7,61.91
26.17,256.8,61.85
26.27,256.9,61.8
26.36,257.0,61.74
26.45,258.2,61.58
26.53,259.6,61.41
26.58,259.7,61.71
26.63,259.8,62.03
26.56,261.1,62.34
26.47,262.6,62.65
26.33,262.1,62.6
26.17,260.8,62.42
26.01,259.5,62.24
25.79,258.8,62.35
25.52,258.5,62.67
25.31,258.4,62.8
25.11,258.4,62.85
24.95,257.6,62.96
24.81,256.2,63.13
24.67,254.7,63.3
24.66,255.5,63.51
24.65,256.3,63.73
24.64,257.1,63.95
24.64,260.2,64.08
24.66,264.7,64.15
24.65,268.5,64.08
24.64,271.6,64.0
24.65,273.6,64.02
24.66,275.6,64.03
24.7,275.8,63.99
24.75,275.2,63.93
24.76,274.8,63.89
24.73,274.9,63.87
24.69,275.0,63.85
24.65,275.0,63.83
24.59,273.2,63.64
24.53,271.3,63.44
24.46,269.4,63.24
24.4,269.1,63.55
24.34,269.8,64.16
24.35,270.4,64.63
24.39,270.8,65.0
24.44,271.2,65.38
24.49,271.6,65.75
24.5,273.3,65.85
24.5,275.5,65.84
24.44,275.5,65.68
24.37,275.2,65.5
24.3,274.9,65.34
24.19,275.3,65.6
24.09,275.7,65.86
23.97,276.1,65.97
23.83,276.5,65.92
23.69,277.3,65.93
23.53,280.9,66.55
23.37,284.6,67.18
23.39,285.0,67.3
23.46,283.7,67.21
23.54,281.3,67.01
23.63,279.3,66.85
23.72,279.9,66.94
23.82,280.5,67.03
23.92,281.1,67.12
24.02,281.9,67.21
24.14,284.4,67.29
24.26,286.9,67.36
24.38,289.2,67.43
24.47,289.2,67.43
24.56,289.3,67.43
24.65,289.4,67.45
24.7,289.5,67.63
24.75,289.7,67.8
24.77,289.3,67.88
24.79,288.9,67.97
24.77,289.0,68.13
24.72,289.3,68.34
24.69,289.0,68.37
24.67,287.8,68.13
24.64,286.7,67.93
24.56,285.5,67.91
24.48,284.5,67.89
24.43,285.4,67.83
24.38,286.4,67.77
24.33,287.3,67.71
24.31,286.8,67.61
24.29,286.0,67.51
24.33,286.0,67.59
24.41,286.3,67.78
24.48,286.8,67.99
24.59,288.6,68.32
24.7,290.4,68.65
24.78,291.1,68.73
24.85,290.8,68.6
24.92,290.6,68.47
24.91,290.7,68.21
24.87,291.0,67.88
24.83,292.0,67.74
24.81,293.9,67.83
24.77,295.2,67.92
24.68,294.6,68.0
24.59,293.9,68.08
24.5,293.1,68.16
24.4,292.3,68.24
24.3,291.5,68.32
24.2,289.9,68.29
24.06,286.9,68.07
23.96,285.4,68.18
23.91,286.6,68.87
23.87,287.8,69.5
23.83,288.7,69.71
23.79,289.6,69.92
23.77,290.5,70.07
23.78,291.7,70.07
23.79,292.9,70.07
23.8,293.6,69.89
23.8,293.6,69.44
23.8,293.6,69.03
23.78,293.9,69.01
23.76,294.2,68.98
23.74,294.1,69.0
23.71,293.2,69.1
23.68,292.4,69.2
23.66,292.2,69.32
23.64,293.4,69.48
23.63,294.7,69.63
23.59,295.1,69.95
23.55,295.6,70.27
23.56,296.0,70.92
23.59,296.5,71.79
23.63,297.0,72.66
23.73,296.0,72.64
23.85,294.8,72.45
23.97,295.4,72.55
24.11,297.7,72.9
24.25,300.1,73.24
24.28,300.8,73.48
24.3,301.4,73.71
24.33,302.1,73.94
24.33,302.6,74.08
24.34,303.1,74.23
24.37,302.6,74.35
24.45,299.8,74.39
24.52,297.6,74.45
24.54,300.0,74.56
24.57,301.1,74.43
24.64,300.3,73.93
24.75,299.7,73.64
24.88,299.2,73.41
25.0,298.7,73.2
25.07,298.6,73.24
25.14,298.4,73.28
25.2,298.3,73.32
25.23,299.1,73.57
25.24,300.1,73.88
25.26,301.1,74.19
25.27,302.2,74.5
25.37,302.1,74.74
25.49,301.7,74.97
25.59,301.0,75.18
25.68,300.1,75.37
25.76,299.8,75.55
25.83,300.5,75.69
25.89,301.2,75.83
25.94,301.0,75.71
25.97,299.7,75.31
25.91,296.1,74.78
25.78,294.6,74.77
25.65,295.5,75.18
25.52,296.5,75.6
25.37,297.9,76.0
25.2,299.5,76.39
25.04,301.2,76.78
24.87,299.9,76.58
24.7,297.2,76.12
24.67,295.6,75.75
24.68,294.2,75.39
24.72,294.0,75.29
24.81,295.6,75.62
24.88,296.7,75.74
24.95,297.8,75.84
25.02,299.0,75.93
25.08,299.6,75.87
25.11,298.6,75.31
25.14,297.6,74.75
25.13,296.6,74.45
25.11,295.6,74.23
25.09,294.7,74.02
25.1,294.6,74.03
25.12,295.2,74.18
25.13,295.8,74.34
25.16,295.8,74.43
25.18,295.9,74.53
25.13,296.2,74.49
25.08,296.5,74.45
25.04,296.7,74.75
25.01,296.8,75.23
24.97,296.9,75.42
24.91,296.9,75.53
24.86,296.9,75.64
24.81,296.2,75.2
24.77,295.2,74.59
24.73,295.7,73.69
24.68,296.6,72.71
24.73,295.8,72.12
24.82,294.1,71.74
24.91,292.1,71.53
25.0,290.0,71.43
25.08,287.9,71.32
25.15,288.8,71.48
25.21,290.5,71.71
25.24,291.4,71.8
25.23,291.5,71.72
25.22,291.5,71.64
25.19,291.2,71.46
25.13,290.5,71.18
25.06,289.8,70.89
24.97,288.4,71.32
24.88,286.9,71.81
24.79,286.7,72.35
24.71,287.5,72.93
24.62,287.3,73.2
24.53,285.6,73.03
24.44,284.0,72.86
24.36,282.3,72.53
24.28,280.5,72.21
24.2,278.8,71.88
24.16,279.5,71.86
24.12,280.7,71.89
24.08,281.9,71.92
24.04,282.8,71.88
23.99,283.3,71.74
23.94,283.7,71.61
23.87,284.6,71.14
23.87,284.7,70.85
23.95,283.9,70.82
24.02,283.1,70.78
24.15,283.9,71.11
24.31,285.5,71.64
24.46,287.0,72.13
24.57,287.4,72.14
24.68,287.9,72.15
24.79,288.3,72.16
24.94,287.9,72.1
25.11,287.0,71.99
25.29,285.2,71.8
25.47,283.0,71.59
25.59,282.9,72.15
25.69,283.6,72.99
25.8,284.3,73.83
25.82,286.0,74.34
25.83,287.8,74.84
25.8,287.4,74.9
25.73,285.6,74.69
25.71,284.0,74.25
25.69,283.6,74.13
25.66,284.7,74.42
25.64,285.9,74.75
25.67,288.3,75.26
25.7,290.7,75.77
25.78,289.7,75.68
25.88,287.9,75.45
25.97,287.4,75.65
26.07,287.6,76.11
26.17,287.9,76.56
26.28,287.5,76.81
26.45,285.5,76.47
26.62,283.4,76.13
26.76,282.1,75.77
26.87,280.9,75.39
26.99,279.8,75.02
27.13,278.8,74.75
27.27,278.0,74.56
27.28,278.1,74.5
27.22,278.7,74.5
27.16,279.3,74.43
27.08,279.7,74.2
27.0,280.1,73.97
26.8,283.0,74.07
26.61,285.4,74.06
26.45,286.7,73.87
26.28,287.7,73.72
26.13,285.7,73.9
26.21,286.2,74.09
26.28,286.7,74.29
26.37,287.3,74.48
26.65,289.4,74.62
26.87,290.5,74.57
27.02,290.4,74.29
27.16,290.2,74.0
27.33,291.2,73.69
27.52,293.0,73.35
27.64,295.1,73.49
27.65,297.5,74.41
27.67,299.9,75.33
27.58,302.9,76.66
27.34,306.6,78.6
27.06,308.6,79.8
26.74,308.8,80.14
26.38,309.0,80.44
25.97,309.0,80.63
25.57,309.2,81.43
25.16,309.6,83.0
24.94,310.7,83.44
24.73,311.9,83.79
24.57,312.6,83.97
24.54,312.0,83.76
24.51,311.5,83.54
24.49,311.1,83.43
24.48,311.5,83.78
24.48,311.8,84.12
24.47,312.1,84.47
24.47,312.5,84.81
24.49,313.0,84.94
24.51,313.5,84.96
24.54,314.0,84.98
24.57,314.6,85.0
24.65,314.5,84.91
24.74,314.3,84.81
24.82,314.2,84.71
24.98,313.9,84.15
25.1,313.4,83.73
25.09,312.3,83.87
25.07,311.1,84.01
25.12,311.4,84.35
25.22,312.7,84.81
25.31,313.9,85.28
25.38,314.9,85.83
25.42,315.6,86.17
25.37,315.8,86.08
25.32,315.9,85.99
25.28,316.1,85.9
25.37,315.2,85.84
25.54,313.8,85.81
25.98,315.4,86.36
26.39,316.8,86.73
26.63,316.4,86.56
26.86,316.1,86.39
27.17,317.0,86.55
27.52,318.5,86.85
27.95,320.2,87.4
28.52,322.2,88.28
28.76,323.0,88.79
29.0,323.7,89.3
29.19,324.1,89.65
29.35,324.4,89.88
29.52,324.4,90.45
29.72,324.0,91.45
29.83,323.7,91.94
29.93,323.3,92.34
29.97,322.3,92.55
29.93,320.2,92.52
29.87,318.1,92.33
29.79,316.2,91.98
29.77,315.4,92.25
29.76,315.1,92.71
29.64,316.0,93.14
29.53,316.9,93.58
29.46,317.3,93.54
29.41,317.8,93.47
29.47,317.0,93.65
29.54,316.0,93.85
29.58,314.6,93.85
29.52,312.4,93.31
29.47,310.6,92.74
29.4,309.8,92.1
29.34,309.0,91.45
29.31,309.0,91.39
29.28,309.4,91.56
29.21,310.9,92.32
29.13,312.7,93.26
29.04,314.5,93.4
28.95,316.0,93.04
28.93,316.5,93.28
28.91,317.0,93.52
28.9,317.4,93.77
28.88,317.7,93.85
28.85,317.8,93.75
28.82,317.9,93.64
28.77,318.3,93.97
28.72,318.8,94.34
28.69,319.4,94.54
28.67,320.0,94.61
28.67,320.7,94.7
28.72,321.5,94.84
28.77,322.3,94.95
28.82,323.0,94.99
28.94,323.1,94.76
29.09,323.0,94.4
29.16,322.9,94.24
29.23,322.7,94.09
29.28,322.0,93.9
29.32,320.9,93.7
29.32,320.0,93.66
29.3,319.3,93.77
29.29,318.5,93.84
29.37,317.8,93.64
29.4,317.7,93.47
29.4,317.8,93.32
29.41,318.2,93.24
29.42,318.6,93.19
29.42,319.1,93.35
29.43,319.5,93.71
29.43,319.8,93.83
29.37,319.8,93.38
29.32,319.9,92.99
29.24,320.4,92.76
29.19,320.7,92.66
29.17,320.6,92.84
29.15,320.6,93.01
29.19,319.4,92.7
29.23,318.1,92.32
29.25,317.7,92.27
29.27,317.3,92.22
29.3,318.5,92.88
29.34,320.5,93.95
29.36,323.1,94.54
29.36,326.0,94.83
29.33,327.0,94.55
29.28,326.9,93.93
29.21,326.2,93.43
29.12,325.2,93.06
29.01,325.0,92.82
28.88,326.1,92.78
28.8,325.9,92.45
28.78,324.8,91.91
28.72,325.4,91.62
28.63,327.3,91.53
28.58,328.5,91.33
28.56,329.2,91.07
28.54,329.9,90.8
28.51,329.3,90.44
28.49,327.8,90.01
28.47,326.3,89.8
28.44,324.8,89.8
28.38,322.9,89.58
28.29,320.9,89.21
28.22,318.8,88.64
28.17,316.7,87.95
28.09,314.8,87.38
27.93,314.6,87.76
27.76,314.5,88.1
27.53,313.6,87.31
27.31,312.8,86.53
27.1,312.3,86.28
26.89,311.8,86.17
26.59,311.2,85.91
26.22,310.3,85.49
26.07,310.1,85.26
25.92,309.8,85.03
25.77,309.5,85.02
25.64,309.3,85.31
25.51,309.1,85.61
25.45,309.1,85.48
25.42,309.3,85.24
25.43,310.0,85.29
25.48,311.2,85.59
25.54,312.5,85.88
25.61,313.9,86.11
25.69,315.4,86.3
25.77,316.9,86.49
25.85,316.6,86.31
25.94,315.1,85.9
26.03,313.6,85.55
26.11,311.6,85.65
26.19,309.7,85.76
26.25,308.2,85.97
26.29,307.9,86.4
26.33,307.5,86.83
26.35,308.2,87.08
26.38,308.7,87.25
26.42,309.1,87.37
26.42,308.1,87.34
26.39,306.6,87.25
26.44,305.7,86.96
26.51,304.9,86.58
26.62,304.1,86.34
26.74,303.2,86.13
26.88,302.9,86.16
27.02,302.7,86.24
27.16,302.5,86.22
27.33,302.2,85.84
27.5,302.0,85.46
27.82,300.8,85.27
28.16,299.5,85.09
28.57,299.5,85.82
28.95,299.9,86.6
29.12,301.3,86.91
29.3,302.6,87.23
29.47,303.0,87.38
29.65,302.4,87.32
29.74,302.1,87.4
29.74,302.2,87.59
29.75,302.4,87.78
29.69,302.7,87.29
29.62,303.0,86.77
29.56,303.1,86.8
29.6,304.1,86.9
29.65,305.0,86.82
29.69,304.6,85.48
29.74,304.2,84.4
29.83,303.9,84.27
29.94,303.9,84.29
30.1,305.1,84.8
30.23,306.2,85.21
30.27,306.8,85.26
30.31,307.3,85.32
30.3,306.3,85.11
30.27,304.5,84.78
30.16,303.6,85.23
30.02,303.3,86.12
29.86,303.8,86.73
29.68,304.7,87.23
29.41,305.8,87.81
29.1,306.9,88.41
28.64,308.4,88.56
28.06,310.0,88.28
27.74,308.3,88.06
27.43,306.6,87.84
27.14,305.1,87.73
26.92,303.9,87.82
26.69,302.8,87.91
26.55,301.1,87.9
26.44,299.3,87.86
26.38,298.7,87.93
26.4,299.9,88.16
26.43,301.1,88.4
26.45,302.3,88.63
26.48,303.4,88.82
26.59,303.7,88.75
26.71,304.1,88.67
26.81,304.1,88.48
26.89,303.9,88.16
26.98,303.6,87.85
27.07,303.9,87.62
27.17,304.3,87.42
27.26,304.6,87.22
27.38,304.7,86.93
27.5,304.5,86.58
27.55,304.0,86.24
27.59,303.6,85.9
27.68,303.3,86.0
27.78,303.1,86.11
28.11,304.2,86.17
28.48,304.5,86.11
28.82,303.7,85.93
29.15,303.3,85.87
29.48,303.0,85.81
29.9,303.1,85.88
30.32,303.3,85.92
30.58,303.2,85.53
30.83,303.0,85.14
31.08,301.1,84.87
31.33,298.1,84.68
31.46,296.5,85.39
31.49,296.7,85.92
31.47,298.1,86.29
31.36,296.7,86.39
31.21,294.3,86.38
31.02,291.8,86.28
30.71,289.4,86.0
30.54,288.7,85.82
30.41,288.6,85.68
30.31,289.2,85.72
30.22,290.1,85.85
30.13,290.9,85.93
30.03,291.2,85.51
29.93,291.5,85.1
29.9,291.2,84.7
29.89,290.6,84.32
29.92,289.7,83.95
29.97,288.7,83.57
29.97,289.0,83.61
29.91,290.8,84.15
29.86,292.6,84.69
29.82,293.2,84.24
29.79,293.3,83.42
29.64,290.5,82.62
29.47,288.3,82.02
29.24,288.3,82.31
29.0,288.3,82.61
28.79,288.5,82.66
28.58,288.7,82.69
28.35,289.1,82.89
28.1,288.8,82.85
27.85,287.3,82.35
27.71,287.9,82.96
27.6,289.0,83.78
27.5,290.0,84.51
27.48,290.4,84.76
27.47,290.8,85.0
27.5,292.3,85.15
27.54,293.8,85.31
27.54,294.7,85.53
27.54,295.4,85.77
27.53,296.1,86.01
27.55,296.3,86.1
27.57,296.1,86.1
27.6,295.9,86.1
27.64,294.8,86.28
27.68,293.3,86.59
27.67,293.1,86.87
27.66,292.8,87.14
27.69,293.3,87.24
27.72,294.1,87.28
27.93,295.0,87.49
28.27,295.9,87.82
28.44,296.0,87.82
28.6,296.2,87.8
28.79,295.3,87.61
28.99,294.0,87.36
29.36,294.0,87.91
29.7,294.3,88.51
29.83,294.4,88.65
29.96,294.5,88.79
30.25,293.8,88.41
30.67,293.6,88.22
31.16,294.9,88.82
31.64,294.9,88.91
31.88,295.9,89.19
31.99,297.4,89.58
32.11,298.7,89.94
32.2,299.5,90.25
32.3,300.0,90.52
32.36,299.3,90.65
32.41,298.3,90.76
32.41,296.8,90.84
32.41,295.3,90.91
32.49,294.2,91.16
32.6,294.4,91.46
32.7,295.3,91.72
32.75,296.8,92.21
32.79,298.4,92.74
32.8,299.6,93.06
32.64,299.0,92.53
32.49,298.5,92.0
32.27,298.9,91.71
32.02,299.6,91.5
31.75,301.3,91.56
31.45,302.1,91.19
31.08,301.5,90.01
30.94,302.2,89.8
30.86,303.3,89.85
30.76,304.5,89.53
30.65,305.6,88.99
30.4,307.6,88.14
30.22,308.3,87.36
30.12,307.8,86.64
30.01,307.3,85.92
29.95,306.7,85.75
29.89,306.1,85.62
29.77,305.3,85.67
29.64,304.4,85.76
29.49,304.2,85.69
29.34,304.6,85.47
29.17,304.2,85.2
28.97,301.6,84.78
28.76,299.4,84.45
28.5,300.2,84.91
28.23,301.1,85.36
27.88,302.3,85.44
27.51,303.6,85.41
27.08,303.1,85.27
26.63,302.0,85.09
26.22,301.2,84.95
25.86,300.9,84.85
25.54,300.7,84.78
25.38,300.7,84.85
25.22,300.7,84.92
25.1,301.0,84.94
25.04,301.8,84.86
24.99,302.6,84.79
25.01,302.1,84.32
25.07,301.1,83.65
25.14,300.2,83.12
25.23,299.9,83.07
25.32,299.5,83.02
25.41,299.2,82.96
25.52,299.5,83.04
25.66,300.7,83.3
25.8,302.0,83.56
25.98,301.3,83.02
26.2,298.1,81.47
26.29,297.6,82.28
26.37,297.4,83.33
26.44,297.4,83.66
26.51,297.3,83.94
26.63,294.4,83.3
26.75,291.4,82.74
26.79,290.2,83.0
26.84,289.0,83.27
26.96,289.2,83.98
27.12,289.9,84.8
27.42,291.3,85.32
27.65,290.2,85.2
27.85,288.1,84.82
28.08,286.2,84.58
28.38,284.5,84.78
28.67,283.0,84.98
28.97,282.1,85.11
29.26,281.2,85.24
29.62,280.0,85.63
30.04,278.3,86.25
30.25,278.5,86.76
30.43,278.9,87.24
30.66,277.8,87.33
30.93,274.9,86.96
31.18,270.6,86.45
31.4,265.2,85.84
31.5,263.1,86.31
31.54,262.2,87.2
31.64,262.2,88.75
31.83,263.5,91.13
32.36,263.7,90.95
32.72,263.5,91.09
33.0,263.0,91.37
33.31,263.0,91.26
33.63,263.4,90.94
34.19,261.7,91.26
34.69,260.9,91.63
35.11,261.1,91.91
35.38,260.9,91.91
35.64,260.7,91.88
36.06,260.2,91.89
36.59,259.5,91.98
37.27,259.3,92.25
37.74,257.3,92.35
38.17,255.0,92.34
38.65,253.0,91.94
38.9,252.3,92.33
39.07,252.1,93.01
39.1,252.2,93.39
39.04,251.6,93.36
38.92,247.7,92.35
39.18,242.7,91.26
39.26,241.9,91.15
39.24,240.6,90.63
39.16,237.9,89.52
39.09,235.8,89.04
39.04,235.5,90.35
39.01,236.5,90.84
38.97,237.6,91.25
38.93,238.7,91.49
38.87,239.4,91.42
38.83,239.3,90.91
38.85,236.7,90.16
38.88,234.3,89.8
38.8,235.6,90.48
38.7,236.7,90.83
38.49,237.4,90.11
38.27,238.6,90.0
38.03,240.3,90.58
37.99,240.6,89.97
38.03,240.4,89.66
38.19,240.0,90.01
38.39,242.9,90.94
38.58,245.9,91.87
38.81,250.8,92.53
38.82,252.9,92.78
38.73,253.7,92.84
38.64,254.5,92.9
38.55,253.1,91.94
38.46,249.3,89.97
38.28,249.6,91.31
38.09,250.8,91.14
37.92,251.2,91.62
37.77,251.1,92.45
37.64,252.0,92.83
37.51,253.4,93.03
37.38,255.3,93.26
37.24,256.9,93.38
36.98,256.7,92.7
36.73,257.6,92.27
36.53,259.6,92.11
36.52,260.3,91.84
36.51,261.0,91.56
36.5,261.7,91.53
36.46,262.5,91.65
36.25,263.5,92.03
36.05,264.5,92.4
35.98,266.4,92.73
35.89,268.0,93.06
35.77,269.4,93.4
35.64,271.1,93.7
35.49,272.9,93.98
35.35,275.4,94.87
35.2,278.6,96.24
35.09,280.4,96.26
34.88,283.6,96.29
34.56,288.1,96.2
34.39,289.5,95.44
34.22,290.8,94.67
34.05,295.2,95.02
33.95,297.4,95.34
33.89,298.8,95.61
33.82,300.2,95.88
33.82,300.9,95.61
33.84,301.3,95.08
33.87,302.6,95.14
33.9,304.3,95.5
33.93,303.4,94.94
33.97,302.0,94.18
34.0,300.5,93.41
33.89,299.3,92.91
33.74,298.0,92.45
33.56,296.7,91.99
33.18,295.3,91.53
32.81,294.4,91.48
32.46,294.4,92.0
31.75,295.3,92.02
31.08,295.4,91.6
30.68,294.0,91.06
30.28,292.4,90.57
29.91,290.2,90.27
29.55,288.6,89.97
29.26,289.0,89.64
29.15,291.2,89.93
29.06,293.7,90.29
29.0,295.5,90.41
28.99,295.7,89.76
28.99,295.9,89.12
28.99,295.7,89.05
29.0,295.3,89.35
29.02,294.9,89.48
29.12,294.8,88.83
29.21,294.7,88.18
29.3,294.9,87.45
29.38,295.2,86.67
29.37,295.8,86.34
29.36,296.3,86.04
29.34,296.8,85.73
29.36,297.3,85.53
29.4,297.7,85.37
29.38,297.3,85.28
29.33,296.2,85.24
29.27,295.1,85.2
29.25,295.0,85.62
