time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2
0,206,73,83,0.3,18.4,51.509083,-0.08110698,0.0,27,0.0
1,225,76,84,2.0,18.4,51.509083,-0.08113095,1.7,28,1.3128528E-4
2,224,76,86,5.2,18.2,51.509083,-0.081176974,2.45,28,2.6257057E-4
3,227,76,87,9.4,18.0,51.50908,-0.08123699,3.033,29,3.9385585E-4
4,227,77,88,14.6,17.8,51.509068,-0.08130798,3.575,28,5.2514113E-4
5,224,77,90,20.39,17.6,51.509056,-0.08138895,4.019,28,6.564264E-4
6,225,77,90,26.9,17.2,51.50904,-0.08147897,4.98,28,7.877117E-4
7,224,74,90,33.9,17.2,51.509026,-0.08157696,5.74,29,9.18997E-4
8,225,73,90,41.2,17.2,51.509014,-0.08167997,6.36,29,0.0010502823
9,226,72,90,48.6,17.2,51.50901,-0.08178692,6.8,30,0.0011815676
10,227,72,90,56.1,17.4,51.509007,-0.08189396,7.14,30,0.0013128528
11,226,74,90,63.5,17.6,51.509003,-0.082001,7.32,29,0.0014441381
12,224,73,89,70.8,17.8,51.509007,-0.08210695,7.38,29,0.0015754234
13,224,73,89,78.0,18.0,51.50901,-0.08220996,7.36,29,0.0017067087
14,227,72,90,85.2,18.0,51.509014,-0.08231297,7.32,30,0.001837994
15,228,74,92,92.3,18.2,51.50902,-0.08241397,7.24,29,0.0019692793
16,224,76,92,99.4,18.2,51.509033,-0.082515985,7.18,28,0.0021005645
17,225,75,92,106.5,18.4,51.509045,-0.082616985,7.14,29,0.0022318498
18,224,74,93,113.6,18.6,51.50906,-0.08271698,7.12,29,0.002363135
19,225,73,93,120.7,18.6,51.509075,-0.08281597,7.1,29,0.0024944204
20,226,74,94,127.8,18.8,51.50909,-0.08291496,7.1,29,0.0026257057
21,225,74,95,134.8,19.0,51.509106,-0.083012946,7.08,29,0.002756991
22,225,73,96,141.8,19.2,51.509117,-0.083111934,7.06,29,0.0028882762
23,227,73,97,148.69,19.4,51.50913,-0.08320899,7.02,30,0.0030195615
24,227,74,98,155.5,19.6,51.50914,-0.08330598,6.96,29,0.0031508468
25,225,74,99,162.3,19.8,51.50915,-0.08340195,6.9,29,0.003282132
26,225,74,99,169.1,19.8,51.509167,-0.083497,6.86,29,0.0034134174
27,224,74,100,175.7,20.0,51.509174,-0.08359197,6.78,29,0.0035447027
28,227,73,101,182.4,20.2,51.509186,-0.08368593,6.74,30,0.003675988
29,227,74,101,188.9,20.4,51.509197,-0.08377896,6.68,29,0.0038072732
30,225,74,101,195.5,20.6,51.50921,-0.08387192,6.64,29,0.0039385585
31,225,75,102,202.0,20.8,51.509224,-0.08396295,6.58,29,0.004069844
32,226,75,102,208.5,21.0,51.509235,-0.08405398,6.56,29,0.004201129
33,226,74,102,214.9,21.2,51.509247,-0.08414492,6.5,29,0.0043324144
34,223,74,102,221.4,21.2,51.50926,-0.08423695,6.5,29,0.0044636996
35,224,73,102,227.8,21.4,51.509266,-0.08432798,6.46,29,0.004594985
36,226,72,102,234.1,21.6,51.509274,-0.08441792,6.42,30,0.00472627
37,226,73,103,240.5,21.8,51.509285,-0.08450895,6.4,30,0.0048575555
38,226,72,103,246.8,22.0,51.509296,-0.08459796,6.38,30,0.004988841
39,224,72,103,253.1,22.2,51.509304,-0.08468698,6.34,30,0.005120126
40,227,72,104,259.3,22.2,51.509315,-0.084774986,6.3,30,0.0052514113
41,227,72,104,265.5,22.4,51.509327,-0.084863,6.28,30,0.0053826966
42,226,73,104,271.7,22.6,51.50934,-0.084950924,6.24,30,0.005513982
43,226,73,104,277.89,22.8,51.50935,-0.08503793,6.22,30,0.005645267
44,226,73,105,284.1,23.0,51.509357,-0.08512493,6.2,30,0.0057765525
45,227,74,105,290.2,23.2,51.50937,-0.08521193,6.18,29,0.0059078378
46,227,74,105,296.39,23.2,51.50938,-0.08529894,6.18,29,0.006039123
47,224,75,105,302.5,23.4,51.50939,-0.08538595,6.16,29,0.0061704083
48,224,75,105,308.6,23.6,51.5094,-0.08547194,6.14,29,0.0063016936
49,225,73,105,314.7,23.8,51.50941,-0.08555794,6.12,29,0.006432979
50,223,72,105,320.7,24.0,51.509422,-0.08564394,6.1,30,0.006564264
51,227,72,106,326.8,24.0,51.509434,-0.08572994,6.08,30,0.0066955495
52,227,74,106,332.9,24.2,51.50944,-0.08581594,6.08,29,0.0068268348
53,226,74,106,339.0,24.4,51.509453,-0.08590193,6.08,29,0.00695812
54,224,74,107,345.0,24.6,51.509464,-0.08598793,6.06,29,0.0070894053
55,227,74,107,351.1,24.8,51.509476,-0.08607292,6.08,29,0.0072206906
56,225,74,107,357.2,24.8,51.509487,-0.086158924,6.08,29,0.007351976
57,223,74,108,363.3,25.0,51.5095,-0.086244926,6.08,29,0.007483261
58,227,72,109,369.4,25.2,51.509506,-0.08633092,6.08,30,0.0076145465
59,227,73,109,375.5,25.2,51.50952,-0.08641793,6.1,30,0.0077458317
60,225,74,110,381.7,25.4,51.509533,-0.08650392,6.12,29,0.007877117
61,227,74,109,387.8,25.6,51.509544,-0.08658992,6.12,29,0.008008402
62,222,74,109,394.0,25.8,51.50956,-0.08667592,6.14,29,0.008008402
63,224,74,110,400.2,25.8,51.50957,-0.08676192,6.16,29,0.008139688
64,227,73,110,406.4,26.0,51.50959,-0.086847916,6.18,30,0.008270972
65,225,72,110,412.7,26.0,51.509605,-0.086934924,6.2,30,0.008402258
66,226,72,110,419.2,26.0,51.50962,-0.08702494,6.28,30,0.008533543
67,227,72,110,425.9,26.0,51.50964,-0.087117985,6.38,30,0.008664829
68,226,73,110,432.9,26.0,51.509655,-0.08721496,6.54,30,0.008796114
69,227,73,110,440.2,25.8,51.509666,-0.08731797,6.76,30,0.008927399
70,224,74,110,447.9,25.4,51.50968,-0.08742694,7.04,29,0.009058684
71,227,74,110,456.1,25.2,51.50969,-0.08754294,7.38,29,0.00918997
72,227,74,110,464.9,24.8,51.509705,-0.087666996,7.8,29,0.009321255
73,225,74,110,474.0,24.4,51.509716,-0.087797925,8.22,29,0.00945254
74,224,75,109,483.6,24.0,51.509735,-0.087931946,8.68,29,0.009583825
75,227,74,109,493.4,24.0,51.509758,-0.08806899,9.1,29,0.009715111
76,225,74,109,503.3,24.0,51.509785,-0.08820595,9.44,29,0.009846396
77,224,74,109,513.2,24.2,51.50981,-0.08833998,9.66,29,0.009977682
78,225,74,109,522.79,24.4,51.509842,-0.08846998,9.76,29,0.010108966
79,225,74,109,532.0,24.8,51.509872,-0.08859295,9.68,29,0.010240252
80,228,73,109,540.9,25.4,51.509907,-0.08870996,9.5,30,0.010371537
81,228,74,109,549.29,25.8,51.509937,-0.08881993,9.2,29,0.010502823
82,224,75,109,557.2,26.2,51.509968,-0.08892495,8.8,29,0.0106341075
83,224,76,109,564.79,26.6,51.509995,-0.089022934,8.4,28,0.010765393
84,227,75,110,571.9,27.0,51.51002,-0.08911698,7.98,29,0.010896678
85,225,74,110,578.7,27.4,51.510048,-0.089205995,7.56,29,0.011027964
86,225,74,109,585.2,27.8,51.51007,-0.089292,7.18,29,0.011159249
87,226,73,111,591.5,28.0,51.510098,-0.08937397,6.86,30,0.011290534
88,230,74,111,597.5,28.2,51.510117,-0.089453936,6.54,30,0.011421819
89,226,76,110,603.5,28.4,51.51014,-0.089533985,6.32,28,0.011553105
90,226,78,111,609.5,28.6,51.51016,-0.08961294,6.16,28,0.01168439
91,225,77,111,615.5,28.8,51.51018,-0.089690976,6.06,28,0.0118156755
92,225,77,111,621.5,28.8,51.510204,-0.089770935,6.0,28,0.01194696
93,226,77,110,627.6,29.0,51.51022,-0.089854926,6.02,28,0.012078246
94,222,75,110,634.0,29.0,51.510235,-0.08994293,6.1,28,0.012078246
95,226,74,110,640.5,29.0,51.51025,-0.09003396,6.2,29,0.012209531
96,226,74,110,647.29,28.8,51.510265,-0.09012792,6.36,29,0.012340817
97,225,74,110,654.4,28.8,51.510284,-0.09022498,6.58,29,0.0124721015
98,227,74,110,661.7,28.6,51.510303,-0.09032599,6.82,29,0.012603387
99,227,75,110,669.4,28.6,51.510326,-0.09043093,7.08,29,0.012734672
100,224,76,108,677.3,28.4,51.510345,-0.09053998,7.36,28,0.012865958
101,223,76,108,685.6,28.2,51.51037,-0.090652965,7.66,28,0.012997243
102,224,75,107,694.2,28.0,51.51039,-0.09077098,7.96,29,0.013128528
103,228,73,107,703.0,27.8,51.510414,-0.09089395,8.26,30,0.013259813
104,227,74,107,712.3,27.4,51.510437,-0.09102194,8.58,29,0.013391099
105,224,75,107,721.8,27.2,51.51046,-0.09115294,8.9,29,0.013522384
106,229,75,107,731.7,26.8,51.510487,-0.09128999,9.22,29,0.0136536695
107,224,76,107,741.8,26.6,51.510513,-0.09142996,9.52,28,0.013784954
108,226,77,108,752.3,26.2,51.510536,-0.091574974,9.86,28,0.01391624
109,227,76,108,763.1,25.8,51.510567,-0.09172392,10.16,29,0.014047525
110,226,76,106,774.1,25.4,51.510593,-0.09187597,10.46,28,0.014178811
111,225,77,105,785.4,25.0,51.51062,-0.092031956,10.74,28,0.014310095
112,225,77,104,797.1,24.4,51.510654,-0.09219297,11.06,28,0.014441381
113,226,77,104,809.2,23.6,51.510685,-0.092357926,11.38,28,0.014572666
114,224,76,104,821.7,22.8,51.51072,-0.09252892,11.72,28,0.014703952
115,226,76,104,834.6,22.2,51.510757,-0.09270594,12.1,28,0.014835237
116,227,76,105,847.9,21.4,51.510788,-0.09288993,12.5,29,0.014966522
117,222,76,105,861.5,20.8,51.51082,-0.09307894,12.88,28,0.014966522
118,226,75,106,875.2,20.2,51.51085,-0.09327097,13.2,29,0.015097807
119,228,75,106,889.0,19.8,51.510876,-0.093464926,13.46,29,0.015229093
120,224,75,106,902.9,19.4,51.510906,-0.093659975,13.66,29,0.015360378
121,227,76,106,916.8,19.0,51.510933,-0.093854934,13.78,29,0.0154916635
122,225,76,105,930.7,18.8,51.510963,-0.09404998,13.84,28,0.015622948
123,225,76,105,944.6,18.4,51.51099,-0.094245955,13.88,28,0.015754234
124,226,75,105,958.5,18.2,51.511017,-0.094441,13.9,29,0.015885519
125,227,75,105,972.3,17.8,51.51104,-0.09463596,13.88,29,0.016016804
126,225,75,105,986.0,17.6,51.511063,-0.09483092,13.84,29,0.01614809
127,224,75,106,999.7,17.4,51.51108,-0.09502597,13.8,29,0.016279375
128,226,74,107,1013.3,17.2,51.5111,-0.09521893,13.74,29,0.01641066
129,225,75,107,1026.8,17.0,51.511116,-0.09541196,13.66,29,0.016541945
130,226,74,107,1040.2,17.0,51.511127,-0.09560399,13.58,29,0.016673231
131,227,75,107,1053.4,16.8,51.51114,-0.09579392,13.48,29,0.016804516
132,224,75,107,1066.59,16.8,51.511147,-0.09598293,13.38,29,0.016935801
133,224,74,108,1079.5,16.6,51.511154,-0.09616993,13.24,29,0.017067086
134,226,75,107,1092.4,16.6,51.51116,-0.096354924,13.12,29,0.017198373
135,226,74,105,1105.0,16.6,51.511166,-0.09653698,12.96,29,0.017329657
136,225,74,105,1117.5,16.6,51.51117,-0.09671694,12.82,29,0.017460942
137,224,74,105,1129.9,16.6,51.511173,-0.096894965,12.66,29,0.017592227
138,224,73,106,1142.09,16.6,51.511173,-0.09707099,12.52,29,0.017723514
139,224,72,107,1154.2,16.6,51.511177,-0.09724499,12.36,30,0.017854799
140,228,72,107,1166.09,16.6,51.51118,-0.097417,12.22,30,0.017986083
141,228,72,107,1177.9,16.6,51.51118,-0.097586975,12.08,30,0.018117368
142,228,74,107,1189.59,16.6,51.511185,-0.09775595,11.94,29,0.018248655
143,224,76,107,1201.2,16.6,51.51119,-0.09792292,11.82,28,0.01837994
144,225,77,106,1212.7,16.6,51.51119,-0.09808897,11.7,28,0.018511225
145,225,76,105,1224.09,16.6,51.511192,-0.09825393,11.6,28,0.01864251
146,224,75,105,1235.59,16.4,51.511192,-0.09841796,11.54,29,0.018773796
147,226,74,105,1246.9,16.4,51.511196,-0.09858199,11.46,29,0.01890508
148,226,74,105,1258.4,16.2,51.511204,-0.09874594,11.44,29,0.019036366
149,223,73,105,1269.8,16.0,51.51121,-0.098909974,11.42,29,0.01916765
150,226,73,105,1281.3,15.8,51.511223,-0.09907493,11.44,30,0.019298937
151,226,72,104,1292.9,15.6,51.51123,-0.09924098,11.46,30,0.019430222
152,227,73,104,1304.59,15.4,51.511242,-0.099408954,11.54,30,0.019561507
153,224,73,104,1316.3,15.0,51.51125,-0.09957793,11.58,29,0.019692792
154,224,73,104,1328.3,14.6,51.511253,-0.09974993,11.7,29,0.019824078
155,227,73,103,1340.3,14.4,51.511253,-0.09992394,11.8,30,0.019955363
156,226,73,104,1352.6,14.0,51.511246,-0.10009895,11.94,30,0.020086648
157,225,74,103,1364.9,13.6,51.51123,-0.10027497,12.06,29,0.020217933
158,227,74,103,1377.3,13.4,51.51121,-0.10045099,12.2,29,0.02034922
159,223,74,103,1389.9,13.0,51.51119,-0.10062793,12.32,29,0.020480504
160,224,73,103,1402.6,12.6,51.51116,-0.10080597,12.46,29,0.02061179
161,226,73,104,1415.4,12.0,51.51113,-0.100984916,12.56,30,0.020743074
162,225,73,104,1428.4,11.6,51.5111,-0.101165965,12.7,29,0.02087436
163,225,73,102,1441.6,11.2,51.51107,-0.10134794,12.86,29,0.021005645
164,226,72,102,1454.8,10.8,51.51104,-0.10153192,12.98,30,0.02113693
165,226,73,102,1468.1,10.4,51.51101,-0.101718,13.1,30,0.021268215
166,227,73,102,1481.4,10.2,51.510986,-0.10190592,13.2,30,0.021399502
167,226,74,102,1494.7,10.0,51.51097,-0.10209594,13.26,29,0.021530787
168,224,75,102,1507.9,9.8,51.51096,-0.10228596,13.26,29,0.021662071
169,225,74,102,1521.1,9.6,51.510956,-0.10247597,13.26,29,0.021793356
170,224,73,104,1534.1,9.6,51.510952,-0.10266297,13.2,29,0.021924643
171,224,72,104,1546.9,9.6,51.510952,-0.10284796,13.1,30,0.022055928
172,228,72,104,1559.6,9.8,51.510952,-0.10302994,12.98,30,0.022187212
173,227,72,104,1572.0,9.8,51.510956,-0.103208974,12.82,30,0.022318497
174,226,73,103,1584.3,9.8,51.51096,-0.103386,12.64,30,0.022449784
175,226,74,102,1596.3,9.8,51.510963,-0.103559926,12.44,29,0.022581069
176,227,74,102,1608.2,10.0,51.510967,-0.103731,12.26,29,0.022712354
177,226,75,102,1619.9,10.0,51.51097,-0.10389897,12.06,29,0.022843638
178,225,75,103,1631.5,10.0,51.51097,-0.104066946,11.9,29,0.022974925
179,224,75,103,1643.0,10.0,51.51097,-0.10423299,11.74,29,0.02310621
180,223,74,104,1654.4,9.8,51.51097,-0.10439694,11.62,29,0.023237495
181,227,74,105,1665.8,9.8,51.510975,-0.10456097,11.52,29,0.02336878
182,227,73,105,1677.1,9.8,51.51098,-0.104723915,11.44,30,0.023500066
183,224,74,104,1688.3,9.8,51.510983,-0.104885936,11.36,29,0.023631351
184,226,74,104,1699.5,9.8,51.510986,-0.10504696,11.3,29,0.023762636
185,226,73,104,1710.7,10.0,51.510986,-0.10520697,11.26,30,0.02389392
186,227,74,103,1721.7,10.0,51.510986,-0.105366975,11.18,29,0.024025207
187,224,74,103,1732.7,10.2,51.510986,-0.10552397,11.12,29,0.024156492
188,225,73,104,1743.4,10.4,51.510983,-0.10567895,11.02,29,0.024287777
189,225,72,104,1753.8,10.8,51.51098,-0.105828986,10.86,30,0.024419062
190,226,72,104,1763.9,11.2,51.51097,-0.105973996,10.64,30,0.024550349
191,225,72,103,1773.7,11.4,51.51096,-0.10611397,10.4,30,0.024681633
192,227,72,103,1783.1,11.8,51.51095,-0.10624892,10.08,30,0.024812918
193,229,73,103,1792.2,12.0,51.51094,-0.106379926,9.76,30,0.024944203
194,224,75,103,1801.2,12.2,51.510937,-0.106508926,9.48,29,0.02507549
195,223,75,103,1810.0,12.4,51.510933,-0.106635995,9.22,28,0.025206774
196,225,74,104,1818.8,12.2,51.510933,-0.10676399,9.02,29,0.02533806
197,226,72,104,1827.8,12.2,51.510933,-0.10689299,8.94,30,0.025469344
198,226,73,103,1837.1,11.8,51.510937,-0.10702592,8.98,30,0.02560063
199,224,73,103,1846.6,11.6,51.51094,-0.10716297,9.08,29,0.025731916
200,227,73,103,1856.4,11.4,51.51094,-0.10730395,9.28,30,0.0258632
201,225,75,103,1866.3,11.4,51.510944,-0.107446946,9.5,29,0.025994485
202,226,74,103,1876.3,11.4,51.51095,-0.107589945,9.7,29,0.026125772
203,225,74,104,1886.1,11.6,51.510952,-0.107730925,9.8,29,0.026257057
204,225,73,105,1895.6,12.0,51.510956,-0.10786898,9.8,29,0.026388342
205,225,73,105,1904.8,12.4,51.51096,-0.108000994,9.68,29,0.026519626
206,224,72,105,1913.6,12.8,51.51096,-0.10812898,9.46,30,0.026650913
207,225,72,105,1922.1,13.2,51.510963,-0.10825094,9.16,30,0.026782198
208,225,72,105,1930.2,13.6,51.510963,-0.108366944,8.82,30,0.026913483
209,226,72,104,1937.9,14.0,51.510963,-0.108478926,8.46,30,0.027044768
210,225,73,103,1945.3,14.2,51.510967,-0.10858596,8.1,29,0.027176054
211,226,73,103,1952.5,14.6,51.510967,-0.10868998,7.78,30,0.027307339
212,225,73,103,1959.4,14.8,51.510967,-0.10878998,7.46,29,0.027438624
213,224,73,103,1966.2,15.0,51.51097,-0.10888696,7.2,29,0.027569909
214,226,73,103,1972.8,15.2,51.51097,-0.10898293,6.98,30,0.027701195
215,226,72,103,1979.4,15.4,51.51097,-0.10907698,6.82,30,0.02783248
216,224,72,104,1986.0,15.4,51.51097,-0.10917295,6.7,30,0.027963765
217,227,72,105,1992.7,15.6,51.51097,-0.10926892,6.66,30,0.02809505
218,225,72,105,1999.6,15.6,51.51097,-0.109368,6.68,30,0.028226336
219,224,73,105,2006.6,15.6,51.51097,-0.10946992,6.76,29,0.028357621
220,227,72,106,2013.9,15.4,51.51097,-0.109574944,6.9,30,0.028488906
221,227,72,106,2021.5,15.4,51.51097,-0.10968399,7.1,30,0.02862019
222,223,74,106,2029.4,15.2,51.51097,-0.10979698,7.34,29,0.028751478
223,227,73,108,2037.5,15.0,51.51097,-0.10991399,7.58,30,0.028882762
224,226,73,107,2045.9,15.0,51.51097,-0.11003394,7.86,30,0.029014047
225,224,74,107,2054.4,14.8,51.510967,-0.11015799,8.1,29,0.029145332
226,227,73,107,2063.1,14.8,51.51097,-0.110282965,8.32,30,0.029276619
227,228,74,107,2071.9,15.0,51.51097,-0.11040895,8.5,29,0.029407904
228,224,76,107,2080.6,15.0,51.510975,-0.110533915,8.62,28,0.029539188
229,224,76,107,2089.3,15.0,51.51098,-0.11065998,8.68,28,0.029670473
230,226,75,106,2098.0,15.2,51.51098,-0.110784955,8.72,29,0.02980176
231,226,74,105,2106.6,15.4,51.510983,-0.110908926,8.7,29,0.029933045
232,224,74,105,2115.1,15.4,51.510986,-0.111030966,8.64,29,0.03006433
233,225,74,106,2123.6,15.6,51.510986,-0.11115292,8.6,29,0.030195614
234,226,73,106,2131.9,15.8,51.510986,-0.11127396,8.52,30,0.030326901
235,228,74,106,2140.19,16.0,51.510986,-0.11139399,8.44,29,0.030458186
236,227,75,106,2148.4,16.0,51.510986,-0.111511916,8.36,29,0.03058947
237,226,77,106,2156.6,16.2,51.510986,-0.11162893,8.3,28,0.030720755
238,225,77,106,2164.6,16.4,51.510986,-0.11174493,8.2,28,0.030852042
239,224,76,107,2172.5,16.6,51.510986,-0.11185893,8.119,28,0.030983327
240,224,74,108,2180.4,16.8,51.510986,-0.111971915,8.039,29,0.031114612
241,225,73,109,2188.19,16.8,51.510983,-0.11208399,7.96,29,0.031245897
242,226,74,109,2195.9,17.0,51.51098,-0.11219597,7.86,29,0.03137718
243,227,73,109,2203.5,17.2,51.510975,-0.11230594,7.78,30,0.031508468
244,226,74,110,2211.1,17.4,51.510967,-0.11241398,7.72,29,0.031639755
245,224,73,110,2218.6,17.4,51.51096,-0.11252194,7.64,29,0.031771038
246,226,73,111,2226.1,17.6,51.510952,-0.112628974,7.58,30,0.031902324
247,227,73,111,2233.8,17.6,51.510944,-0.11273794,7.58,30,0.032033607
248,227,74,111,2241.6,17.4,51.510933,-0.11284992,7.62,29,0.032164894
249,226,76,111,2249.69,17.2,51.510925,-0.11296492,7.72,28,0.03229618
250,227,76,112,2258.19,17.0,51.510914,-0.113085955,7.92,29,0.032427464
251,226,77,112,2267.0,16.8,51.510902,-0.11321093,8.18,28,0.03255875
252,225,78,112,2276.1,16.4,51.51089,-0.11334194,8.46,28,0.032690037
253,226,78,112,2285.5,16.2,51.51088,-0.11347596,8.78,28,0.03282132
254,227,78,112,2295.19,16.0,51.510868,-0.11361393,9.1,28,0.032952607
255,227,79,112,2305.1,16.0,51.51085,-0.11375299,9.38,27,0.03308389
256,223,79,112,2315.0,15.8,51.510834,-0.11389397,9.6,27,0.033215176
257,224,79,113,2325.1,15.8,51.510815,-0.114035964,9.8,27,0.033346463
258,226,78,112,2335.19,15.6,51.51079,-0.11417795,9.94,28,0.033477746
259,226,77,112,2345.4,15.6,51.510773,-0.11432095,10.04,28,0.033609033
260,224,77,111,2355.69,15.4,51.510754,-0.11446595,10.12,28,0.03374032
261,226,76,110,2366.1,15.2,51.51073,-0.11461197,10.22,28,0.033871602
262,228,77,110,2376.69,15.0,51.51071,-0.114760995,10.32,28,0.03400289
263,225,78,110,2387.5,14.6,51.51069,-0.11491195,10.46,28,0.034134172
264,226,78,110,2398.5,14.4,51.51067,-0.11506593,10.62,28,0.03426546
265,227,78,110,2409.6,14.2,51.510643,-0.115222,10.78,28,0.034396745
266,227,79,109,2420.9,14.0,51.510612,-0.11537597,10.96,27,0.03452803
267,226,81,109,2432.19,13.6,51.51058,-0.11553095,11.1,27,0.034659315
268,225,81,110,2443.69,13.6,51.510544,-0.11568594,11.24,27,0.0347906
269,225,80,110,2455.1,13.4,51.510506,-0.115839995,11.32,27,0.034921885
270,227,81,110,2466.5,13.4,51.510468,-0.11599296,11.38,27,0.03505317
271,226,82,110,2477.9,13.4,51.51043,-0.11614393,11.4,26,0.035184454
272,223,82,109,2489.1,13.6,51.51039,-0.11629295,11.38,26,0.03531574
273,225,80,109,2500.1,13.6,51.510353,-0.116439976,11.28,27,0.035447028
274,224,79,108,2511.0,13.8,51.510315,-0.11658397,11.18,27,0.03557831
275,224,78,108,2521.69,13.8,51.510277,-0.11672597,11.04,27,0.035709597
276,227,78,108,2532.4,13.8,51.51024,-0.11686594,10.9,28,0.035840884
277,224,79,108,2542.9,13.8,51.5102,-0.117005,10.76,27,0.035972167
278,227,80,107,2553.5,13.8,51.510162,-0.11714397,10.68,27,0.036103453
279,224,80,106,2564.1,13.6,51.51012,-0.11728294,10.62,27,0.036234736
280,224,79,106,2574.69,13.6,51.51008,-0.117422,10.6,27,0.036366023
281,226,79,106,2585.4,13.4,51.51004,-0.11755996,10.6,27,0.03649731
282,226,79,106,2596.1,13.4,51.509995,-0.11769894,10.64,27,0.036628593
283,224,79,107,2606.8,13.4,51.509953,-0.11783598,10.66,27,0.03675988
284,227,79,107,2617.3,13.6,51.50991,-0.11797294,10.64,27,0.036891166
285,225,78,106,2627.7,13.6,51.50987,-0.11810697,10.6,28,0.03702245
286,224,78,106,2638.0,13.8,51.50983,-0.118239984,10.52,27,0.037153736
287,227,78,106,2648.2,13.8,51.509785,-0.11836898,10.42,28,0.03728502
288,227,77,106,2658.3,13.8,51.50974,-0.11849396,10.3,28,0.037416305
289,226,78,107,2668.3,13.8,51.50969,-0.118616,10.2,28,0.037547592
290,225,79,108,2678.4,13.8,51.50964,-0.11873695,10.14,27,0.037678875
291,227,79,108,2688.4,13.8,51.50959,-0.118855976,10.08,27,0.03781016
292,226,79,108,2698.6,13.8,51.509537,-0.118975,10.08,27,0.03794145
293,225,80,109,2708.7,13.6,51.509483,-0.11909394,10.08,27,0.03807273
294,226,81,112,2718.9,13.6,51.509426,-0.11921094,10.12,27,0.038204018
295,224,80,112,2729.2,13.4,51.509373,-0.11932695,10.16,27,0.0383353
296,224,79,112,2739.5,13.4,51.50931,-0.11944196,10.22,27,0.038466588
297,225,78,112,2749.8,13.4,51.50925,-0.11955595,10.24,28,0.038597874
298,227,78,104,2760.3,13.2,51.50919,-0.11966793,10.32,28,0.038729157
299,225,79,104,2770.7,13.2,51.50913,-0.11977899,10.36,27,0.038860444
300,227,79,104,2781.2,13.0,51.509064,-0.11988896,10.4,27,0.03899173
301,223,80,104,2791.8,13.0,51.509,-0.11999994,10.46,27,0.039123014
302,226,79,105,2802.4,12.8,51.50893,-0.12010999,10.52,27,0.0392543
303,226,79,105,2813.0,12.8,51.508865,-0.12021996,10.54,27,0.039385583
304,233,80,105,2823.7,12.6,51.508797,-0.120328926,10.6,28,0.03951687
305,256,78,106,2834.5,12.4,51.508728,-0.12043797,10.66,31,0.039648157
306,266,77,106,2845.4,12.4,51.508656,-0.12054895,10.72,33,0.03977944
307,262,77,105,2856.4,12.2,51.508587,-0.120659925,10.8,32,0.039910726
308,260,77,104,2867.6,12.0,51.50851,-0.12076697,10.92,32,0.040042013
309,264,77,104,2879.0,11.8,51.508427,-0.12086093,11.06,33,0.040173296
310,261,76,103,2890.6,11.4,51.50834,-0.12094692,11.22,33,0.040304583
311,265,77,103,2902.4,11.2,51.508244,-0.121027976,11.4,33,0.040435866
312,260,77,103,2914.5,10.8,51.50815,-0.121105924,11.62,32,0.040567152
313,264,77,104,2926.9,10.4,51.50805,-0.12118396,11.86,33,0.04069844
314,262,78,105,2939.7,10.0,51.507946,-0.12126292,12.14,32,0.04082972
315,262,77,107,2952.6,9.6,51.50784,-0.121346995,12.4,32,0.04096101
316,261,77,107,2965.7,9.4,51.507736,-0.121426955,12.66,32,0.041092295
317,264,77,107,2978.8,9.2,51.507626,-0.121501975,12.86,33,0.04122358
318,262,77,107,2991.8,9.0,51.50752,-0.12157598,12.98,32,0.041354865
319,262,77,107,3004.9,8.8,51.50741,-0.12164597,13.04,32,0.041486148
320,264,78,107,3017.8,8.8,51.5073,-0.12170892,13.04,32,0.041617434
321,261,78,107,3030.6,8.6,51.50719,-0.121766925,12.98,32,0.04174872
322,261,78,107,3043.3,8.6,51.507084,-0.12182493,12.9,32,0.041880004
323,261,77,108,3055.9,8.6,51.506977,-0.12188293,12.82,32,0.04201129
324,263,76,108,3068.4,8.6,51.50687,-0.12194496,12.7,33,0.042142577
325,262,77,108,3080.7,8.8,51.506767,-0.12201394,12.58,32,0.04227386
326,264,76,108,3092.8,8.8,51.50667,-0.12209298,12.44,33,0.042405147
327,266,76,107,3104.8,8.8,51.506584,-0.12219097,12.3,33,0.04253643
328,262,78,108,3116.6,9.0,51.506516,-0.12232198,12.14,32,0.042667717
329,259,78,108,3128.1,9.4,51.506485,-0.122479975,11.94,32,0.042799003
330,263,77,108,3139.3,9.6,51.506493,-0.12264099,11.72,33,0.042930286
331,263,76,108,3150.2,10.0,51.506516,-0.122791946,11.48,33,0.043061573
332,260,76,108,3160.7,10.4,51.506554,-0.12293293,11.18,33,0.04319286
333,265,76,108,3170.8,10.8,51.506588,-0.12306696,10.84,33,0.043324143
334,265,76,108,3180.6,11.2,51.506622,-0.12319897,10.5,33,0.04345543
335,263,78,108,3190.1,11.6,51.506645,-0.12332998,10.16,32,0.043586712
336,258,78,108,3199.2,12.0,51.506664,-0.12345697,9.8,32,0.043718
337,263,77,109,3208.0,12.4,51.506683,-0.123579934,9.46,33,0.043849286
338,262,77,108,3216.4,12.8,51.506706,-0.12369694,9.12,32,0.04398057
339,261,77,109,3224.6,13.2,51.506725,-0.12380892,8.8,32,0.044111855
340,265,77,109,3232.4,13.6,51.50675,-0.12391596,8.46,33,0.044243142
341,260,77,108,3239.9,13.8,51.50677,-0.12401998,8.14,32,0.044374425
