time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,heat_strain_index,HeatStrainIndex,PercentageinZ2
0,225,69,116,8.82,8.827,19,31,,38.3,32.55,,1.1,1.1,1.5092062E-4
1,222,69,117,17.64,8.827,19,31,514:514,38.3,32.55,,1.1,1.1,3.0184124E-4
2,222,68,117,26.47,8.827,19,31,505:509,38.3,31.5,,1.1,1.1,4.5276186E-4
3,226,68,118,35.31,8.827,19,32,507,38.3,31.5,,1.1,1.1,6.036825E-4
4,223,67,118,44.13,8.827,19,32,505:508:504,38.3,31.5,,1.1,1.1,7.5460307E-4
5,223,67,120,52.95,8.827,19,32,497:495,38.3,31.5,24.8,1.1,1.1,9.055237E-4
6,223,67,120,61.81,8.827,19,32,500:504,38.3,31.5,24.8,1.1,1.1,0.0010564444
7,223,66,120,70.61,8.827,19,32,495:500,38.3,31.5,24.8,1.1,1.1,0.001207365
8,223,66,120,79.43,8.827,19,32,497:497,38.3,31.5,24.8,1.1,1.1,0.0013582855
9,226,65,120,88.26,8.827,19,33,501:497,38.3,31.5,24.8,1.1,1.1,0.0015092061
10,229,66,120,97.09,8.827,19,33,493:500,38.3,31.5,23.62,1.1,1.1,0.0016601267
11,226,68,120,105.91,8.827,19,32,497:490,38.3,31.5,23.62,1.1,1.1,0.0018110474
12,225,71,121,114.75,8.827,19,30,495:492,38.3,31.5,23.62,1.1,1.1,0.001961968
13,225,72,121,123.57,8.827,19,30,493:497,38.3,31.45,23.62,1.0,1.0,0.0021128887
14,222,72,121,132.39,8.827,19,29,493:493,38.3,31.45,23.62,1.0,1.0,0.0022638093
15,220,71,122,141.22,8.827,19,30,488:488,38.3,31.45,23.62,1.0,1.0,0.0022638093
16,224,69,122,150.05,8.827,19,31,493:488,38.3,31.45,23.62,1.0,1.0,0.00241473
17,226,68,122,158.87,8.827,19,32,492:476,38.3,31.45,23.62,1.0,1.0,0.0025656505
18,224,70,123,167.7,8.827,19,31,486:485,38.3,31.45,23.62,1.0,1.0,0.002716571
19,225,69,124,176.53,8.827,19,31,483:481,38.3,31.45,23.62,1.0,1.0,0.0028674917
20,224,69,124,185.35,8.827,19,31,479:483,38.3,31.45,23.62,1.0,1.0,0.0030184123
21,223,69,125,194.18,8.827,19,31,479:479,38.3,31.45,23.62,1.0,1.0,0.0031693329
22,225,69,125,203.02,8.827,19,31,481:485,38.3,31.45,23.62,1.0,1.0,0.0033202535
23,226,70,125,211.84,8.827,19,31,961,38.29,31.45,23.62,1.0,1.0,0.0034711743
24,222,71,125,220.67,8.827,19,30,958:470,38.28,31.45,23.62,1.0,1.0,0.0036220949
25,221,70,126,229.49,8.827,19,30,474:474,38.28,31.45,23.62,1.0,1.0,0.0037730155
26,224,69,126,238.32,8.827,19,31,476:472,38.28,31.4,23.62,1.0,1.0,0.003923936
27,226,69,126,247.14,8.827,19,31,479:477,38.28,31.4,23.62,1.0,1.0,0.0040748566
28,229,69,126,255.97,8.827,19,32,472:474,38.28,31.4,23.62,1.0,1.0,0.0042257775
29,225,72,127,264.81,8.827,19,30,472:469,38.28,31.4,23.62,1.0,1.0,0.004376698
30,223,73,127,273.62,8.827,19,29,,38.28,31.4,23.62,1.0,1.0,0.0045276186
31,223,71,128,282.45,8.827,19,30,1409:467:467,38.28,31.4,25.2,1.0,1.0,0.004678539
32,225,72,129,291.28,8.827,19,30,462:462,38.28,31.4,25.2,1.0,1.0,0.00482946
33,224,72,130,300.1,8.827,19,30,460:462,38.28,31.4,25.2,1.0,1.0,0.00498038
34,224,72,130,308.93,8.827,19,30,458:460,38.28,31.4,25.2,1.0,1.0,0.005131301
35,224,72,130,317.76,8.827,19,30,458:462,38.28,31.4,26.64,1.0,1.0,0.0052822214
36,224,72,131,326.58,8.827,19,30,458:458,38.28,31.4,26.64,1.0,1.0,0.005433142
37,225,72,131,335.41,8.827,19,30,458:456,38.28,31.4,26.64,1.0,1.0,0.005584063
38,224,72,132,344.24,8.827,19,30,453:456:456,38.28,31.4,26.64,1.0,1.0,0.0057349834
39,224,72,132,353.07,8.827,19,30,456:453,38.28,31.4,26.64,1.0,1.0,0.005885904
40,224,72,132,361.89,8.827,19,30,451:453:453,38.28,31.4,26.42,1.0,1.0,0.0060368245
41,225,72,132,370.72,8.827,19,30,446:455,38.28,31.4,26.42,1.0,1.0,0.0061877454
42,223,71,133,379.55,8.827,19,30,449:448,38.28,31.4,26.42,1.0,1.0,0.0063386657
43,224,71,134,388.37,8.827,19,30,453:448,38.28,31.4,26.42,1.0,1.0,0.0064895866
44,226,71,134,397.2,8.827,19,30,449:448,38.28,31.35,26.42,1.0,1.0,0.006640507
45,224,72,134,406.03,8.827,19,30,449:448:448,38.28,31.35,27.06,1.0,1.0,0.0067914277
46,223,72,134,414.85,8.827,19,30,444:446,38.28,31.35,27.06,1.0,1.0,0.0069423486
47,225,72,134,423.68,8.827,19,30,444,38.28,31.35,27.06,1.0,1.0,0.007093269
48,227,73,135,432.51,8.827,19,30,890:444,38.28,31.35,27.06,1.0,1.0,0.0072441897
49,227,73,135,441.34,8.827,19,30,444:439,38.28,31.35,27.06,1.0,1.0,0.00739511
50,222,75,135,450.16,8.827,19,28,446:442:444,38.28,31.35,26.31,1.0,1.0,0.007546031
51,223,73,136,458.99,8.827,19,29,439:441,38.28,31.35,26.31,1.0,1.0,0.0076969513
52,224,73,136,467.81,8.827,19,29,439:442,38.28,31.35,26.31,1.0,1.0,0.007847872
53,224,73,136,476.64,8.827,19,29,442:437,38.28,31.3,26.31,1.0,1.0,0.007998792
54,223,72,136,485.47,8.827,19,30,441:884,38.28,31.35,26.31,1.0,1.0,0.008149713
55,223,71,136,494.3,8.827,19,30,437:442,38.28,31.3,28.17,1.0,1.0,0.008300634
56,224,71,136,503.13,8.827,19,30,441:439:439,38.28,31.35,28.17,1.0,1.0,0.008451555
57,225,71,136,511.95,8.827,19,30,437:444,38.28,31.3,28.17,1.0,1.0,0.008602475
58,223,71,136,520.77,8.827,19,30,439:439,38.28,31.3,28.17,1.0,1.0,0.008753396
59,225,71,136,529.6,8.827,19,30,444:442,38.28,31.3,28.17,1.0,1.0,0.008904316
60,225,73,135,538.43,8.827,19,29,442:441:446,38.28,31.3,29.41,1.0,1.0,0.009055237
61,223,73,135,547.26,8.827,19,29,444:444,38.28,31.3,29.41,1.0,1.0,0.009206157
62,222,72,135,556.08,8.827,19,29,444:446,38.27,31.3,29.41,1.0,1.0,0.009357078
63,224,72,134,564.91,8.827,19,30,446:442,38.27,31.3,29.41,1.0,1.0,0.009507999
64,225,72,135,573.74,8.827,19,30,448:444,38.27,31.3,29.41,1.0,1.0,0.00965892
65,224,72,134,582.57,8.827,19,30,446:442:449,38.27,31.3,31.02,1.0,1.0,0.0098098405
66,223,72,134,591.4,8.827,19,30,446:446,38.27,31.3,31.02,1.0,1.0,0.00996076
67,224,72,134,600.22,8.827,19,30,446:449,38.27,31.3,31.02,1.0,1.0,0.010111681
68,224,71,134,609.04,8.827,19,30,449:446,38.27,31.3,31.02,1.0,1.0,0.010262602
69,224,71,134,617.87,8.827,19,30,446:449,38.27,31.3,31.02,1.0,1.0,0.010413523
70,224,72,133,626.7,8.827,19,30,449:446:449,38.27,31.3,32.1,1.0,1.0,0.010564443
71,224,72,133,635.53,8.827,19,30,449:449,38.27,31.3,32.1,1.0,1.0,0.010715364
72,223,71,133,644.35,8.827,19,30,446:451:451,38.27,31.25,32.1,1.0,1.0,0.010866284
73,222,71,133,653.18,8.827,19,30,449:451,38.27,31.3,32.1,1.0,1.0,0.011017205
74,225,70,133,662.0,8.827,19,31,448:453,38.27,31.3,32.1,1.0,1.0,0.011168126
75,223,70,133,670.83,8.827,19,30,451:451,38.27,31.3,32.42,1.0,1.0,0.011319046
76,223,70,133,679.66,8.827,19,30,449:455,38.27,31.3,32.42,1.0,1.0,0.011469967
