time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,heat_strain_index,HeatStrainIndex,PercentageinZ2
66,223,71,114,591.4,8.827,21,30,524:521,37.07,31.85,25.13,0.0,0.0,0.016445754
67,225,71,114,600.23,8.827,21,30,523,37.07,31.85,25.13,0.0,0.0,0.016691213
68,224,71,114,609.05,8.827,21,30,1052:527,37.07,31.85,25.13,0.0,0.0,0.016936671
69,224,72,114,617.89,8.827,21,30,522:521,37.07,31.9,25.13,0.0,0.0,0.01718213
70,224,72,115,626.72,8.827,21,30,527:523,37.07,31.9,25.02,0.0,0.0,0.01742759
71,225,72,114,635.53,8.827,21,30,522,37.08,31.9,25.02,0.0,0.0,0.01767305
72,225,72,115,644.37,8.827,21,30,522:523:522,37.08,31.9,25.02,0.0,0.0,0.017918508
73,224,72,115,653.19,8.827,21,30,522:522,37.08,31.85,25.02,0.0,0.0,0.018163966
74,224,73,115,662.01,8.827,21,29,521,37.08,31.85,25.02,0.0,0.0,0.018409425
75,223,73,115,670.85,8.827,21,29,518:517,37.08,31.85,24.95,0.0,0.0,0.018654885
76,225,72,115,679.67,8.827,21,30,521:523,37.08,31.85,24.95,0.0,0.0,0.018900344
77,224,72,114,688.49,8.827,21,30,527:532,37.08,31.85,24.95,0.0,0.0,0.019145804
78,223,73,113,697.33,8.827,21,29,532:529,37.08,31.9,24.95,0.0,0.0,0.019391261
79,224,72,113,706.16,8.827,21,30,528:535,37.08,31.85,24.95,0.0,0.0,0.01963672
80,226,72,112,714.98,8.827,21,30,533:533,37.08,31.85,24.51,0.0,0.0,0.01988218
81,223,72,112,723.8,8.827,21,30,529,37.08,31.85,24.51,0.0,0.0,0.02012764
82,226,73,113,732.63,8.827,21,30,529:528,37.08,31.9,24.51,0.0,0.0,0.020373099
83,226,73,113,741.45,8.827,21,30,532:532,37.08,31.9,24.51,0.0,0.0,0.020618556
84,222,73,113,750.29,8.827,21,29,532:527,37.08,31.9,24.51,0.0,0.0,0.020864015
85,221,73,113,759.12,8.827,21,29,529:532,37.08,31.9,23.42,0.0,0.0,0.021109475
86,222,71,113,767.94,8.827,21,30,529:529,37.08,31.85,23.42,0.0,0.0,0.021354934
87,225,70,113,776.76,8.827,21,31,527:529,37.08,31.9,23.42,0.0,0.0,0.021600394
88,225,70,113,785.6,8.827,21,31,531:528,37.08,31.85,23.42,0.0,0.0,0.021845851
89,223,71,114,794.42,8.827,21,30,524:524,37.08,31.9,23.42,0.0,0.0,0.02209131
90,223,71,114,803.24,8.827,21,30,527:532,37.08,31.85,23.49,0.0,0.0,0.02233677
91,225,70,113,812.08,8.827,21,31,536:536,37.08,31.85,23.49,0.0,0.0,0.02258223
92,225,71,112,820.9,8.827,21,30,536,37.08,31.85,23.49,0.0,0.0,0.022827689
93,224,71,112,829.72,8.827,21,30,532:533,37.08,31.85,23.49,0.0,0.0,0.023073146
94,223,71,112,838.55,8.827,21,30,536:535,37.08,31.85,23.49,0.0,0.0,0.023318605
95,224,71,113,847.38,8.827,21,30,529:529,37.08,31.85,22.75,0.0,0.0,0.023564065
96,225,71,113,856.21,8.827,21,30,532:532,37.08,31.85,22.75,0.0,0.0,0.023809524
97,225,72,113,865.03,8.827,21,30,467:505,37.08,31.85,22.75,0.0,0.0,0.024054984
98,223,72,113,873.86,8.827,21,30,513:570,37.08,31.85,22.75,0.0,0.0,0.024300441
99,224,72,113,882.68,8.827,21,30,523,37.08,31.85,22.75,0.0,0.0,0.0245459
100,225,72,113,891.52,8.827,21,30,519:584,37.08,31.85,25.0,0.0,0.0,0.02479136
101,225,73,113,900.34,8.827,21,29,524:529,37.08,31.85,25.0,0.0,0.0,0.02503682
102,225,74,113,909.16,8.827,21,29,528:528,37.08,31.85,25.0,0.0,0.0,0.025282279
103,223,73,113,918.0,8.827,21,29,528:526,37.08,31.85,25.0,0.0,0.0,0.025527736
104,223,73,114,926.82,8.827,21,29,527:527,37.08,31.85,25.0,0.0,0.0,0.025773196
105,224,73,114,935.65,8.827,21,29,522:521,37.08,31.85,26.51,0.0,0.0,0.026018655
106,226,73,115,944.47,8.827,21,30,519:523,37.08,31.85,26.51,0.0,0.0,0.026264114
107,226,73,115,953.3,8.827,21,30,524:524,37.08,31.85,26.51,0.0,0.0,0.026509574
108,222,75,115,962.13,8.827,21,28,521:518,37.08,31.85,26.51,0.0,0.0,0.026755031
109,221,74,114,970.95,8.827,21,29,526:527,37.08,31.85,26.51,0.0,0.0,0.02700049
110,223,73,114,979.78,8.827,21,29,532,37.08,31.85,28.3,0.0,0.0,0.02724595
111,226,74,113,988.61,8.827,21,29,532:532,37.08,31.85,28.3,0.0,0.0,0.02749141
112,223,73,113,997.44,8.827,21,29,529:529,37.09,31.85,28.3,0.0,0.0,0.027736869
113,222,72,112,1006.26,8.827,21,29,538:541,37.09,31.85,28.3,0.0,0.0,0.027982326
114,225,72,112,1015.09,8.827,21,30,537:537,37.09,31.85,28.3,0.0,0.0,0.028227786
115,225,72,111,1023.91,8.827,21,30,541:541,37.09,31.85,28.32,0.0,0.0,0.028473245
116,225,74,111,1032.74,8.827,21,29,540,37.09,31.85,28.32,0.0,0.0,0.028718704
117,224,73,111,1041.57,8.827,21,29,536:541,37.09,31.85,28.32,0.0,0.0,0.028964164
118,225,75,111,1050.39,8.827,21,29,538:533,37.09,31.85,28.32,0.0,0.0,0.029209621
119,224,75,112,1059.22,8.827,21,29,532:531,37.09,31.85,28.32,0.0,0.0,0.02945508
120,225,75,111,1068.06,8.827,21,29,549:550,37.09,31.85,26.75,0.0,0.0,0.02970054
121,225,76,110,1076.88,8.827,21,28,545:542,37.09,31.9,26.75,0.0,0.0,0.029946
122,221,74,110,1085.7,8.827,21,29,540:542,37.09,31.85,26.75,0.0,0.0,0.030191459
123,222,74,111,1094.53,8.827,21,29,541:540,37.09,31.85,26.75,0.0,0.0,0.030436916
124,225,73,111,1103.36,8.827,21,29,541,37.09,31.9,26.75,0.0,0.0,0.030682376
125,223,73,111,1112.18,8.827,21,29,542:541,37.09,31.85,26.1,0.0,0.0,0.030927835
126,224,72,111,1121.01,8.827,21,30,544:540,37.09,31.85,26.1,0.0,0.0,0.031173294
127,222,72,111,1129.84,8.827,21,29,537:575,37.09,31.85,26.1,0.0,0.0,0.031418752
128,224,71,111,1138.66,8.827,21,30,508:558,37.09,31.85,26.1,0.0,0.0,0.03166421
129,227,72,110,1147.49,8.827,21,30,560:558,37.09,31.85,26.1,0.0,0.0,0.03190967
130,223,72,108,1156.31,8.827,21,30,555,37.09,31.85,26.06,0.0,0.0,0.03215513
131,223,73,109,1165.14,8.827,21,29,550:551,37.09,31.85,26.06,0.0,0.0,0.03240059
132,225,73,109,1173.97,8.827,21,29,550:547,37.09,31.85,26.06,0.0,0.0,0.03264605
133,225,71,110,1182.8,8.827,21,30,541:541,37.09,31.85,26.06,0.0,0.0,0.03289151
134,225,71,110,1191.62,8.827,21,30,546,37.09,31.85,26.06,0.0,0.0,0.033136968
135,224,72,110,1200.46,8.827,21,30,549:550,37.09,31.85,26.82,0.0,0.0,0.033382427
136,224,73,110,1209.28,8.827,21,29,547:546,37.09,31.85,26.82,0.0,0.0,0.033627883
137,223,72,109,1218.1,8.827,21,30,551:554,37.09,31.85,26.82,0.0,0.0,0.033873342
138,224,72,108,1226.93,8.827,21,30,559:558,37.09,31.85,26.82,0.0,0.0,0.0341188
139,225,72,108,1235.76,8.827,21,30,558:555,37.09,31.85,26.82,0.0,0.0,0.03436426
140,226,72,108,1244.58,8.827,21,30,550:555,37.09,31.85,25.75,0.0,0.0,0.03460972
141,223,73,108,1253.41,8.827,21,29,555,37.09,31.85,25.75,0.0,0.0,0.03485518
142,223,74,108,1262.24,8.827,21,29,552:550,37.09,31.85,25.75,0.0,0.0,0.03510064
143,223,73,109,1271.06,8.827,21,29,546:549,37.09,31.85,25.75,0.0,0.0,0.0353461
144,225,73,110,1279.9,8.827,21,29,545:546,37.09,31.85,25.75,0.0,0.0,0.035591558
145,223,72,110,1288.72,8.827,21,30,544:541,37.09,31.85,25.83,0.0,0.0,0.035837017
146,223,72,110,1297.54,8.827,21,30,541,37.09,31.85,25.83,0.0,0.0,0.036082473
147,224,71,111,1306.37,8.827,21,30,541:545,37.09,31.85,25.83,0.0,0.0,0.036327932
148,224,71,111,1315.2,8.827,21,30,538:536,37.09,31.85,25.83,0.0,0.0,0.03657339
149,225,71,111,1324.02,8.827,21,30,535,37.09,31.85,25.83,0.0,0.0,0.03681885
150,225,71,112,1332.85,8.827,21,30,532:529:536,37.09,31.85,24.31,0.0,0.0,0.03706431
151,226,72,111,1341.68,8.827,21,30,542:546,37.09,31.85,24.31,0.0,0.0,0.03730977
152,224,73,111,1350.5,8.827,21,29,551,37.09,31.85,24.31,0.0,0.0,0.03755523
153,224,73,109,1359.34,8.827,21,29,551:549:547,37.09,31.85,24.31,0.0,0.0,0.03780069
154,224,74,109,1368.17,8.827,21,29,546,37.09,31.85,24.31,0.0,0.0,0.038046148
155,223,73,109,1376.98,8.827,21,29,550:552,37.09,31.85,23.29,0.0,0.0,0.038291607
156,223,72,109,1385.82,8.827,21,30,552:550,37.09,31.85,23.29,0.0,0.0,0.038537063
157,224,71,109,1394.64,8.827,21,30,486:508,37.09,31.9,23.29,0.0,0.0,0.038782522
158,228,72,113,1403.47,8.827,21,30,527:526,37.09,31.85,23.29,0.0,0.0,0.03902798
159,226,74,114,1412.29,8.827,21,29,527:654,37.09,31.85,23.29,0.0,0.0,0.03927344
160,223,74,114,1421.12,8.827,21,29,549,37.09,31.85,25.76,0.0,0.0,0.0395189
161,222,73,114,1429.95,8.827,21,29,544:606,37.09,31.85,25.76,0.0,0.0,0.03976436
162,225,73,114,1438.78,8.827,21,29,550:550,37.09,31.85,25.76,0.0,0.0,0.04000982
163,223,73,112,1447.6,8.827,21,29,547,37.09,31.85,25.76,0.0,0.0,0.04025528
164,222,72,110,1456.43,8.827,21,29,550:551,37.09,31.85,25.76,0.0,0.0,0.040500738
165,223,72,109,1465.26,8.827,21,30,549:556,37.09,31.85,27.02,0.0,0.0,0.040746197
166,224,71,108,1474.08,8.827,21,30,555:551,37.09,31.85,27.02,0.0,0.0,0.040991653
167,227,71,109,1482.91,8.827,21,31,546:551,37.09,31.85,27.02,0.0,0.0,0.041237112
168,225,73,109,1491.73,8.827,21,29,555,37.09,31.85,27.02,0.0,0.0,0.04148257
169,222,74,107,1500.56,8.827,21,29,564:565:563,37.09,31.85,27.02,0.0,0.0,0.04172803
170,225,74,107,1509.39,8.827,21,29,561,37.09,31.85,27.85,0.0,0.0,0.04197349
171,225,74,107,1518.22,8.827,21,29,558:550,37.09,31.85,27.85,0.0,0.0,0.04221895
172,221,73,108,1527.05,8.827,21,29,552:552,37.1,31.85,27.85,0.0,0.0,0.04246441
173,224,72,109,1535.87,8.827,21,30,547:545,37.1,31.85,27.85,0.0,0.0,0.04270987
174,226,72,110,1544.69,8.827,21,30,544:547,37.1,31.85,27.85,0.0,0.0,0.042955328
175,225,73,110,1553.53,8.827,21,29,546,37.1,31.85,27.62,0.0,0.0,0.043200787
176,225,74,110,1562.35,8.827,21,29,542:541,37.1,31.85,27.62,0.0,0.0,0.043446243
177,223,74,111,1571.17,8.827,21,29,541:541,37.1,31.85,27.62,0.0,0.0,0.043691702
178,222,73,110,1580.0,8.827,21,29,550:554,37.1,31.85,27.62,0.0,0.0,0.04393716
179,225,73,108,1588.83,8.827,21,29,560:555,37.1,31.85,27.62,0.0,0.0,0.04418262
180,226,73,108,1597.65,8.827,21,30,,37.1,31.85,27.62,0.0,0.0,0.04442808
181,223,73,108,1606.49,8.827,21,29,1110:555,37.1,31.85,28.65,0.0,0.0,0.04467354
182,223,73,108,1615.31,8.827,21,29,555:556,37.1,31.85,28.65,0.0,0.0,0.044919
183,225,73,108,1624.14,8.827,21,29,555:555,37.1,31.85,28.65,0.0,0.0,0.04516446
184,225,73,108,1632.96,8.827,21,29,556,37.1,31.85,28.65,0.0,0.0,0.045409918
185,225,73,108,1641.82,8.827,21,29,555:550:552,37.1,31.85,29.73,0.0,0.0,0.045655377
186,224,73,108,1650.62,8.827,21,29,552,37.1,31.85,29.73,0.0,0.0,0.045900833
187,224,75,109,1659.45,8.827,21,29,552:552,37.1,31.85,29.73,0.0,0.0,0.046146292
188,223,75,110,1668.27,8.827,21,28,1077,37.1,31.85,29.73,0.0,0.0,0.04639175
189,223,73,111,1677.1,8.827,21,29,542:541,37.1,31.85,29.73,0.0,0.0,0.04663721
190,225,73,111,1685.92,8.827,21,29,538:540,37.1,31.85,29.27,0.0,0.0,0.04688267
191,225,74,111,1694.75,8.827,21,29,535,37.1,31.85,29.27,0.0,0.0,0.04712813
192,223,74,112,1703.58,8.827,21,29,535:538,37.1,31.85,29.27,0.0,0.0,0.04737359
193,223,74,112,1712.4,8.827,21,29,537:540,37.1,31.85,29.27,0.0,0.0,0.04761905
194,223,73,111,1721.23,8.827,21,29,538:540,37.1,31.85,29.27,0.0,0.0,0.047864508
195,223,72,111,1730.06,8.827,21,30,537:533,37.1,31.85,28.57,0.0,0.0,0.048109967
196,224,72,111,1738.88,8.827,21,30,538:541,37.1,31.85,28.57,0.0,0.0,0.048355423
197,224,72,111,1747.71,8.827,21,30,549,37.1,31.85,28.57,0.0,0.0,0.048600882
198,227,73,109,1756.54,8.827,21,30,555:555,37.1,31.85,28.57,0.0,0.0,0.04884634
199,223,74,109,1765.37,8.827,21,29,551:547,37.1,31.85,28.57,0.0,0.0,0.0490918
200,221,74,109,1774.19,8.827,21,29,546:554,37.1,31.85,29.28,0.0,0.0,0.04933726
201,223,73,109,1783.02,8.827,21,29,555:554,37.1,31.85,29.28,0.0,0.0,0.04958272
202,225,72,109,1791.85,8.827,21,30,549:546,37.1,31.85,29.28,0.0,0.0,0.04982818
203,223,73,109,1800.67,8.827,21,29,542:550,37.1,31.85,29.28,0.0,0.0,0.05007364
204,223,72,109,1809.5,8.827,21,30,554,37.1,31.85,29.28,0.0,0.0,0.050319098
205,225,71,109,1818.33,8.827,21,30,554:551,37.1,31.85,26.61,0.0,0.0,0.050564557
206,227,73,108,1827.15,8.827,21,30,555:555,37.1,31.85,26.61,0.0,0.0,0.050810013
207,223,74,108,1835.99,8.827,21,29,552:552,37.1,31.85,26.61,0.0,0.0,0.051055472
208,223,74,108,1844.81,8.827,21,29,558:555,37.1,31.85,26.61,0.0,0.0,0.05130093
209,222,73,108,1853.63,8.827,21,29,555,37.1,31.85,26.61,0.0,0.0,0.05154639
210,224,74,108,1862.47,8.827,21,29,556:551,37.1,31.85,25.22,0.0,0.0,0.05179185
211,225,74,108,1871.29,8.827,21,29,547,37.1,31.85,25.22,0.0,0.0,0.05203731
212,225,74,108,1880.11,8.827,21,29,550:558:560,37.1,31.9,25.22,0.0,0.0,0.05228277
213,223,75,108,1888.94,8.827,21,28,564,37.1,31.85,25.22,0.0,0.0,0.05252823
214,223,75,107,1897.78,8.827,21,28,560:561,37.1,31.85,25.22,0.0,0.0,0.052773688
215,224,74,107,1906.6,8.827,21,29,563:556,37.1,31.85,24.68,0.0,0.0,0.053019147
216,223,74,107,1915.43,8.827,21,29,559:560,37.1,31.9,24.68,0.0,0.0,0.053264603
217,222,74,107,1924.25,8.827,21,29,495,37.1,31.9,24.68,0.0,0.0,0.053510062
218,223,72,107,1933.08,8.827,21,30,497:532,37.1,31.85,24.68,0.0,0.0,0.05375552
219,225,72,111,1941.9,8.827,21,30,1062:531,37.1,31.85,24.68,0.0,0.0,0.05400098
220,224,72,111,1950.73,8.827,21,30,763,37.1,31.85,24.33,0.0,0.0,0.05424644
221,223,72,111,1959.55,8.827,21,30,563:563,37.1,31.85,24.33,0.0,0.0,0.0544919
222,225,72,110,1968.38,8.827,21,30,555:555,37.1,31.85,24.33,0.0,0.0,0.05473736
223,225,72,109,1977.22,8.827,21,30,556,37.1,31.85,24.33,0.0,0.0,0.05498282
224,225,74,108,1986.03,8.827,21,29,560:563,37.1,31.85,24.33,0.0,0.0,0.055228278
225,222,74,108,1994.87,8.827,21,29,556:552,37.1,31.85,24.09,0.0,0.0,0.055473737
226,225,73,109,2003.7,8.827,21,29,546:546,37.1,31.85,24.09,0.0,0.0,0.055719193
227,225,73,110,2012.52,8.827,21,29,541:540,37.1,31.85,24.09,0.0,0.0,0.055964652
228,222,73,111,2021.34,8.827,21,29,536:533,37.1,31.9,24.09,0.0,0.0,0.05621011
229,223,73,112,2030.17,8.827,21,29,540,37.1,31.85,24.09,0.0,0.0,0.05645557
230,224,72,110,2039.0,8.827,21,30,549:552,37.1,31.85,23.54,0.0,0.0,0.05670103
231,225,73,109,2047.83,8.827,21,29,555:555,37.1,31.85,23.54,0.0,0.0,0.05694649
232,224,73,109,2056.66,8.827,21,29,550:546,37.1,31.85,23.54,0.0,0.0,0.05719195
233,223,73,109,2065.48,8.827,21,29,552:552,37.1,31.85,23.54,0.0,0.0,0.05743741
234,224,72,109,2074.34,8.827,21,30,550,37.11,31.85,23.54,0.0,0.0,0.057682868
235,226,72,109,2083.16,8.827,21,30,550:554,37.11,31.9,21.99,0.0,0.0,0.057928327
236,226,73,109,2091.97,8.827,21,30,552:551,37.11,31.85,21.99,0.0,0.0,0.058173783
237,223,75,109,2100.79,8.827,21,28,550:551,37.11,31.85,21.99,0.0,0.0,0.058419243
238,222,75,109,2109.61,8.827,21,28,549:546,37.11,31.9,21.99,0.0,0.0,0.058664702
239,225,74,109,2118.44,8.827,21,29,549:550,37.11,31.85,21.99,0.0,0.0,0.05891016
240,226,74,109,2127.26,8.827,21,29,,37.11,31.85,21.99,0.0,0.0,0.05915562
241,225,76,110,2136.09,8.827,21,28,1095:546,37.11,31.85,21.75,0.0,0.0,0.05940108
242,224,76,110,2144.92,8.827,21,28,545:546,37.11,31.85,21.75,0.0,0.0,0.05964654
243,223,76,110,2153.75,8.827,21,28,541:537,37.11,31.85,21.75,0.0,0.0,0.059892
244,222,75,111,2162.57,8.827,21,28,540:544,37.11,31.85,21.75,0.0,0.0,0.06013746
245,226,74,110,2171.4,8.827,21,29,546:546,37.11,31.85,23.16,0.0,0.0,0.060382918
246,225,75,110,2180.23,8.827,21,29,547,37.11,31.85,23.16,0.0,0.0,0.060628377
247,223,75,110,2189.05,8.827,21,28,544:545,37.11,31.9,23.16,0.0,0.0,0.060873833
248,223,74,110,2197.88,8.827,21,29,532:546,37.11,31.9,23.16,0.0,0.0,0.061119292
249,227,75,110,2206.72,8.827,21,29,545,37.11,31.85,23.16,0.0,0.0,0.06136475
250,223,76,110,2215.54,8.827,21,28,546:546,37.11,31.9,23.16,0.0,0.0,0.06161021
251,223,77,110,2224.37,8.827,21,28,541:546:550,37.11,31.85,22.92,0.0,0.0,0.06185567
252,225,75,109,2233.2,8.827,21,29,555:550,37.11,31.9,22.92,0.0,0.0,0.06210113
253,222,75,109,2242.01,8.827,21,28,552,37.11,31.85,22.92,0.0,0.0,0.06234659
254,221,75,108,2250.84,8.827,21,28,555:555,37.11,31.85,22.92,0.0,0.0,0.062592044
255,224,73,108,2259.67,8.827,21,29,552:555,37.11,31.85,22.37,0.0,0.0,0.062837504
256,227,75,108,2268.5,8.827,21,29,558:550,37.11,31.85,22.37,0.0,0.0,0.06308296
257,222,76,109,2277.32,8.827,21,28,547:547,37.11,31.85,22.37,0.0,0.0,0.06332842
258,224,76,109,2286.16,8.827,21,28,550,37.11,31.85,22.37,0.0,0.0,0.06357388
259,224,74,109,2294.98,8.827,21,29,549:546,37.11,31.85,22.37,0.0,0.0,0.06381934
260,223,74,110,2303.8,8.827,21,29,542:546,37.11,31.85,23.57,0.0,0.0,0.0640648
261,222,73,110,2312.63,8.827,21,29,545:545,37.11,31.9,23.57,0.0,0.0,0.06431026
262,224,73,110,2321.47,8.827,21,29,544,37.11,31.85,23.57,0.0,0.0,0.06455572
263,225,72,110,2330.28,8.827,21,30,544:546,37.11,31.85,23.57,0.0,0.0,0.06480118
264,223,72,110,2339.12,8.827,21,30,544:538,37.11,31.85,23.57,0.0,0.0,0.06504664
265,227,73,110,2347.94,8.827,21,30,549:555,37.11,31.9,24.38,0.0,0.0,0.0652921
266,226,74,108,2356.76,8.827,21,29,556:556,37.11,31.85,24.38,0.0,0.0,0.06553756
267,225,76,108,2365.63,8.827,21,28,555:550,37.11,31.85,24.38,0.0,0.0,0.06578302
268,224,77,109,2374.43,8.827,21,28,550:546,37.11,31.85,24.38,0.0,0.0,0.066028476
269,222,77,110,2383.24,8.827,21,28,544:537,37.11,31.85,24.38,0.0,0.0,0.066273935
270,222,76,111,2392.07,8.827,21,28,536,37.12,31.85,23.73,0.0,0.0,0.066519395
271,223,74,112,2400.91,8.827,21,29,533:532,37.12,31.9,23.73,0.0,0.0,0.066764854
272,223,73,112,2409.73,8.827,21,29,531:531,37.12,31.9,23.73,0.0,0.0,0.067010306
273,223,72,113,2418.55,8.827,21,30,532:532,37.12,31.85,23.73,0.0,0.0,0.067255765
274,225,72,112,2427.39,8.827,21,30,537:544,37.12,31.85,23.73,0.0,0.0,0.067501225
