time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,respiration,PercentageinZ2
0,226,76,90,8.83,8.827,22,28,,,1.8115943E-4
1,224,76,91,17.66,8.827,22,28,657,,3.6231885E-4
2,225,75,91,26.49,8.827,22,29,656:657,,5.4347824E-4
3,226,74,91,35.31,8.827,22,29,656:649,,7.246377E-4
4,225,74,92,44.13,8.827,22,29,648,,9.057971E-4
5,224,73,92,52.96,8.827,22,29,646:643,18.9,0.0010869565
6,225,72,93,61.79,8.827,22,30,646,18.9,0.001268116
7,226,71,93,70.62,8.827,22,30,649:648,18.9,0.0014492754
8,227,70,92,79.44,8.827,22,31,644,18.9,0.0016304348
9,226,72,93,88.28,8.827,22,30,639:642,18.9,0.0018115942
10,226,72,93,97.1,8.827,22,30,646,18.31,0.0019927537
11,227,72,94,105.92,8.827,22,30,639:635,18.31,0.002173913
12,226,73,94,114.76,8.827,22,30,638,18.31,0.0023550724
13,227,73,94,123.58,8.827,22,30,637:629,18.31,0.002536232
14,227,73,95,132.4,8.827,22,30,625,18.31,0.0027173914
15,226,74,95,141.23,8.827,22,29,620,18.31,0.0028985508
16,224,73,97,150.06,8.827,22,29,1230:607,18.5,0.00307971
17,225,73,98,158.88,8.827,22,29,605,18.5,0.0032608695
18,229,73,98,167.71,8.827,22,30,615:559,18.5,0.003442029
19,227,72,100,176.54,8.827,22,30,606:587,18.5,0.0036231885
20,227,74,102,185.36,8.827,22,29,587:578,19.42,0.0038043477
21,226,75,102,194.19,8.827,22,29,587:583,19.42,0.0039855074
22,225,75,103,203.02,8.827,22,29,578,19.42,0.004166667
23,227,75,104,211.84,8.827,22,29,577:577,19.42,0.004347826
24,226,75,104,220.67,8.827,22,29,574:574,19.42,0.0045289854
25,226,75,104,229.51,8.827,22,29,570,22.4,0.004710145
26,225,75,105,238.32,8.827,22,29,569:566,22.4,0.0048913043
27,226,75,106,247.15,8.827,22,29,565:564,22.4,0.005072464
28,225,74,106,255.98,8.827,22,29,561:560,22.4,0.0052536232
29,226,73,107,264.8,8.827,22,30,563,22.4,0.0054347827
30,226,73,107,273.63,8.827,22,30,559:558,22.8,0.005615942
31,227,73,108,282.46,8.827,22,30,556:555,22.8,0.0057971017
32,226,73,108,291.29,8.827,22,30,555:556,22.8,0.0059782607
33,225,73,108,300.11,8.827,22,29,554:555,22.8,0.00615942
34,227,72,108,308.94,8.827,22,30,555:552,22.8,0.0063405796
35,229,74,109,317.77,8.827,22,30,550:550,22.29,0.006521739
36,226,75,109,326.6,8.827,22,29,550,22.29,0.0067028985
37,225,76,108,335.42,8.827,22,28,558:560,22.29,0.006884058
38,225,75,108,344.25,8.827,22,29,555:552,22.29,0.0070652175
39,226,74,108,353.08,8.827,22,29,561:556,22.29,0.007246377
40,227,74,108,361.9,8.827,22,29,540,23.91,0.0074275364
41,228,76,108,370.73,8.827,22,29,560:552,23.91,0.0076086954
42,225,77,108,379.56,8.827,22,28,1103,23.91,0.007789855
43,226,77,109,388.38,8.827,22,28,550:550,23.91,0.007971015
44,226,76,109,397.21,8.827,22,28,546:547,23.91,0.008152174
45,224,77,109,406.03,8.827,22,28,549,25.78,0.008333334
46,225,75,110,414.86,8.827,22,29,546:546,25.78,0.008514493
47,228,75,110,423.7,8.827,22,29,1088,25.78,0.008695652
48,226,76,111,432.51,8.827,22,28,540:537,25.78,0.008876812
49,225,76,111,441.35,8.827,22,28,538:541,25.78,0.009057971
50,225,75,111,450.2,8.827,22,29,541:540,25.85,0.009239131
51,226,75,111,459.01,8.827,22,29,546:540,25.85,0.00942029
52,226,75,111,467.83,8.827,22,29,537:537,25.85,0.00960145
53,226,75,111,476.65,8.827,22,29,541,25.85,0.009782609
54,225,75,111,485.48,8.827,22,29,540:538,25.85,0.009963769
55,225,74,111,494.31,8.827,22,29,537:537,26.68,0.010144928
56,227,74,111,503.13,8.827,22,29,541,26.68,0.010326087
57,227,74,111,511.96,8.827,22,29,538:537:540,26.68,0.0105072465
58,226,75,111,520.83,8.827,22,29,537:537,26.68,0.0106884055
59,225,75,111,529.61,8.827,22,29,537,26.68,0.010869565
60,226,75,111,538.44,8.827,22,29,540:538,27.24,0.011050724
61,226,74,111,547.27,8.827,22,29,536:537,27.24,0.011231884
62,227,74,112,556.09,8.827,22,29,533,27.24,0.011413043
63,227,75,113,564.92,8.827,22,29,528:531:533,27.24,0.011594203
64,227,76,112,573.74,8.827,22,29,538:545,27.24,0.011775362
65,226,76,111,582.57,8.827,22,28,541,27.21,0.011956521
66,225,77,111,591.42,8.827,22,28,540:538:535,27.21,0.012137681
67,227,77,112,600.22,8.827,22,28,533,27.21,0.01231884
68,225,77,112,609.05,8.827,22,28,536:535,27.21,0.0125
69,225,77,112,617.89,8.827,22,28,532:533,27.21,0.012681159
70,225,75,112,626.75,8.827,22,29,536:532,27.98,0.012862319
71,225,76,113,635.53,8.827,22,28,532:532,27.98,0.013043478
72,226,75,112,644.36,8.827,22,29,536:535,27.98,0.013224638
73,226,75,112,653.19,8.827,22,29,532:528,27.98,0.013405797
74,225,75,113,662.01,8.827,22,29,529:531,27.98,0.013586956
75,228,74,113,670.84,8.827,22,29,536,26.53,0.013768116
76,225,75,111,679.67,8.827,22,29,542:542,26.53,0.013949275
77,226,75,111,688.49,8.827,22,29,541:538,26.53,0.014130435
78,226,75,111,697.32,8.827,22,29,538,26.53,0.014311594
79,226,76,111,706.15,8.827,22,28,544:544:542,26.53,0.014492754
80,225,75,110,714.98,8.827,22,29,541,24.77,0.014673913
81,225,75,110,723.8,8.827,22,29,550:547,24.77,0.014855073
82,226,75,110,732.63,8.827,22,29,542:547,24.77,0.015036232
83,228,75,110,741.45,8.827,22,29,547:546,24.77,0.015217391
84,225,76,110,750.28,8.827,22,28,547:546,24.77,0.015398551
85,226,76,110,759.11,8.827,22,28,541:537,25.57,0.01557971
86,227,76,111,767.93,8.827,22,29,537:540,25.57,0.015760869
87,226,76,110,776.77,8.827,22,28,550:550,25.57,0.01594203
88,225,76,110,785.59,8.827,22,28,554,25.57,0.016123189
89,225,74,109,794.42,8.827,22,29,550:549,25.57,0.016304348
90,226,74,109,803.25,8.827,22,29,551:555,26.49,0.016485507
91,227,75,108,812.07,8.827,22,29,554:550,26.49,0.016666668
92,226,75,108,820.9,8.827,22,29,555,26.49,0.016847827
93,226,75,108,829.72,8.827,22,29,555:550,26.49,0.017028986
94,226,75,109,838.55,8.827,22,29,549:552,26.49,0.017210145
95,226,75,109,847.39,8.827,22,29,552:550,25.54,0.017391304
96,225,74,109,856.2,8.827,22,29,549,25.54,0.017572464
97,224,74,109,865.03,8.827,22,29,552:550,25.54,0.017753623
98,227,74,109,873.87,8.827,22,29,550:551,25.54,0.017934782
99,227,74,109,882.69,8.827,22,29,549:546,25.54,0.018115941
100,226,75,109,891.52,8.827,22,29,550:554,26.87,0.018297102
101,227,74,109,900.35,8.827,22,29,555:554,26.87,0.018478261
102,228,76,108,909.16,8.827,22,29,555:559,26.87,0.01865942
103,225,76,108,917.99,8.827,22,28,554,26.87,0.01884058
104,225,76,109,926.82,8.827,22,28,550:550,26.87,0.019021738
105,226,75,109,935.65,8.827,22,29,549:559,25.39,0.0192029
106,226,74,107,944.47,8.827,22,29,564:564,25.39,0.019384058
107,225,74,107,953.29,8.808,22,29,563:559,25.39,0.019565217
108,226,75,107,962.09,8.808,22,29,558,25.39,0.019746376
109,228,76,107,970.91,8.827,22,29,556,25.39,0.019927537
110,226,77,108,979.75,8.827,22,28,1108:547,23.23,0.020108696
111,225,76,109,988.58,8.827,22,28,559:549,23.23,0.020289855
112,225,76,109,997.39,8.827,22,28,544,23.23,0.020471014
113,226,76,110,1006.23,8.827,22,28,544:544,23.23,0.020652173
114,226,76,110,1015.06,8.827,22,28,547:549,23.23,0.020833334
115,226,77,110,1023.88,8.827,22,28,550,22.57,0.021014493
116,225,77,109,1032.7,8.827,22,28,552:556:552,22.57,0.021195652
117,225,76,108,1041.53,8.827,22,28,551:556,22.57,0.021376811
118,225,74,108,1050.36,8.827,22,29,563:555,22.57,0.021557972
119,227,74,108,1059.19,8.827,22,29,554,22.57,0.02173913
120,226,74,108,1068.01,8.827,22,29,550:556,22.13,0.02192029
121,226,73,108,1076.84,8.827,22,30,558,22.13,0.022101449
122,227,73,107,1085.66,8.827,22,30,565:568,22.13,0.022282608
123,227,75,106,1094.49,8.827,22,29,564:564,22.13,0.022463769
124,228,76,106,1103.32,8.827,22,29,565:560,22.13,0.022644928
125,225,77,107,1112.14,8.827,22,28,563:563,21.84,0.022826087
126,226,77,107,1120.97,8.827,22,28,555:550,21.84,0.023007246
127,226,77,108,1129.81,8.827,22,28,550,21.84,0.023188407
128,225,77,109,1138.63,8.827,22,28,552:559,21.84,0.023369566
129,227,78,108,1147.45,8.827,22,28,560:558,21.84,0.023550725
130,226,79,108,1156.29,8.827,22,27,555:550,20.47,0.023731884
131,225,77,109,1165.1,8.827,22,28,546:550,20.47,0.023913043
132,226,77,109,1173.94,8.827,22,28,547:544,20.47,0.024094203
133,226,77,109,1182.77,8.827,22,28,549:550,20.47,0.024275362
134,226,77,109,1191.58,8.827,22,28,550,20.47,0.024456521
135,225,77,109,1200.41,8.827,22,28,556:552,20.34,0.02463768
136,225,74,109,1209.24,8.827,22,29,550:555,20.34,0.024818841
137,226,74,108,1218.07,8.827,22,29,559:552,20.34,0.025
138,227,75,108,1226.89,8.827,22,29,556,20.34,0.02518116
139,228,76,108,1235.72,8.827,22,29,560:560,20.34,0.025362318
140,224,78,107,1244.55,8.827,22,27,555,21.43,0.025543477
141,227,77,108,1253.37,8.827,22,28,580:537,21.43,0.025724638
142,226,77,107,1262.2,8.827,22,28,564:565,21.43,0.025905797
143,226,78,106,1271.03,8.827,22,28,563:566,21.43,0.026086956
144,227,78,106,1279.85,8.827,22,28,569:564,21.43,0.026268115
145,225,78,107,1288.71,8.827,22,28,558:559,22.16,0.026449276
146,227,78,107,1297.51,8.827,22,28,563,22.16,0.026630435
147,226,77,106,1306.34,8.827,22,28,569:573,22.16,0.026811594
148,225,78,105,1315.16,8.827,22,28,572:569,22.16,0.026992753
149,225,78,106,1324.0,8.827,22,28,563:566,22.16,0.027173912
150,225,77,106,1332.81,8.827,22,28,569:569,22.65,0.027355073
151,225,76,105,1341.64,8.827,22,28,564:568,22.65,0.027536232
152,228,76,105,1350.48,8.827,22,29,568,22.65,0.027717391
153,225,77,105,1359.3,8.827,22,28,569:563,22.65,0.02789855
154,225,77,106,1368.12,8.827,22,28,563,22.65,0.02807971
155,226,76,106,1376.96,8.827,22,28,565:569:582,22.18,0.02826087
156,227,76,104,1385.77,8.827,22,29,587,22.18,0.028442029
157,225,75,103,1394.6,8.827,22,29,586:578,22.18,0.028623188
158,226,76,103,1403.44,8.827,22,28,580:577,22.18,0.028804347
159,226,76,104,1412.26,8.827,22,28,570,22.18,0.028985508
160,227,76,105,1421.11,8.827,22,29,570:569,21.87,0.029166667
161,228,77,106,1429.91,8.827,22,28,563:564,21.87,0.029347826
162,227,77,106,1438.74,8.827,22,28,568,21.87,0.029528985
163,226,79,106,1447.56,8.827,22,27,565:560,21.87,0.029710146
164,225,78,107,1456.4,8.827,22,28,563:561,21.87,0.029891305
165,225,77,107,1465.22,8.827,22,28,561:555,20.88,0.030072464
166,225,76,108,1474.05,8.827,22,28,555:559,20.88,0.030253623
167,226,75,107,1482.87,8.827,22,29,566:572,20.88,0.030434782
168,226,75,106,1491.71,8.827,22,29,573,20.88,0.030615943
169,227,76,105,1500.54,8.827,22,29,569:564,20.88,0.030797102
170,226,77,106,1509.36,8.827,22,28,566:560,21.01,0.03097826
171,226,77,106,1518.18,8.827,22,28,566,21.01,0.03115942
172,226,77,107,1527.01,8.827,22,28,555:560,21.01,0.03134058
173,226,78,107,1535.83,8.827,22,28,559:556,21.01,0.031521738
174,226,77,108,1544.66,8.827,21,28,558:558,21.01,0.0317029
175,226,77,108,1553.48,8.827,22,28,555:550,19.52,0.03188406
176,225,76,108,1562.33,8.836,22,28,552:552,19.52,0.032065216
177,225,76,108,1571.15,8.827,22,28,560,19.52,0.032246377
178,226,75,107,1579.97,8.827,22,29,566:570,19.52,0.032427534
179,227,75,106,1588.8,8.827,22,29,566:564,19.52,0.032608695
180,226,76,106,1597.63,8.827,22,28,568:569,19.7,0.032789856
181,225,76,106,1606.47,8.827,22,28,564,19.7,0.032971013
182,225,75,106,1615.28,8.827,22,29,1131,19.7,0.033152174
183,225,73,106,1624.11,8.827,22,29,563:558,19.7,0.033333335
184,227,74,107,1632.94,8.827,22,29,560:563,19.7,0.033514492
185,227,75,107,1641.76,8.827,22,29,564:564,19.83,0.033695653
186,225,76,106,1650.59,8.827,21,28,563,19.83,0.03387681
187,225,75,106,1659.42,8.827,21,29,565,19.83,0.03405797
188,226,73,106,1668.24,8.827,21,30,1138,19.83,0.034239132
189,225,74,106,1677.07,8.827,21,29,568:572:568,19.83,0.03442029
190,225,74,106,1685.9,8.827,21,29,564,20.3,0.03460145
191,227,74,106,1694.72,8.827,21,29,565:566,20.3,0.034782607
192,228,75,106,1703.55,8.827,21,29,561:555,20.3,0.034963768
193,227,75,108,1712.38,8.827,21,29,555:555,20.3,0.03514493
194,226,77,108,1721.2,8.827,21,28,560,20.3,0.035326086
195,226,77,107,1730.03,8.827,21,28,559:555,22.2,0.035507247
196,227,77,108,1738.86,8.827,21,28,551:546,22.2,0.035688404
197,225,77,110,1747.68,8.827,21,28,545:544,22.2,0.035869565
198,226,76,111,1756.52,8.827,21,28,540:537,22.2,0.036050726
199,227,76,110,1765.34,8.827,21,29,549:552,22.2,0.036231883
200,227,77,109,1774.16,8.827,21,28,546:551,21.88,0.036413044
201,225,77,109,1782.99,8.827,21,28,550,21.88,0.036594205
202,225,76,108,1791.82,8.827,21,28,555:558,21.88,0.03677536
203,227,75,108,1800.64,8.827,21,29,552:552,21.88,0.036956523
204,228,78,108,1809.47,8.827,21,28,554:556,21.88,0.03713768
205,225,78,108,1818.3,8.827,21,28,555:559,22.46,0.03731884
206,226,77,108,1827.12,8.827,21,28,563,22.46,0.0375
207,225,77,107,1835.96,8.827,21,28,560:560,22.46,0.03768116
208,227,77,107,1844.78,8.827,21,28,563:555,22.46,0.03786232
209,226,77,107,1853.6,8.827,21,28,560:556,22.46,0.038043477
210,224,77,108,1862.43,8.827,21,28,558,22.06,0.038224638
211,225,76,108,1871.26,8.827,21,28,556:551,22.06,0.0384058
212,225,75,108,1880.09,8.827,21,29,549:554,22.06,0.038586956
213,227,75,108,1888.92,8.827,21,29,558:558,22.06,0.038768116
214,227,75,108,1897.74,8.827,21,29,552:554,22.06,0.038949274
215,228,78,107,1906.57,8.827,21,28,564:565,22.97,0.039130434
216,225,78,107,1915.39,8.827,21,28,569,22.97,0.039311595
217,225,77,106,1924.22,8.827,21,28,564:560,22.97,0.039492752
218,225,76,107,1933.06,8.827,21,28,555:563,22.97,0.039673913
219,226,75,106,1941.89,8.827,21,29,564:564,22.97,0.039855074
220,227,76,106,1950.7,8.827,21,29,561,22.01,0.04003623
221,226,77,107,1959.53,8.827,21,28,563:564,22.01,0.040217392
222,226,77,106,1968.36,8.827,21,28,563:564,22.01,0.04039855
223,228,78,106,1977.18,8.827,21,28,566:569,22.01,0.04057971
224,224,77,106,1986.01,8.827,21,28,564,22.01,0.04076087
225,225,77,106,1994.85,8.827,21,28,568:570,21.36,0.04094203
226,225,76,105,2003.66,8.827,21,28,570:564,21.36,0.04112319
227,226,76,106,2012.5,8.827,21,28,564,21.36,0.041304346
228,226,76,106,2021.31,8.827,21,28,569:574,21.36,0.041485507
229,226,76,105,2030.14,8.827,21,28,574:569,21.36,0.041666668
230,225,75,105,2038.99,8.827,21,29,574:574,23.3,0.041847825
231,227,75,104,2047.81,8.827,21,29,582:574,23.3,0.042028986
232,227,75,104,2056.62,8.827,21,29,574,23.3,0.042210147
233,227,77,104,2065.45,8.827,21,28,574:574,23.3,0.042391304
234,226,76,104,2074.29,8.827,21,28,568,23.3,0.042572465
235,225,76,105,2083.11,8.827,21,28,568:570:568,23.8,0.042753622
236,226,76,105,2091.93,8.827,21,28,566,23.8,0.042934783
237,227,76,106,2100.76,8.827,21,29,568:566,23.8,0.043115944
238,227,76,106,2109.58,8.827,21,29,563:558,23.8,0.0432971
239,225,76,107,2118.41,8.827,21,28,560:560,23.8,0.04347826
240,226,75,107,2127.25,8.827,21,29,563:564,24.92,0.04365942
241,226,76,106,2136.06,8.827,21,28,568,24.92,0.04384058
242,226,76,106,2144.89,8.827,21,28,564:568,24.92,0.04402174
243,226,76,106,2153.73,8.827,21,28,572:568,24.92,0.044202898
244,226,76,105,2162.54,8.827,21,28,570,24.92,0.04438406
245,225,76,105,2171.37,8.827,21,28,572:569,26.85,0.044565216
246,227,77,105,2180.2,8.827,21,28,568,26.85,0.044746377
247,226,77,106,2189.02,8.827,21,28,569:563:560,26.85,0.044927537
248,224,76,107,2197.85,8.827,21,28,555,26.85,0.045108695
249,228,76,107,2206.69,8.827,21,29,559:560:560,25.77,0.045289855
250,226,75,107,2215.51,8.827,21,29,555,25.77,0.045471016
251,225,77,107,2224.33,8.827,21,28,560:563,25.77,0.045652173
252,225,77,107,2233.17,8.827,21,28,561:558,25.77,0.045833334
253,226,76,107,2241.99,8.827,21,28,563:566,25.77,0.04601449
254,226,76,106,2250.81,8.827,21,28,569,25.77,0.046195652
255,226,76,106,2259.64,8.827,21,28,565:563,24.66,0.046376813
256,226,75,106,2268.47,8.827,21,29,561:568,24.66,0.04655797
257,226,75,106,2277.29,8.827,21,29,568:564,24.66,0.04673913
258,226,76,106,2286.12,8.827,21,28,560,24.66,0.04692029
259,226,76,107,2294.95,8.827,21,28,555:554,24.66,0.04710145
260,225,76,108,2303.77,8.827,21,28,551:568,25.1,0.04728261
261,226,76,109,2312.6,8.827,21,28,532:545,25.1,0.047463767
262,227,76,110,2321.43,8.827,21,29,546:549,25.1,0.047644928
263,227,76,109,2330.26,8.827,21,29,554:560,25.1,0.047826085
264,225,76,108,2339.08,8.827,21,28,566,25.1,0.048007246
265,225,74,107,2347.91,8.827,21,29,569,26.58,0.048188407
266,226,75,106,2356.74,8.827,21,29,1126:564,26.58,0.048369564
267,226,74,106,2365.59,8.855,21,29,563,26.58,0.048550725
268,226,74,107,2374.45,8.855,21,29,559:554,26.58,0.048731886
269,230,76,108,2383.27,8.827,21,29,558:555,26.58,0.048913043
270,229,78,108,2392.1,8.827,21,28,554:547,26.77,0.049094204
271,223,79,109,2400.93,8.827,21,27,550:550,26.77,0.04927536
272,224,78,108,2409.77,8.836,21,27,558:559,26.77,0.049456522
273,227,78,108,2418.59,8.827,21,28,559,26.77,0.049637683
274,225,76,108,2427.42,8.827,21,28,555:552,26.77,0.04981884
275,225,74,108,2436.24,8.827,21,29,559:560,25.33,0.05
276,227,75,107,2445.07,8.827,21,29,560:559,25.33,0.050181158
277,226,76,107,2453.9,8.827,21,28,560,25.33,0.05036232
278,227,76,108,2462.72,8.827,21,29,559:550:549,25.33,0.05054348
279,226,76,109,2471.55,8.827,21,28,560,25.33,0.050724637
280,227,76,107,2480.38,8.827,21,29,560:564,25.15,0.050905798
281,227,76,107,2489.2,8.827,21,29,560:560,25.15,0.051086955
282,226,77,107,2498.03,8.827,21,28,563:563,25.15,0.051268116
283,227,78,107,2506.86,8.827,21,28,559,25.15,0.051449277
284,227,77,107,2515.69,8.827,21,28,555:556,25.15,0.051630434
285,226,78,108,2524.51,8.827,21,28,555:552,24.64,0.051811595
286,225,78,108,2533.37,8.827,21,28,550,24.64,0.051992755
287,225,78,108,2542.17,8.827,21,28,551:554:556,24.64,0.052173913
288,225,78,108,2550.99,8.827,21,28,554,24.64,0.052355073
289,225,77,108,2559.82,8.827,21,28,552:554,24.64,0.05253623
290,226,77,109,2568.65,8.827,21,28,550:546,23.91,0.05271739
291,227,77,109,2577.47,8.827,21,28,550:544,23.91,0.052898552
292,227,78,110,2586.3,8.827,21,28,535,23.91,0.05307971
293,225,79,110,2595.13,8.827,21,27,546:544,23.91,0.05326087
294,224,78,110,2603.95,8.827,21,27,544:540,23.91,0.053442027
295,225,77,111,2612.78,8.827,21,28,531:542,23.42,0.05362319
296,225,76,111,2621.59,8.808,21,28,546,23.42,0.05380435
297,226,75,110,2630.4,8.808,21,29,1101:542,23.42,0.053985506
298,226,75,109,2639.25,8.827,21,29,549:549,23.42,0.054166667
299,226,75,109,2648.05,8.827,21,29,554:551,22.7,0.054347824
300,232,75,109,2656.88,8.827,21,30,550,22.7,0.054528985
301,256,75,109,2666.37,9.461,21,33,551:549,22.7,0.054710146
302,259,75,109,2675.8,9.461,21,33,547:550,22.7,0.054891303
303,262,75,109,2685.26,9.461,21,33,549:544,22.7,0.055072464
304,263,74,110,2694.72,9.461,21,34,541:541,22.7,0.055253625
305,263,73,110,2704.18,9.461,21,34,545,22.22,0.055434782
306,267,73,110,2713.65,9.461,21,35,544:542,22.22,0.055615943
307,266,76,111,2723.11,9.461,21,33,538:540,22.22,0.0557971
308,264,78,111,2732.57,9.461,21,32,536:532,22.22,0.05597826
309,262,79,112,2742.03,9.461,21,32,531:532,22.22,0.05615942
310,262,78,113,2751.49,9.461,21,32,529:527,23.08,0.05634058
311,262,76,114,2760.99,9.461,21,33,527:522,23.08,0.05652174
312,262,76,115,2770.42,9.461,21,33,519:529,23.08,0.056702897
313,263,75,113,2779.88,9.461,21,33,532:535,23.08,0.056884058
314,265,76,113,2789.34,9.461,21,33,532:527,22.87,0.05706522
315,263,77,113,2798.8,9.461,21,33,527,22.87,0.057246376
316,264,77,113,2808.26,9.461,21,33,532:529,22.87,0.057427537
317,261,76,113,2817.72,9.461,21,33,527:524,22.87,0.057608694
318,262,75,113,2827.18,9.461,21,33,527,22.87,0.057789855
319,264,75,115,2836.64,9.461,21,34,1044:521,22.87,0.057971016
320,263,76,115,2846.11,9.461,21,33,523:518,23.12,0.058152173
321,264,75,115,2855.57,9.461,21,34,1049,23.12,0.058333334
322,263,75,115,2865.03,9.461,21,33,523:518,23.12,0.058514494
323,263,77,115,2874.5,9.461,21,33,523,23.12,0.05869565
324,264,77,115,2883.95,9.461,21,33,521:521,23.12,0.058876812
325,267,79,115,2893.42,9.461,21,32,519:518,24.86,0.05905797
326,264,79,116,2902.87,9.461,21,32,517:513,24.86,0.05923913
327,260,80,116,2912.34,9.461,21,31,515:521,24.86,0.05942029
328,260,79,115,2921.8,9.461,21,31,523:521,24.86,0.05960145
329,263,79,115,2931.26,9.461,21,32,521:518,24.86,0.05978261
330,263,79,116,2940.72,9.461,21,32,513:522,27.2,0.059963766
331,263,79,115,2950.18,9.461,21,32,521:519,27.2,0.060144927
332,263,79,115,2959.64,9.461,21,32,519:521,27.2,0.06032609
333,263,78,115,2969.11,9.461,21,32,519:518,27.2,0.060507245
334,260,78,116,2978.57,9.461,21,32,517:521,27.2,0.060688406
335,263,76,115,2988.03,9.461,21,33,521:518,28.76,0.060869563
336,265,77,116,2997.49,9.461,21,33,515:519,28.76,0.061050724
337,260,76,115,3006.96,9.461,21,33,523:522,28.76,0.061231885
338,261,76,115,3016.41,9.461,21,33,518,28.76,0.061413042
339,263,76,116,3025.87,9.461,21,33,517:513,28.76,0.061594203
340,263,76,116,3035.33,9.461,21,33,514:517,27.84,0.061775364
341,265,76,115,3044.79,9.461,21,33,523:524,27.84,0.06195652
342,265,78,115,3054.26,9.461,21,32,521:522,27.84,0.062137682
343,264,80,114,3063.73,9.461,21,32,527:526,27.84,0.06231884
344,262,81,114,3073.2,9.461,21,31,524:524,27.84,0.0625
345,261,80,114,3082.65,9.461,21,31,523:523,28.4,0.06268116
346,262,79,115,3092.1,9.461,21,32,519:519,28.4,0.06286232
347,261,76,115,3101.56,9.461,21,33,524:523,28.4,0.063043475
348,262,76,114,3111.02,9.461,21,33,524:521,28.4,0.063224636
349,266,77,115,3120.49,9.461,21,33,522,28.4,0.0634058
350,264,78,115,3129.95,9.461,21,32,522:521:537,27.59,0.06358696
351,261,77,114,3139.41,9.461,21,32,527,27.59,0.06376812
352,262,75,114,3148.87,9.461,21,33,527:521,27.59,0.06394927
353,262,75,114,3158.34,9.461,21,33,527:526,27.59,0.06413043
354,265,75,114,3167.8,9.461,21,34,523:521,27.59,0.064311594
355,261,75,115,3177.26,9.461,21,33,518:521,26.27,0.064492755
356,262,75,115,3186.73,9.461,21,33,521:519,26.27,0.064673916
357,265,74,116,3196.19,9.461,21,34,518:517,26.27,0.06485507
358,264,75,115,3205.64,9.461,21,34,523:527,26.27,0.06503623
359,262,76,114,3215.11,9.461,21,33,532,26.27,0.06521739
360,265,77,113,3224.56,9.461,21,33,532:529,24.99,0.06539855
361,262,77,113,3234.02,9.461,21,32,527:531:531,24.99,0.06557971
362,263,77,113,3243.48,9.461,21,33,528,24.99,0.06576087
363,265,77,113,3252.95,9.461,21,33,526:531,24.99,0.06594203
364,264,79,113,3262.41,9.461,21,32,529:526,24.99,0.06612319
365,262,79,114,3271.88,9.461,21,32,523:527,24.14,0.06630435
366,261,78,114,3281.33,9.461,21,32,526:523,24.14,0.06648551
367,263,78,114,3290.79,9.461,21,32,527:523,24.14,0.06666667
368,263,77,114,3300.25,9.461,21,33,524:522,24.14,0.06684782
369,263,77,115,3309.72,9.461,21,33,523:521,24.14,0.067028984
370,263,76,115,3319.17,9.461,21,33,519,24.36,0.067210145
371,266,76,116,3328.65,9.461,21,33,518:514,24.36,0.067391306
372,262,78,116,3338.1,9.461,21,32,515:523,24.36,0.06757247
373,260,77,115,3347.57,9.461,21,32,523:524,24.36,0.06775362
374,263,76,115,3357.02,9.461,21,33,522:522,24.36,0.06793478
375,263,76,114,3366.48,9.461,21,33,527:527,24.9,0.06811594
376,262,76,114,3375.94,9.461,21,33,526:523,24.9,0.0682971
377,263,75,114,3385.4,9.461,21,33,524:527,24.9,0.068478264
378,266,76,114,3394.87,9.461,21,33,527:523,24.9,0.06865942
379,265,77,114,3404.33,9.461,21,33,524:524,24.9,0.06884058
380,263,79,114,3413.79,9.461,21,32,523:514,24.08,0.06902174
381,264,79,115,3423.25,9.461,21,32,521:519,24.08,0.0692029
382,263,79,115,3432.72,9.461,21,32,529:526,24.08,0.06938406
383,261,79,114,3442.17,9.461,21,32,526,24.08,0.069565214
384,260,78,115,3451.63,9.461,21,32,521:521,24.08,0.069746375
385,266,77,115,3461.1,9.461,21,33,523:521,24.32,0.069927536
386,263,78,115,3470.56,9.461,21,32,521:518,24.32,0.0701087
387,261,78,116,3480.02,9.461,21,32,515:521,24.32,0.07028986
388,263,76,115,3489.48,9.461,21,33,521:519,24.32,0.07047101
389,261,76,115,3498.94,9.461,21,33,517:523,24.32,0.07065217
390,263,76,115,3508.4,9.461,21,33,521,24.09,0.07083333
391,263,76,115,3517.86,9.461,21,33,521:521,24.09,0.07101449
392,267,77,115,3527.32,9.461,21,33,1047,24.09,0.071195655
393,267,79,115,3536.79,9.461,21,32,519:515,24.09,0.07137681
394,261,81,115,3546.25,9.461,21,31,518:521:526,24.72,0.07155797
395,260,80,114,3555.71,9.461,21,31,526:523,24.72,0.07173913
396,263,78,114,3565.17,9.461,20,32,523,24.72,0.07192029
397,264,78,115,3574.63,9.461,20,32,523:521,24.72,0.07210145
398,262,77,115,3584.1,9.461,20,32,521:518,24.72,0.07228261
399,263,78,116,3593.55,9.461,20,32,518:512,24.72,0.072463766
400,264,78,117,3603.02,9.461,20,32,513:513,23.56,0.07264493
401,265,79,117,3612.48,9.461,20,32,515:514,23.56,0.07282609
402,264,79,117,3621.95,9.461,20,32,512:509,23.56,0.07300725
403,262,80,118,3631.4,9.461,20,31,509:514,23.56,0.07318841
404,262,78,117,3640.86,9.461,20,32,517:517,23.56,0.07336956
405,264,78,116,3650.32,9.461,20,32,514:512,22.4,0.07355072
