skin_temperature,HeatStrainIndex,hrv
31.15,0.0,577
31.2,0.0,577
31.2,0.0,1146:572
31.15,0.0,565:569
31.15,0.0,569
31.15,0.0,568:566
31.15,0.0,569:566
31.15,0.0,569:570
31.15,0.0,566
31.15,0.0,564:556
31.15,0.0,556:556
31.15,0.0,560:563
31.15,0.0,563:558
31.15,0.0,558
31.15,0.0,560:552
31.15,0.0,552:556
31.15,0.0,541:546
31.15,0.0,546:542
31.15,0.0,541:538
31.15,0.0,540
31.15,0.0,547:546
31.15,0.0,546:551
31.15,0.0,555:554
31.15,0.0,551
31.15,0.0,550:542
31.15,0.0,537:545
31.15,0.0,542:537
31.15,0.0,536:535
31.15,0.0,532:528
31.15,0.0,527:526
31.15,0.0,522:523
31.15,0.0,519
31.15,0.0,521:513
31.15,0.0,1016
31.15,0.0,513:513:514
31.15,0.0,518:514
31.15,0.0,513
31.15,0.0,518:518
31.15,0.0,518:514
31.15,0.0,517:518
31.15,0.0,518:517
31.15,0.0,515:514
31.15,0.0,514:513
31.15,0.0,513:509
31.15,0.0,509:509
31.15,0.0,512:569
31.15,0.0,460:514
31.15,0.0,514:513
31.1,0.0,514:510
31.1,0.0,510
31.1,0.0,512:509:510
31.1,0.0,509:509
31.1,0.0,504:504
31.1,0.0,504:509
31.1,0.0,509:508
31.1,0.0,507:504
31.1,0.0,503:500
31.1,0.0,504
31.1,0.0,500:500
31.1,0.0,500:499:499
31.1,0.0,499
31.1,0.0,495:495:493
31.1,0.0,492:495
31.1,0.0,495:497
31.1,0.0,497
31.05,0.0,497:495:497
31.1,0.0,497:495
31.1,0.0,493
31.1,0.0,495:497:495
31.05,0.0,497:495
31.05,0.0,495:495
31.05,0.0,495:490
31.05,0.0,490:488
31.05,0.0,503:497
31.05,0.0,497:495
31.05,0.0,493
31.05,0.0,495:500:495
31.05,0.0,492:493
31.05,0.0,488:499
31.05,0.0,501:497
31.05,0.0,495:501
31.05,0.0,500:501
31.05,0.0,495:499
31.05,0.0,501:501
31.05,0.0,500:499
31.05,0.0,493:497
31.05,0.0,497
31.05,0.0,490:474:504
31.05,0.0,497:500
31.0,0.0,504:504
31.0,0.0,503:497
31.0,0.0,495:495
31.05,0.0,495:501
31.05,0.0,500:499
31.05,0.0,497:495
31.0,0.0,492:490
31.05,0.0,492:497
31.0,0.0,499:500
31.0,0.0,499:497
31.0,0.0,495:499
31.0,0.0,499:497
31.0,0.0,495:500
31.0,0.0,500:497
31.0,0.0,495:497
31.0,0.0,501:501
31.0,0.0,504:500
31.0,0.0,503:508
31.0,0.0,509:505
31.0,0.0,509:508
31.0,0.0,507:512
31.0,0.0,509:505
31.0,0.0,504:505
31.0,0.0,513:513
31.0,0.0,514:512
31.0,0.0,515:514
31.0,0.0,512:513
31.0,0.0,514:513
31.0,0.0,509:507
31.0,0.0,507:508
31.0,0.0,514:521
31.0,0.0,524
30.95,0.0,523:527
31.0,0.0,527:527
30.95,0.0,527:527
30.95,0.0,521:515
31.0,0.0,515:513
30.95,0.0,519
30.95,0.0,521:521:518
31.0,0.0,513:518
30.95,0.0,518:521
30.95,0.0,515:513
30.95,0.0,515:517
30.95,0.0,514:512
30.95,0.0,514
30.95,0.0,517:512:510
30.95,0.0,513
30.95,0.0,507:513
30.95,0.0,509:508
30.95,0.0,503:500
30.95,0.0,495:504
30.95,0.0,499:500
30.95,0.0,499:499:495
30.95,0.0,500:500
30.95,0.0,500:497
30.95,0.0,500:504
30.95,0.0,507:504
30.95,0.0,504:505
30.95,0.0,504
30.95,0.0,510:517
30.95,0.0,517:518
30.95,0.0,514:519
30.95,0.0,521:513
30.95,0.0,521:521
30.95,0.0,515:521
30.95,0.0,523:521
30.95,0.0,515:513
30.9,0.0,514:510
30.95,0.0,519:519
30.95,0.0,
30.9,0.0,1034:518:517
30.9,0.0,518:518
30.9,0.0,518:518
30.95,0.0,513
30.95,0.0,513:513
30.95,0.0,514:521
30.9,0.0,519:517
30.95,0.0,513:514
30.95,0.0,512:507
30.95,0.0,509:513
30.9,0.0,509:509
30.9,0.0,510:513
30.9,0.0,509:505
30.9,0.0,512:510
30.95,0.0,504:509
30.95,0.0,510:508
30.9,0.0,504:503
30.9,0.0,500:517
30.9,0.0,518:518
30.9,0.0,510:513
30.9,0.0,509:504
30.9,0.0,500:495
30.9,0.0,500:503
30.9,0.0,504:501
30.9,0.0,497:493
30.9,0.0,500:495
30.9,0.0,495:493
30.9,0.0,493:490
30.9,0.0,486:488
30.9,0.0,486:486
30.9,0.0,483
30.9,0.0,962:488
30.9,0.0,486:485
30.9,0.0,483:483
30.9,0.0,490:488
30.9,0.0,490:488
30.9,0.0,486:486
30.9,0.0,488:488
30.9,0.0,485:486
30.9,0.0,483:490
30.9,0.0,492:488
30.9,0.0,488:490
30.9,0.0,490:495
30.9,0.0,495:493
30.9,0.0,495:499
30.9,0.0,500:495
30.9,0.0,500:500
30.9,0.0,500:495:493
30.9,0.0,493:499
30.9,0.0,507:509
30.9,0.0,504:503
30.9,0.0,497:504
30.9,0.0,505:503
30.9,0.0,501:497
30.9,0.0,495
30.9,0.0,495:500
30.9,0.0,504:507
30.9,0.0,501:501
