skin_temperature,HeatStrainIndex,hrv
30.9,0.0,499:499
30.9,0.0,500:495
30.9,0.0,497:495
30.9,0.0,495:490
30.9,0.0,495:493
30.9,0.0,488:490
30.9,0.0,495:495
30.85,0.0,497:495
30.85,0.0,493:499
30.9,0.0,499:497
30.85,0.0,493:497
30.85,0.0,497:495
30.85,0.0,493:495
30.85,0.0,488:495
30.85,0.0,492:486
30.85,0.0,488:973
30.85,0.0,488:488
30.85,0.0,486:490
30.85,0.0,490
30.85,0.0,492
30.85,0.0,976:492:490
30.85,0.0,486:488
30.85,0.0,488:490
30.85,0.0,492:488
30.85,0.0,483:490
30.85,0.0,488:488
30.85,0.0,483
30.8,0.0,488:486:483
30.8,0.0,481:485
30.8,0.0,483:483
30.8,0.0,485:485
30.8,0.0,483:486
30.8,0.0,967:483
30.8,0.0,479:486
30.8,0.0,486:486
30.8,0.0,479:486
30.8,0.0,483:483
30.8,0.0,481:479
30.8,0.0,485:483
30.8,0.0,481:479
30.8,0.0,476:483
30.8,0.0,481:481
30.8,0.0,479:476
30.8,0.0,485:481
30.8,0.0,481:476
30.8,0.0,476:481
30.75,0.0,479:479
30.75,0.0,477:474:476
30.75,0.0,479:476
30.8,0.0,472:476
30.75,0.0,476
30.75,0.0,947:472
30.75,0.0,467:479
30.75,0.0,476:476
30.75,0.0,472:465
30.75,0.0,474:472
30.75,0.0,467:463:462
30.75,0.0,460:463
30.75,0.0,460:458
30.75,0.0,458:458
30.75,0.0,458:458
30.75,0.0,458:458
30.7,0.0,458:456:453
30.7,0.0,451:456
30.7,0.0,453:451
30.75,0.0,448:453:453
30.7,0.0,451:449
30.7,0.0,449:446
30.7,0.0,442:469
30.75,0.0,453:449
30.7,0.0,455:455
30.7,0.0,449:451:449
30.7,0.0,451:460
30.7,0.0,453
30.7,0.0,899:451
30.7,0.0,453:453
30.65,0.0,451:448
30.7,0.0,449:444:455
30.65,0.0,451:451
30.65,0.0,449:449
30.65,0.0,448:455
30.7,0.0,453:451
30.65,0.0,448:898
30.65,0.0,456:455
30.65,0.0,456:453
30.65,0.0,451:460:455
30.65,0.0,455:451
30.65,0.0,448:458
30.65,0.0,455:451
30.65,0.0,451:446
30.65,0.0,458:455:451
30.65,0.0,449:449
30.65,0.0,913
30.65,0.0,455:453
30.6,0.0,453:456
30.6,0.0,460:458
30.6,0.0,458:458
30.65,0.0,922:458
30.6,0.0,458:455
30.6,0.0,467:462
30.6,0.0,460:460
30.6,0.0,924:458
30.6,0.0,460:465
30.6,0.0,458:458
30.6,0.0,462:462
30.6,0.0,465:462
30.6,0.0,460:456
30.55,0.0,465:462:460
30.6,0.0,458:455
30.55,0.0,458:458
30.55,0.0,456:451
30.55,0.0,453:451
30.55,0.0,458:455
30.55,0.0,453:901
30.55,0.0,453:455
30.55,0.0,451:449
30.55,0.0,448:458:448
30.55,0.0,453:448
30.55,0.0,449:456
30.55,0.0,455:455
30.55,0.0,451:448
30.55,0.0,453:453
30.55,0.0,458:456:456
30.55,0.0,453:449
30.55,0.0,458:455
30.55,0.0,453:451
30.55,0.0,446:458
30.55,0.0,451:451:449
30.55,0.0,448:453
30.55,0.0,453:455
30.55,0.0,451:451:453
30.55,0.0,456:456
30.55,0.0,453:446
30.55,0.0,453:453
30.55,0.0,453:453
30.55,0.0,451:449
30.55,0.0,448:453:451
30.55,0.0,451:446
30.55,0.0,449:446
30.5,0.0,455:453
30.55,0.0,455:453
30.5,0.0,451:458
30.5,0.0,456:453:451
30.5,0.0,458:456
30.5,0.0,453
30.5,0.0,456:916
30.5,0.0,921:458
30.5,0.0,458:462
30.5,0.0,462:460
30.5,0.0,460:462
30.5,0.0,462:460
30.5,0.0,460:467
30.5,0.0,465:463:460
30.5,0.0,467:463
30.5,0.0,465:462
30.5,0.0,462:463
30.5,0.0,465:460
30.5,0.0,460:458
30.5,0.0,465:463
30.5,0.0,460:465
30.5,0.0,463:458:462
30.5,0.0,462:458
30.5,0.0,456:460
30.5,0.0,460:456:453
30.5,0.0,455
30.5,0.0,917:458
30.5,0.0,456
30.5,0.0,913:460
30.5,0.0,458:456
30.5,0.0,453:462:460
30.5,0.0,460:458
30.5,0.0,458:455
30.45,0.0,465:462
30.45,0.0,460:458
30.45,0.0,456:460
30.5,0.0,458:456
30.45,0.0,451
30.5,0.0,915:453:455
30.5,0.0,451:451
30.45,0.0,451:456:455
30.5,0.0,455:451
30.45,0.0,453:458
30.5,0.0,922
30.5,0.0,460:458
30.45,0.0,458:462
30.45,0.0,463:462
30.5,0.0,462:458:458
30.45,0.0,463:462
30.45,0.0,460:458
30.45,0.0,916
30.5,0.0,462:458
30.45,0.0,460:463
30.45,0.0,463:460
30.45,0.0,462:462:467
30.5,0.0,465:462
30.45,0.0,465:460
30.45,0.0,467:463
30.45,0.0,465:462:462
30.45,0.0,465:463
30.45,0.0,460:460
30.45,0.0,460:462
30.45,0.0,458:456
30.45,0.0,460:462
30.45,0.0,463:463
30.45,0.0,462:458:463
30.4,0.0,462:460
30.45,0.0,458:455
30.4,0.0,465
30.45,0.0,922:460
30.45,0.0,456:463
30.45,0.0,463:460:460
30.45,0.0,467:467
30.45,0.0,465:467
30.45,0.0,469:467
30.45,0.0,465:463
30.45,0.0,469:469
30.45,0.0,469:465:465
30.4,0.0,463:469
30.45,0.0,469:469
30.45,0.0,465:465
30.45,0.0,469:469
30.45,0.0,469:467
30.45,0.0,467:460
30.45,0.0,472:467
30.45,0.0,467:465
30.45,0.0,465:465:467
30.45,0.0,465:462
30.45,0.0,465:463
30.45,0.0,458:462
30.45,0.0,463:463:462
30.45,0.0,458:462
30.4,0.0,460:456
30.45,0.0,455:458
30.45,0.0,456:455
30.45,0.0,453:446
30.45,0.0,458:451:455
30.45,0.0,906
30.45,0.0,451:448
30.45,0.0,456:453
30.45,0.0,451:449
30.45,0.0,449:455
30.45,0.0,456:456:451
30.45,0.0,460:458
30.45,0.0,456:453
30.45,0.0,458:460:458
30.45,0.0,455:458
30.45,0.0,455:453
30.45,0.0,455:453
30.4,0.0,451:451
30.45,0.0,449:455
30.4,0.0,907:451
30.4,0.0,451:456
30.45,0.0,453:460
30.45,0.0,453:458
30.45,0.0,458:456
30.45,0.0,451:460
30.45,0.0,458:458:453
30.45,0.0,453:458
30.45,0.0,458
30.45,0.0,460:458:456:456
30.45,0.0,458:462
30.4,0.0,460:458
30.45,0.0,453:460
30.45,0.0,460:460
30.45,0.0,456:460
30.45,0.0,462:462
30.45,0.0,460:458:467
30.45,0.0,465:465
30.45,0.0,460:469
30.45,0.0,465
30.45,0.0,465:462
30.5,0.0,465:458:469
30.45,0.0,465:465
30.45,0.0,462:456
30.45,0.0,465:462:460
30.5,0.0,456:449
30.45,0.0,469:458
30.45,0.0,458:455
30.45,0.0,462:462:460
30.45,0.0,458:462
30.45,0.0,460
30.45,0.0,912:462
30.45,0.0,458:458
30.45,0.0,456:453
30.45,0.0,460:460
30.5,0.0,458:458:455
30.45,0.0,451:458
30.45,0.0,456:455
30.45,0.0,453:453
30.45,0.0,458:456
30.45,0.0,456:456
30.5,0.0,453:456:460
30.5,0.0,456:455
30.45,0.0,456:458:460
30.5,0.0,458:456
30.45,0.0,458:460
30.5,0.0,458:458
30.5,0.0,451:453
30.45,0.0,456:456
30.45,0.0,451:446
30.45,0.0,458:453:451
30.5,0.0,898
30.5,0.0,451:449
30.5,0.0,451:449
30.5,0.0,448:446
30.5,0.0,444:451:448
30.5,0.0,446:446
30.5,0.0,449:451
30.5,0.0,449:449:446
30.5,0.0,
30.5,0.0,
30.5,0.0,446:2256
30.5,0.0,451:451:449
30.5,0.0,451:449
30.5,0.0,446:449
30.5,0.0,451
30.5,0.0,897:449
30.5,0.0,446:444:444
30.5,0.0,448:446
30.5,0.0,442:439
30.5,0.0,446:442
30.5,0.0,442:437
30.5,0.0,442:437:433
30.5,0.0,437:432
30.5,0.0,442:437
30.5,0.0,437:433:439
30.5,0.0,437:437
30.5,0.0,435:439
30.5,0.0,437:437:432
30.5,0.0,442:437
30.55,0.0,435:437
30.55,0.0,437:437
30.5,0.0,437:437
30.55,0.0,435:437
30.5,0.0,869:437
30.55,0.0,435:428
30.55,0.0,437:433
30.55,0.0,859:426
30.55,0.0,435:430
30.55,0.0,855:426
30.55,0.0,430:430
30.55,0.0,428:426:423
30.55,0.0,425:430
30.55,0.0,423:419
30.55,0.0,851:425
30.55,0.0,426:421
30.55,0.0,423:421:425
30.55,0.0,425:421
30.55,0.0,423:421
30.55,0.0,425:423
30.55,0.0,846:423
30.55,0.0,416:423
30.55,0.0,416:425
30.55,0.0,423:421:418
30.55,0.0,421:425
30.55,0.0,423:421:421
30.55,0.0,425
30.55,0.0,848:423
30.55,0.0,419:430:425
30.55,0.0,423:425
30.55,0.0,425:430:426
30.55,0.0,425:426
30.55,0.0,428:428
30.55,0.0,428:426:423
30.55,0.0,432
30.55,0.0,855:426
30.55,0.0,430:428:428
30.55,0.0,425:423
30.55,0.0,432:428
30.55,0.0,425:426
30.55,0.0,432:430:428
30.55,0.0,428:430
30.55,0.0,433:430
30.55,0.0,430:428:433
30.55,0.0,432:432
30.55,0.0,430:428:435
30.55,0.0,439:435
30.55,0.0,432:433
30.55,0.0,428:437
30.6,0.0,433:432:432
30.6,0.0,432:437
30.6,0.0,437:432
30.6,0.0,432:437:437
30.55,0.0,437:435
30.6,0.0,432:439
30.6,0.0,437:437
30.6,0.0,435:439:439
30.6,0.0,437:437
30.6,0.0,433:446
30.6,0.0,442:442
30.6,0.0,442:442:446
30.6,0.0,444:439
30.6,0.0,451:451:446
30.6,0.0,444:455
30.6,0.0,453:449
30.55,0.0,451
30.6,0.0,903:456
30.6,0.0,451:451
30.6,0.0,449:456
30.6,0.0,455:451:451
30.6,0.0,448:455
30.6,0.0,453:451
30.65,0.0,448:448
30.6,0.0,455:453
30.6,0.0,451:449:444
30.6,0.0,453:453
30.6,0.0,451:444
30.6,0.0,453:896
30.6,0.0,446:449
30.6,0.0,456:453
30.6,0.0,451:449
30.6,0.0,446:456
30.65,0.0,458:453:449
30.6,0.0,449:456
30.6,0.0,458
30.6,0.0,456:455:453
30.65,0.0,456:460
30.65,0.0,458:455
30.65,0.0,467:465
30.65,0.0,460:460
30.65,0.0,462:467:467
30.65,0.0,467:463
30.65,0.0,458:467
30.65,0.0,465:465:456
30.65,0.0,472:469
30.65,0.0,465:462
30.65,0.0,
30.65,0.0,460:927:460
30.65,0.0,460:456
30.65,0.0,469:467
30.65,0.0,467:462
30.65,0.0,936:467
30.65,0.0,467:474
30.65,0.0,470:465
30.65,0.0,472:472
30.65,0.0,467
30.7,0.0,936:469
30.7,0.0,472:467
30.65,0.0,462:472
30.7,0.0,472:470
30.7,0.0,467:472:469
30.7,0.0,463:474
30.7,0.0,474:470
30.7,0.0,470:469
30.7,0.0,476:476
30.75,0.0,472:469
30.7,0.0,472:474
30.7,0.0,474:470
30.7,0.0,462:479:472
30.75,0.0,474:469
30.75,0.0,476:474
30.75,0.0,472
30.75,0.0,469:477:476
30.75,0.0,472:469
30.75,0.0,476
30.75,0.0,949:472
30.75,0.0,476:476:472
30.75,0.0,479
30.75,0.0,477:479:476
30.75,0.0,472:479
30.75,0.0,477:477
30.8,0.0,472
30.75,0.0,943:477
30.75,0.0,477:476
30.75,0.0,479:477
30.8,0.0,470
30.8,0.0,953:483:481
30.8,0.0,483:486
30.8,0.0,483
30.8,0.0,486:483:479
30.8,0.0,479:485
30.8,0.0,490:488
30.8,0.0,486:493
30.8,0.0,486:486
30.8,0.0,488:488
30.85,0.0,486:486
30.85,0.0,486:486
30.8,0.0,483:481
30.85,0.0,488:483
30.85,0.0,481:479
30.85,0.0,488:486
30.85,0.0,486:488
30.85,0.0,488:493
30.85,0.0,497:493
30.85,0.0,492:497
30.85,0.0,500:501
30.85,0.0,500:495
30.85,0.0,500:499
30.85,0.0,497
30.9,0.0,495:493:495:485
30.85,0.0,486:486
30.85,0.0,485:479
30.9,0.0,486:467
30.9,0.0,479:481
30.9,0.0,477:474
30.9,0.0,472:479
30.9,0.0,481:483
30.9,0.0,479:488
30.9,0.0,488:483
30.9,0.0,490:488
30.9,0.0,486:483
30.9,0.0,492:490
30.9,0.0,488:483
30.9,0.0,483:479
30.9,0.0,490:490
30.9,0.0,492:488:488
30.9,0.0,493:493
30.9,0.0,486:492
30.9,0.0,490:488
30.9,0.0,486:481
30.95,0.0,486:490
30.9,0.0,493:490
30.9,0.0,497:495
30.9,0.0,495:495
30.9,0.0,495
30.95,0.0,500:493:497
30.95,0.0,500:492
30.9,0.0,495
30.95,0.0,497:490:488
30.95,0.0,488
30.95,0.0,989
30.95,0.0,499:493:488
30.95,0.0,492:492
30.95,0.0,492:486
30.95,0.0,490:488
30.95,0.0,488:483
30.95,0.0,486:488
30.95,0.0,486:483
30.95,0.0,481:486:488
30.95,0.0,485
30.95,0.0,483:486
30.95,0.0,973:479
30.95,0.0,483:476
30.95,0.0,483:477
31.0,0.0,476:474
30.95,0.0,476:474
31.0,0.0,476:472
30.95,0.0,474:476
30.95,0.0,481:479:474
31.0,0.0,472:479
31.0,0.0,477:477
31.0,0.0,474:476
31.0,0.0,479:477
31.0,0.0,476:474
31.0,0.0,477:474
30.95,0.0,476:474
31.0,0.0,474:474
31.0,0.0,476:474
31.0,0.0,469:477
31.0,0.0,476:476
31.0,0.0,469
31.0,0.0,479:479:469
31.0,0.0,476:474:469
31.0,0.0,476:476
31.0,0.0,470:467
31.0,0.0,476:474
31.0,0.0,470:470
31.0,0.0,474:474
31.0,0.0,474:472:472
31.0,0.0,470:469
31.0,0.0,465:472
31.0,0.0,469:467
31.0,0.0,463:467
31.0,0.0,926
31.0,0.0,465:462
31.0,0.0,460:460
31.0,0.0,462:460
31.0,0.0,458:458:460
31.0,0.0,458:453
31.0,0.0,458:456
31.0,0.0,455:453:456
31.0,0.0,455:453
31.0,0.0,456:453
31.0,0.0,451:449
