time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,heat_strain_index,HeatStrainIndex,PercentageinZ2
0,226,73,92,8.07,8.827,23,30,,37.03,,,0.0,0.0,1.330141E-4
1,227,73,92,16.89,8.827,23,30,653:652,37.03,31.4,,0.0,0.0,2.660282E-4
2,226,74,92,25.72,8.827,23,29,652,37.03,31.4,,0.0,0.0,3.990423E-4
3,224,74,92,34.55,8.827,23,29,648:643,37.03,31.4,,0.0,0.0,5.320564E-4
4,224,71,93,34.55,8.882999,23,30,638,37.03,31.4,,0.0,0.0,6.650705E-4
5,226,71,93,43.49,8.939,23,30,643:648,37.03,31.4,20.08,0.0,0.0,7.980846E-4
6,229,72,93,52.43,8.939,23,30,648,37.03,31.4,20.08,0.0,0.0,9.310987E-4
7,223,72,93,61.37,8.939,23,30,647:652,37.03,31.4,20.08,0.0,0.0,0.0010641128
8,225,71,93,70.3,8.939,23,30,647,37.03,31.4,20.08,0.0,0.0,0.0011971269
9,228,70,93,79.24,8.939,23,31,644:638,37.03,31.4,20.08,0.0,0.0,0.001330141
10,227,71,93,88.19,8.939,23,31,634,37.03,31.4,19.49,0.0,0.0,0.0014631551
11,228,71,95,97.12,8.939,23,31,626:621,37.03,31.4,19.49,0.0,0.0,0.0015961692
12,228,75,96,106.08,8.939,23,29,619:619,37.03,31.4,19.49,0.0,0.0,0.0017291832
13,226,75,97,115.01,8.939,23,29,615:615,37.03,31.4,19.49,0.0,0.0,0.0018621974
14,225,74,97,123.83,8.827,23,29,612,37.03,31.4,19.49,0.0,0.0,0.0019952115
15,225,73,98,132.65,8.827,23,29,610:603,37.03,31.4,20.86,0.0,0.0,0.0021282255
16,226,72,99,141.48,8.827,23,30,601,37.03,31.4,20.86,0.0,0.0,0.0022612398
17,227,72,100,150.3,8.827,23,30,597:592,37.03,31.4,20.86,0.0,0.0,0.0023942539
18,226,72,101,159.13,8.827,23,30,592:587,37.03,31.4,20.86,0.0,0.0,0.002527268
19,224,73,102,167.96,8.827,23,29,584:583,37.03,31.4,21.0,0.0,0.0,0.002660282
20,226,72,103,176.79,8.827,23,30,579:575,37.03,31.4,21.0,0.0,0.0,0.002793296
21,226,71,103,185.61,8.827,23,30,623,37.03,31.4,21.0,0.0,0.0,0.0029263103
22,228,71,103,194.44,8.827,23,31,522:569,37.03,31.4,21.0,0.0,0.0,0.0030593243
23,226,73,104,203.27,8.827,23,30,564:558,37.03,31.4,21.0,0.0,0.0,0.0031923384
24,225,72,106,212.09,8.827,23,30,563:564,37.03,31.4,23.44,0.0,0.0,0.0033253524
25,228,72,106,220.92,8.827,23,30,563,37.03,31.4,23.44,0.0,0.0,0.0034583665
26,228,73,106,229.76,8.827,23,30,564:565,37.03,31.4,23.44,0.0,0.0,0.0035913808
27,225,73,106,238.58,8.827,23,29,563,37.03,31.4,23.44,0.0,0.0,0.0037243948
28,225,74,107,247.4,8.827,23,29,563:564:560,37.03,31.4,23.44,0.0,0.0,0.0038574089
29,226,72,107,256.24,8.827,23,30,556,37.03,31.4,23.44,0.0,0.0,0.003990423
30,226,72,108,265.06,8.827,23,30,555:554,37.03,31.4,24.29,0.0,0.0,0.004123437
31,227,72,108,273.88,8.827,23,30,555:555,37.03,31.4,24.29,0.0,0.0,0.004256451
32,227,73,108,282.71,8.827,23,30,556:556,37.03,31.4,24.29,0.0,0.0,0.0043894653
33,226,74,108,291.53,8.827,23,29,556:560,37.03,31.4,24.29,0.0,0.0,0.0045224796
34,225,73,108,300.37,8.827,23,29,1113,37.03,31.4,24.07,0.0,0.0,0.0046554934
35,226,73,108,309.19,8.827,23,30,556,37.03,31.4,24.07,0.0,0.0,0.0047885077
36,226,73,108,318.01,8.827,23,30,554:550,37.03,31.4,24.07,0.0,0.0,0.0049215215
37,227,73,109,326.85,8.827,23,30,550:549,37.03,31.4,24.07,0.0,0.0,0.005054536
38,226,75,109,335.67,8.827,23,29,551:547,37.03,31.4,24.07,0.0,0.0,0.00518755
39,225,74,109,344.5,8.827,23,29,546:547,37.03,31.4,23.13,0.0,0.0,0.005320564
40,226,74,110,353.32,8.827,23,29,546,37.03,31.4,23.13,0.0,0.0,0.005453578
41,226,74,110,362.16,8.827,23,29,544,37.03,31.4,23.13,0.0,0.0,0.005586592
42,225,74,111,370.98,8.827,23,29,1085:533,37.03,31.4,23.13,0.0,0.0,0.0057196063
43,225,74,112,379.8,8.827,23,29,532:532,37.03,31.4,23.13,0.0,0.0,0.0058526206
44,225,71,112,388.64,8.827,23,30,537:537,37.03,31.4,22.51,0.0,0.0,0.0059856344
45,227,71,112,397.47,8.827,23,31,537:532,37.03,31.4,22.51,0.0,0.0,0.0061186487
46,226,73,112,406.29,8.827,23,30,533:536,37.03,31.4,22.51,0.0,0.0,0.0062516625
47,225,73,112,415.12,8.827,23,29,533:533,37.03,31.4,22.51,0.0,0.0,0.006384677
48,227,73,112,423.95,8.827,23,30,535:533,37.03,31.4,22.51,0.0,0.0,0.006517691
49,225,74,112,432.76,8.827,23,29,533,37.03,31.4,22.51,0.0,0.0,0.006650705
50,226,72,112,441.59,8.827,23,30,532:532,37.03,31.4,22.48,0.0,0.0,0.006783719
51,226,72,113,450.54,8.939,23,30,532:518,37.03,31.4,22.48,0.0,0.0,0.006916733
52,225,72,113,459.47,8.939,23,30,533:529,37.03,31.4,22.48,0.0,0.0,0.0070497473
53,226,72,113,468.42,8.939,23,30,527:526,37.03,31.4,22.48,0.0,0.0,0.0071827616
54,226,72,113,477.23,8.827,23,30,527:528,37.03,31.4,25.22,0.0,0.0,0.0073157754
55,225,72,113,486.07,8.827,23,30,528,37.03,31.4,25.22,0.0,0.0,0.0074487897
56,225,72,113,494.89,8.827,22,30,523,37.03,31.4,25.22,0.0,0.0,0.0075818035
57,226,71,114,503.71,8.827,22,30,1046,37.03,31.4,25.22,0.0,0.0,0.0077148178
58,226,71,114,512.55,8.827,22,30,1054:522,37.03,31.4,25.22,0.0,0.0,0.007847832
59,225,70,115,521.37,8.827,22,31,522:526,37.03,31.4,25.22,0.0,0.0,0.007980846
60,226,70,114,530.2,8.827,22,31,527,37.03,31.4,25.08,0.0,0.0,0.00811386
61,227,70,115,539.02,8.827,22,31,523:521:521,37.03,31.4,25.08,0.0,0.0,0.008246874
62,227,71,115,547.85,8.827,22,31,523:526,37.03,31.4,25.08,0.0,0.0,0.008379889
63,225,72,114,556.68,8.827,22,30,528:528,37.04,31.4,25.08,0.0,0.0,0.008512902
64,226,73,114,565.5,8.827,22,30,1046,37.04,31.4,24.2,0.0,0.0,0.008645916
65,226,72,114,574.33,8.827,22,30,529:526,37.04,31.4,24.2,0.0,0.0,0.008778931
66,225,72,114,583.16,8.827,22,30,523,37.04,31.45,24.2,0.0,0.0,0.008911945
67,226,72,115,591.98,8.827,22,30,521:527,37.04,31.4,24.2,0.0,0.0,0.009044959
68,225,72,114,600.81,8.827,22,30,527:521,37.04,31.4,24.2,0.0,0.0,0.009177973
69,225,72,115,609.65,8.827,22,30,522:523,37.04,31.4,24.2,0.0,0.0,0.009310987
70,224,71,114,618.46,8.827,22,30,524:521,37.04,31.4,23.61,0.0,0.0,0.009444001
71,225,70,115,627.3,8.827,22,31,521:523,37.04,31.4,23.61,0.0,0.0,0.009577015
72,225,69,115,636.12,8.827,22,31,,37.04,31.4,23.61,0.0,0.0,0.00971003
73,226,68,115,644.94,8.827,22,32,521:1044,37.04,31.4,23.61,0.0,0.0,0.009843043
74,228,70,116,653.77,8.827,22,31,521:517:514,37.04,31.4,24.01,0.0,0.0,0.009976057
