skin_temperature,HeatStrainIndex,hrv
31.4,0.0,507:505
31.4,0.0,501:500
31.45,0.0,505:504
31.45,0.0,504:500
31.45,0.0,504:505
31.4,0.0,504:501
31.45,0.0,507:507
31.45,0.0,504:500
31.4,0.0,505:504
31.45,0.0,509:513
31.45,0.0,510:507
31.4,0.0,509:505
31.4,0.0,517:509
31.45,0.0,510:512
31.4,0.0,513
31.4,0.0,510:513
31.4,0.0,513:514
31.4,0.0,510:510
31.45,0.0,510:513
31.4,0.0,515:514
31.4,0.0,510:509
31.4,0.0,510:512
31.4,0.0,515:513
31.4,0.0,509:510
31.4,0.0,513:513
31.4,0.0,507:505
31.4,0.0,505:509
31.4,0.0,512:512
31.4,0.0,510:508
31.4,0.0,507:505
31.4,0.0,504:504
31.4,0.0,504:503
31.4,0.0,500:500
31.4,0.0,507:508
31.4,0.0,508:509
31.4,0.0,512:509
31.4,0.0,504:508
31.4,0.0,509:513
31.4,0.0,517
31.35,0.0,514:513:509
31.4,0.0,513:514
31.4,0.0,512:507
31.4,0.0,518
31.4,0.0,509:513
31.35,0.0,513:512
31.4,0.0,514:514
31.35,0.0,517:513
31.35,0.0,513:512
31.35,0.0,513:513
31.4,0.0,515:512
31.4,0.0,509:509
31.35,0.0,513
31.4,0.0,
31.35,0.0,507:2025
31.35,0.0,505:504
31.35,0.0,501:504
31.35,0.0,504:500
31.35,0.0,495:501
31.35,0.0,500:497
31.35,0.0,493:490
31.35,0.0,493:499
31.35,0.0,500:501
31.35,0.0,495:495
31.35,0.0,499:497
31.35,0.0,497:497
31.35,0.0,493:492
31.35,0.0,495:493
31.35,0.0,492:495
31.35,0.0,497:493
31.35,0.0,493:497
31.35,0.0,994
31.35,0.0,493:495
31.35,0.0,495:503
31.35,0.0,500:500
31.35,0.0,499:501
31.35,0.0,504:500
31.35,0.0,497:497
31.35,0.0,504:504
31.35,0.0,503:499
31.35,0.0,1003
31.35,0.0,500:500
31.3,0.0,501:501
31.3,0.0,497:497
31.3,0.0,497
31.3,0.0,1008
31.35,0.0,505:503:500
31.3,0.0,504:504
31.3,0.0,1019
31.35,0.0,512:505
31.35,0.0,510:509
31.35,0.0,504:504
31.3,0.0,504:508
31.3,0.0,507:505
31.35,0.0,512:509
31.3,0.0,507:508
31.3,0.0,508:509
31.3,0.0,508:504
31.3,0.0,503:503
31.3,0.0,500:497
31.3,0.0,497:493
31.3,0.0,493:490
31.35,0.0,483:527
31.3,0.0,446:492
31.3,0.0,490:490
31.35,0.0,488:486
31.35,0.0,490:488
31.3,0.0,488:493
31.3,0.0,490:492
31.35,0.0,497:497
31.35,0.0,987
31.3,0.0,500:500
31.3,0.0,500:499
31.3,0.0,500:500
31.3,0.0,497:495
31.3,0.0,497:500
31.3,0.0,497:499
31.3,0.0,500:500
31.3,0.0,495
31.3,0.0,495:499:500
31.3,0.0,500:495
31.3,0.0,500:500
31.3,0.0,499:495
31.3,0.0,500:500
31.35,0.0,495:495
31.3,0.0,495:499
31.35,0.0,500:501
31.35,0.0,499:495
31.3,0.0,500:501
31.3,0.0,500:497
31.3,0.0,501:500
31.3,0.0,497:497
31.3,0.0,501:499
31.3,0.0,510:504
31.3,0.0,499:504
31.3,0.0,504:504
31.3,0.0,501:499
31.3,0.0,504:504
31.3,0.0,505:503
31.3,0.0,501:504
31.3,0.0,507:507
31.3,0.0,504:507
31.3,0.0,507:504
31.3,0.0,507:503
31.3,0.0,500:497
31.3,0.0,500:504
31.3,0.0,507:508
31.3,0.0,508
31.3,0.0,1014
31.3,0.0,508:1016
31.3,0.0,508:504
31.3,0.0,509:509
31.25,0.0,503:504
31.3,0.0,503:505
31.25,0.0,507:501
31.3,0.0,504:504
31.3,0.0,503:501
31.25,0.0,504:501
31.25,0.0,503:504
31.25,0.0,1001
31.25,0.0,1003
31.25,0.0,505:504
31.25,0.0,504:503
31.25,0.0,512:504
31.25,0.0,501:504
31.25,0.0,503:503
31.25,0.0,501
31.25,0.0,500:501
31.25,0.0,495:493
31.25,0.0,495:495:497
31.25,0.0,497:493
31.25,0.0,492:497
31.25,0.0,495:497
31.25,0.0,490:490
31.25,0.0,490:490
31.25,0.0,490:488
31.25,0.0,488
31.25,0.0,486:485:486
31.25,0.0,486:483
31.25,0.0,483
31.2,0.0,486:492:493
31.25,0.0,490:493
31.25,0.0,493:503
31.25,0.0,501:497
31.25,0.0,500:500
31.25,0.0,495:499
31.2,0.0,495:493
31.2,0.0,495:493
31.2,0.0,492:490
31.2,0.0,495:495
31.2,0.0,493:495
31.2,0.0,493:488
31.2,0.0,493:493
31.2,0.0,488:488
31.25,0.0,490:488
31.2,0.0,493:495
31.2,0.0,492:495
31.2,0.0,499:497
31.2,0.0,495:495
31.2,0.0,500:503
31.25,0.0,497:504
31.2,0.0,503:497
31.2,0.0,499:501:500
31.2,0.0,994
31.2,0.0,497:497
31.2,0.0,495:493
31.2,0.0,495:493
31.2,0.0,492:493
31.2,0.0,492:488
31.2,0.0,486:488
31.2,0.0,976
31.15,0.0,486:488
31.2,0.0,486:481
31.2,0.0,485:486
31.2,0.0,488:488
31.15,0.0,490:486
31.2,0.0,488:490
31.15,0.0,486:486
31.15,0.0,490:492
31.2,0.0,488:483
31.15,0.0,492:495
31.15,0.0,492
31.15,0.0,986:492
31.15,0.0,497:490
31.15,0.0,499:499
31.15,0.0,495:497
31.15,0.0,998
31.15,0.0,500:500
31.15,0.0,495:497
31.15,0.0,497:500
31.15,0.0,500:495
31.15,0.0,497:497
31.15,0.0,493:490
31.15,0.0,490:493
31.15,0.0,493:492
31.15,0.0,493:493:490
31.15,0.0,493:493
31.15,0.0,490:488
31.15,0.0,493:490
31.15,0.0,488:488
31.15,0.0,492:490
31.15,0.0,490
31.15,0.0,1475
31.15,0.0,493:490
31.15,0.0,488:490
31.15,0.0,488:483
31.15,0.0,486:483
31.15,0.0,488
31.15,0.0,488:488
31.15,0.0,485:488:486
31.15,0.0,485:481
31.15,0.0,485:485
31.15,0.0,483:485:479
31.15,0.0,486
31.15,0.0,486:483:481
31.15,0.0,486:486
31.15,0.0,481:486
31.15,0.0,486:483
31.15,0.0,481:481
31.15,0.0,488:488
31.15,0.0,488:483
31.15,0.0,488:488
31.15,0.0,485
31.15,0.0,483:485:485
31.15,0.0,486:479
31.15,0.0,479:483
31.15,0.0,481:483
31.1,0.0,481:479
31.1,0.0,481:481:481
31.1,0.0,479
31.1,0.0,481:485:481
31.1,0.0,479:481
31.15,0.0,485
31.1,0.0,971
31.15,0.0,483:479:485
31.15,0.0,483:483
31.15,0.0,479:483
31.15,0.0,483:481
31.15,0.0,476:483
31.15,0.0,481:479
31.1,0.0,476:479
31.1,0.0,479:476
31.15,0.0,474:477
31.15,0.0,472:472
31.1,0.0,469:467:472
31.1,0.0,474:476
31.1,0.0,476:474
31.1,0.0,472:472
31.1,0.0,476:474
31.1,0.0,474:474
31.15,0.0,472:469
31.1,0.0,472:472
31.1,0.0,465:469
31.1,0.0,472:474:470
31.15,0.0,469:472
31.1,0.0,474:474
31.1,0.0,472:474
31.1,0.0,474:474
31.15,0.0,474:474
31.15,0.0,479:479
31.15,0.0,477:474:481
31.15,0.0,479:479
31.15,0.0,476:474
31.15,0.0,479:479
31.15,0.0,479
31.15,0.0,476:476:476
31.15,0.0,477:476
31.15,0.0,474:472
31.15,0.0,472:477
31.15,0.0,479:476
31.15,0.0,474:476
31.15,0.0,479:483
31.15,0.0,481:479
31.15,0.0,481:485
31.15,0.0,486:481:486
31.15,0.0,486
31.15,0.0,483:967
31.15,0.0,486:485
31.15,0.0,481:483
31.15,0.0,486:483
31.15,0.0,483:485
31.15,0.0,481:483
31.15,0.0,486:486
31.15,0.0,481:481
31.15,0.0,488:490
31.15,0.0,488:488
31.15,0.0,490:486
31.15,0.0,486:488
31.15,0.0,483:481
31.15,0.0,481:486
31.15,0.0,486:488
31.15,0.0,483:483:488
31.15,0.0,486
31.15,0.0,483:488:486
31.15,0.0,481:479
31.15,0.0,483:485
31.15,0.0,479:479
31.2,0.0,481:483
31.15,0.0,486:485
31.15,0.0,483:488
31.15,0.0,488:488
31.2,0.0,486:490
31.2,0.0,490:488
31.15,0.0,488:492
31.2,0.0,490:486
31.15,0.0,488:488
31.2,0.0,490:490
31.2,0.0,485:490
31.2,0.0,493:488
31.2,0.0,490:486
31.2,0.0,493:493:493
31.2,0.0,488:490
31.2,0.0,490:490
31.2,0.0,485:488
31.2,0.0,490:486
31.15,0.0,481:481
31.15,0.0,479:481
31.2,0.0,481:479
31.2,0.0,477
31.2,0.0,953:479
31.2,0.0,481:479
31.2,0.0,479:479
31.2,0.0,483:481
31.25,0.0,479:479
31.2,0.0,483:959
31.25,0.0,476
31.25,0.0,474:481:481
31.2,0.0,483:481
31.25,0.0,966
31.25,0.0,486:483
31.25,0.0,481:485
31.25,0.0,483:479
31.25,0.0,966
31.25,0.0,490:490
31.25,0.0,488:485
31.25,0.0,488:488
31.25,0.0,486:481
31.25,0.0,483:485
31.25,0.0,483:479
31.25,0.0,481:959
31.25,0.0,474
31.25,0.0,476:474:481
31.25,0.0,481:481
31.25,0.0,477:477
31.25,0.0,472:479
31.25,0.0,476:476
31.25,0.0,474:469
31.25,0.0,476:474:469
31.3,0.0,472:474
31.3,0.0,477:477
31.25,0.0,477:472
31.25,0.0,479:477
31.25,0.0,472:474
31.3,0.0,474:474
31.3,0.0,469:477
31.25,0.0,479:476
31.25,0.0,477:481
31.3,0.0,485:488
31.3,0.0,485:488
31.25,0.0,486:485
31.25,0.0,976:483
31.3,0.0,973
31.3,0.0,485:481
31.3,0.0,488:486
31.3,0.0,485:483
31.3,0.0,488:488
31.3,0.0,485:485
31.3,0.0,483:488
31.3,0.0,490:490
31.3,0.0,486:486
31.3,0.0,488:488
31.3,0.0,486:481
31.3,0.0,486:486
31.3,0.0,481:483
31.25,0.0,486:483
31.3,0.0,483:481:483
31.25,0.0,486:486
31.3,0.0,483:486
31.3,0.0,486:481
31.3,0.0,481
31.3,0.0,485:486:485
31.3,0.0,479:481
31.3,0.0,481:483
31.3,0.0,483:479
31.3,0.0,483:483
31.3,0.0,479:483
31.3,0.0,485:479
31.3,0.0,479:477
31.3,0.0,483:485
31.3,0.0,483:481
31.3,0.0,486:483
31.3,0.0,481:486
31.3,0.0,483:483:485
31.25,0.0,485:483
31.3,0.0,479:479
31.3,0.0,481
31.3,0.0,481:479:476
31.3,0.0,481:481
31.3,0.0,481:479
31.3,0.0,481:481
31.3,0.0,481:477
31.3,0.0,481:483
31.3,0.0,481:479
31.3,0.0,481:479
31.3,0.0,477:477
31.3,0.0,477:476:472
31.3,0.0,469:477
31.3,0.0,476:474
31.3,0.0,472:476
31.3,0.0,474:470
31.3,0.0,467:474
31.3,0.0,472:469:467
31.3,0.0,469:472
31.3,0.0,470:465
31.3,0.0,467:465
31.3,0.0,470:469
31.3,0.0,467:467
31.3,0.0,465:469
31.3,0.0,469:469
31.3,0.0,465:462
31.3,0.0,467:465
31.3,0.0,462:465:469
31.3,0.0,939
31.3,0.0,477:474
31.3,0.0,476
31.3,0.0,479:477:481
31.3,0.0,483:479
31.3,0.0,476:483:483
31.3,0.0,481:479
31.3,0.0,479:483
31.3,0.0,483:485
31.3,0.0,479:483
31.3,0.0,481:479
31.3,0.0,483:481
31.3,0.0,479
31.3,0.0,474:476:481
31.3,0.0,481:481
31.3,0.0,481:485
31.3,0.0,481:485
31.3,0.0,483:481
31.3,0.0,485:481
31.3,0.0,481:479:481
31.3,0.0,481:479
31.3,0.0,481:479
31.3,0.0,474:474
31.3,0.0,485
31.3,0.0,483:485
31.3,0.0,
31.3,0.0,1444:481:479
31.3,0.0,474
31.3,0.0,958:476
31.3,0.0,472:476
31.3,0.0,476:476
31.3,0.0,483:481
31.3,0.0,949
31.3,0.0,477:476
31.3,0.0,479:483:481
31.3,0.0,479:477
31.3,0.0,481:479
31.3,0.0,476:479
31.3,0.0,477:474
31.3,0.0,479:479
31.3,0.0,477:476
31.3,0.0,477:483
31.3,0.0,483:481
31.3,0.0,479:485
31.3,0.0,483:481:483
31.3,0.0,483
31.3,0.0,483:483:481
31.3,0.0,486
31.3,0.0,486:483:488
31.3,0.0,488:485
31.3,0.0,483:481
31.3,0.0,488:488
31.3,0.0,488:485
31.3,0.0,488:486
31.3,0.0,485:485
31.3,0.0,483:483
31.3,0.0,481:479
31.3,0.0,486:485
31.3,0.0,481:963
31.3,0.0,483
31.3,0.0,483:483
31.3,0.0,479:483:479
31.3,0.0,476:481
31.3,0.0,
31.3,0.0,964:479
31.3,0.0,483:483
31.3,0.0,479:479:483
31.3,0.0,485
31.3,0.0,483:481:483
31.3,0.0,483:479
31.3,0.0,476:479:474
31.3,0.0,479:479
31.3,0.0,477:476
31.3,0.0,476:474
31.3,0.0,470:476
31.3,0.0,474:474
31.3,0.0,470
31.3,0.0,467:945
31.3,0.0,469:465
31.3,0.0,469:474
31.3,0.0,472:470
31.3,0.0,469:474
31.3,0.0,474:472:479
31.3,0.0,477
31.3,0.0,479:479:481
31.3,0.0,479:476
31.25,0.0,477:476
31.25,0.0,479:481
31.25,0.0,481:479
31.3,0.0,481:481
31.3,0.0,477:479
31.3,0.0,481:479:483
31.25,0.0,483
31.25,0.0,479:479:483
31.3,0.0,485
31.3,0.0,483:479
31.3,0.0,481:486:486
31.25,0.0,488
31.3,0.0,483:486:483
31.3,0.0,479:481
31.25,0.0,479:479
31.3,0.0,479:476
31.25,0.0,476:479
31.25,0.0,474:474:474
31.25,0.0,476:474
31.25,0.0,472:469
31.25,0.0,476:476
31.25,0.0,476
31.3,0.0,476:477:479
31.25,0.0,476:477
31.25,0.0,476:474
31.25,0.0,472:476
31.25,0.0,481:476
31.25,0.0,476:479
31.25,0.0,479:476
31.25,0.0,472:474
31.25,0.0,476:476:474
31.25,0.0,472:476
31.25,0.0,476:476
31.3,0.0,476:479
31.25,0.0,477:479
31.25,0.0,481:481
31.25,0.0,479:479
31.25,0.0,483:485
31.25,0.0,485:483
31.25,0.0,479:486
31.25,0.0,485:483
31.25,0.0,483:972
31.3,0.0,479:481
31.25,0.0,477:486
31.25,0.0,486:483
31.25,0.0,483:479
31.25,0.0,483:481
31.25,0.0,479:476
31.3,0.0,481:479
31.25,0.0,479:477
31.25,0.0,479:481
31.25,0.0,479:479:481
31.25,0.0,481
31.3,0.0,481:481:481
31.3,0.0,483:483
31.25,0.0,481:479
31.25,0.0,481:481
31.3,0.0,479:481
31.3,0.0,481:479
31.25,0.0,479:479
31.3,0.0,476
31.3,0.0,479:476:481
31.3,0.0,483:481
31.3,0.0,479:477
31.3,0.0,481:479:479
31.3,0.0,483:479
31.3,0.0,479:476
31.3,0.0,474:477
31.3,0.0,469:474
31.25,0.0,481
31.3,0.0,486:481:477
31.3,0.0,477
31.3,0.0,967:483
31.3,0.0,481:477
31.3,0.0,479:479
31.3,0.0,479:477
31.3,0.0,472:479
31.3,0.0,476:474
31.3,0.0,472:472
31.3,0.0,470:479:479
31.3,0.0,476:474
31.3,0.0,472:479
31.3,0.0,476:472
31.3,0.0,469:476
31.3,0.0,474:472:469
31.3,0.0,476:476
31.3,0.0,472:469
31.3,0.0,472:474
31.3,0.0,476:477
31.3,0.0,477:474
31.3,0.0,479:479
31.3,0.0,479:474
31.3,0.0,476:479
31.3,0.0,481:479
31.3,0.0,476:476
31.3,0.0,479:481
31.3,0.0,479:476
31.3,0.0,481:481:477
31.3,0.0,476:476
31.3,0.0,477:479
31.3,0.0,949
31.3,0.0,476:476
31.3,0.0,479
31.3,0.0,479:479
31.3,0.0,
31.3,0.0,1924:479
31.3,0.0,481:486
31.3,0.0,481:481
31.35,0.0,486:483
31.35,0.0,481:479:486
31.3,0.0,486
31.3,0.0,483:481:479
31.3,0.0,485:481
31.3,0.0,479:479
31.35,0.0,481:483
31.35,0.0,481:481
31.3,0.0,479:481
31.3,0.0,483:479
31.3,0.0,483:485
31.35,0.0,481:481
31.35,0.0,439:493:488
31.35,0.0,486:488
31.3,0.0,488
31.3,0.0,486:976
31.3,0.0,485:486
31.35,0.0,479:488
31.35,0.0,483:481
31.35,0.0,479:481
31.35,0.0,481
31.35,0.0,961:481
31.35,0.0,483:481
31.35,0.0,477:479
31.35,0.0,479:479
31.35,0.0,479:476:481
31.35,0.0,479
31.35,0.0,479:474:479
31.35,0.0,476:474
31.35,0.0,472:477
31.35,0.0,476:476
31.35,0.0,474
31.35,0.0,961:479
31.35,0.0,955
31.35,0.0,479:481
31.35,0.0,479:476
31.35,0.0,476:479
31.35,0.0,479:479
31.35,0.0,477:476
31.35,0.0,474:474
31.35,0.0,472:472:469
31.35,0.0,465:472
31.35,0.0,469:469
31.35,0.0,463:470
31.35,0.0,472:463
31.35,0.0,925
31.35,0.0,467:465
31.35,0.0,938
31.35,0.0,930:467
31.35,0.0,467:465
31.35,0.0,462:469
31.35,0.0,467:465
31.35,0.0,467:469
31.35,0.0,469:470
31.35,0.0,469:467:472
31.35,0.0,469:467
31.35,0.0,939
31.35,0.0,470
31.35,0.0,
31.35,0.0,2336:472
31.35,0.0,470:467
31.35,0.0,469:467
31.35,0.0,472:474
31.35,0.0,469:465
31.35,0.0,474:472
31.35,0.0,472:472
31.35,0.0,467:469
31.35,0.0,470:469
31.35,0.0,465:465
31.35,0.0,472:472
31.35,0.0,470:467:470
31.35,0.0,469:467
31.35,0.0,463:470
31.35,0.0,465:463
31.35,0.0,465:467:469
31.35,0.0,465:465
31.35,0.0,465:476
31.3,0.0,467:469
31.35,0.0,915
31.3,0.0,474:474
31.35,0.0,469:472
31.3,0.0,474:476
31.35,0.0,474:474
31.3,0.0,477:479
31.35,0.0,479:474:483
31.3,0.0,483
31.3,0.0,479:483:486
31.35,0.0,486
31.35,0.0,485:483:486
31.3,0.0,
31.3,0.0,978:486:490
31.3,0.0,485:488
31.3,0.0,485:481
31.3,0.0,488:486
31.3,0.0,483:483
31.3,0.0,485:486
31.3,0.0,485:486
31.3,0.0,483:483
31.3,0.0,485:481
31.3,0.0,485:485
31.3,0.0,481:479:485
31.3,0.0,481
31.3,0.0,479:479:477
31.3,0.0,483:481
31.3,0.0,479:476
31.3,0.0,481:481
31.3,0.0,479:479
31.3,0.0,481:479
31.3,0.0,476:476
