time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,heat_strain_index,HeatStrainIndex,PercentageinZ2
171,223,75,118,1518.27,8.827,22,28,510:513,37.22,30.9,23.41,0.0,0.0,0.021681583
172,223,75,118,1527.09,8.827,22,28,509:505,37.22,30.9,23.41,0.0,0.0,0.021807639
173,224,75,117,1535.91,8.827,22,29,512:510,37.23,30.9,23.41,0.0,0.0,0.021933695
174,224,75,118,1544.74,8.827,22,29,504:509,37.23,30.95,23.41,0.0,0.0,0.02205975
175,224,74,118,1553.57,8.827,22,29,510:508,37.23,30.95,25.45,0.0,0.0,0.022185806
176,225,75,119,1562.39,8.827,22,29,504:503,37.23,30.9,25.45,0.0,0.0,0.022311863
177,223,76,119,1571.23,8.827,22,28,500:517,37.23,30.9,25.45,0.0,0.0,0.022437917
178,224,76,117,1571.23,8.827,22,28,518:518,37.23,30.9,25.45,0.0,0.0,0.022563973
179,224,74,117,1580.06,8.827,22,29,510:513,37.23,30.9,25.45,0.0,0.0,0.02269003
180,224,74,117,1588.88,8.827,22,29,509:504,37.23,30.9,26.41,0.0,0.0,0.022816084
181,224,74,119,1597.71,8.827,22,29,500:495,37.23,30.9,26.41,0.0,0.0,0.02294214
182,224,74,120,1606.55,8.827,22,29,500:503,37.23,30.9,26.41,0.0,0.0,0.023068197
183,224,75,119,1615.36,8.827,22,29,504:501,37.23,30.9,26.41,0.0,0.0,0.023194252
184,224,74,120,1624.19,8.827,22,29,497:493,37.23,30.9,26.41,0.0,0.0,0.023320308
185,224,74,121,1633.03,8.827,22,29,500:495,37.23,30.9,25.48,0.0,0.0,0.023446362
186,225,74,121,1641.85,8.827,22,29,495:493,37.23,30.9,25.48,0.0,0.0,0.023572419
187,225,75,121,1650.67,8.827,22,29,493:490,37.23,30.9,25.48,0.0,0.0,0.023698475
188,224,76,122,1659.5,8.827,22,28,486:488,37.23,30.9,25.48,0.0,0.0,0.02382453
189,223,75,123,1668.33,8.827,22,28,486:486,37.23,30.9,25.48,0.0,0.0,0.023950586
190,224,75,123,1677.15,8.827,22,29,483,37.23,30.9,24.86,0.0,0.0,0.024076642
191,225,75,124,1685.98,8.827,22,29,962:488,37.23,30.9,24.86,0.0,0.0,0.024202697
192,225,76,123,1694.81,8.827,22,28,486:485,37.23,30.9,24.86,0.0,0.0,0.024328753
193,224,76,124,1703.63,8.827,22,28,483:483,37.23,30.9,24.86,0.0,0.0,0.02445481
194,225,76,123,1712.46,8.827,22,28,490:488,37.23,30.9,24.86,0.0,0.0,0.024580864
195,223,75,123,1721.29,8.827,22,28,490:488,37.23,30.9,24.84,0.0,0.0,0.02470692
196,223,75,123,1730.11,8.827,22,28,486:486,37.23,30.9,24.84,0.0,0.0,0.024832977
197,225,75,123,1738.94,8.827,22,29,488:488,37.23,30.9,24.84,0.0,0.0,0.024959031
198,224,75,123,1747.78,8.827,22,29,485:486,37.24,30.9,24.84,0.0,0.0,0.025085088
199,224,75,123,1756.6,8.827,22,29,483:490,37.24,30.9,24.84,0.0,0.0,0.025211144
200,225,75,123,1765.42,8.827,22,29,492:488,37.24,30.9,23.65,0.0,0.0,0.025337199
201,225,75,123,1774.26,8.827,22,29,488:490,37.24,30.9,23.65,0.0,0.0,0.025463255
202,226,76,122,1783.07,8.827,22,28,490:495,37.24,30.9,23.65,0.0,0.0,0.02558931
203,221,77,122,1791.9,8.827,22,27,495:493,37.24,30.9,23.65,0.0,0.0,0.025715366
204,223,76,121,1800.73,8.827,22,28,495:499,37.24,30.9,23.65,0.0,0.0,0.025841422
205,224,75,120,1809.55,8.827,22,29,500:495,37.24,30.9,23.64,0.0,0.0,0.025967477
206,226,75,120,1818.39,8.827,22,29,500:500,37.24,30.9,23.64,0.0,0.0,0.026093533
207,225,77,121,1827.21,8.827,22,28,500:495:493,37.24,30.9,23.64,0.0,0.0,0.02621959
208,224,79,121,1836.03,8.827,22,27,493:499,37.24,30.9,23.64,0.0,0.0,0.026345644
209,223,79,120,1844.86,8.827,21,27,507:509,37.24,30.9,23.64,0.0,0.0,0.0264717
210,223,78,119,1853.69,8.827,21,27,504:503,37.24,30.9,24.03,0.0,0.0,0.026597757
211,223,77,119,1862.52,8.827,21,28,497:504,37.24,30.9,24.03,0.0,0.0,0.026723811
212,223,76,119,1871.34,8.827,21,28,505:503,37.24,30.9,24.03,0.0,0.0,0.026849868
213,226,76,119,1880.18,8.827,21,28,501:497,37.24,30.9,24.03,0.0,0.0,0.026975924
214,223,76,120,1889.0,8.827,21,28,495,37.24,30.9,24.03,0.0,0.0,0.027101979
215,223,76,121,1897.82,8.827,21,28,495:500,37.24,30.9,23.1,0.0,0.0,0.027228035
216,226,75,120,1906.65,8.827,21,29,504:507,37.24,30.9,23.1,0.0,0.0,0.027354091
217,224,76,119,1915.48,8.827,21,28,501:501,37.24,30.9,23.1,0.0,0.0,0.027480146
218,223,77,119,1924.3,8.827,21,28,507:507,37.24,30.9,23.1,0.0,0.0,0.027606202
219,223,75,117,1933.13,8.827,21,28,517:521,37.24,30.9,23.1,0.0,0.0,0.027732257
220,224,75,116,1941.96,8.827,21,29,527:522,37.24,30.9,22.49,0.0,0.0,0.027858313
221,225,75,115,1950.78,8.827,21,29,523:522,37.24,30.9,22.49,0.0,0.0,0.02798437
222,224,75,115,1959.61,8.827,21,29,518,37.24,30.9,22.49,0.0,0.0,0.028110424
223,224,76,116,1968.44,8.827,21,28,521:518:513,37.24,30.9,22.49,0.0,0.0,0.02823648
224,224,75,116,1977.27,8.827,21,29,518:519,37.24,30.9,22.49,0.0,0.0,0.028362537
225,224,74,116,1986.09,8.827,21,29,518:514,37.24,30.9,22.08,0.0,0.0,0.028488591
226,224,74,116,1994.92,8.827,21,29,517:504,37.24,30.9,22.08,0.0,0.0,0.028614648
227,224,74,115,2003.74,8.827,21,29,523:523,37.24,30.9,22.08,0.0,0.0,0.028740704
228,224,75,115,2012.57,8.827,21,29,527:523,37.24,30.9,22.08,0.0,0.0,0.028866759
229,224,74,114,2021.4,8.827,21,29,527:529,37.24,30.9,22.08,0.0,0.0,0.028992815
230,224,74,114,2030.23,8.827,21,29,527:524,37.24,30.9,22.2,0.0,0.0,0.029118871
231,226,75,114,2039.06,8.827,21,29,524,37.24,30.9,22.2,0.0,0.0,0.029244926
232,223,75,114,2047.89,8.827,21,28,522:523,37.24,30.9,22.2,0.0,0.0,0.029370982
233,224,76,114,2056.71,8.827,21,28,524:523,37.25,30.9,22.2,0.0,0.0,0.029497039
234,224,75,115,2065.55,8.836,21,29,521:518,37.25,30.9,22.2,0.0,0.0,0.029623093
235,224,75,115,2074.38,8.836,21,29,521:524,37.25,30.9,22.28,0.0,0.0,0.02974915
236,224,75,114,2083.2,8.827,21,29,528:524,37.25,30.9,22.28,0.0,0.0,0.029875204
237,223,75,114,2092.03,8.827,21,28,519:523,37.25,30.9,22.28,0.0,0.0,0.03000126
238,223,74,114,2100.85,8.818,21,29,524:523,37.25,30.9,22.28,0.0,0.0,0.030127317
239,224,74,115,2109.67,8.818,21,29,518:519,37.25,30.9,22.28,0.0,0.0,0.030253371
240,224,74,115,2118.49,8.827,21,29,522:523,37.25,30.9,22.73,0.0,0.0,0.030379428
241,223,74,115,2127.32,8.827,21,29,522:515,37.25,30.9,22.73,0.0,0.0,0.030505484
242,223,74,115,2136.16,8.827,21,29,519:523,37.25,30.9,22.73,0.0,0.0,0.030631538
243,224,73,115,2144.97,8.827,21,29,524,37.26,30.9,22.73,0.0,0.0,0.030757595
244,224,73,115,2153.8,8.827,21,29,518:517,37.26,30.9,22.73,0.0,0.0,0.030883651
245,225,74,115,2162.63,8.827,21,29,521:527,37.26,30.9,23.42,0.0,0.0,0.031009706
246,224,74,115,2171.45,8.827,21,29,523:521,37.26,30.9,23.42,0.0,0.0,0.031135762
247,223,74,115,2180.28,8.827,21,29,522:523,37.26,30.9,23.42,0.0,0.0,0.031261817
248,225,74,115,2189.11,8.827,21,29,514,37.26,30.9,23.42,0.0,0.0,0.031387873
249,227,75,115,2197.94,8.827,21,29,521:521:518,37.26,30.85,23.42,0.0,0.0,0.03151393
250,225,76,116,2206.77,8.827,21,28,513:515,37.26,30.9,23.88,0.0,0.0,0.031639986
251,224,78,116,2215.59,8.827,21,27,513:519,37.26,30.9,23.88,0.0,0.0,0.031766042
252,222,78,116,2224.42,8.827,21,27,521,37.26,30.9,23.88,0.0,0.0,0.031892095
253,225,78,115,2233.24,8.827,21,28,1039,37.26,30.85,23.88,0.0,0.0,0.03201815
254,223,78,116,2242.07,8.827,21,27,512:515,37.26,30.9,23.88,0.0,0.0,0.032144208
255,223,77,116,2250.91,8.827,21,28,518:518,37.26,30.9,23.79,0.0,0.0,0.032270264
256,224,76,116,2259.73,8.827,21,28,515:515:513,37.26,30.85,23.79,0.0,0.0,0.03239632
257,223,76,117,2268.55,8.827,21,28,513:513,37.26,30.85,23.79,0.0,0.0,0.032522377
258,224,76,117,2277.39,8.827,21,28,513,37.26,30.85,23.79,0.0,0.0,0.03264843
259,223,77,117,2286.2,8.827,21,28,514:508,37.26,30.85,23.79,0.0,0.0,0.032774486
260,225,76,117,2295.04,8.827,21,28,513:513,37.26,30.85,22.55,0.0,0.0,0.032900542
261,223,76,117,2303.86,8.827,21,28,513:513,37.26,30.85,22.55,0.0,0.0,0.0330266
262,224,75,117,2312.68,8.827,21,29,510:509,37.26,30.85,22.55,0.0,0.0,0.033152655
263,224,75,117,2321.51,8.827,21,29,512:517,37.26,30.85,22.55,0.0,0.0,0.033278707
264,224,76,117,2330.34,8.827,21,28,514:512,37.26,30.85,22.55,0.0,0.0,0.033404764
265,223,74,117,2339.17,8.827,21,29,513:515,37.26,30.85,22.91,0.0,0.0,0.03353082
266,224,74,117,2348.01,8.845,21,29,518,37.26,30.85,22.91,0.0,0.0,0.033656877
267,226,74,116,2356.85,8.827,21,29,515:514:514,37.26,30.85,22.91,0.0,0.0,0.033782933
268,226,75,117,2365.66,8.827,21,29,514:508,37.26,30.85,22.91,0.0,0.0,0.03390899
269,226,75,118,2374.5,8.827,21,29,508:507,37.26,30.9,22.91,0.0,0.0,0.034035042
270,225,78,118,2383.32,8.827,21,28,509:512,37.26,30.85,23.54,0.0,0.0,0.0341611
271,223,78,118,2392.15,8.827,21,27,508:504,37.26,30.8,23.54,0.0,0.0,0.034287155
272,223,77,119,2401.0,8.827,21,28,503:500,37.26,30.85,23.54,0.0,0.0,0.03441321
