skin_temperature,HeatStrainIndex,hrv
31.4,0.0,
31.4,0.0,1125:559
31.4,0.0,559:555
31.4,0.0,551
31.4,0.0,549:546
31.35,0.0,554:556
31.4,0.0,555
31.4,0.0,555:552:555
31.4,0.0,558
31.4,0.0,1120:560
31.4,0.0,555
31.4,0.0,555:560
31.4,0.0,560
31.4,0.0,554:556
31.4,0.0,541:561
31.4,0.0,560:560
31.4,0.0,558:555
31.4,0.0,556:550
31.4,0.0,547:550
31.4,0.0,550
31.4,0.0,551:547
31.4,0.0,550:552
31.4,0.0,1098
31.4,0.0,546:554
31.4,0.0,555:558
31.4,0.0,555:551
31.4,0.0,550
31.4,0.0,550:546
31.4,0.0,546:545
31.4,0.0,546
31.4,0.0,541:545
31.4,0.0,546:541
31.4,0.0,541:544
31.4,0.0,547:549
31.4,0.0,547
31.4,0.0,545:541
31.4,0.0,549:552
31.4,0.0,554:547
31.4,0.0,552:555
31.4,0.0,555:551
31.4,0.0,555:551
31.4,0.0,550:552
31.4,0.0,550
31.4,0.0,547:541
31.4,0.0,
31.4,0.0,1105:559
31.4,0.0,563:563:560
31.4,0.0,563
31.4,0.0,564:561
31.4,0.0,563:559
31.4,0.0,554:555
31.4,0.0,556
31.4,0.0,552:554
31.4,0.0,550:546
31.4,0.0,547
31.4,0.0,542:546:550
31.4,0.0,552:550
31.4,0.0,554
31.4,0.0,1103
31.4,0.0,551:549
31.4,0.0,546:549
31.4,0.0,554:550
31.4,0.0,
31.4,0.0,1093:545
31.4,0.0,549
31.4,0.0,1106
31.4,0.0,552:552:552
31.4,0.0,
31.4,0.0,1090:545
31.4,0.0,546:546
31.4,0.0,542:537
31.4,0.0,541:546
31.4,0.0,546:542
31.4,0.0,544:546
31.4,0.0,551:547
31.4,0.0,
31.4,0.0,
31.4,0.0,2180
31.4,0.0,1098:545
31.4,0.0,546
31.4,0.0,1093
31.4,0.0,541
31.4,0.0,1080:544
31.4,0.0,537:537
31.4,0.0,541:541
31.4,0.0,537:535
31.4,0.0,533
31.4,0.0,533:536
31.4,0.0,541:545
31.4,0.0,538:544
31.4,0.0,545:540
31.4,0.0,537:538
31.45,0.0,541:537
31.4,0.0,536
31.45,0.0,533:533:535
31.45,0.0,537
31.4,0.0,532:535
31.4,0.0,535
31.4,0.0,1067:533
31.4,0.0,532
31.4,0.0,532:1062
31.45,0.0,533
31.45,0.0,528:526
31.4,0.0,529:552
31.4,0.0,510:538
31.4,0.0,537:536
31.4,0.0,535
31.4,0.0,1070:537
31.4,0.0,
31.4,0.0,1065
31.4,0.0,1598:526
31.4,0.0,529
31.4,0.0,529:527
31.4,0.0,523:523
31.4,0.0,527:527
31.4,0.0,532:527
31.4,0.0,527:528
31.4,0.0,533:532
31.4,0.0,532
31.4,0.0,535:533
31.4,0.0,531:527
31.4,0.0,528:531
31.4,0.0,532:529
31.4,0.0,527:528
31.4,0.0,529:529
31.4,0.0,524
31.4,0.0,523:523:526
31.4,0.0,527
31.4,0.0,527:524:521
31.4,0.0,521
31.4,0.0,521:521
31.4,0.0,521:518
31.4,0.0,518
31.4,0.0,1036:508
31.4,0.0,521
31.4,0.0,513:509:512
31.4,0.0,513:518
31.4,0.0,518
31.4,0.0,515:1031
31.4,0.0,522:522
31.4,0.0,518:518
31.4,0.0,521
31.4,0.0,523:521:523
31.4,0.0,523:521
31.4,0.0,518
31.4,0.0,518
31.4,0.0,1037:522
31.4,0.0,524:523
31.35,0.0,521:518
31.4,0.0,521
31.4,0.0,1564
31.35,0.0,521:523
31.35,0.0,522
31.4,0.0,1039:523
31.4,0.0,527
31.4,0.0,524:523:524
31.4,0.0,1044
31.4,0.0,522
31.4,0.0,521:518
31.4,0.0,514:515
31.4,0.0,519:521
31.35,0.0,523:522
31.35,0.0,521:519
31.4,0.0,519:521
31.4,0.0,528:524
31.4,0.0,524:526
31.35,0.0,527
31.4,0.0,524:526
31.4,0.0,524:529
31.35,0.0,526:526
31.4,0.0,521:524
31.35,0.0,527:526
31.35,0.0,522:519
31.35,0.0,518:515
31.4,0.0,517:518
31.35,0.0,518:513
31.35,0.0,
31.35,0.0,1549
31.35,0.0,521:522
31.35,0.0,519:518
31.35,0.0,521:523
31.35,0.0,519:517
31.35,0.0,521:521
31.35,0.0,518
31.35,0.0,1026:517
31.35,0.0,518:519
31.35,0.0,517:513
31.35,0.0,513:510
31.3,0.0,514:514
31.3,0.0,513:509
31.35,0.0,513:513
31.35,0.0,515:509
31.35,0.0,509:509
31.35,0.0,510
31.3,0.0,518:518
31.3,0.0,1027:517
31.3,0.0,518
31.3,0.0,513:517
31.35,0.0,517:518
31.3,0.0,513
31.3,0.0,1537
31.35,0.0,518:519
31.3,0.0,515:515
31.35,0.0,512:514
31.35,0.0,513:514
31.35,0.0,514:513
31.35,0.0,510:512
31.35,0.0,515:515
31.35,0.0,514:514
31.35,0.0,513:518
31.3,0.0,521
31.3,0.0,518:514:522
31.3,0.0,523
31.3,0.0,521:518
31.3,0.0,519:521
31.3,0.0,521:518
31.3,0.0,513:515
31.3,0.0,517:519
31.3,0.0,521:521
31.3,0.0,514:519
31.3,0.0,521:519
31.3,0.0,517:514
31.3,0.0,515:518
31.3,0.0,518:526
31.3,0.0,522:517
31.3,0.0,518:521
31.3,0.0,519:517
31.3,0.0,518:518
31.3,0.0,521
31.3,0.0,517:521
31.3,0.0,519:518
31.3,0.0,518
31.3,0.0,514:518:518
31.3,0.0,518:517
31.3,0.0,513:518
31.3,0.0,519
31.3,0.0,1034:519
31.3,0.0,519:517
31.3,0.0,518:518
31.3,0.0,514:513
31.25,0.0,512:514
31.3,0.0,517:517
31.25,0.0,513:513
31.25,0.0,510
31.3,0.0,518:518
31.3,0.0,521:519
31.3,0.0,517:519
31.25,0.0,515
31.25,0.0,1026:517
31.25,0.0,513:512
31.25,0.0,509:513
31.25,0.0,514:513
31.25,0.0,513:513
31.25,0.0,513:518
31.25,0.0,513:513
31.25,0.0,515:517
31.25,0.0,513
31.25,0.0,514:517:515
31.25,0.0,509
31.25,0.0,510:510:512
31.25,0.0,513:514
31.25,0.0,509
31.25,0.0,510
31.25,0.0,510:509:504
31.25,0.0,505:507
31.25,0.0,504:500
31.25,0.0,1006
31.25,0.0,508:509
31.2,0.0,505:503:509
31.2,0.0,510
31.25,0.0,509
31.25,0.0,1018:513
31.25,0.0,514:509
31.2,0.0,509:508
31.2,0.0,513
31.2,0.0,1023:507
31.2,0.0,510:512
31.2,0.0,512:508
31.2,0.0,505:509
31.2,0.0,510:513
31.2,0.0,513:512
31.25,0.0,508
31.2,0.0,1006:509
31.2,0.0,508:504
31.2,0.0,507:504
31.2,0.0,500:504
31.2,0.0,504:504
31.2,0.0,500
31.15,0.0,504:503:500
31.15,0.0,998
31.15,0.0,503:508
31.15,0.0,509:504
31.15,0.0,504:507
31.2,0.0,509
31.2,0.0,1018
31.2,0.0,507:508
31.2,0.0,509:503
31.2,0.0,509:504
31.2,0.0,501:500
31.2,0.0,504:504
31.2,0.0,504:497
31.2,0.0,499:500:501
31.2,0.0,501:500
31.2,0.0,497
31.15,0.0,497:500:501
31.15,0.0,500:499
31.15,0.0,501:503
31.15,0.0,500
31.2,0.0,497:497:497
31.2,0.0,503
31.15,0.0,503:503
31.15,0.0,503:504
31.2,0.0,504:500
31.15,0.0,503:499
31.15,0.0,509:497
31.15,0.0,499
31.2,0.0,1003:504
31.2,0.0,1006:497
31.15,0.0,503
31.2,0.0,504:500:504
31.15,0.0,504:500
31.15,0.0,499:497
31.15,0.0,501
31.15,0.0,501:503
31.15,0.0,500:503
31.15,0.0,503:500
31.15,0.0,497:503
31.15,0.0,
31.2,0.0,
31.2,0.0,504:2000:504
31.2,0.0,497:509
31.15,0.0,500:504
31.2,0.0,501:501
31.2,0.0,504:504:501
31.2,0.0,499
31.2,0.0,504:505
31.2,0.0,504:501
31.15,0.0,504:500
31.2,0.0,499:499
31.2,0.0,500:504
31.15,0.0,504:501
31.2,0.0,505:505
31.2,0.0,504:501
31.2,0.0,503:495
31.2,0.0,507:503
31.2,0.0,497:497
31.15,0.0,503:504
31.15,0.0,505:503
31.2,0.0,504:504
31.2,0.0,499
31.15,0.0,1000:504
31.15,0.0,507:505
31.2,0.0,501:500
31.2,0.0,504:504
31.2,0.0,501:497
31.2,0.0,495:499
31.2,0.0,499
31.2,0.0,995:495
31.2,0.0,500:503
31.2,0.0,504:503
31.2,0.0,501:504
31.2,0.0,503:504
31.2,0.0,500:499
31.15,0.0,505:504
31.15,0.0,509
31.15,0.0,501:505
31.15,0.0,507:505:504
31.2,0.0,507:505
31.2,0.0,500:500
31.2,0.0,500:501
31.2,0.0,501:497
31.2,0.0,497:500
31.2,0.0,499:499
31.2,0.0,500:500
31.2,0.0,504:500
31.2,0.0,500:501
31.2,0.0,505
31.2,0.0,504:500:504
31.2,0.0,504:505
31.2,0.0,503
31.2,0.0,503:499:500
31.2,0.0,503:503
31.2,0.0,500:503
31.2,0.0,500:497
31.2,0.0,500:500
31.2,0.0,995
31.2,0.0,497:495
31.25,0.0,501:500
31.2,0.0,1000
31.2,0.0,495:493
31.2,0.0,495:493
31.2,0.0,493:490
31.25,0.0,486:495
31.2,0.0,495:495
31.25,0.0,493
31.25,0.0,495:497:493
31.25,0.0,490
31.25,0.0,493:493:490
31.25,0.0,490:490
31.25,0.0,490:488
31.25,0.0,490:492:490
31.25,0.0,486
31.25,0.0,486:490
31.25,0.0,488:492:495
31.25,0.0,485:493
31.25,0.0,492
31.2,0.0,493:486
31.25,0.0,486:493
31.25,0.0,985
31.25,0.0,486:486
31.25,0.0,485:488:488
31.25,0.0,481:481
31.25,0.0,486:483
31.25,0.0,481:483
31.25,0.0,483
31.25,0.0,481:481:479
31.25,0.0,476:479
31.25,0.0,479:481
31.3,0.0,479:477
31.25,0.0,957
31.25,0.0,958:474
31.25,0.0,481:477
31.25,0.0,476:472
31.25,0.0,474:474
31.25,0.0,479:477
31.25,0.0,477:474
31.25,0.0,472
31.3,0.0,950:477
31.25,0.0,479:479
31.25,0.0,477:488
31.25,0.0,488:488
31.3,0.0,486:483
31.25,0.0,488:488:485
31.3,0.0,483:490
31.3,0.0,483:479
31.25,0.0,479:479
31.25,0.0,486:486
31.25,0.0,486:483
31.25,0.0,481:479
31.25,0.0,485:485
31.3,0.0,481:479
31.25,0.0,488:486
31.25,0.0,485:483
31.3,0.0,479:490
31.25,0.0,488:490
31.25,0.0,485:485
31.3,0.0,486:488
31.25,0.0,485:483
31.25,0.0,486:483:486
31.3,0.0,488:481
31.3,0.0,962
31.25,0.0,488:488
31.3,0.0,488
31.25,0.0,485:483:490
31.25,0.0,488:488
31.25,0.0,488:488
31.3,0.0,483:481
31.25,0.0,481:488
31.25,0.0,486:486
31.25,0.0,483:486
31.25,0.0,488:486
31.25,0.0,483:481
31.3,0.0,488
31.3,0.0,976:483
31.25,0.0,479:493
31.25,0.0,488:486:483
31.25,0.0,483
31.25,0.0,483:485:483
31.25,0.0,483:479
31.25,0.0,479
31.25,0.0,479:479:481
31.25,0.0,479:476
31.25,0.0,479
31.25,0.0,966:483
31.25,0.0,485:479
31.25,0.0,479:483
31.25,0.0,970
31.25,0.0,479:488
31.25,0.0,486:486
31.25,0.0,486:493
31.25,0.0,492:490
31.25,0.0,495
31.25,0.0,1476:495
31.25,0.0,497:495
31.25,0.0,493:495
31.25,0.0,493:490
31.25,0.0,493:493
31.25,0.0,488:488
31.25,0.0,486:493
31.25,0.0,493:492
31.25,0.0,488:495
31.25,0.0,495:492
31.25,0.0,495:499
31.25,0.0,493:493
31.25,0.0,495:495
31.25,0.0,497:499
31.25,0.0,497:495
31.25,0.0,497:497
31.25,0.0,497:497
31.2,0.0,497:493
31.2,0.0,497:499
31.2,0.0,495:499
31.2,0.0,497:497
31.2,0.0,493:495
31.2,0.0,497:495
31.2,0.0,490:497
31.2,0.0,499:495
31.2,0.0,989
31.2,0.0,497:497
31.2,0.0,490:497
31.2,0.0,499:495
31.2,0.0,500
31.2,0.0,500:497:497
31.2,0.0,
31.2,0.0,500:987:490
31.2,0.0,497:495
31.2,0.0,493:488
31.2,0.0,488:492
31.2,0.0,492:492
31.2,0.0,486:490
31.2,0.0,490:488
31.2,0.0,485:488
31.15,0.0,490:488
31.15,0.0,488:488
31.15,0.0,486:486
31.15,0.0,483:486
31.15,0.0,486:490
31.15,0.0,493:493
31.15,0.0,982:495
31.15,0.0,490
31.15,0.0,493:495
31.15,0.0,493:490:488
31.15,0.0,493:495
31.15,0.0,492:490
31.15,0.0,493:495
31.2,0.0,493
31.2,0.0,980:495
31.15,0.0,493:497
31.15,0.0,488
31.15,0.0,990:490
31.15,0.0,495:495
31.15,0.0,490:492
31.15,0.0,488
31.15,0.0,991:497
31.15,0.0,493:493
31.15,0.0,996
31.15,0.0,495:495
31.2,0.0,493:497
31.2,0.0,497:495
31.15,0.0,493:497
31.15,0.0,495:495
31.15,0.0,492:490
31.15,0.0,495:495
31.15,0.0,493:493
31.15,0.0,490:493
31.15,0.0,990
31.15,0.0,493:495
31.15,0.0,493:493
31.15,0.0,492
31.15,0.0,987:497
31.15,0.0,495:492
31.15,0.0,493:497
31.15,0.0,493:495
31.15,0.0,495:493:495
31.15,0.0,495:495
31.15,0.0,492:493
31.15,0.0,493
31.15,0.0,495:493:499
31.15,0.0,495:497
31.15,0.0,497
31.15,0.0,493:495:497
31.15,0.0,493:497
31.15,0.0,492:490
31.15,0.0,493:495
31.15,0.0,493:493
31.15,0.0,490:493
31.15,0.0,495
31.15,0.0,985
31.15,0.0,488:488:492
31.15,0.0,493:493
31.15,0.0,490:488
31.15,0.0,492:490
31.15,0.0,488:486
31.15,0.0,488:481
31.15,0.0,486:486
31.15,0.0,483:483
31.15,0.0,479:485
31.15,0.0,483:481
31.15,0.0,481
31.15,0.0,957:481
31.15,0.0,479:479:479
31.15,0.0,479:481
31.15,0.0,483:483
31.15,0.0,481:486
31.15,0.0,488:486
31.15,0.0,486:488
31.15,0.0,486:483
31.15,0.0,481:488
31.2,0.0,486:483
31.2,0.0,481:486
31.2,0.0,483:481
31.2,0.0,479:483
31.15,0.0,483:485
31.15,0.0,481:479
31.15,0.0,481:481
31.2,0.0,481:479:479
31.15,0.0,472:479
31.15,0.0,481
31.15,0.0,479
31.15,0.0,1432
31.15,0.0,483:481:477
31.15,0.0,476:479
31.15,0.0,481:479
31.15,0.0,479:953
31.15,0.0,477:479
31.15,0.0,474:474
31.15,0.0,476
31.15,0.0,963:481
31.2,0.0,474:481
31.2,0.0,481
31.2,0.0,476:474:479
31.2,0.0,477:474
31.2,0.0,477:479
31.15,0.0,476:474
31.15,0.0,479:479
31.15,0.0,479:477
31.15,0.0,962
31.2,0.0,479:481
31.2,0.0,479:474
31.2,0.0,479:479:479
31.2,0.0,474:474
31.2,0.0,479
31.2,0.0,961:477
31.2,0.0,479:481
31.2,0.0,479:477
31.2,0.0,481:481
31.2,0.0,953
31.2,0.0,479:483
31.2,0.0,483:486:481
31.2,0.0,
31.2,0.0,977:966
31.2,0.0,978
31.2,0.0,483
31.2,0.0,490
31.2,0.0,977:493:492
31.25,0.0,488:488
31.2,0.0,479:499
31.2,0.0,490:492
31.25,0.0,488:488
31.25,0.0,980
31.2,0.0,485:490
31.25,0.0,488:488
31.25,0.0,488:488
31.25,0.0,488:486
31.25,0.0,490:490
31.25,0.0,490:486
31.25,0.0,490:488
31.25,0.0,486:485
31.25,0.0,481:481
31.2,0.0,483:483
31.2,0.0,483:481
31.2,0.0,476:481
31.2,0.0,485:483:486
31.25,0.0,483:485
31.25,0.0,486
31.25,0.0,964:485
31.25,0.0,485
31.25,0.0,963:485
31.3,0.0,483:481
31.3,0.0,481:481
31.25,0.0,483
31.25,0.0,973:481
31.3,0.0,486:488
31.3,0.0,485:486
31.3,0.0,490:488
31.3,0.0,977
31.3,0.0,490:490
31.3,0.0,490:488
31.3,0.0,486:490:490
31.3,0.0,492
31.3,0.0,490:488:490
31.3,0.0,490:493
31.3,0.0,490
31.3,0.0,493:486:490
31.3,0.0,981
31.3,0.0,
31.3,0.0,1467:488
31.3,0.0,488
31.3,0.0,490:483:488
31.3,0.0,486:486
31.35,0.0,483:479
31.35,0.0,486:485
31.35,0.0,486:481
31.3,0.0,485:486
31.3,0.0,967
31.35,0.0,485:485:479
31.35,0.0,
31.35,0.0,958
31.35,0.0,966:483:481
31.35,0.0,477:481
31.35,0.0,481:477
31.35,0.0,477:479
31.35,0.0,
31.35,0.0,1434:472
31.35,0.0,476:474
31.35,0.0,474:479
31.35,0.0,479:477
31.35,0.0,474:476
31.35,0.0,959:479
31.35,0.0,
31.35,0.0,953:479:479
31.4,0.0,477:477
31.35,0.0,476:476
31.35,0.0,472:472
31.35,0.0,476:476:470
31.35,0.0,940
31.35,0.0,479:479
31.4,0.0,476
31.4,0.0,954:481
31.4,0.0,957
31.4,0.0,479:481
31.4,0.0,477
31.4,0.0,954:479
31.4,0.0,481:479
31.4,0.0,477:483
31.4,0.0,486:483
31.4,0.0,486:488
31.4,0.0,490:486
31.4,0.0,488:490:486
31.4,0.0,483:490
31.4,0.0,492:490
31.4,0.0,490
31.4,0.0,492:978
31.4,0.0,490
31.4,0.0,486:982
31.4,0.0,492
31.4,0.0,490:493:493
31.4,0.0,978
31.4,0.0,493:495
31.4,0.0,495
31.4,0.0,495:490:493
31.4,0.0,495:495
31.4,0.0,490
31.4,0.0,493:493:493
31.4,0.0,492:488
31.4,0.0,490:493
31.45,0.0,493
31.4,0.0,980:493
31.45,0.0,493:497
31.4,0.0,493:493
31.45,0.0,495:495
31.45,0.0,490:490
31.45,0.0,493:492
31.45,0.0,493:490
31.45,0.0,490:490
31.45,0.0,490:486
31.45,0.0,481:488
31.4,0.0,488:485
31.4,0.0,486:481
31.45,0.0,486:481
31.45,0.0,483:486
31.45,0.0,485:483:479
31.45,0.0,
31.45,0.0,1440:481
31.45,0.0,477
31.45,0.0,477:955
31.45,0.0,949
31.45,0.0,474
31.5,0.0,949:476
31.5,0.0,474:474
31.5,0.0,479:477
31.45,0.0,474:476:479
31.5,0.0,476:476
31.5,0.0,476:477
31.5,0.0,479
31.5,0.0,948:472
31.5,0.0,481:481
31.45,0.0,481:479
31.5,0.0,474:483
31.5,0.0,483:479:483
31.5,0.0,481:479
31.5,0.0,485:485
31.5,0.0,479:481
31.5,0.0,485:481
31.5,0.0,479:483
31.5,0.0,481:479
31.5,0.0,477:481
31.5,0.0,483:481
31.5,0.0,483:485
31.5,0.0,483:481
31.5,0.0,481:485
31.5,0.0,486:488
31.55,0.0,481:483
31.5,0.0,483:486
31.5,0.0,488:486:486
31.55,0.0,490:485
31.5,0.0,486
31.5,0.0,483:479:486
31.55,0.0,488:488
31.55,0.0,488
31.55,0.0,486:490:493
31.55,0.0,492:493
31.55,0.0,493:495
31.55,0.0,492:488
31.55,0.0,490
31.55,0.0,490:492:486
31.55,0.0,490:488
31.55,0.0,485:488
31.55,0.0,486:486
31.55,0.0,486:483
31.55,0.0,488:488
31.55,0.0,490:486
31.55,0.0,486
31.55,0.0,978:486
31.55,0.0,488:488
31.55,0.0,483:481
31.55,0.0,486:485
31.55,0.0,485:483:481
31.55,0.0,477:485
31.55,0.0,483:483
31.55,0.0,486
31.55,0.0,485:483:485
31.55,0.0,486:483
31.55,0.0,493
31.55,0.0,474:485:479
31.55,0.0,483:483
31.55,0.0,479:479
31.55,0.0,477
31.55,0.0,970:483
31.55,0.0,477:483:483
31.55,0.0,479:481
31.55,0.0,481
31.55,0.0,958
31.55,0.0,479:479:479
31.55,0.0,476:479
31.55,0.0,479:479
31.55,0.0,476:474
31.55,0.0,479:479
31.55,0.0,479:477
31.55,0.0,479:479
31.55,0.0,474:479
31.55,0.0,474:476
31.55,0.0,474:476
31.55,0.0,477:474
31.55,0.0,476:477:476
31.55,0.0,472:472
31.55,0.0,477:477
31.55,0.0,479:476
31.55,0.0,474:477
31.55,0.0,477:474
31.55,0.0,470:476
31.55,0.0,477
31.55,0.0,944:945
31.55,0.0,476:474
31.55,0.0,472:476
31.55,0.0,474:472
31.55,0.0,472
31.55,0.0,470:476:476
31.55,0.0,476:474
31.55,0.0,476:476
31.55,0.0,472:476
31.55,0.0,476:476:476
31.55,0.0,474:474
31.55,0.0,469:469
31.55,0.0,469:474
31.55,0.0,476:476
31.55,0.0,944
31.55,0.0,953
31.55,0.0,474:469
31.55,0.0,474:472
31.55,0.0,474:472:467
31.55,0.0,467:472
31.55,0.0,469:465
31.55,0.0,465:470
31.55,0.0,470:469
31.55,0.0,465:472
31.55,0.0,472:470
31.6,0.0,465:462:474
31.6,0.0,472:474
31.6,0.0,472:470
31.6,0.0,472:474
31.6,0.0,474:472
31.6,0.0,476:479
31.6,0.0,474:479
31.6,0.0,472:479
31.6,0.0,479:479
31.6,0.0,476:479
31.6,0.0,481:479
31.6,0.0,479:479
31.6,0.0,479:479
31.6,0.0,479
31.6,0.0,950:479:481
31.6,0.0,479:476
31.6,0.0,479:481
31.6,0.0,479:477
31.6,0.0,481:483
31.6,0.0,477:483
31.6,0.0,483:479
31.6,0.0,485:486
31.6,0.0,964:486
31.6,0.0,488:490
31.6,0.0,488
31.6,0.0,483:488:488
31.65,0.0,488:485
31.65,0.0,486
31.65,0.0,488:485:486
31.65,0.0,488:486
31.65,0.0,483:486
31.65,0.0,488:490
31.65,0.0,488:486
31.65,0.0,488:488
31.65,0.0,492:488
31.65,0.0,490
31.65,0.0,981:485
31.65,0.0,488:490
31.65,0.0,492:488
31.65,0.0,486:488
31.65,0.0,486:486
31.65,0.0,486:483
31.65,0.0,483:485
31.65,0.0,486:479
31.65,0.0,481:486
31.65,0.0,483:486
31.65,0.0,967:485
31.65,0.0,485:483
31.65,0.0,967
31.7,0.0,485:479
31.65,0.0,479:479
31.65,0.0,483:483
31.65,0.0,483:481
31.65,0.0,483:485
31.65,0.0,488:481
31.65,0.0,481
31.65,0.0,970:481
31.65,0.0,477:485
31.7,0.0,483:481
31.65,0.0,958
31.65,0.0,481:483:483
31.7,0.0,479:483
31.7,0.0,483:479
31.7,0.0,481:477
31.7,0.0,486:483
31.7,0.0,483:483
31.7,0.0,483:486
31.75,0.0,481:483
31.7,0.0,486:481
31.7,0.0,483:485
31.7,0.0,485:479
31.7,0.0,962:481
31.75,0.0,483:479
31.75,0.0,483:485
31.75,0.0,479:481
31.75,0.0,483
31.75,0.0,962
31.75,0.0,961:485
31.75,0.0,483
31.75,0.0,479:483:486
31.75,0.0,485:479
31.75,0.0,485:483
31.75,0.0,483:481
31.75,0.0,481:483:486
31.8,0.0,486
31.75,0.0,479:486:486
31.8,0.0,485:486
31.8,0.0,485
31.8,0.0,485:483:481
31.8,0.0,488:488
31.8,0.0,490:488
31.8,0.0,488:488
