time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,respiration,PercentageinZ2
0,227,76,89,8.83,8.827,23,29,,37.0,,1.3119917E-4
1,226,77,90,17.66,8.827,22,28,661,37.0,,2.6239833E-4
2,225,77,90,26.48,8.827,22,28,663:666,37.0,,3.9359747E-4
3,225,74,90,35.31,8.827,22,29,670,37.0,,5.2479666E-4
4,226,73,90,44.13,8.827,22,30,671:669,37.0,,6.559958E-4
5,226,72,90,52.96,8.827,22,30,671,37.0,22.44,7.8719493E-4
6,227,72,90,61.79,8.827,22,30,669:671,37.0,22.44,9.1839413E-4
7,227,74,89,70.61,8.827,22,29,671,37.0,22.44,0.0010495933
8,225,73,89,79.44,8.827,22,29,671:669,37.0,22.44,0.0011807925
9,225,73,90,88.27,8.827,22,29,662,37.0,22.44,0.0013119916
10,229,72,91,97.1,8.827,22,30,1304,37.0,21.85,0.0014431907
11,228,74,92,105.92,8.827,22,29,649,37.0,21.85,0.0015743899
12,224,76,92,114.75,8.827,22,28,646:646,37.0,21.85,0.0017055891
13,225,75,93,123.58,8.827,22,29,643,37.0,21.85,0.0018367883
14,225,74,93,132.41,8.827,22,29,642:637,37.0,21.85,0.0019679875
15,225,74,94,141.23,8.827,22,29,634:630,37.0,20.86,0.0020991866
16,226,73,95,150.06,8.827,22,30,626,37.0,20.86,0.0022303858
17,226,73,95,158.89,8.827,22,30,637:601,37.0,20.86,0.002361585
18,226,73,97,167.71,8.827,22,30,619:610,37.0,20.86,0.002492784
19,227,73,98,176.54,8.827,22,30,610,37.0,20.86,0.0026239832
20,227,73,98,185.36,8.827,22,30,606:603,37.0,21.39,0.0027551823
21,226,74,99,194.3,8.939,22,29,601:598,37.0,21.39,0.0028863815
22,225,74,100,203.24,8.939,22,29,597,37.0,21.39,0.0030175806
23,225,73,100,212.19,8.939,22,29,596:595,37.0,21.39,0.0031487797
24,228,74,101,221.01,8.827,22,29,593,37.0,21.39,0.003279979
25,226,74,101,229.83,8.827,22,29,593:592,37.0,21.35,0.0034111782
26,226,74,101,238.67,8.827,22,29,595,37.0,21.35,0.0035423774
27,225,75,102,247.49,8.827,22,29,586:580,37.0,21.35,0.0036735765
28,226,74,102,256.32,8.827,22,29,592:587,37.0,21.35,0.0038047757
29,227,74,102,265.15,8.827,22,29,586:588,37.0,21.35,0.003935975
30,225,74,102,273.97,8.827,22,29,584:587,37.0,20.92,0.004067174
31,225,73,102,282.83,8.827,22,29,583:586,37.0,20.92,0.0041983733
32,226,73,103,291.62,8.827,22,30,582,37.0,20.92,0.0043295724
33,227,73,103,300.45,8.827,22,30,582:582,37.0,20.92,0.0044607716
34,226,72,103,309.28,8.827,22,30,580:578,37.0,20.92,0.0045919707
35,224,72,103,318.1,8.827,22,30,578,37.0,21.82,0.00472317
36,227,72,104,326.93,8.827,22,30,574:519,37.0,21.82,0.004854369
37,227,73,104,335.76,8.827,22,30,606:578,37.0,21.82,0.004985568
38,227,73,104,344.58,8.827,22,30,570:569,37.0,21.82,0.0051167673
39,226,73,105,353.41,8.827,22,30,566,37.0,21.82,0.0052479664
40,227,73,105,362.24,8.827,22,30,559:497,37.0,24.0,0.0053791655
41,227,74,105,371.06,8.827,22,29,620:580,37.0,24.0,0.0055103647
42,227,74,105,379.89,8.827,22,29,566,37.0,24.0,0.005641564
43,225,75,105,388.72,8.827,22,29,570:565,37.0,24.0,0.005772763
44,224,75,105,397.54,8.827,22,29,569:568,37.0,24.0,0.005903962
45,225,73,105,406.37,8.827,22,29,572:568,37.0,25.45,0.006035161
46,225,72,106,415.2,8.827,22,30,568:564,37.0,25.45,0.0061663603
47,228,72,106,424.03,8.827,22,30,574,37.0,25.45,0.0062975595
48,228,74,106,432.85,8.827,22,29,560:566,37.0,25.45,0.006428759
49,226,74,106,441.69,8.827,22,29,564:560,37.0,25.45,0.006559958
50,225,74,107,450.5,8.827,22,29,560:560,37.0,25.62,0.0066911574
51,227,74,107,459.33,8.827,22,29,556:551,37.0,25.62,0.0068223565
52,225,74,108,468.16,8.827,22,29,552:552,37.0,25.62,0.0069535556
53,224,74,108,476.99,8.827,22,29,555,37.0,25.62,0.0070847548
54,227,72,109,485.81,8.827,22,30,550:547,37.0,25.62,0.007215954
55,228,73,110,494.64,8.827,22,30,545:544,37.0,24.96,0.007347153
56,227,74,110,503.47,8.827,22,29,547:550,37.0,24.96,0.007478352
57,227,74,109,512.29,8.827,22,29,550:545,37.0,24.96,0.0076095513
58,223,74,110,521.12,8.827,22,29,544,37.0,24.96,0.0077407504
59,225,73,110,529.95,8.827,22,29,545:546,37.0,24.96,0.00787195
60,227,72,110,538.77,8.827,22,30,549:546,37.0,23.72,0.008003149
61,225,72,110,547.6,8.827,22,30,541:538,37.0,23.72,0.008134348
62,226,72,110,556.44,8.827,22,30,542:546,37.0,23.72,0.008265547
63,227,72,110,565.25,8.827,22,30,547,37.0,23.72,0.008396747
64,227,73,110,574.1,8.827,22,30,547:545:546,37.0,23.72,0.008527946
65,228,74,110,582.91,8.827,22,29,550,37.0,22.51,0.008659145
66,224,74,110,591.73,8.827,22,29,546:545,37.0,22.51,0.008790344
67,227,74,110,600.56,8.827,22,29,544:538,37.0,22.51,0.008921543
68,227,74,110,609.4,8.827,22,29,542:544,37.0,22.51,0.009052742
69,225,75,109,618.21,8.827,22,29,555:552,37.0,22.51,0.009183941
70,225,74,109,627.05,8.827,22,29,554,37.0,21.3,0.009315141
71,228,74,109,635.87,8.827,22,29,550:549,37.0,21.3,0.00944634
72,226,74,109,644.7,8.827,22,29,550,37.0,21.3,0.009577539
73,225,74,109,653.52,8.827,22,29,551:552:547,37.0,21.3,0.009708738
74,226,74,109,662.35,8.827,22,29,546:550,37.0,21.3,0.009839937
75,225,73,109,671.18,8.827,22,29,551,37.0,20.11,0.009971136
76,228,74,109,680.04,8.827,22,29,546:549,37.0,20.11,0.010102335
77,228,74,109,688.86,8.827,22,29,549:547,37.0,20.11,0.0102335345
78,225,75,110,697.67,8.827,22,29,545:542,37.0,20.11,0.010364734
79,225,76,110,706.48,8.827,22,28,545:547,37.0,20.11,0.010495933
80,226,75,110,715.31,8.827,22,29,519:549,37.0,21.28,0.010627132
81,225,74,109,724.14,8.827,22,29,577:546,37.0,21.28,0.010758331
82,225,74,110,732.97,8.827,22,29,541,37.0,21.28,0.01088953
83,227,73,111,741.79,8.827,22,30,540:541,37.0,21.28,0.011020729
84,230,74,110,750.62,8.827,22,30,546:544,37.0,21.28,0.011151928
85,227,76,110,759.44,8.827,22,29,542:540,37.0,23.63,0.011283128
86,226,78,111,768.27,8.827,22,28,538:540,37.0,23.63,0.011414327
87,226,77,111,777.11,8.827,22,28,544:545,37.0,23.63,0.011545526
88,225,77,110,785.93,8.827,22,28,544,37.0,23.63,0.011676725
89,226,77,110,794.76,8.827,22,28,542:547,37.0,23.63,0.011807924
90,223,75,110,803.59,8.827,22,28,546:544,37.0,23.63,0.011939123
91,226,74,110,812.41,8.827,22,29,544:549,37.0,23.63,0.012070322
92,226,74,110,821.23,8.827,22,29,549,37.0,23.63,0.012201522
93,226,74,109,830.06,8.827,22,29,549:540,37.0,23.63,0.012332721
94,227,74,111,838.89,8.827,22,29,540:545,37.0,23.63,0.01246392
95,227,75,109,847.72,8.827,22,29,555:559,37.0,23.23,0.012595119
96,225,76,108,856.54,8.827,22,28,560:556,37.0,23.23,0.012726318
97,224,75,107,865.37,8.827,22,29,563,37.0,23.23,0.012857518
98,225,73,107,874.19,8.827,22,29,564:561:560,37.0,23.23,0.012988717
99,228,74,107,883.02,8.827,22,29,560,37.0,23.23,0.013119916
100,227,75,107,891.86,8.827,22,29,563:560,37.0,22.97,0.013251116
101,225,75,107,900.67,8.827,22,29,561:564,37.0,22.97,0.013382315
102,229,76,107,909.5,8.827,22,29,561:558,37.0,22.97,0.013513514
103,225,77,107,918.33,8.827,22,28,552,37.0,22.97,0.013644713
104,225,76,108,927.15,8.827,22,28,547:558,37.0,22.97,0.013775912
105,227,76,107,935.99,8.827,22,29,560:573,37.0,21.61,0.013907111
106,227,76,105,944.81,8.827,22,29,578:578,37.0,21.61,0.01403831
107,226,77,104,953.63,8.827,22,28,566,37.0,21.61,0.0141695095
108,225,77,104,962.46,8.827,22,28,578:573,37.0,21.61,0.014300709
109,226,77,104,971.29,8.827,22,28,574:577,37.0,21.61,0.014431908
110,225,76,104,980.12,8.827,22,28,574,37.0,21.1,0.014563107
111,226,76,104,988.94,8.827,22,28,574:573,37.0,21.1,0.014694306
112,227,76,105,997.77,8.827,22,29,568:564,37.0,21.1,0.014825505
113,224,76,106,1006.6,8.827,21,28,564:566,37.0,21.1,0.014956704
114,224,75,105,1015.42,8.827,21,29,572:570,37.0,21.1,0.0150879035
115,228,75,106,1024.25,8.827,21,29,565:560,37.0,20.76,0.015219103
116,225,75,106,1033.08,8.827,21,29,564,37.0,20.76,0.015350302
117,227,76,106,1041.9,8.827,21,29,570:580,37.0,20.76,0.015481501
118,227,76,104,1050.74,8.827,21,29,577:572,37.0,20.76,0.0156127
119,225,76,105,1059.56,8.827,21,28,569,37.0,20.76,0.0157439
120,226,75,105,1068.38,8.827,21,29,569:568,37.0,19.74,0.0158751
121,227,75,105,1077.22,8.827,21,29,566:568,37.0,19.74,0.016006298
122,226,75,106,1086.05,8.827,21,29,564:560,37.0,19.74,0.016137497
123,225,75,106,1094.86,8.827,21,29,560,37.0,19.74,0.016268697
124,225,74,107,1103.69,8.827,21,29,563:560,37.0,19.74,0.016399896
125,226,75,107,1112.52,8.827,21,29,556:555,37.0,18.67,0.016531095
126,226,74,107,1121.35,8.827,21,29,563:563,37.0,18.67,0.016662294
127,228,75,107,1130.17,8.827,21,29,560:555,37.0,18.67,0.016793493
128,226,75,108,1139.03,8.827,21,29,555:561,37.0,18.67,0.016924692
129,224,74,107,1147.83,8.827,21,29,563:572,37.0,19.54,0.017055891
130,227,75,106,1156.65,8.827,21,29,572,37.0,19.54,0.01718709
131,226,74,105,1165.48,8.827,21,29,569:572,37.0,19.54,0.01731829
132,225,74,105,1174.3,8.827,21,29,570:566,37.0,19.54,0.017449489
133,224,73,105,1183.13,8.827,21,29,563,37.0,19.54,0.017580688
134,225,73,106,1191.96,8.827,21,29,560:563,37.0,19.54,0.017711887
135,225,72,107,1200.79,8.827,21,30,563:560,37.0,20.11,0.017843086
136,227,72,107,1209.61,8.827,21,30,555:552,37.0,20.11,0.017974285
137,229,74,108,1218.44,8.827,21,30,550:563,37.0,20.11,0.018105485
138,228,76,107,1227.27,8.827,21,29,565,37.0,20.11,0.018236684
139,225,77,106,1236.09,8.827,21,28,570:573,37.0,20.11,0.018367883
140,225,76,105,1244.92,8.827,21,28,569:573,37.0,19.31,0.018499082
141,225,75,105,1253.75,8.827,21,29,574,37.0,19.31,0.018630281
142,224,75,105,1262.57,8.827,21,29,570:572,37.0,19.31,0.01876148
143,226,74,105,1271.4,8.827,21,29,577:568,37.0,19.31,0.01889268
144,227,73,105,1280.23,8.827,21,30,565:569,37.0,19.31,0.019023878
145,224,73,105,1289.05,8.827,21,29,572,37.0,18.39,0.019155078
146,226,73,104,1297.88,8.827,21,30,578:578,37.0,18.39,0.019286277
147,227,72,104,1306.71,8.827,21,30,574:578,37.0,18.39,0.019417476
148,227,73,104,1315.54,8.827,21,30,582:577,37.0,18.39,0.019548675
149,225,73,104,1324.36,8.827,21,29,574,37.0,18.39,0.019679874
150,225,73,104,1333.19,8.827,21,29,583:582,37.0,19.34,0.019811073
151,227,73,104,1342.02,8.827,21,30,575:577,37.0,19.34,0.019942272
152,227,73,103,1350.84,8.827,21,30,582:584,37.0,19.34,0.020073472
153,226,74,103,1359.67,8.827,21,29,579,37.0,19.34,0.02020467
154,227,74,103,1368.49,8.827,21,29,578:580,37.0,19.34,0.02033587
155,224,74,103,1377.32,8.827,21,29,582:577,37.0,19.98,0.020467069
156,226,73,104,1386.15,8.827,21,30,574,37.0,19.98,0.020598268
157,227,73,104,1394.98,8.827,21,30,574:583,37.0,19.98,0.020729467
158,226,73,102,1403.8,8.827,21,30,592:592,37.0,19.98,0.020860666
159,225,73,102,1412.63,8.827,21,29,587,37.0,19.98,0.020991866
160,226,72,102,1421.46,8.827,21,30,588:592,37.0,21.19,0.021123065
161,227,73,102,1430.28,8.827,21,30,591:587,37.0,21.19,0.021254264
162,227,73,102,1439.11,8.827,21,30,589:591,37.0,21.19,0.021385463
163,227,74,102,1447.94,8.827,21,29,587,37.0,21.19,0.021516662
164,225,74,103,1456.76,8.827,21,29,577:575,37.0,21.19,0.021647861
165,225,74,104,1465.59,8.827,21,29,578:578,37.0,21.61,0.02177906
166,225,73,104,1474.42,8.827,21,29,584:527,37.0,21.61,0.02191026
167,225,72,104,1483.24,8.827,21,30,644,37.0,21.61,0.022041459
168,228,72,104,1492.08,8.827,21,30,589:587,37.0,21.61,0.022172658
169,227,73,102,1500.9,8.827,21,30,588:584,37.0,21.61,0.022303857
170,226,74,102,1509.72,8.827,21,29,591,37.0,23.07,0.022435056
171,227,74,102,1518.55,8.827,21,29,595:587,37.0,23.07,0.022566255
172,227,74,102,1527.39,8.827,21,29,586:580,37.0,23.07,0.022697454
173,227,75,103,1536.2,8.827,21,29,578,37.0,23.07,0.022828653
174,225,75,103,1545.04,8.827,21,29,578:575,37.0,23.07,0.022959853
175,225,74,104,1553.86,8.827,21,29,569:568,37.0,24.83,0.023091052
176,224,74,105,1562.68,8.827,21,29,572:577,37.0,24.83,0.02322225
177,227,73,105,1571.52,8.827,21,30,574,37.0,24.83,0.02335345
178,227,74,104,1580.34,8.827,21,29,572:578,37.0,24.83,0.02348465
179,225,74,104,1589.16,8.827,21,29,582:578,37.0,24.83,0.023615848
180,226,74,104,1597.99,8.827,21,29,577:574,37.0,23.64,0.023747047
181,226,73,104,1606.82,8.827,21,30,583,37.0,23.64,0.023878247
182,227,74,103,1615.65,8.827,21,29,584:579,37.0,23.64,0.024009446
183,225,74,104,1624.47,8.827,21,29,577:572,37.0,23.64,0.024140645
184,225,73,104,1633.3,8.827,21,29,575:580,37.0,23.64,0.024271844
185,226,72,104,1642.13,8.827,21,30,586,37.0,22.84,0.024403043
186,226,72,103,1650.96,8.827,21,30,589:584,37.0,22.84,0.024534242
187,226,72,103,1659.78,8.827,21,30,582:584,37.0,22.84,0.024665441
188,228,72,103,1668.61,8.827,21,30,583,37.0,22.84,0.02479664
189,229,73,103,1677.43,8.827,21,30,580:584,37.0,22.84,0.02492784
190,225,75,103,1686.26,8.827,21,29,582:577,37.0,21.92,0.025059039
191,223,75,103,1695.09,8.827,21,28,573,37.0,21.92,0.025190238
192,225,74,104,1703.91,8.827,21,29,575:579,37.0,21.92,0.025321437
193,227,72,103,1712.74,8.827,21,30,587:589,37.0,21.92,0.025452636
194,227,73,103,1721.58,8.827,21,30,583:580,37.0,21.92,0.025583837
195,226,73,103,1730.39,8.827,21,30,577:579,37.0,20.13,0.025715036
196,227,73,103,1739.23,8.827,21,30,580,37.0,20.13,0.025846235
197,226,75,103,1748.05,8.827,21,29,579:569,37.0,20.13,0.025977435
198,226,74,104,1756.87,8.827,21,29,575:574,37.0,20.13,0.026108634
199,225,74,104,1765.7,8.827,21,29,573:569,37.0,20.13,0.026239833
200,225,73,105,1774.53,8.827,21,29,572,37.0,19.71,0.026371032
201,226,73,105,1783.35,8.827,21,30,574:573,37.0,19.71,0.026502231
202,226,72,105,1792.19,8.827,21,30,568:569,37.0,19.71,0.02663343
203,226,72,105,1801.01,8.827,21,30,577,37.0,19.71,0.02676463
204,227,72,104,1809.84,8.827,21,30,583:587,37.0,19.71,0.026895829
205,226,72,103,1818.67,8.827,21,30,582:583,37.0,19.44,0.027027028
206,226,72,103,1827.5,8.827,21,30,580,37.0,19.44,0.027158227
207,226,72,103,1836.32,8.827,21,30,586:587,37.0,19.44,0.027289426
208,226,73,103,1845.14,8.827,21,30,583:582,37.0,19.44,0.027420625
209,225,73,103,1853.97,8.827,21,29,583,37.0,19.44,0.027551824
210,226,73,103,1862.8,8.827,21,30,582:577,37.0,19.26,0.027683023
211,226,72,104,1871.62,8.827,21,30,569:569,37.0,19.26,0.027814222
212,226,72,105,1880.45,8.827,21,30,568:573,37.0,19.26,0.027945422
213,227,72,105,1889.28,8.827,21,30,579,37.0,19.26,0.02807662
214,225,73,105,1898.1,8.827,21,29,574:569:566,37.0,19.26,0.02820782
215,226,73,105,1906.94,8.827,21,30,564,37.0,19.53,0.028339019
216,226,72,106,1915.77,8.827,21,30,563:564,37.0,19.53,0.028470218
217,228,74,106,1924.58,8.827,21,29,563:560,37.0,19.53,0.028601417
218,224,73,107,1933.41,8.827,21,29,555:556,37.0,19.53,0.028732616
219,227,73,108,1942.24,8.827,21,30,559,37.0,19.53,0.028863816
220,226,73,107,1951.06,8.827,21,30,563:564,37.0,19.32,0.028995015
221,226,73,107,1959.89,8.827,21,30,560:559,37.0,19.32,0.029126214
222,226,74,107,1968.72,8.827,21,29,561:561,37.0,19.32,0.029257413
223,226,74,107,1977.55,8.827,21,29,564,37.0,19.32,0.029388612
224,226,76,107,1986.37,8.827,21,28,560:537,37.0,19.32,0.029519811
225,224,75,106,1995.2,8.827,21,29,572:570,37.0,19.97,0.02965101
226,227,74,105,2004.02,8.827,21,29,568:569,37.0,19.97,0.02978221
227,226,74,105,2012.86,8.827,21,29,578:566,37.0,19.97,0.029913409
228,225,74,106,2021.68,8.827,21,29,565,37.0,19.97,0.030044608
229,225,74,106,2030.5,8.827,21,29,560:565,37.0,19.97,0.030175807
230,225,73,106,2039.34,8.827,21,29,566:568,37.0,21.18,0.030307006
231,227,73,106,2048.16,8.827,21,30,569:564,37.0,21.18,0.030438205
232,228,74,106,2056.99,8.827,21,29,563,37.0,21.18,0.030569404
233,227,77,106,2065.81,8.827,21,28,563:561,37.0,21.18,0.030700604
234,224,77,107,2074.64,8.827,21,28,555:555,37.0,21.18,0.030831803
235,224,76,108,2083.47,8.827,21,28,556:555,37.0,23.96,0.030963002
236,225,74,109,2092.29,8.827,21,29,549:546,37.0,23.96,0.0310942
237,226,73,109,2101.12,8.827,21,30,550,37.0,23.96,0.0312254
238,227,74,109,2109.95,8.827,21,29,549:546,37.0,23.96,0.0313566
239,227,73,110,2118.78,8.827,21,30,546,37.0,23.96,0.0314878
240,226,74,110,2127.6,8.827,21,29,547:546:541,37.0,24.24,0.031618997
241,225,73,111,2136.43,8.827,21,29,541:537,37.0,24.24,0.0317502
242,226,73,111,2145.27,8.827,21,30,545:541,37.0,24.24,0.031881396
243,228,74,111,2154.08,8.827,21,29,540:540,37.0,24.24,0.032012597
244,227,76,111,2162.93,8.827,21,29,537:533,37.0,25.22,0.032143794
245,226,76,112,2171.75,8.827,21,28,537,37.0,25.22,0.032274995
246,227,77,112,2180.57,8.827,21,28,535:528,37.0,25.22,0.032406192
247,226,78,112,2189.4,8.827,21,28,536:541,37.0,25.22,0.032537393
248,226,78,112,2198.22,8.827,21,28,493:573,37.0,25.22,0.03266859
249,226,78,112,2207.02,8.808,21,28,542:537,37.0,25.22,0.03279979
250,227,79,112,2215.85,8.827,21,27,533:536,37.0,26.26,0.03293099
251,228,79,112,2224.69,8.827,21,28,533,37.0,26.26,0.03306219
252,225,79,112,2233.51,8.827,21,27,532:528,37.0,26.26,0.033193387
253,225,78,112,2242.33,8.827,21,28,537:538,37.0,26.26,0.033324588
254,226,77,112,2251.16,8.827,21,28,537:535,37.0,26.26,0.033455785
255,225,77,112,2259.99,8.827,21,28,542,37.0,27.74,0.033586986
256,225,76,110,2268.81,8.827,21,28,545:544:546,37.0,27.74,0.033718184
257,227,77,110,2277.64,8.827,21,28,1001,37.0,27.74,0.033849385
258,228,78,110,2286.47,8.827,21,28,524,37.0,27.74,0.033980582
259,225,78,110,2295.29,8.827,21,28,600:546,37.0,27.74,0.034111783
260,225,78,110,2304.13,8.827,21,28,612:558,37.0,27.94,0.03424298
261,227,78,110,2312.95,8.827,21,28,560:550,37.0,27.94,0.03437418
262,227,79,109,2321.78,8.827,21,27,547:545,37.0,27.94,0.03450538
263,226,81,110,2330.6,8.827,21,27,546:546,37.0,27.94,0.03463658
264,226,81,110,2339.43,8.827,21,27,546,37.0,27.94,0.034767777
265,226,80,110,2348.25,8.827,21,27,546:546,37.0,28.08,0.034898978
266,228,81,110,2357.09,8.827,21,27,544:541,37.0,28.08,0.035030175
267,226,82,109,2365.91,8.827,21,26,556:552,37.0,28.08,0.035161376
268,224,82,109,2374.74,8.827,21,26,551:555,37.0,28.08,0.035292573
269,225,80,109,2383.56,8.827,21,27,554,37.0,28.08,0.035423774
270,225,79,108,2392.4,8.827,21,27,550:558,37.0,28.17,0.03555497
271,225,78,108,2401.22,8.827,21,28,558:556,37.0,28.17,0.035686173
272,228,78,108,2410.04,8.827,21,28,559:564,37.0,28.17,0.03581737
273,225,79,107,2418.87,8.827,21,27,563,37.0,28.17,0.03594857
274,228,80,107,2427.7,8.827,21,27,561:564,37.0,28.17,0.036079768
275,227,80,106,2436.52,8.827,21,27,569:566,37.0,29.41,0.03621097
276,224,79,106,2445.36,8.827,21,27,564:569,37.0,29.41,0.036342166
277,226,79,106,2454.18,8.827,20,27,568:564,37.0,29.41,0.036473367
278,227,79,106,2463.01,8.827,20,27,560,37.0,29.41,0.036604565
279,225,79,107,2471.83,8.827,20,27,555:561,37.0,29.41,0.036735766
280,227,78,106,2480.66,8.827,20,28,569:569,37.0,28.26,0.036866963
281,225,78,106,2489.48,8.827,20,28,569:565,37.0,28.26,0.036998164
282,225,78,106,2498.31,8.827,20,28,564,37.0,28.26,0.03712936
283,227,78,106,2507.14,8.827,20,28,569:568,37.0,28.26,0.037260562
284,227,78,106,2515.97,8.827,20,28,563:560,37.0,28.26,0.03739176
285,226,79,108,2524.79,8.827,20,27,554:550,37.0,25.93,0.03752296
286,226,79,108,2533.62,8.827,20,27,551:497,37.0,25.93,0.037654158
287,227,79,108,2542.45,8.827,20,27,474:523,37.0,25.93,0.03778536
288,227,79,108,2551.27,8.827,20,27,524,37.0,25.93,0.037916556
289,226,80,112,2560.1,8.827,20,27,523:523,37.0,25.93,0.038047757
290,226,81,112,2568.94,8.827,20,27,300:573,37.0,25.95,0.038178954
291,225,80,112,2577.75,8.827,20,27,577:572,37.0,25.95,0.038310155
292,225,79,112,2586.58,8.827,20,27,578:579,37.0,25.95,0.038441353
293,226,78,106,2595.41,8.827,20,28,574:583,37.0,25.95,0.038572554
294,228,79,104,2604.23,8.827,20,28,580:578,37.0,25.95,0.03870375
295,226,79,104,2613.06,8.827,20,27,579,37.0,25.56,0.03883495
296,227,79,104,2621.89,8.827,20,27,578:572,37.0,25.56,0.03896615
297,226,80,105,2630.72,8.827,20,27,573:570,37.0,25.56,0.03909735
298,225,79,105,2639.54,8.827,20,27,569,37.0,25.56,0.039228547
299,226,79,105,2648.38,8.827,20,27,569:572,37.0,25.56,0.03935975
300,233,80,105,2657.2,8.827,20,28,568:565,37.0,26.49,0.039490946
301,255,78,106,2666.67,9.461,20,31,565:566,37.0,26.49,0.039622147
302,265,77,105,2676.13,9.461,20,33,574:578,37.0,26.49,0.039753344
303,262,77,104,2685.59,9.461,20,32,579,37.0,26.49,0.039884545
304,261,77,104,2695.04,9.461,20,32,582:582,37.0,26.49,0.040015742
305,264,77,103,2704.5,9.461,20,33,583:577,37.0,25.14,0.040146943
306,263,76,103,2713.96,9.461,20,33,579,37.0,25.14,0.04027814
307,265,77,103,2723.44,9.461,20,33,579:574,37.0,25.14,0.04040934
308,261,77,104,2732.89,9.461,20,32,569:569,37.0,25.14,0.04054054
309,264,77,105,2742.35,9.461,20,33,569:563,37.0,25.14,0.04067174
310,263,78,107,2751.81,9.461,20,32,558:554,37.0,25.42,0.040802937
311,263,77,107,2761.27,9.461,20,33,558,37.0,25.42,0.040934138
312,262,77,107,2770.73,9.461,20,32,563:563,37.0,25.42,0.04106534
313,265,77,107,2780.2,9.461,20,33,565:563,37.0,25.42,0.041196536
314,263,77,107,2789.66,9.461,20,33,560:560,37.0,25.42,0.041327737
315,263,77,107,2799.13,9.461,20,33,561,37.0,24.03,0.041458935
316,265,78,107,2808.58,9.461,20,32,561:558,37.0,24.03,0.041590136
317,262,78,107,2818.05,9.461,20,32,560:555,37.0,24.03,0.041721333
318,262,77,108,2827.5,9.461,20,32,560:556,37.0,24.03,0.041852534
319,261,76,108,2836.96,9.461,20,33,555:559,37.0,24.03,0.04198373
320,264,77,108,2846.43,9.461,20,33,558,37.0,22.71,0.042114932
321,262,76,108,2855.88,9.461,20,33,560:556,37.0,22.71,0.04224613
322,264,76,107,2865.35,9.461,20,33,559,37.0,22.71,0.04237733
323,266,78,107,2874.81,9.461,20,33,559:560,37.0,22.71,0.042508528
324,261,78,108,2884.27,9.461,20,32,554:552:555,37.0,22.71,0.04263973
325,261,78,108,2893.74,9.461,20,32,556:554,37.0,23.41,0.042770926
326,263,77,108,2903.19,9.461,20,33,556,37.0,23.41,0.042902127
327,263,76,108,2912.66,9.461,20,33,556:556,37.0,23.41,0.043033324
328,261,76,108,2922.11,9.461,20,33,555:556,37.0,23.41,0.043164525
329,265,76,108,2931.58,9.461,20,33,555:558,37.0,23.41,0.043295722
330,266,76,108,2941.05,9.461,20,33,555,37.0,24.27,0.043426923
331,263,78,108,2950.5,9.461,20,32,550:550,37.0,24.27,0.04355812
332,260,78,109,2959.96,9.461,20,32,551:555,37.0,24.27,0.04368932
333,264,77,108,2969.42,9.461,20,33,555:551,37.0,24.27,0.04382052
334,262,77,109,2978.88,9.461,20,32,547:552,37.0,24.27,0.04395172
335,263,77,109,2988.34,9.461,20,33,554,37.0,24.44,0.044082917
336,264,77,108,2997.81,9.461,20,33,551:554,37.0,24.44,0.04421412
337,262,77,108,3007.27,9.461,20,32,554:550,37.0,24.44,0.044345316
338,266,78,109,3016.72,9.452,20,33,549:546,37.0,24.44,0.044476517
339,262,78,110,3026.18,9.461,20,32,547:546,37.0,24.44,0.044607714
340,262,78,110,3035.64,9.461,20,32,542,37.0,25.35,0.044738915
341,262,77,111,3045.11,9.461,20,32,537:538:542,37.0,25.35,0.044870112
342,260,75,111,3054.57,9.461,20,33,547,37.0,25.35,0.045001313
343,264,74,109,3064.03,9.461,20,34,554:556,37.0,25.35,0.04513251
344,264,75,108,3073.49,9.461,20,34,554:555,37.0,25.35,0.04526371
345,262,75,108,3082.95,9.461,20,33,556:555,37.0,25.17,0.04539491
346,266,76,108,3092.41,9.461,20,33,558,37.0,25.17,0.04552611
347,266,77,108,3101.88,9.461,20,33,554:546,37.0,25.17,0.045657307
348,261,78,109,3111.34,9.461,20,32,554:550,37.0,25.17,0.045788508
349,262,77,109,3120.79,9.461,20,32,546:541,37.0,25.17,0.045919705
350,262,76,110,3130.26,9.461,20,33,1082,37.0,23.86,0.046050906
351,264,78,111,3139.73,9.461,20,32,538:533,37.0,23.86,0.046182103
352,264,77,112,3149.18,9.461,20,33,528,37.0,23.86,0.046313304
353,263,77,113,3158.64,9.461,20,33,528:532,37.0,23.86,0.0464445
354,258,77,112,3168.11,9.461,20,32,537:540,37.0,23.86,0.046575703
355,262,75,112,3177.56,9.461,20,33,537:536,37.0,23.39,0.0467069
356,264,76,112,3187.02,9.461,20,33,535,37.0,23.39,0.0468381
357,265,77,111,3196.48,9.461,20,33,537:541:541,37.0,23.39,0.0469693
358,263,78,111,3205.95,9.461,20,32,537:541,37.0,23.39,0.0471005
359,261,77,111,3215.41,9.461,20,32,538:537,37.0,23.39,0.047231697
360,262,77,111,3224.88,9.461,20,32,538:542,37.0,22.28,0.047362898
361,262,76,111,3234.33,9.461,20,33,542,37.0,22.28,0.047494095
362,263,76,111,3243.79,9.461,20,33,538:538,37.0,22.28,0.047625296
