time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,respiration,PercentageinZ2
6959,304,84,143,70056.06,10.189,19,35,423:418:418,37.0,37.1,0.5350302
6960,309,84,143,70066.24,10.189,19,35,416:421,37.0,37.1,0.5350302
6961,307,85,144,70076.42,10.189,19,34,418:412,37.0,37.1,0.5350302
6962,306,86,144,70086.61,10.189,19,34,836:418,37.0,37.1,0.5350302
6963,307,84,144,70096.8,10.189,19,35,411:418,37.0,36.15,0.5350302
6964,308,84,144,70107.0,10.189,19,35,418,37.0,36.15,0.5350302
6965,307,84,144,70117.18,10.189,19,35,1243,37.0,36.15,0.5350302
6966,307,85,143,70127.37,10.189,19,34,421:418:419,37.0,36.15,0.5350302
6967,308,86,144,70137.56,10.189,19,34,416:416:407,37.0,36.15,0.5350302
6968,306,86,144,70147.74,10.189,19,34,423:418,37.0,37.49,0.5350302
6969,305,86,143,70157.93,10.189,19,34,418:418:409,37.0,37.49,0.5350302
6970,305,83,143,70168.12,10.189,19,35,421:418,37.0,37.49,0.5350302
6971,311,83,144,70178.31,10.189,19,36,416:416:416,37.0,37.49,0.5350302
6972,311,83,144,70188.51,10.189,19,36,836,37.0,37.49,0.5350302
6973,302,84,144,70198.69,10.189,19,34,414:419,37.0,36.41,0.5351614
6974,305,82,143,70208.89,10.189,19,36,421:418:416,37.0,36.41,0.5351614
6975,307,81,144,70219.07,10.189,19,36,836,37.0,36.41,0.5351614
6976,307,81,143,70229.28,10.189,19,36,418:423,37.0,36.41,0.5351614
6977,309,84,144,70239.46,10.189,19,35,418:414:421,37.0,36.41,0.5351614
6978,308,84,143,70249.64,10.189,19,35,421:421,37.0,35.69,0.5351614
6979,310,87,142,70259.85,10.189,19,34,414:423,37.0,35.69,0.5351614
6980,305,87,142,70270.03,10.189,19,33,421:414:421,37.0,35.69,0.5351614
6981,305,87,142,70280.21,10.189,19,33,421:414,37.0,35.69,0.5351614
6982,306,84,143,70290.4,10.189,19,35,421:419,37.0,35.69,0.5351614
6983,307,84,143,70300.59,10.189,19,35,418:414:423,37.0,37.18,0.5351614
6984,308,84,143,70310.78,10.189,19,35,421:418,37.0,37.18,0.5351614
6985,305,85,142,70320.96,10.189,19,34,421:421,37.0,37.18,0.5351614
6986,310,84,143,70331.15,10.189,19,35,414:423:418,37.0,37.18,0.5351614
6987,306,86,143,70341.34,10.189,19,34,416:418:418,37.0,37.18,0.5351614
6988,302,87,143,70351.53,10.189,19,33,841,37.0,38.56,0.53529257
6989,306,83,143,70361.71,10.189,19,35,421:414,37.0,38.56,0.53529257
6990,310,83,143,70371.9,10.189,19,36,421:419,37.0,38.56,0.53529257
6991,304,83,143,70382.09,10.189,19,35,416:421:421,37.0,38.56,0.53529257
6992,305,83,143,70392.28,10.189,19,35,419:412:419,37.0,38.56,0.53529257
6993,309,82,143,70402.46,10.189,19,36,419:416,37.0,38.7,0.53529257
6994,312,84,144,70412.65,10.189,19,35,418:405,37.0,38.7,0.53529257
6995,305,84,143,70422.84,10.189,19,35,423,37.0,38.7,0.53529257
6996,306,84,143,70433.03,10.189,19,35,839:416:419,37.0,38.7,0.53529257
6997,308,84,143,70443.21,10.189,19,35,421:416,37.0,38.7,0.53529257
6998,304,85,143,70453.42,10.189,19,34,414:419:419,37.0,37.61,0.53529257
6999,305,83,143,70463.6,10.189,19,35,419:418,37.0,37.61,0.53529257
7000,307,81,143,70473.78,10.189,19,36,412:419,37.0,37.61,0.53529257
7001,308,81,143,70483.97,10.189,19,36,841:412,37.0,37.61,0.53529257
7002,307,81,142,70494.19,10.189,19,36,421:421:418,37.0,37.61,0.53529257
7003,307,82,143,70504.35,10.189,19,36,414:423,37.0,35.7,0.53529257
7004,310,82,143,70514.53,10.189,19,36,421:419,37.0,35.7,0.53529257
7005,308,84,143,70524.72,10.189,19,35,419:416:421,37.0,35.7,0.53529257
7006,307,86,143,70534.92,10.189,19,34,418:425,37.0,35.7,0.53529257
7007,306,86,143,70545.1,10.189,19,34,418:421,37.0,35.7,0.53529257
7008,304,86,143,70555.29,10.189,19,34,419:416:421,37.0,34.82,0.53529257
7009,306,83,143,70565.48,10.189,19,35,423:418,37.0,34.82,0.53529257
7010,307,82,143,70575.67,10.189,19,36,418:414,37.0,34.82,0.53529257
7011,304,81,142,70585.87,10.189,19,36,423:423:423,37.0,34.82,0.53529257
7012,310,80,142,70596.05,10.189,19,37,418:421,37.0,34.82,0.53529257
7013,310,81,143,70606.24,10.189,19,37,423:414,37.0,34.63,0.53529257
7014,310,84,143,70616.42,10.189,19,35,423:419:416,37.0,34.63,0.53529257
7015,307,86,143,70626.61,10.189,19,34,421:419,37.0,34.63,0.53529257
7016,306,86,143,70636.93,10.31,19,34,418:418:421,37.0,34.63,0.53529257
7017,304,85,143,70647.23,10.31,19,34,421:418,37.0,34.63,0.53529257
7018,309,84,143,70657.42,10.189,19,35,418:421,37.0,33.72,0.53529257
7019,307,85,143,70667.62,10.189,19,34,409:421:418,37.0,33.72,0.53529257
7020,302,85,143,70677.81,10.189,19,34,419:412:421,37.0,33.72,0.53542376
7021,304,81,143,70688.03,10.189,19,36,419:416,37.0,33.72,0.53542376
7022,307,80,143,70698.2,10.189,19,37,418:418,37.0,33.72,0.53542376
7023,306,81,143,70708.38,10.189,19,36,418:418:409,37.0,33.89,0.53542376
7024,308,79,143,70718.57,10.189,19,37,421:419,37.0,33.89,0.53542376
7025,309,80,143,70728.74,10.189,19,37,418:409,37.0,33.89,0.53542376
7026,309,82,143,70738.93,10.189,19,36,421:418:416,37.0,33.89,0.53542376
7027,309,83,144,70749.14,10.189,19,36,828,37.0,33.89,0.53542376
7028,306,85,144,70759.32,10.189,19,34,421:419,37.0,34.8,0.53542376
7029,308,83,143,70769.52,10.189,19,35,421:418:411,37.0,34.8,0.53542376
7030,307,84,143,70779.7,10.189,19,35,421:421,37.0,34.8,0.53542376
7031,304,83,142,70789.89,10.189,19,35,412:421,37.0,34.8,0.53542376
7032,304,81,143,70800.07,10.189,19,36,419:414:419,37.0,34.8,0.53542376
7033,308,81,143,70810.26,10.189,19,36,418:414,37.0,35.01,0.53542376
7034,308,80,144,70820.46,10.189,19,37,416:416:416,37.0,35.01,0.53542376
7035,308,81,144,70830.64,10.189,19,36,412:419:416,37.0,35.01,0.53542376
7036,309,82,144,70840.85,10.189,19,36,416:416,37.0,35.01,0.53542376
7037,307,83,144,70851.03,10.189,19,35,409:419,37.0,35.01,0.53542376
7038,303,83,144,70861.23,10.189,19,35,416:414:416,37.0,35.15,0.53555495
7039,307,80,144,70871.41,10.189,19,37,414:416,37.0,35.15,0.53555495
7040,312,82,145,70881.61,10.189,19,36,414:411,37.0,35.15,0.53555495
7041,309,84,146,70891.79,10.189,19,35,411:412:418,37.0,35.15,0.53555495
7042,308,86,145,70901.98,10.189,19,34,414:414,37.0,35.15,0.53555495
7043,308,87,145,70912.17,10.189,19,34,414:414:416,37.0,35.24,0.53555495
7044,307,87,145,70922.35,10.189,19,34,411:414,37.0,35.24,0.53555495
7045,304,85,145,70932.54,10.189,19,34,409:416,37.0,35.24,0.53555495
7046,305,84,145,70942.73,10.189,19,35,414:414:411,37.0,35.24,0.53555495
7047,305,82,144,70952.92,10.189,19,36,416:418,37.0,35.24,0.53555495
7048,308,82,144,70963.1,10.189,19,36,414:416,37.0,34.12,0.53555495
7049,307,83,144,70973.29,10.189,19,35,405:419:414,37.0,34.12,0.53555495
7050,307,83,144,70983.48,10.189,19,35,416:409,37.0,34.12,0.53555495
7051,307,83,144,70993.71,10.189,19,35,418:416:414,37.0,34.12,0.53555495
7052,306,83,144,71003.85,10.189,19,35,416:405:419,37.0,34.12,0.53555495
7053,307,83,144,71014.04,10.189,19,35,416:418,37.0,33.38,0.53555495
7054,308,83,144,71024.24,10.189,19,35,412:421,37.0,33.38,0.53555495
7055,308,83,144,71034.43,10.189,19,35,409:419:418,37.0,33.38,0.53555495
7056,306,83,144,71044.61,10.189,19,35,412:416,37.0,33.38,0.53555495
7057,306,82,144,71054.8,10.189,19,36,407:419,37.0,33.38,0.53555495
7058,306,82,144,71064.99,10.189,19,36,418:414,37.0,32.88,0.53555495
7059,308,81,144,71075.17,10.189,19,36,418:411,37.0,32.88,0.53555495
7060,308,82,144,71085.36,10.189,19,36,,37.0,32.88,0.53555495
7061,306,81,145,71095.55,10.189,19,36,419:2069,37.0,32.88,0.53555495
7062,307,81,144,71105.74,10.189,19,36,416:414,37.0,32.88,0.53555495
7063,307,81,145,71115.92,10.189,19,36,414:409:419,37.0,32.16,0.53555495
7064,309,81,144,71126.11,10.189,19,36,418:414,37.0,32.16,0.53555495
7065,306,82,144,71136.32,10.189,19,36,416:416,37.0,32.16,0.53555495
7066,306,81,144,71146.49,10.189,19,36,416:414:421,37.0,32.16,0.53555495
7067,308,80,144,71156.68,10.189,19,37,416:416,37.0,32.16,0.53555495
7068,307,81,144,71166.87,10.189,19,36,418:418:414,37.0,31.28,0.53555495
7069,310,81,143,71177.06,10.189,19,37,418:418,37.0,31.28,0.53555495
7070,308,83,143,71187.26,10.189,19,35,418:411:418,37.0,31.28,0.53555495
7071,308,84,143,71197.45,10.189,19,35,419:416,37.0,31.28,0.53555495
7072,308,85,144,71207.63,10.189,19,35,409:419,37.0,31.28,0.53555495
7073,303,84,144,71217.82,10.189,19,34,418:416:414,37.0,32.27,0.5356862
7074,305,83,144,71228.0,10.189,19,35,418:419,37.0,32.27,0.5356862
7075,308,81,144,71238.21,10.189,19,36,412:418,37.0,32.27,0.5356862
7076,313,83,144,71248.39,10.189,19,36,418:414:414,37.0,32.27,0.5356862
7077,308,86,144,71258.59,10.189,19,34,418:416,37.0,32.27,0.5356862
7078,305,88,144,71268.77,10.189,19,33,416:416,37.0,34.5,0.5356862
7079,303,88,144,71278.97,10.189,19,33,407:421:416,37.0,34.5,0.5358174
7080,305,84,144,71289.15,10.189,19,35,418:412,37.0,34.5,0.5358174
7081,308,85,145,71299.35,10.189,19,35,414:412,37.0,34.5,0.5358174
7082,309,85,144,71309.53,10.189,19,35,416:418:416,37.0,34.5,0.5358174
7083,306,86,144,71319.72,10.189,19,34,414:412:419,37.0,35.6,0.5358174
7084,305,87,144,71329.93,10.189,19,33,416:416,37.0,35.6,0.5358174
7085,306,85,144,71340.1,10.189,19,34,414:409:419,37.0,35.6,0.5358174
7086,303,84,144,71350.29,10.189,19,34,418:416,37.0,35.6,0.5359486
7087,305,81,144,71360.48,10.189,19,36,416:414,37.0,35.6,0.5359486
7088,311,80,144,71370.67,10.189,19,37,416:416:409,37.0,34.36,0.5359486
7089,308,81,144,71380.85,10.189,19,36,416,37.0,34.36,0.5359486
7090,306,81,144,71391.04,10.189,19,36,833:412:418,37.0,34.36,0.5359486
7091,306,83,144,71401.24,10.189,19,35,833,37.0,34.36,0.5359486
7092,308,82,144,71411.42,10.189,19,36,412:419,37.0,34.36,0.5359486
7093,308,83,144,71421.61,10.189,19,35,416:414:418,37.0,33.54,0.5359486
7094,308,84,144,71431.8,10.189,19,35,414:414,37.0,33.54,0.5359486
7095,303,84,144,71441.99,10.189,19,34,409:834,37.0,33.54,0.53607976
7096,303,82,144,71452.17,10.189,19,35,414:419,37.0,33.54,0.53621095
7097,307,81,144,71462.36,10.189,19,36,412:416,37.0,33.54,0.53621095
7098,306,81,145,71472.55,10.189,19,36,414:414:412,37.0,33.38,0.53621095
7099,305,80,145,71482.74,10.189,19,36,407:418,37.0,33.38,0.53621095
7100,307,79,144,71492.92,10.189,19,37,416:416,37.0,33.38,0.53621095
7101,309,80,145,71503.13,10.189,19,37,412:414:409,37.0,33.38,0.53621095
7102,308,81,144,71513.31,10.189,19,36,416:416:409,37.0,33.38,0.53621095
7103,309,82,144,71523.49,10.189,19,36,418:414,37.0,33.28,0.53621095
7104,308,83,145,71533.68,10.189,19,35,412:412,37.0,33.28,0.53621095
7105,305,83,145,71543.87,10.189,19,35,830:416,37.0,33.28,0.53621095
7106,305,82,144,71554.07,10.189,19,36,412:416,37.0,33.28,0.53621095
7107,306,81,145,71564.25,10.189,19,36,412:409:418,37.0,33.28,0.53621095
7108,306,80,145,71574.44,10.189,19,37,414:412,37.0,34.39,0.53621095
7109,308,81,145,71584.63,10.189,19,36,414:407,37.0,34.39,0.53621095
7110,307,81,145,71594.82,10.189,19,36,418:414:416,37.0,34.39,0.53621095
7111,306,81,144,71605.0,10.189,19,36,416:407,37.0,34.39,0.53621095
7112,308,81,145,71615.19,10.189,19,36,412:418,37.0,34.39,0.53621095
7113,310,81,145,71625.39,10.189,19,37,414:414:416,37.0,36.31,0.53621095
7114,308,84,145,71635.57,10.189,19,35,412:414,37.0,36.31,0.53621095
7115,307,84,145,71645.76,10.189,19,35,414:414:416,37.0,36.31,0.53621095
7116,307,83,145,71655.96,10.189,19,35,407:416,37.0,36.31,0.53621095
7117,302,82,145,71666.14,10.189,19,35,412:412:412,37.0,36.31,0.53634214
7118,305,80,145,71676.33,10.189,19,36,414:411,37.0,35.62,0.53634214
7119,307,80,146,71686.52,10.189,19,37,409:411:411,37.0,35.62,0.53634214
7120,307,79,146,71696.71,10.189,19,37,412,37.0,35.62,0.53634214
7121,305,79,146,71706.89,10.189,19,37,409:404:412,37.0,35.62,0.53634214
7122,307,78,146,71717.1,10.189,19,38,412:412:400,37.0,35.62,0.53634214
7123,307,78,146,71727.28,10.189,19,38,414:412,37.0,36.35,0.53634214
7124,307,78,146,71737.46,10.189,19,38,411:404:412,37.0,36.35,0.53634214
7125,309,79,146,71747.65,10.189,19,37,386:405,37.0,36.35,0.53634214
7126,307,80,148,71757.84,10.189,19,37,402:421,37.0,36.35,0.53634214
7127,303,79,146,71768.03,10.189,19,37,405:412:412,37.0,36.35,0.5364734
7128,306,78,145,71778.21,10.189,19,37,416:412:409,37.0,36.43,0.5364734
7129,309,78,146,71788.4,10.189,19,38,412:412,37.0,36.43,0.5364734
7130,307,78,145,71798.59,10.189,19,38,416:414,37.0,36.43,0.5364734
7131,307,78,145,71798.59,10.2495,19,38,414:414:407,37.0,36.43,0.5364734
7132,307,78,144,71808.89,10.31,19,38,418:416,37.0,36.43,0.5364734
7133,305,78,145,71819.2,10.31,19,37,414:412:416,37.0,37.28,0.5364734
7134,305,77,144,71829.51,10.31,19,38,442:414,37.0,37.28,0.5364734
7135,307,77,144,71839.7,10.189,19,38,407:418:416,37.0,37.28,0.5364734
7136,309,76,144,71849.89,10.189,19,39,414:416,37.0,37.28,0.5364734
7137,306,77,144,71860.09,10.189,19,38,405:421,37.0,37.28,0.5364734
7138,307,77,144,71870.27,10.189,19,38,416:414:414,37.0,36.27,0.5364734
7139,308,77,145,71880.46,10.189,19,38,411:414,37.0,36.27,0.5364734
7140,305,77,144,71890.66,10.189,19,38,416:414:414,37.0,36.27,0.5364734
7141,305,77,145,71900.84,10.189,19,38,411:416,37.0,36.27,0.5364734
7142,305,74,144,71911.03,10.189,19,39,416:414,37.0,36.27,0.5364734
7143,306,74,145,71921.21,10.189,19,39,412:409:418,37.0,35.6,0.5364734
7144,309,74,145,71931.4,10.189,19,40,414,37.0,35.6,0.5364734
7145,307,75,144,71941.59,10.189,19,39,828:416,37.0,35.6,0.5364734
7146,308,76,144,71951.78,10.189,19,39,405:418:416,37.0,35.6,0.5364734
7147,306,76,145,71961.96,10.189,19,38,414:414,37.0,35.6,0.5364734
7148,307,75,144,71972.15,10.189,19,39,412:416:416,37.0,35.15,0.5364734
7149,310,75,144,71982.34,10.189,19,39,416:407,37.0,35.15,0.5364734
7150,309,76,144,71992.54,10.189,19,39,421:416:416,37.0,35.15,0.5364734
7151,307,78,144,72002.72,10.189,19,38,414:418,37.0,35.15,0.5364734
7152,308,78,144,72012.92,10.189,19,38,832,37.0,35.15,0.5364734
7153,307,79,143,72023.1,10.189,19,37,418:419:418,37.0,34.85,0.5364734
7154,304,79,144,72033.31,10.189,19,37,412:423,37.0,34.85,0.5364734
7155,306,78,143,72043.49,10.189,19,37,421:419:414,37.0,34.85,0.5364734
7156,309,76,143,72053.67,10.189,19,39,418:423,37.0,34.85,0.5364734
7157,309,77,143,72063.88,10.189,19,38,418:412,37.0,34.85,0.5364734
7158,306,78,143,72074.06,10.189,19,37,421:419:418,37.0,35.83,0.5364734
7159,306,79,143,72084.24,10.189,19,37,418:407,37.0,35.83,0.5364734
7160,307,79,143,72094.43,10.189,19,37,423:418,37.0,35.83,0.5364734
7161,308,78,143,72104.62,10.189,19,38,419:412:418,37.0,35.83,0.5364734
7162,305,78,143,72114.81,10.189,19,37,418,37.0,35.83,0.5364734
7163,306,78,143,72124.99,10.189,19,37,828:421,37.0,34.91,0.5364734
7164,307,77,143,72135.18,10.189,19,38,418:412:421,37.0,34.91,0.5364734
7165,307,78,143,72145.37,10.189,19,38,418:416,37.0,34.91,0.5364734
7166,306,77,143,72155.56,10.189,19,38,409:423:421,37.0,34.91,0.5364734
7167,307,77,143,72165.76,10.189,19,38,418:416:409,37.0,34.91,0.5364734
7168,309,78,143,72175.94,10.189,19,38,425:419,37.0,35.48,0.5364734
7169,305,78,143,72186.13,10.189,19,37,418:416,37.0,35.48,0.5364734
7170,307,78,143,72196.32,10.189,19,38,412:421:419,37.0,35.48,0.5364734
7171,309,77,143,72206.5,10.189,19,38,419:414,37.0,35.48,0.5364734
7172,306,78,143,72216.69,10.189,19,37,421:421,37.0,35.48,0.5364734
7173,310,78,143,72226.89,10.189,19,38,421:418:411,37.0,34.28,0.5364734
7174,311,80,143,72237.07,10.189,19,37,421:418,37.0,34.28,0.5364734
7175,306,82,144,72247.26,10.189,19,36,414:416,37.0,34.28,0.5364734
7176,307,81,144,72257.46,10.189,19,36,419:414:418,37.0,34.28,0.5364734
7177,307,81,144,72267.65,10.189,19,36,409:421,37.0,34.28,0.5364734
7178,308,82,144,72277.83,10.189,19,36,416:416:418,37.0,33.48,0.5364734
7179,305,81,144,72288.02,10.189,19,36,407:421,37.0,33.48,0.5364734
7180,305,81,144,72298.21,10.189,19,36,414,37.0,33.48,0.5364734
7181,309,80,145,72308.39,10.189,19,37,828:412:409,37.0,33.48,0.5364734
7182,306,81,145,72318.58,10.189,19,36,416:414,37.0,33.48,0.5364734
7183,304,80,145,72328.77,10.189,19,36,414:824,37.0,33.74,0.5364734
7184,306,79,145,72338.96,10.189,19,37,416:414,37.0,33.74,0.5364734
7185,307,78,145,72349.14,10.189,19,38,823:412,37.0,33.74,0.5364734
7186,308,78,145,72359.33,10.189,19,38,412:414,37.0,33.74,0.5364734
7187,305,78,146,72369.52,10.189,19,37,411:407,37.0,33.74,0.5364734
7188,307,77,145,72379.71,10.189,19,38,414:412:414,37.0,33.51,0.5364734
7189,309,78,145,72389.89,10.189,19,38,411:411,37.0,33.51,0.5364734
7190,304,79,146,72400.08,10.189,19,37,412:402:416,37.0,33.51,0.5364734
7191,308,78,145,72410.27,10.189,19,38,412:414,37.0,33.51,0.5364734
7192,306,78,145,72420.46,10.189,19,37,407:414,37.0,33.51,0.5364734
7193,307,78,145,72430.64,10.189,19,38,414:828,37.0,34.55,0.5364734
7194,310,79,145,72440.85,10.189,19,37,412:414,37.0,34.55,0.5364734
7195,307,82,145,72451.03,10.189,19,36,414:412,37.0,34.55,0.5364734
7196,305,80,145,72461.21,10.189,19,36,414:407:416,37.0,34.55,0.5364734
7197,306,80,144,72471.42,10.189,19,37,416:414,37.0,34.55,0.5364734
7198,309,79,145,72481.6,10.189,19,37,412:412:407,37.0,34.45,0.5364734
7199,307,81,144,72491.82,10.189,19,36,418:414:416,37.0,34.45,0.5364734
7200,305,81,144,72501.97,10.189,19,36,409:418,37.0,34.45,0.5364734
7201,304,79,144,72512.16,10.189,19,37,416:414,37.0,34.45,0.5364734
7202,307,78,145,72522.35,10.189,19,38,416:409:414,37.0,34.45,0.5364734
7203,307,78,144,72532.53,10.189,19,38,418:418,37.0,33.59,0.5364734
7204,309,78,144,72542.72,10.189,19,38,416:414:412,37.0,33.59,0.5364734
7205,306,79,145,72552.91,10.189,19,37,414:414,37.0,33.59,0.5364734
7206,304,79,145,72563.1,10.189,19,37,412:411,37.0,33.59,0.5364734
7207,308,79,145,72573.28,10.189,19,37,414:412:411,37.0,33.59,0.5364734
7208,308,79,146,72583.47,10.189,19,37,416:404,37.0,32.24,0.5364734
7209,308,79,145,72593.69,10.189,19,37,416:412,37.0,32.24,0.5364734
7210,309,79,146,72603.87,10.189,19,37,412:411:412,37.0,32.24,0.5364734
7211,306,80,146,72614.05,10.189,19,37,412:409,37.0,32.24,0.5364734
7212,307,80,145,72624.24,10.189,19,37,414:402:421,37.0,32.24,0.5364734
7213,308,80,145,72634.42,10.189,19,37,412:412,37.0,31.73,0.5364734
7214,306,80,145,72644.6,10.189,19,37,411,37.0,31.73,0.5364734
7215,307,81,146,72654.79,10.189,19,36,412:824,37.0,31.73,0.5364734
7216,306,81,145,72664.98,10.189,19,36,837:407,37.0,31.73,0.5364734
7217,306,79,145,72675.17,10.189,19,37,414:416:414,37.0,31.73,0.5364734
7218,308,78,145,72685.35,10.189,19,38,411:418:414,37.0,31.39,0.5364734
7219,307,78,145,72695.54,10.189,19,38,414:414,37.0,31.39,0.5364734
7220,305,78,145,72705.73,10.189,19,37,405:419,37.0,31.39,0.5364734
7221,308,79,144,72715.92,10.189,19,37,829:414,37.0,31.39,0.5364734
7222,311,79,145,72726.1,10.189,19,38,407:416,37.0,31.39,0.5364734
7223,305,80,145,72736.29,10.189,19,36,414:412,37.0,32.34,0.5364734
7224,304,78,145,72746.48,10.189,19,37,407:418:416,37.0,32.34,0.5364734
7225,308,78,145,72756.67,10.189,19,38,820,37.0,32.34,0.5364734
7226,307,78,145,72766.85,10.189,19,38,416:414:414,37.0,32.34,0.5364734
7227,308,79,145,72777.08,10.189,19,37,411:414,37.0,32.34,0.5364734
7228,305,79,145,72787.23,10.189,19,37,414:414,37.0,33.76,0.5364734
7229,306,78,144,72797.42,10.189,19,37,409:418:416,37.0,33.76,0.5364734
7230,308,77,144,72807.6,10.189,19,38,414:409,37.0,33.76,0.5364734
7231,308,78,144,72817.79,10.189,19,38,418:416:416,37.0,33.76,0.5364734
7232,306,78,144,72827.99,10.189,19,37,409:419,37.0,33.76,0.5364734
7233,305,77,144,72838.21,10.189,19,38,416:416:414,37.0,34.71,0.5364734
7234,307,76,144,72848.36,10.189,19,39,418,37.0,34.71,0.5364734
7235,308,76,144,72858.57,10.189,19,39,834:412,37.0,34.71,0.5364734
7236,308,78,144,72868.78,10.189,19,38,419:416,37.0,34.71,0.5364734
7237,308,77,144,72878.93,10.189,19,38,416:414:416,37.0,34.71,0.5364734
7238,305,77,144,72889.12,10.189,19,38,416:416:416,37.0,35.35,0.5364734
7239,307,77,144,72899.31,10.189,19,38,414:412,37.0,35.35,0.5364734
7240,308,77,144,72909.51,10.189,19,38,418:418,37.0,35.35,0.5364734
7241,307,77,144,72919.7,10.189,19,38,416:416,37.0,35.35,0.5364734
7242,307,77,144,72929.91,10.189,19,38,409:416:416,37.0,35.35,0.5364734
7243,306,78,145,72940.07,10.189,19,37,416:412:411,37.0,36.16,0.5364734
7244,306,77,145,72950.25,10.189,19,38,416:418,37.0,36.16,0.5364734
7245,308,77,144,72960.47,10.189,19,38,414:416,37.0,36.16,0.5364734
7246,307,77,144,72970.63,10.189,19,38,,37.0,36.16,0.5364734
7247,307,79,145,72980.82,10.189,19,37,1243:418,37.0,36.16,0.5364734
7248,305,77,144,72991.0,10.189,19,38,827:418,37.0,34.34,0.5364734
7249,310,77,144,73001.21,10.189,19,38,416:411:416,37.0,34.34,0.5364734
7250,308,80,144,73011.39,10.189,19,37,418:414:416,37.0,34.34,0.5364734
7251,306,80,144,73021.6,10.189,19,37,407:418,37.0,34.34,0.5364734
7252,308,80,145,73031.78,10.189,19,37,414:414,37.0,34.34,0.5364734
7253,307,80,145,73041.96,10.189,19,37,412:412:414,37.0,33.52,0.5364734
7254,304,80,146,73052.17,10.189,19,36,411:407,37.0,33.52,0.5364734
7255,306,78,145,73062.35,10.189,19,37,414:414,37.0,33.52,0.5364734
7256,310,78,145,73072.53,10.189,19,38,412:412:411,37.0,33.52,0.5364734
7257,307,79,146,73082.74,10.189,19,37,412:407,37.0,33.52,0.5364734
7258,305,79,146,73092.92,10.189,19,37,411:412:409,37.0,32.98,0.5364734
7259,306,78,146,73103.1,10.189,19,37,407:414,37.0,32.98,0.5364734
7260,306,77,147,73113.34,10.189,19,38,409:814,37.0,32.98,0.5364734
7261,306,77,147,73123.48,10.189,19,38,409,37.0,32.98,0.5364734
7262,305,77,147,73133.68,10.189,19,38,818:411,37.0,32.98,0.5364734
7263,304,74,146,73143.89,10.189,19,39,813:411,37.0,33.4,0.5364734
7264,307,73,146,73154.06,10.189,19,40,405:409,37.0,33.4,0.5364734
7265,310,73,147,73164.24,10.189,19,41,400:411:409,37.0,33.4,0.5364734
7266,306,74,147,73174.46,10.189,19,39,407:405:405,37.0,33.4,0.5364734
7267,307,76,148,73184.63,10.189,19,39,411:405,37.0,33.4,0.5364734
7268,305,74,147,73194.83,10.189,19,39,412:407,37.0,33.68,0.5364734
7269,308,74,146,73205.01,10.189,19,40,404:412:412,37.0,33.68,0.5364734
7270,306,74,146,73215.2,10.189,19,39,405:409,37.0,33.68,0.5364734
7271,305,74,147,73225.39,10.189,19,39,407:411:407,37.0,33.68,0.5364734
7272,304,73,147,73225.39,10.2495,19,40,814,37.0,33.68,0.5364734
7273,306,72,147,73235.68,10.31,19,41,411:820,37.0,32.69,0.5364734
7274,306,71,146,73245.98,10.31,19,41,412:409,37.0,32.69,0.5364734
7275,305,70,146,73256.29,10.31,19,42,407:409,37.0,32.69,0.5364734
7276,304,69,147,73266.61,10.31,19,42,818,37.0,32.69,0.5364734
7277,307,70,147,73276.91,10.31,19,42,409:810,37.0,32.69,0.5364734
7278,309,68,147,73287.1,10.189,19,43,402:409:409,37.0,32.69,0.5364734
7279,308,69,147,73297.3,10.189,19,43,409:405,37.0,32.69,0.5364734
7280,306,69,148,73307.48,10.189,19,42,405:405,37.0,32.69,0.5364734
7281,306,68,147,73317.67,10.189,19,43,414:409:405:407,37.0,32.69,0.5364734
7282,305,69,147,73327.85,10.189,19,42,407,37.0,32.69,0.5364734
7283,307,67,147,73338.04,10.189,19,44,409:407:409,37.0,31.64,0.5364734
7284,307,67,147,73348.23,10.189,19,44,813:398,37.0,31.64,0.5364734
7285,307,67,148,73358.42,10.189,19,44,405:414,37.0,31.64,0.5364734
7286,307,67,147,73368.6,10.189,19,44,407:411:407,37.0,31.64,0.5364734
7287,307,68,147,73378.82,10.189,19,43,405:411,37.0,31.64,0.5364734
7288,304,66,147,73388.99,10.189,19,44,409:405,37.0,32.51,0.5364734
7289,308,66,148,73399.17,10.189,19,45,405:405:405,37.0,32.51,0.5364734
7290,310,66,147,73409.36,10.189,19,45,407:409,37.0,32.51,0.5364734
7291,308,66,147,73419.57,10.189,19,45,409:404:409,37.0,32.51,0.5364734
7292,306,67,147,73429.74,10.189,19,44,409:407,37.0,32.51,0.5364734
7293,305,68,147,73439.93,10.189,19,43,405:813,37.0,31.12,0.5364734
7294,308,67,147,73450.12,10.189,19,44,409:405,37.0,31.12,0.5364734
7295,306,66,147,73460.31,10.189,19,44,405:409,37.0,31.12,0.5364734
7296,307,66,147,73470.49,10.189,19,44,412:409:405,37.0,31.12,0.5364734
7297,305,67,147,73480.7,10.189,19,43,407:404,37.0,31.12,0.5364734
7298,308,66,147,73490.88,10.189,19,45,405:409:411,37.0,30.59,0.5364734
7299,307,66,147,73501.07,10.189,19,44,409:405:407,37.0,30.59,0.5364734
7300,305,65,147,73511.27,10.189,19,45,411:409,37.0,30.59,0.5364734
7301,308,65,146,73521.45,10.189,19,45,414:411,37.0,30.59,0.5364734
