time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,skin_temperature,respiration,heat_strain_index,HeatStrainIndex,PercentageinZ2
0,228,74,94,8.04,8.827,23,29,,37.05,31.7,,0.0,0.0,1.551109E-4
1,225,74,94,16.87,8.827,23,29,629,37.05,31.7,,0.0,0.0,3.102218E-4
2,225,75,95,25.69,8.827,23,29,630:642,37.05,31.7,,0.0,0.0,4.653327E-4
3,226,74,94,34.53,8.827,23,29,621:677,37.05,31.7,,0.0,0.0,6.204436E-4
4,225,73,94,43.36,8.827,23,29,644,37.05,31.7,,0.0,0.0,7.755545E-4
5,227,73,94,52.18,8.827,23,30,638:635,37.05,31.7,23.62,0.0,0.0,9.306654E-4
6,227,73,94,61.0,8.827,23,30,637,37.05,31.7,23.62,0.0,0.0,0.0010857764
7,225,74,93,69.83,8.827,23,29,648:654,37.05,31.7,23.62,0.0,0.0,0.0012408872
8,225,74,92,78.66,8.827,23,29,652:648,37.05,31.7,23.62,0.0,0.0,0.0013959982
9,226,73,92,87.49,8.827,23,30,648,37.05,31.7,23.62,0.0,0.0,0.001551109
10,227,73,93,96.31,8.827,23,30,640:634,37.05,31.7,23.03,0.0,0.0,0.00170622
11,225,73,94,105.15,8.827,23,29,633,37.05,31.7,23.03,0.0,0.0,0.0018613308
12,226,73,95,113.96,8.827,23,30,624:637,37.05,31.7,23.03,0.0,0.0,0.0020164417
13,227,73,95,122.79,8.827,23,30,563:620,37.05,31.7,23.03,0.0,0.0,0.0021715527
14,225,73,95,131.63,8.827,23,29,606,37.05,31.7,23.03,0.0,0.0,0.0023266636
15,225,73,98,140.44,8.827,23,29,603:606,37.05,31.7,23.62,0.0,0.0,0.0024817744
16,227,73,99,149.27,8.827,23,30,601:600,37.05,31.7,23.62,0.0,0.0,0.0026368853
17,227,73,100,158.11,8.827,23,30,596,37.05,31.7,23.62,0.0,0.0,0.0027919963
18,225,73,100,166.92,8.827,23,29,596:592,37.05,31.7,23.62,0.0,0.0,0.0029471072
19,225,74,101,175.75,8.827,23,29,592,37.05,31.7,23.62,0.0,0.0,0.003102218
20,226,73,102,184.58,8.827,23,30,587:583,37.05,31.7,23.62,0.0,0.0,0.0032573289
21,226,73,103,193.4,8.827,23,30,583:577,37.05,31.7,23.62,0.0,0.0,0.00341244
22,227,74,104,202.24,8.827,23,29,577:572,37.05,31.7,23.62,0.0,0.0,0.0035675508
23,226,74,105,211.06,8.827,23,29,568:566,37.05,31.7,23.62,0.0,0.0,0.0037226616
24,224,74,105,219.93,8.827,23,29,,37.05,31.7,23.62,0.0,0.0,0.0038777727
25,225,74,107,228.71,8.827,23,29,1126:560:560,37.05,31.7,26.77,0.0,0.0,0.0040328833
26,225,73,107,237.54,8.827,23,29,555,37.05,31.7,26.77,0.0,0.0,0.0041879946
27,226,72,108,246.37,8.827,23,30,555:551,37.05,31.7,26.77,0.0,0.0,0.0043431055
28,227,72,109,255.19,8.827,23,30,547:558,37.06,31.7,26.77,0.0,0.0,0.0044982163
29,228,73,108,264.02,8.827,23,30,559:558,37.06,31.7,26.51,0.0,0.0,0.004653327
30,227,75,108,272.85,8.827,23,29,561,37.06,31.7,26.51,0.0,0.0,0.004808438
31,225,75,107,281.67,8.827,23,29,563:560,37.06,31.7,26.51,0.0,0.0,0.004963549
32,225,75,107,290.5,8.827,23,29,563:560,37.06,31.7,26.51,0.0,0.0,0.0051186597
33,225,75,107,299.36,8.827,23,29,558:559,37.06,31.7,26.51,0.0,0.0,0.0052737705
34,226,74,107,308.17,8.827,23,29,556,37.06,31.7,26.51,0.0,0.0,0.005428882
35,226,75,108,308.17,8.827,23,29,555:552,37.06,31.7,27.12,0.0,0.0,0.0055839927
36,226,75,108,317.0,8.827,23,29,551:555,37.06,31.7,27.12,0.0,0.0,0.0057391035
37,226,75,108,325.83,8.827,23,29,554,37.06,31.7,27.12,0.0,0.0,0.0058942144
38,224,75,109,334.65,8.827,23,29,550:547:545,37.06,31.75,27.12,0.0,0.0,0.006049325
39,227,74,109,343.49,8.827,23,29,550,37.06,31.7,27.12,0.0,0.0,0.006204436
40,229,74,109,352.31,8.827,23,30,550:550:550,37.06,31.7,25.95,0.0,0.0,0.006359547
41,225,77,109,361.13,8.827,23,28,546,37.06,31.7,25.95,0.0,0.0,0.0065146578
42,225,76,109,369.97,8.827,23,28,550:546,37.06,31.7,25.95,0.0,0.0,0.006669769
43,226,75,110,378.79,8.827,23,29,544:540,37.06,31.7,25.95,0.0,0.0,0.00682488
44,226,75,110,387.62,8.827,23,29,542:544,37.06,31.7,25.57,0.0,0.0,0.0069799908
45,226,74,111,387.62,8.827,23,29,541:541,37.06,31.7,25.57,0.0,0.0,0.0071351016
46,225,74,111,387.62,8.827,23,29,541:538,37.06,31.7,25.57,0.0,0.0,0.0072902124
47,225,74,111,396.45,8.827,23,29,537,37.06,31.7,25.57,0.0,0.0,0.0074453233
48,228,74,111,405.28,8.827,23,29,536:538,37.06,31.7,25.57,0.0,0.0,0.007600434
49,226,74,111,414.1,8.827,23,29,540:537,37.06,31.7,25.57,0.0,0.0,0.0077555454
50,226,75,112,422.94,8.827,23,29,532:533,37.06,31.7,26.1,0.0,0.0,0.007910656
51,226,74,112,431.79,8.827,23,29,537:535,37.06,31.7,26.1,0.0,0.0,0.008065767
52,225,74,112,440.59,8.827,23,29,533,37.06,31.7,26.1,0.0,0.0,0.0082208775
53,225,74,112,449.42,8.827,23,29,536:535,37.06,31.7,26.1,0.0,0.0,0.008375989
54,226,73,112,458.24,8.827,23,30,532:535,37.06,31.7,26.1,0.0,0.0,0.0085311
55,226,73,112,467.07,8.827,23,30,533:1062,37.06,31.7,26.85,0.0,0.0,0.008686211
56,226,73,113,475.89,8.827,23,30,531,37.06,31.7,26.85,0.0,0.0,0.008841322
57,227,73,113,484.72,8.827,23,30,532:531,37.06,31.7,26.85,0.0,0.0,0.008996433
58,226,74,113,493.54,8.827,23,29,528:523,37.06,31.7,26.85,0.0,0.0,0.0091515435
59,226,74,114,502.37,8.827,23,29,524:524,37.06,31.7,28.13,0.0,0.0,0.009306654
60,226,73,114,511.21,8.827,23,30,527:529,37.06,31.7,28.13,0.0,0.0,0.009461765
61,226,73,114,520.02,8.827,23,30,527:527,37.06,31.7,28.13,0.0,0.0,0.009616876
62,226,73,114,528.85,8.827,23,30,528:524,37.06,31.7,28.13,0.0,0.0,0.009771987
63,226,74,113,537.68,8.827,23,29,533,37.06,31.7,28.13,0.0,0.0,0.009927098
64,224,73,113,546.51,8.827,23,29,527:532,37.06,31.7,28.13,0.0,0.0,0.010082209
65,226,73,113,555.34,8.827,23,30,531:528,37.06,31.65,27.02,0.0,0.0,0.010237319
66,228,72,113,564.16,8.827,23,30,527:532,37.06,31.65,27.02,0.0,0.0,0.01039243
67,225,72,113,572.99,8.827,23,30,532:528,37.06,31.7,27.02,0.0,0.0,0.010547541
68,225,74,113,581.81,8.827,23,29,526,37.06,31.7,27.02,0.0,0.0,0.010702653
69,227,73,114,590.64,8.827,23,30,523:523:527,37.06,31.7,26.28,0.0,0.0,0.010857764
70,227,73,114,599.47,8.827,23,30,532,37.06,31.65,26.28,0.0,0.0,0.011012875
71,227,73,113,608.29,8.827,23,30,531:532,37.06,31.7,26.28,0.0,0.0,0.011167985
72,226,74,113,617.12,8.827,23,29,529:532:531,37.06,31.7,26.28,0.0,0.0,0.011323096
73,224,73,113,625.96,8.827,23,29,527,37.06,31.7,26.28,0.0,0.0,0.011478207
74,222,73,113,634.77,8.827,22,29,527:531,37.06,31.7,26.28,0.0,0.0,0.011478207
75,226,69,114,643.6,8.827,22,31,526:526,37.06,31.7,25.0,0.0,0.0,0.011633318
76,226,70,114,652.43,8.827,22,31,527:527,37.06,31.7,25.0,0.0,0.0,0.011788429
77,227,71,114,661.25,8.827,22,31,523:521,37.06,31.65,25.0,0.0,0.0,0.01194354
78,227,72,115,670.08,8.827,22,30,521:523,37.06,31.65,25.0,0.0,0.0,0.01209865
79,227,72,114,678.91,8.827,22,30,528:532,37.06,31.7,25.33,0.0,0.0,0.012253761
80,226,72,113,687.74,8.827,22,30,532:529,37.06,31.7,25.33,0.0,0.0,0.012408872
81,225,72,113,696.56,8.827,22,30,529,37.06,31.7,25.33,0.0,0.0,0.012563983
82,225,72,113,705.4,8.827,22,30,533:532,37.06,31.7,25.33,0.0,0.0,0.012719094
83,227,71,113,714.21,8.827,22,31,529:532,37.06,31.7,25.33,0.0,0.0,0.012874205
84,226,72,113,723.04,8.827,22,30,532:531,37.06,31.65,25.33,0.0,0.0,0.0130293155
85,225,72,113,731.88,8.827,22,30,528:532,37.06,31.65,25.15,0.0,0.0,0.013184427
86,227,72,113,740.7,8.827,22,30,1065,37.06,31.65,25.15,0.0,0.0,0.013339538
87,228,73,113,749.56,8.827,22,30,529:532,37.06,31.7,25.15,0.0,0.0,0.013494649
88,226,73,113,758.35,8.827,22,30,532:529,37.07,31.65,25.15,0.0,0.0,0.01364976
89,225,73,113,767.18,8.827,22,29,529:531,37.07,31.65,24.64,0.0,0.0,0.013804871
90,227,72,113,776.01,8.827,22,30,535:532,37.07,31.65,24.64,0.0,0.0,0.0139599815
91,226,72,113,784.83,8.827,22,30,532,37.07,31.65,24.64,0.0,0.0,0.014115092
92,226,74,113,793.66,8.827,22,29,535:532,37.07,31.65,24.64,0.0,0.0,0.014270203
93,226,73,113,802.49,8.827,22,30,527:531,37.07,31.65,24.64,0.0,0.0,0.014425314
94,225,72,113,811.31,8.827,22,30,527:532,37.07,31.65,24.64,0.0,0.0,0.014580425
95,225,72,113,820.14,8.827,22,30,532:528,37.07,31.65,25.48,0.0,0.0,0.014735536
96,226,72,113,828.96,8.827,22,30,532:532,37.07,31.65,25.48,0.0,0.0,0.014890647
97,228,74,113,837.8,8.827,22,29,532,37.07,31.65,25.48,0.0,0.0,0.015045757
98,225,73,113,846.63,8.827,22,29,532:535,37.07,31.65,25.48,0.0,0.0,0.015200868
99,225,72,113,846.63,8.882999,22,30,532:532,37.07,31.65,25.48,0.0,0.0,0.015355979
100,226,72,112,855.56,8.939,22,30,537:532,37.07,31.65,25.25,0.0,0.0,0.015511091
101,226,72,113,864.5,8.939,22,30,531:531,37.07,31.65,25.25,0.0,0.0,0.015666202
