second,Timestamp (seconds passed),Lap/Event,Unnamed: 2,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered,samples_per_second
0,0.43499999999999994,0.0,,63.866,12.818999999999999,0.0,2.0,62.18499999999999,-1.163,-0.0009999999999999898,59.60600000000001,11.788,10.0
1,1.437,0.0,,63.38900000000001,12.551999999999998,0.0,2.0,62.31600000000001,-1.775,-1.568,57.427,12.743,10.0
2,2.4419999999999997,0.0,,62.762,12.404,0.0,2.0,61.826,-0.977,-0.43800000000000006,59.355,12.411,10.0
3,3.435,0.0,,62.25,12.374999999999998,0.0,2.0,62.854000000000006,0.28400000000000003,0.050000000000000024,61.104,13.184000000000001,10.0
4,4.437,0.0,,62.36200000000001,12.759,0.0,2.0,63.424,0.554,-0.356,60.967999999999996,13.86,10.0
5,5.439,0.0,,62.926,13.444999999999999,0.8,1.2,64.9,1.722,-0.8539999999999999,61.638,15.526000000000002,10.0
6,6.438000000000001,0.0,,63.84000000000001,14.432999999999998,4.0,-2.0,66.43200000000002,2.613,-1.4,61.983000000000004,16.963,10.0
7,7.437,0.0,,64.95200000000001,15.611,4.0,-2.0,66.84400000000001,3.625,-2.087,62.30799999999999,18.662,10.0
8,8.441999999999998,0.0,,65.95400000000001,17.028,4.0,-2.0,66.647,4.16,-2.129,62.801,19.239000000000004,10.0
9,9.443999999999999,0.0,,66.65299999999999,18.379,3.6,-1.6,67.49600000000001,4.622,-2.354,63.038,19.926000000000002,10.0
10,10.437000000000001,0.0,,67.284,19.55,0.0,2.0,68.821,5.464,-3.3980000000000006,62.836,21.812,10.0
11,11.435999999999998,0.0,,67.987,20.679,0.0,2.0,69.59,6.285000000000001,-3.688,63.367,22.923000000000002,10.0
12,12.434999999999999,0.0,,68.741,21.724,0.0,2.0,69.792,6.122,-3.8010000000000006,63.09100000000001,22.873,10.0
13,13.440000000000001,0.0,,69.439,22.547,0.0,2.0,70.358,5.548,-4.866999999999999,61.451,23.365000000000002,10.0
14,14.435999999999998,0.0,,70.097,23.241,0.0,2.0,71.08800000000001,5.5009999999999994,-5.433,60.838,23.884,10.0
15,15.437999999999999,0.0,,70.593,23.734,0.0,2.0,71.26,5.566,-5.933999999999999,60.402,24.45,10.0
16,16.437,0.0,,70.959,24.038,0.0,2.0,71.52799999999999,5.579,-5.874,60.475,24.403,10.0
17,17.442,0.0,,71.24099999999999,24.138,0.0,2.0,70.864,4.6850000000000005,-5.799999999999999,59.65500000000001,23.435,10.0
18,18.438000000000002,0.0,,71.291,23.993000000000002,0.0,2.0,71.725,4.429,-6.362,58.837,23.741000000000003,10.0
19,19.437,0.0,,71.453,23.895,0.0,2.0,71.588,4.421,-6.383,58.80799999999999,23.754,10.0
20,20.436,0.0,,71.623,23.907,0.0,2.0,72.22300000000001,4.5,-6.811,58.45899999999999,24.261000000000003,10.0
21,21.438000000000002,0.0,,71.77099999999999,23.951,0.0,1.9,71.276,3.3980000000000006,-7.027000000000001,57.141,23.374999999999996,10.0
22,22.437,0.0,,71.55999999999999,23.597,0.0,1.0,70.704,2.917,-6.689,56.998000000000005,22.556,10.0
23,23.433,0.0,,71.30600000000001,23.183,0.0,1.0,71.981,3.4840000000000004,-6.948,57.306,23.381999999999998,10.0
24,24.432000000000002,0.0,,71.438,23.159999999999997,0.0,1.0,71.275,3.1550000000000002,-6.999,56.92600000000001,23.104,10.0
25,25.431,0.0,,71.515,23.203,1.0,0.0,71.57500000000002,3.319,-6.93,57.159000000000006,23.198999999999995,10.0
26,26.43,0.0,,71.476,23.208,1.0,0.0,71.49100000000001,3.221,-7.151999999999999,56.839,23.323,10.0
27,27.474545454545453,0.0,,71.43363636363635,23.14090909090909,1.0,0.0,70.52636363636363,3.377272727272727,-6.1000000000000005,58.047272727272734,22.427272727272726,11.0
28,28.473333333333333,0.0,,71.05333333333334,22.744444444444444,1.0,0.0,69.60333333333332,2.4277777777777776,-5.806666666666667,57.39111111111111,21.18444444444445,9.0
29,29.424,0.0,,70.432,22.119,1.6,-0.6,68.90299999999999,1.376,-5.892999999999999,56.253,20.219,10.0
30,30.480000000000004,0.0,,69.81909090909092,21.39181818181818,2.0,-1.0,70.1718181818182,2.060909090909091,-6.302727272727273,56.528181818181814,21.313636363636363,11.0
