smo2,THb
51.4390909090909,79.16818181818184
51.61333333333333,79.25333333333333
51.795,79.31099999999999
51.91090909090909,79.26363636363637
51.96111111111111,79.54222222222224
52.06700000000001,79.703
52.21454545454546,76.14090909090909
52.57777777777778,73.69222222222223
53.049,69.93299999999999
53.66272727272727,67.87636363636364
54.34111111111112,67.13555555555554
54.956,64.12199999999999
55.71636363636364,65.11727272727272
56.535555555555554,62.49222222222222
57.394000000000005,63.309000000000005
58.468181818181804,62.03727272727272
59.57777777777777,62.559999999999995
60.70899999999999,62.553
62.058181818181815,60.941818181818185
63.42555555555555,61.95333333333334
64.85199999999999,59.596
66.41818181818184,61.04545454545453
67.58555555555556,58.771111111111104
68.26700000000001,58.51500000000001
68.79100000000001,58.404999999999994
69.12,56.095000000000006
69.30199999999999,57.251
69.335,54.887
69.171,56.321000000000005
68.921,54.605
68.678,55.214
68.40899999999999,54.722
68.002,53.876
67.373,53.302
66.578,52.892
65.596,54.05
64.53899999999999,52.262
63.40500000000001,53.313
62.19199999999999,52.661
60.963999999999984,52.49399999999999
59.739999999999995,53.14699999999999
58.383,51.89
57.043000000000006,53.133
55.723,51.63099999999999
54.387,53.49400000000001
53.215999999999994,52.60699999999999
52.235,53.04599999999999
51.644000000000005,53.32000000000001
51.051,52.818
50.465,53.896
50.205,52.517
49.936,53.926
49.678,53.529
49.44100000000001,54.777
49.199,54.87199999999999
48.934999999999995,54.1
48.773,55.394000000000005
48.644,53.982000000000006
48.54,55.699
48.474,54.943000000000005
48.464,55.652
48.523,56.184000000000005
48.44799999999999,54.903
48.326,56.629000000000005
48.334999999999994,55.73
48.484,56.35799999999999
48.726,56.403000000000006
49.009,55.419
49.217,56.61999999999999
49.363,55.06999999999999
49.482,56.802
49.785,55.699
50.226,56.604
50.74999999999999,57.388
51.31699999999999,56.221999999999994
51.927,57.891000000000005
52.513,56.38099999999999
53.063,56.907
53.498000000000005,56.465
53.622,55.41700000000001
53.561,56.315
53.438,54.718999999999994
53.294,56.340999999999994
53.184000000000005,55.361
53.157,56.084999999999994
53.062,56.43300000000001
53.004,55.323
53.037,56.977999999999994
53.144000000000005,55.75
53.242,56.915
53.284000000000006,56.517999999999994
53.388,56.114999999999995
53.419999999999995,56.7
53.25699999999999,55.712
53.199,57.51800000000001
53.345000000000006,56.334
53.70700000000001,57.11800000000001
54.181,57.201
54.59499999999999,56.30799999999999
54.803,57.049
54.8,55.46
54.762,56.794999999999995
54.576,55.339
54.17999999999999,56.4
53.833000000000006,56.247
53.625,55.19200000000001
53.452,56.473
53.239,54.75699999999999
52.973,56.68800000000001
52.81999999999999,55.617999999999995
52.681999999999995,56.976
52.689,56.76300000000001
52.785,56.343999999999994
53.10600000000001,57.84499999999999
53.647000000000006,56.093
54.30200000000001,57.41
54.842,56.284000000000006
55.2,56.467
55.325,56.74400000000001
55.206,56.05800000000001
55.133,57.626999999999995
55.10600000000001,56.557
55.165,57.78099999999999
55.440999999999995,56.782999999999994
55.819,57.69200000000001
56.27399999999999,57.44100000000001
56.45399999999999,56.212
56.291999999999994,57.251999999999995
55.983,55.575
55.652,56.94
55.314,56.937
54.96100000000001,57.234
54.735,57.717
54.788181818181826,57.25272727272727
54.95888888888889,58.27333333333334
55.181,57.139
55.491,58.251999999999995
55.818,57.71900000000001
56.105,57.43499999999999
56.164,57.762
55.899,56.065999999999995
55.283,57.379
54.526,56.739
53.913,57.36
53.586,57.758
53.447,56.443000000000005
53.35600000000001,57.69500000000001
53.157999999999994,56.52
52.976,57.727999999999994
52.872,57.838
52.95399999999999,57.556999999999995
53.287,59.215
53.847,57.67399999999999
54.45799999999999,58.653
54.95899999999999,57.850999999999985
55.123000000000005,56.940999999999995
54.824,57.367
54.267999999999994,55.749
53.736,57.983
53.432,57.583000000000006
53.526,58.229000000000006
53.973,58.70899999999999
54.367,57.401
54.647000000000006,58.431
54.81400000000001,57.355
54.843,57.99499999999999
54.86,57.907
54.937,57.923
54.989999999999995,58.38399999999999
55.126999999999995,57.13199999999999
55.35799999999999,59.17100000000001
55.64399999999999,58.03499999999999
55.927,58.225
56.065,58.289
56.037,57.31700000000001
55.884,58.374
55.6,57.23900000000001
55.263,58.349
54.96,58.16199999999999
54.759,57.991
54.741,58.80499999999999
54.876,57.855
55.129999999999995,59.251
55.462,58.136
55.789,58.982000000000006
55.888,57.649
55.693,58.29100000000001
55.331,58.346
54.908,57.986
54.65999999999999,59.42499999999999
54.738,57.78499999999999
54.84599999999999,59.017
54.94499999999999,58.223
54.977999999999994,59.147000000000006
55.014,58.68000000000001
55.05,58.413
55.086,59.056999999999995
55.153,57.19599999999999
55.156000000000006,59.39300000000001
54.95700000000001,57.835
54.67600000000001,59.53900000000001
54.476,58.876999999999995
54.404,58.989
54.477,59.498000000000005
54.723,58.13099999999999
55.04699999999999,59.521
55.19199999999999,58.294999999999995
55.084,59.402
54.81700000000001,58.586
54.64,58.970000000000006
54.69,59.260000000000005
54.883,58.274
55.188,59.745000000000005
55.536,57.971
55.879999999999995,59.287
56.04200000000001,58.309000000000005
55.95399999999999,58.843
55.763,59.245000000000005
55.666999999999994,58.264
55.547,59.549
55.265,58.339
54.801,59.008
54.343999999999994,59.00699999999999
54.009,58.86
53.794,59.52
53.75599999999999,58.529999999999994
53.976,60.925
54.501,59.75600000000001
55.126999999999995,60.330000000000005
55.65,60.477999999999994
55.936,58.995999999999995
55.823,60.51500000000001
55.468,59.132000000000005
55.105999999999995,60.617
54.874,60.464
54.839,60.31
54.943,60.586
55.15,58.914
55.325,60.213
55.32090909090909,59.16909090909091
55.28111111111112,60.67111111111111
55.29299999999999,60.874
55.449,59.870000000000005
55.83800000000001,61.17100000000001
56.324,59.779999999999994
56.720909090909096,60.49636363636363
56.87777777777777,59.93666666666666
56.749,59.80999999999999
56.504,60.899
56.284000000000006,59.889
56.208000000000006,61.263
56.24727272727272,60.33090909090909
56.45444444444444,61.32555555555556
56.742,60.504
57.003,59.189
57.041,60.451
56.766,58.96500000000001
56.318000000000005,60.77399999999999
56.027,59.58299999999999
55.988,60.588
56.15545454545454,60.02727272727272
56.47555555555556,60.45777777777778
56.776,60.343999999999994
57.00090909090908,59.16363636363636
56.962222222222216,59.943333333333335
56.747,59.23199999999999
56.51818181818182,60.370000000000005
56.37666666666666,59.99333333333334
56.307,59.269000000000005
56.364999999999995,60.569
56.428,58.970000000000006
56.431999999999995,60.384
56.467,59.553999999999995
56.492,60.08200000000001
56.718,60.26800000000001
56.97400000000001,59.45799999999999
57.251999999999995,60.748000000000005
57.48,59.532
57.598,60.758
57.654,60.453
57.669999999999995,59.809000000000005
57.711818181818174,60.723636363636366
57.797777777777775,59.763333333333335
57.75500000000001,61.234
57.589,59.828
57.383,60.82000000000001
56.985,60.553999999999995
56.504999999999995,60.154999999999994
56.14300000000001,61.09400000000001
55.96,59.760000000000005
56.034000000000006,61.374
56.189,59.935
56.38399999999999,60.745000000000005
56.56727272727273,60.345454545454544
56.812222222222225,60.96444444444444
57.084,61.31299999999999
57.33181818181817,60.16272727272727
57.52555555555555,61.18
57.681999999999995,60.116
57.602727272727265,61.290000000000006
57.35666666666667,61.12111111111111
56.987,60.711
56.51700000000001,61.673
56.13100000000001,60.326
55.75,62.034000000000006
55.602999999999994,60.987
55.775,62.242999999999995
56.09400000000001,61.777
56.596,61.641
57.21900000000001,62.02
57.74399999999999,60.051
57.89300000000001,61.54299999999999
57.681,60.157
57.32299999999999,61.164
56.89,60.919
56.483,60.895999999999994
56.123000000000005,61.78499999999999
55.846,60.16799999999999
55.61400000000001,61.837
55.571000000000005,60.507000000000005
55.852,61.653000000000006
56.30899999999999,61.42099999999999
56.58299999999999,61.004999999999995
56.751,62.06600000000001
56.891,60.186
56.959,61.785
57.033,61.00599999999999
57.18299999999999,61.895
57.48599999999999,62.142
57.887,61.217
58.335,62.727
58.793000000000006,61.158
59.2,61.86099999999999
59.468,61.142999999999994
59.451,61.10200000000001
59.218181818181826,60.90272727272727
58.89555555555556,61.25777777777778
58.641000000000005,62.58399999999999
58.551,60.952
58.568000000000005,62.80999999999999
58.74000000000001,61.26400000000001
58.96363636363637,62.34363636363637
59.00222222222222,61.65111111111111
58.713,60.848
58.088,62.29600000000001
57.448,60.826
56.824,62.523
56.372,62.08200000000001
56.19200000000001,62.86500000000001
56.17999999999999,63.011
56.302,62.041999999999994
56.508,63.229
56.611,61.57000000000001
56.463,62.45399999999999
56.201,62.17999999999999
55.975,61.807
55.69900000000001,62.80499999999999
55.40899999999999,61.33399999999999
55.30800000000001,62.771
55.397000000000006,61.845000000000006
55.625,62.394000000000005
55.884,62.48
55.992,61.57199999999999
56.185,63.33
56.330000000000005,61.985
56.395999999999994,62.95000000000001
56.60727272727272,62.08181818181819
56.82111111111111,62.233333333333334
56.925,62.928999999999995
56.89000000000001,61.173
56.67454545454546,62.82545454545454
56.31333333333333,61.830000000000005
55.871,61.448
55.36181818181819,62.03545454545454
55.035555555555554,61.196666666666665
54.925,63.111
54.99272727272728,61.897272727272735
55.25555555555555,62.89666666666666
55.575,62.526
55.889090909090896,62.41363636363637
56.117777777777775,63.12222222222223
56.184000000000005,61.09
55.93090909090909,63.09727272727272
55.56888888888889,61.662222222222226
55.217,62.507000000000005
54.70636363636363,62.029090909090904
54.35222222222222,62.43555555555555
54.17100000000001,63.089
54.011,61.718999999999994
53.92199999999999,62.78499999999999
53.937,62.08200000000001
54.02,62.82727272727273
54.184444444444445,62.92555555555555
54.372,62.509
54.64727272727273,63.21545454545456
54.83666666666667,61.78444444444445
55.09,63.196000000000005
55.39636363636364,61.28999999999999
55.577777777777776,63.02666666666667
55.634,62.279999999999994
55.66727272727273,62.59000000000001
55.803333333333335,62.51777777777777
55.947,61.24799999999999
56.078,62.711
56.267999999999994,61.354
