smo2,THb
59.357000000000006,73.19399999999999
60.45,70.01899999999999
62.06500000000001,70.31200000000001
63.376999999999995,70.14999999999999
64.171,71.526
64.56800000000001,71.074
65.15700000000001,70.676
65.57000000000001,72.15800000000002
65.524,71.63700000000001
65.56400000000001,69.61600000000001
65.865,68.176
66.079,66.771
65.99181818181819,65.5690909090909
65.69888888888889,65.6511111111111
65.329,64.84
64.76545454545455,64.79363636363637
64.11777777777779,64.48555555555555
63.486,65.801
62.63636363636363,68.90272727272728
61.14111111111111,68.59666666666666
59.497,68.178
58.541,68.785
58.108,69.203
57.882000000000005,68.67
57.818000000000005,70.21799999999999
57.826,71.412
57.76399999999999,71.75900000000001
57.99499999999999,72.416
58.434000000000005,72.858
58.794999999999995,73.40599999999999
58.914,73.204
58.951,72.679
59.02199999999999,71.43199999999999
59.088,71.672
59.121,72.45900000000002
58.995999999999995,72.66
58.922,71.482
59.090999999999994,71.228
59.229000000000006,67.656
59.218,68.79599999999998
59.250000000000014,69.11999999999999
59.20200000000001,69.43999999999998
59.322,69.63699999999999
59.46,69.85100000000001
59.548,70.036
59.33090909090909,72.09363636363636
58.74444444444444,70.46555555555557
58.376,70.785
58.24000000000001,69.83909090909091
58.21555555555556,70.0388888888889
58.147000000000006,69.815
57.89636363636364,71.18181818181819
57.52777777777778,70.31444444444445
57.10300000000001,71.187
56.87090909090909,69.28272727272729
56.76777777777778,68.28555555555555
56.778,67.87899999999999
56.989999999999995,68.44500000000001
57.241,67.66999999999999
57.376,66.88699999999999
57.43727272727271,66.99
57.47999999999999,68.75111111111113
57.64,69.619
57.869090909090914,69.27454545454545
58.103333333333325,70.00111111111111
58.254,70.331
58.48363636363636,70.9218181818182
58.81666666666667,70.48666666666665
59.439,70.224
60.134545454545446,68.06454545454545
60.62888888888889,68.58888888888889
61.07899999999999,65.509
61.30090909090909,67.61363636363637
61.57888888888889,68.60111111111112
61.870000000000005,68.919
62.05,69.41727272727273
62.22666666666666,70.32666666666665
62.45399999999999,70.06
62.5009090909091,69.50818181818182
62.42444444444445,69.06444444444445
62.307,69.49599999999998
62.059090909090905,68.21636363636364
61.76777777777777,68.3777777777778
61.514,67.686
61.14272727272728,67.23545454545454
60.62444444444444,65.46333333333332
60.08299999999999,66.828
59.7490909090909,67.17181818181817
59.63111111111112,67.92777777777778
59.55499999999999,68.62100000000001
59.41454545454545,68.63545454545455
59.14666666666666,68.50666666666666
58.730999999999995,68.459
58.36636363636365,68.91272727272728
58.04222222222222,69.13888888888887
57.745999999999995,70.44300000000001
57.52272727272726,68.42363636363636
57.28111111111111,68.96
57.277,67.779
57.447272727272725,68.36727272727272
57.76777777777777,69.10444444444444
58.019000000000005,69.434
58.17909090909091,69.11454545454545
58.143333333333345,69.85333333333332
58.008,70.912
57.74999999999999,70.19636363636363
57.2988888888889,69.29222222222222
57.282,69.596
57.66727272727273,69.28636363636365
58.12111111111111,70.65333333333332
58.354,71.79299999999999
58.38454545454545,70.09363636363638
58.36222222222222,70.30222222222223
58.456,70.288
58.532727272727286,71.75818181818182
58.708888888888886,70.45333333333333
59.01700000000001,70.464
59.44545454545455,70.51363636363635
59.793333333333344,70.04
60.175,70.964
60.623636363636365,70.01636363636364
60.94222222222223,69.87333333333333
61.012,70.159
60.95818181818181,71.45181818181817
60.836666666666666,70.50222222222222
60.73900000000001,70.113
60.71636363636364,69.18636363636362
60.7988888888889,69.24555555555557
60.95,69.071
61.0609090909091,68.51454545454544
61.18,68.03666666666668
61.298000000000016,68.181
61.35818181818181,69.10727272727273
61.35333333333334,68.95444444444445
61.233,68.59799999999998
61.24181818181818,68.06181818181818
61.32555555555556,68.78888888888889
61.42,69.08600000000001
61.413,69.811
61.285,68.231
61.20700000000001,67.62499999999999
61.324,67.302
61.260000000000005,64.878
60.914,67.373
60.93818181818181,66.88818181818182
61.14,67.75333333333333
61.14000000000001,67.36500000000001
61.04636363636364,67.77545454545454
60.93777777777777,67.47999999999999
60.775,68.357
60.60545454545454,69.27363636363637
60.34111111111112,68.52111111111111
60.07000000000001,68.456
59.849999999999994,69.0409090909091
59.67222222222222,69.88777777777779
59.468999999999994,70.25999999999999
59.34454545454546,69.81636363636363
59.363,70.66900000000001
59.52333333333334,71.3488888888889
59.78090909090909,72.0109090909091
60.10333333333334,71.22222222222223
60.422,69.817
60.63454545454545,69.68
61.04,68.66
61.415,68.106
61.803636363636365,67.92181818181817
62.14111111111111,68.55333333333334
62.336,68.816
62.38181818181818,67.76363636363638
62.29,68.34333333333335
62.148,69.152
61.93636363636363,68.69
61.63444444444445,68.52777777777777
61.362,68.726
61.196363636363635,70.14
61.10666666666667,69.17777777777778
61.007000000000005,68.71099999999998
60.92090909090909,70.21272727272726
60.80111111111111,70.06333333333333
60.689,68.96000000000001
60.532727272727286,69.89909090909092
60.370000000000005,70.39111111111112
60.32000000000001,70.12800000000001
60.30818181818183,69.75909090909092
60.43222222222222,70.47444444444444
60.545,71.462
60.58181818181819,70.31636363636363
60.50222222222222,70.70555555555555
60.36900000000001,70.53200000000001
60.26727272727273,70.49909090909091
60.19555555555556,68.39666666666666
60.18300000000001,68.554
