second,Timestamp (seconds passed),Lap/Event,Unnamed: 2,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered,samples_per_second
0,0.49090909090909096,0.0,,51.4390909090909,-0.4100000000000001,0.2727272727272727,1.8181818181818181,51.93727272727272,-0.009090909090909092,-0.19272727272727275,79.16818181818184,-0.12636363636363637,11.0
1,1.4933333333333334,0.0,,51.61333333333333,-0.30888888888888894,0.0,2.0,51.97,0.05333333333333333,-0.17,79.25333333333333,-0.08666666666666667,9.0
2,2.4779999999999998,0.0,,51.795,-0.19999999999999998,0.0,2.0,52.093,0.093,-0.152,79.31099999999999,-0.065,10.0
3,3.4881818181818187,0.0,,51.91090909090909,-0.10454545454545455,0.0,2.0,51.873636363636365,0.09181818181818181,-0.19818181818181815,79.26363636363637,-0.020000000000000004,11.0
4,4.486666666666666,0.0,,51.96111111111111,-0.04000000000000001,0.0,2.0,52.28333333333333,0.27444444444444444,-0.10222222222222224,79.54222222222224,0.06666666666666667,9.0
5,5.430000000000001,0.0,,52.06700000000001,0.008,0.0,2.0,52.314,0.365,-0.03199999999999999,79.703,0.08700000000000001,10.0
6,6.48,0.0,,52.21454545454546,0.021818181818181816,0.0,2.0,53.28363636363636,-1.2127272727272727,-2.016363636363636,76.14090909090909,0.4936363636363636,11.0
7,7.483333333333334,0.0,,52.57777777777778,0.1955555555555556,0.0,2.0,53.13333333333333,-2.301111111111111,-3.376666666666667,73.69222222222223,0.7655555555555557,9.0
8,8.43,0.0,,53.049,0.553,0.0,2.0,54.00699999999999,-3.728,-5.709,69.93299999999999,1.671,10.0
9,9.48,0.0,,53.66272727272727,1.190909090909091,0.0,2.0,55.220909090909096,-3.978181818181818,-7.515454545454545,67.87636363636364,3.227272727272727,11.0
10,10.48,0.0,,54.34111111111112,2.092222222222222,0.0,1.1111111111111112,55.44444444444445,-3.9255555555555555,-8.30888888888889,67.13555555555554,4.073333333333334,9.0
11,11.427,0.0,,54.956,3.0680000000000005,0.0,1.2,56.576,-4.929,-10.318999999999999,64.12199999999999,5.08,10.0
12,12.48,0.0,,55.71636363636364,4.164545454545454,0.0,2.0,56.97454545454547,-4.049090909090909,-10.203636363636365,65.11727272727272,5.844545454545455,11.0
13,13.486666666666668,0.0,,56.535555555555554,5.186666666666667,0.0,2.0,58.306666666666665,-4.786666666666666,-12.091111111111111,62.49222222222222,6.994444444444444,9.0
14,14.435999999999998,0.0,,57.394000000000005,6.186,0.0,2.0,59.275,-3.772,-12.289,63.309000000000005,8.207,10.0
15,15.48,0.0,,58.468181818181804,7.323636363636362,0.0,2.0,60.61181818181819,-3.8490909090909087,-13.483636363636363,62.03727272727272,9.324545454545456,11.0
16,16.47666666666667,0.0,,59.57777777777777,8.452222222222222,0.0,2.0,61.841111111111104,-2.538888888888889,-14.27111111111111,62.559999999999995,11.42222222222222,9.0
17,17.436,0.0,,60.70899999999999,9.657,0.0,2.0,62.961,-2.3939999999999997,-14.422999999999998,62.553,11.719,10.0
18,18.480000000000004,0.0,,62.058181818181815,11.085454545454546,0.0,2.0,64.69909090909091,-1.9754545454545456,-16.45272727272727,60.941818181818185,14.167272727272728,11.0
19,19.473333333333333,0.0,,63.42555555555555,12.553333333333335,0.0,2.0,66.00666666666666,-0.8811111111111111,-16.535555555555554,61.95333333333334,15.344444444444447,9.0
20,20.433,0.0,,64.85199999999999,14.074000000000002,0.0,2.0,67.817,-1.3719999999999999,-18.401999999999997,59.596000000000004,16.72,10.0
21,21.480000000000004,0.0,,66.41818181818184,15.727272727272727,0.0,2.0,68.26090909090908,0.23727272727272722,-18.561818181818182,61.04545454545453,18.489090909090905,11.0
22,22.47666666666667,0.0,,67.58555555555556,17.207777777777775,0.0,2.0,68.21222222222221,-0.44333333333333325,-20.15555555555555,58.771111111111104,19.40222222222222,9.0
23,23.43,0.0,,68.26700000000001,18.552000000000003,0.0,2.0,69.301,0.2279999999999999,-21.083000000000002,58.51500000000001,21.001,10.0
24,24.429000000000002,0.0,,68.79100000000001,19.747000000000003,0.0,2.0,69.013,0.026999999999999934,-20.991999999999997,58.404999999999994,20.708999999999996,10.0
25,25.444,0.0,,69.12,20.525,0.0,2.0,69.56300000000002,-0.7780000000000001,-22.496999999999996,56.095000000000006,21.409000000000002,10.0
26,26.427,0.0,,69.30199999999999,20.932000000000002,0.0,2.0,69.36499999999998,-0.558,-21.561,57.251,20.693,10.0
27,27.429000000000002,0.0,,69.335,20.994,0.0,2.0,68.82400000000001,-1.8489999999999998,-22.633999999999997,54.887,20.474999999999998,10.0
28,28.433999999999997,0.0,,69.171,20.878999999999998,0.0,2.0,68.51399999999998,-1.1159999999999999,-21.933,56.321000000000005,20.506999999999998,10.0
29,29.436,0.0,,68.921,20.681,0.0,2.0,68.518,-2.143,-22.622,54.605,20.169,10.0
30,30.438,0.0,,68.678,20.446,0.0,1.4,68.21900000000001,-2.0170000000000003,-22.139,55.214,19.811999999999998,10.0
