second,Timestamp (seconds passed),Lap/Event,Unnamed: 2,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered,samples_per_second
0,0.4680000000000001,0.0,,59.357000000000006,17.362,0.3,1.8,62.096000000000004,1.358,-2.3939999999999997,73.19399999999999,21.242,10.0
1,1.464,0.0,,60.45,18.724,0.0,2.0,64.599,0.533,-4.744,70.01899999999999,22.767,10.0
2,2.4690000000000003,0.0,,62.06500000000001,20.561,0.0,2.0,64.047,0.828,-4.746,70.31200000000001,23.064,10.0
3,3.471,0.0,,63.376999999999995,22.050000000000004,0.0,2.0,64.282,0.721,-4.801,70.14999999999999,23.012,10.0
4,4.464,0.0,,64.171,22.949,0.0,2.0,64.11800000000001,1.441,-4.1450000000000005,71.526,23.076,10.0
5,5.468999999999999,0.0,,64.56800000000001,23.407,0.0,2.0,66.338,2.12,-5.276000000000001,71.074,24.886,10.0
6,6.465000000000001,0.0,,65.15700000000001,23.962,0.0,2.0,65.978,1.783,-5.337,70.676,24.61,10.0
7,7.464,0.0,,65.57000000000001,24.315,0.0,2.0,64.952,2.211,-4.283,72.15800000000002,23.984,10.0
8,8.472,0.0,,65.524,24.292,0.0,2.0,65.27000000000001,1.9590000000000003,-4.5520000000000005,71.63700000000001,24.001,10.0
9,9.465,0.0,,65.56400000000001,24.282999999999998,0.0,2.0,66.377,1.135,-5.749,69.61600000000001,24.374000000000002,10.0
10,10.460999999999999,0.0,,65.865,24.351,0.0,2.0,66.28699999999999,0.364,-6.418000000000001,68.176,24.272,10.0
11,11.463,0.0,,66.079,24.302,0.0,2.0,65.66999999999999,-0.6519999999999999,-6.8069999999999995,66.771,23.645000000000003,10.0
12,12.507272727272728,0.0,,65.99181818181819,23.993636363636366,0.0,1.3636363636363635,65.52727272727272,-1.539090909090909,-7.121818181818182,65.5690909090909,23.072727272727278,11.0
13,13.503333333333332,0.0,,65.69888888888889,23.459999999999997,0.0,1.0,64.99000000000001,-2.021111111111111,-6.557777777777777,65.6511111111111,22.026666666666667,9.0
14,14.463,0.0,,65.329,22.759999999999998,0.0,1.0,64.37299999999999,-2.911,-6.479000000000001,64.84,21.058,10.0
15,15.507272727272728,0.0,,64.76545454545455,21.811818181818182,0.9090909090909091,0.09090909090909091,63.20727272727272,-3.53,-5.906363636363636,64.79363636363637,19.866363636363637,11.0
16,16.510000000000005,0.0,,64.11777777777779,20.873333333333335,1.7777777777777777,-0.7777777777777778,62.989999999999995,-3.876666666666667,-5.8677777777777775,64.48555555555555,19.481111111111108,9.0
17,17.457,0.0,,63.486000000000004,20.053,2.0,-1.0,62.08200000000001,-3.7730000000000006,-4.656000000000001,65.801,18.373,10.0
18,18.50727272727273,0.0,,62.63636363636363,19.072727272727274,2.3636363636363638,-1.1818181818181819,59.280909090909084,-3.439090909090909,-1.8881818181818182,68.90272727272728,15.93909090909091,11.0
19,19.503333333333337,0.0,,61.14111111111111,17.575555555555557,4.0,-2.0,57.300000000000004,-4.624444444444445,-1.008888888888889,68.59666666666666,13.874444444444443,9.0
20,20.454,0.0,,59.497,16.051,4.0,-2.0,58.84400000000001,-3.942999999999999,-2.109,68.178,15.656,10.0
21,21.459,0.0,,58.541,15.216,4.0,-2.0,58.418000000000006,-3.7849999999999993,-1.6600000000000001,68.785,15.365,10.0
22,22.47,0.0,,58.108000000000004,14.88,4.0,-2.0,57.742000000000004,-3.9319999999999995,-1.095,69.203,14.653,10.0
23,23.469,0.0,,57.882000000000005,14.719,4.0,-2.0,57.59400000000001,-4.388,-1.172,68.67,14.274000000000001,10.0
24,24.462,0.0,,57.818000000000005,14.612,4.0,-2.0,57.972,-3.492,-0.52,70.21799999999999,14.518,10.0
25,25.464,0.0,,57.826,14.529000000000002,4.0,-2.0,57.25699999999999,-3.2640000000000002,0.446,71.412,13.779999999999998,10.0
26,26.469,0.0,,57.76399999999999,14.422,4.0,-2.0,58.562,-2.2600000000000002,-0.21099999999999994,71.75900000000001,15.441000000000003,10.0
27,27.468,0.0,,57.99499999999999,14.693999999999999,4.0,-2.0,59.282000000000004,-1.5839999999999999,-0.22999999999999993,72.416,16.136000000000003,10.0
28,28.464,0.0,,58.434000000000005,15.191999999999998,4.0,-2.0,59.242,-1.329,-0.04299999999999993,72.858,16.204,10.0
29,29.466,0.0,,58.794999999999995,15.667000000000002,3.0,-1.4,58.79600000000001,-1.1340000000000001,0.31,73.40599999999999,16.046,10.0
30,30.461999999999996,0.0,,58.914,15.939000000000002,0.9,0.1,58.705999999999996,-1.2970000000000002,0.271,73.204,15.922,10.0
31,31.47,0.0,,58.951,16.061,0.0,1.0,58.979,-1.5879999999999999,0.036999999999999963,72.679,15.864999999999998,10.0
32,32.46900000000001,0.0,,59.02199999999999,16.121,0.0,1.0,59.11900000000001,-2.2239999999999998,-0.5740000000000001,71.43199999999999,15.839999999999998,10.0
33,33.462,0.0,,59.088,16.064,0.0,1.0,59.263999999999996,-2.044,-0.514,71.672,15.959999999999999,10.0
34,34.473000000000006,0.0,,59.121,15.943000000000001,0.0,1.0,58.827999999999996,-1.7970000000000002,0.025999999999999846,72.45900000000002,15.666999999999998,10.0
35,35.46600000000001,0.0,,58.995999999999995,15.757,0.0,1.0,58.854000000000006,-1.7850000000000001,0.21500000000000002,72.66,15.49,10.0
36,36.467999999999996,0.0,,58.922000000000004,15.595000000000002,0.0,1.0,59.587,-2.2190000000000003,-0.529,71.482,15.8,10.0
37,37.467,0.0,,59.090999999999994,15.604000000000003,0.6,0.4,59.00999999999999,-2.504,-0.49800000000000005,71.228,15.484,10.0
38,38.46900000000001,0.0,,59.229000000000006,15.621,1.0,0.0,58.95399999999999,-4.657000000000001,-1.9169999999999998,67.656,14.75,10.0
39,39.468,0.0,,59.217999999999996,15.393,1.0,0.0,59.638999999999996,-3.6239999999999997,-1.81,68.79599999999998,15.675999999999998,10.0
40,40.473,0.0,,59.250000000000014,15.275,0.6,0.4,59.053,-3.844,-1.266,69.11999999999999,14.911999999999997,10.0
41,41.475,0.0,,59.20200000000001,15.142000000000001,0.0,1.0,59.73199999999999,-3.375,-1.415,69.43999999999998,15.529999999999998,10.0
42,42.467999999999996,0.0,,59.322,15.197999999999999,0.0,1.0,59.408,-3.2049999999999996,-1.388,69.63699999999999,15.673000000000002,10.0
43,43.470000000000006,0.0,,59.46,15.394,0.0,1.0,59.634,-3.1390000000000002,-1.2399999999999998,69.85100000000001,15.591000000000003,10.0
44,44.46900000000001,0.0,,59.548,15.578,0.0,1.0,59.17099999999999,-3.035,-1.1589999999999998,70.036,15.613999999999999,10.0
45,45.51545454545454,0.0,,59.33090909090909,15.510909090909092,0.18181818181818182,0.8181818181818182,57.91181818181818,-2.7118181818181815,0.5754545454545453,72.09363636363636,14.202727272727271,11.0
46,46.50333333333333,0.0,,58.74444444444444,15.01,1.0,0.0,58.345555555555556,-3.4555555555555557,-0.30888888888888894,70.46555555555557,14.34333333333333,9.0
47,47.45700000000001,0.0,,58.376,14.599,1.0,0.0,58.148,-3.4410000000000003,-0.003999999999999915,70.785,14.053,10.0
48,48.50727272727272,0.0,,58.24000000000001,14.303636363636365,1.0,0.0,58.195454545454545,-3.9718181818181817,-0.419090909090909,69.83909090909091,13.937272727272726,11.0
49,49.50333333333333,0.0,,58.21555555555556,14.083333333333336,1.0,0.0,58.13222222222222,-4.07,-0.12111111111111117,70.0388888888889,13.541111111111112,9.0
50,50.45700000000001,0.0,,58.147000000000006,13.818000000000001,1.0,0.0,57.565999999999995,-4.345,-0.06999999999999998,69.815,13.214999999999998,10.0
51,51.51272727272727,0.0,,57.89636363636364,13.490909090909089,1.0,0.0,57.198181818181816,-3.8236363636363637,0.7754545454545455,71.18181818181819,12.890909090909089,11.0
52,52.50333333333333,0.0,,57.52777777777778,13.102222222222222,1.2222222222222223,-0.2222222222222222,56.5,-4.722222222222222,0.8066666666666666,70.31444444444445,11.961111111111112,9.0
53,53.46600000000001,0.0,,57.10300000000001,12.592,2.0,-1.0,56.799,-4.389,1.3459999999999999,71.187,11.754999999999999,10.0
54,54.51,0.0,,56.87090909090909,12.22181818181818,2.0,-1.0,56.864545454545464,-5.091818181818183,0.14454545454545453,69.28272727272729,12.253636363636362,11.0
55,55.50333333333333,0.0,,56.76777777777778,12.006666666666668,2.0,-1.0,56.93,-5.818888888888888,-0.12555555555555553,68.28555555555555,11.796666666666669,9.0
56,56.45700000000001,0.0,,56.778,11.899000000000001,1.4,-0.4,57.45900000000002,-5.683,-0.668,67.87899999999999,12.475,10.0
57,57.462,0.0,,56.989999999999995,12.037,1.8,-0.8,57.36199999999999,-5.517000000000001,-0.2679999999999999,68.44500000000001,12.241000000000001,10.0
58,58.467,0.0,,57.241,12.206,2.0,-1.0,57.3,-5.956,-0.604,67.66999999999999,12.138,10.0
59,59.463,0.0,,57.376,12.276,2.0,-1.0,57.467,-6.225,-1.1179999999999999,66.88699999999999,12.383,10.0
60,60.50999999999999,0.0,,57.43727272727271,12.214545454545457,2.0,-1.0,57.66909090909091,-6.287272727272727,-0.9527272727272728,66.99,12.155454545454546,11.0
61,61.50333333333333,0.0,,57.47999999999999,12.181111111111111,2.0,-1.0,57.923333333333325,-5.153333333333332,-0.32555555555555554,68.75111111111113,12.662222222222223,9.0
62,62.459999999999994,0.0,,57.64,12.356,2.0,-1.0,57.888999999999996,-4.717,0.10600000000000001,69.619,12.667,10.0
63,63.50727272727272,0.0,,57.869090909090914,12.632727272727273,0.5454545454545454,0.45454545454545453,58.281818181818174,-4.523636363636363,-0.4318181818181818,69.27454545454545,13.398181818181818,11.0
64,64.50333333333333,0.0,,58.103333333333325,12.963333333333333,0.0,1.0,58.19555555555556,-4.044444444444445,-0.18444444444444447,70.00111111111111,13.629999999999999,9.0
65,65.46000000000001,0.0,,58.254,13.304000000000002,0.0,1.0,58.84899999999999,-3.593,-0.306,70.331,14.203,10.0
66,66.50727272727272,0.0,,58.48363636363636,13.75,0.0,1.0,59.2,-3.0790909090909087,-0.229090909090909,70.9218181818182,14.640000000000002,11.0
67,67.51333333333334,0.0,,58.81666666666667,14.229999999999999,0.0,1.0,60.28666666666667,-2.8499999999999996,-0.8933333333333332,70.48666666666665,15.533333333333335,9.0
68,68.46900000000001,0.0,,59.439,14.87,0.0,1.0,60.68000000000001,-2.6550000000000002,-1.3509999999999998,70.224,16.186,10.0
69,69.52090909090909,0.0,,60.134545454545446,15.605454545454542,0.0,1.0,60.70454545454545,-3.7736363636363635,-2.3918181818181816,68.06454545454545,16.108181818181816,11.0
70,70.50333333333333,0.0,,60.62888888888889,16.047777777777778,0.0,1.3333333333333333,61.977777777777774,-2.908888888888889,-2.732222222222222,68.58888888888889,17.313333333333333,9.0
71,71.457,0.0,,61.07899999999999,16.458,0.0,2.0,61.172000000000004,-4.826,-3.8950000000000005,65.509,16.559,10.0
72,72.50727272727272,0.0,,61.30090909090909,16.707272727272724,0.0,1.8181818181818181,61.58999999999999,-3.4518181818181817,-3.1645454545454546,67.61363636363637,17.202727272727273,11.0
73,73.50666666666666,0.0,,61.57888888888889,17.098888888888887,0.0,1.0,62.145555555555546,-2.4233333333333333,-3.2055555555555557,68.60111111111112,18.272222222222226,9.0
74,74.457,0.0,,61.870000000000005,17.645,0.0,1.0,62.023,-2.0879999999999996,-3.223,68.919,18.625,10.0
75,75.50727272727272,0.0,,62.050000000000004,18.21636363636364,0.0,1.0,62.55545454545456,-1.4345454545454546,-3.378181818181818,69.41727272727273,19.433636363636364,11.0
76,76.50333333333333,0.0,,62.22666666666666,18.765555555555558,0.0,1.0,62.836666666666666,-0.7666666666666667,-3.136666666666667,70.32666666666665,19.86,9.0
77,77.46000000000001,0.0,,62.45399999999999,19.281,0.0,1.0,62.299,-1.0639999999999998,-3.1059999999999994,70.06,19.532,10.0
78,78.50727272727272,0.0,,62.5009090909091,19.54818181818182,0.0,1.0,62.099090909090926,-1.5227272727272727,-3.1990909090909088,69.50818181818182,19.166363636363638,11.0
79,79.50333333333333,0.0,,62.42444444444445,19.61111111111111,0.0,1.0,62.12111111111111,-1.4744444444444447,-3.691111111111111,69.06444444444445,19.706666666666663,9.0
80,80.46,0.0,,62.307,19.633999999999997,0.0,1.0,61.95399999999999,-1.257,-3.4770000000000003,69.49599999999998,19.71,10.0
81,81.51,0.0,,62.059090909090905,19.571818181818184,0.0,1.0,61.66363636363636,-2.0663636363636364,-3.9472727272727273,68.21636363636364,19.370909090909095,11.0
82,82.50333333333333,0.0,,61.76777777777777,19.425555555555558,0.6666666666666666,0.3333333333333333,61.24333333333334,-2.137777777777778,-3.714444444444444,68.3777777777778,19.066666666666663,9.0
83,83.457,0.0,,61.513999999999996,19.227,1.0,0.0,60.688,-2.8110000000000004,-3.7329999999999997,67.686,18.412,10.0
84,84.50727272727272,0.0,,61.14272727272728,18.879090909090912,1.6363636363636365,-0.6363636363636364,59.91272727272727,-3.517272727272727,-3.477272727272727,67.23545454545454,17.45,11.0
85,85.50333333333333,0.0,,60.62444444444444,18.36777777777778,2.0,-1.0,59.40111111111111,-4.726666666666667,-4.04,65.46333333333332,16.803333333333335,9.0
86,86.457,0.0,,60.08299999999999,17.729999999999997,2.0,-1.0,59.872,-3.6260000000000003,-3.776,66.828,17.639999999999997,10.0
87,87.50727272727272,0.0,,59.7490909090909,17.317272727272726,2.0,-1.0,59.964545454545465,-3.5609090909090906,-3.497272727272728,67.17181818181817,17.426363636363632,11.0
88,88.50333333333333,0.0,,59.63111111111112,17.16111111111111,3.5555555555555554,-1.7777777777777777,59.45222222222222,-3.3233333333333333,-2.978888888888889,67.92777777777778,17.145555555555557,9.0
89,89.46000000000001,0.0,,59.55499999999999,17.095,4.0,-2.0,59.25500000000001,-3.2769999999999997,-2.332,68.62100000000001,16.545,10.0
90,90.51545454545455,0.0,,59.41454545454545,16.94,2.0,-1.0,58.71363636363637,-3.52,-2.0745454545454547,68.63545454545455,16.044545454545457,11.0
91,91.50666666666666,0.0,,59.14666666666666,16.64888888888889,2.0,-1.0,58.03888888888889,-3.783333333333333,-1.9400000000000002,68.50666666666666,15.646666666666667,9.0
92,92.46,0.0,,58.730999999999995,16.241999999999997,2.0,-1.0,58.416,-3.596,-2.1750000000000003,68.459,16.069000000000003,10.0
93,93.50727272727272,0.0,,58.366363636363644,15.874545454545455,2.0,-1.0,57.99272727272726,-3.7036363636363636,-1.6136363636363635,68.91272727272728,15.4,11.0
94,94.50666666666666,0.0,,58.04222222222222,15.534444444444444,2.0,-1.0,57.45444444444445,-3.8533333333333335,-1.2377777777777776,69.13888888888887,14.874444444444444,9.0
95,95.46,0.0,,57.745999999999995,15.232,2.0,-1.0,57.073,-3.232,-0.555,70.44300000000001,14.812999999999999,10.0
96,96.50727272727272,0.0,,57.52272727272726,15.041818181818183,2.0,-1.0,56.93545454545454,-4.556363636363636,-1.25,68.42363636363636,14.183636363636365,11.0
97,97.50333333333333,0.0,,57.28111111111111,14.763333333333334,2.0,-1.0,57.830000000000005,-3.801111111111111,-1.468888888888889,68.96,15.157777777777776,9.0
98,98.457,0.0,,57.277,14.633,2.0,-1.0,57.642999999999994,-4.695,-1.7560000000000002,67.779,14.550999999999998,10.0
99,99.51272727272726,0.0,,57.447272727272725,14.629999999999997,2.0,-1.0,58.14818181818182,-4.0236363636363635,-1.8390909090909089,68.36727272727272,15.305454545454547,11.0
100,100.50333333333333,0.0,,57.76777777777777,14.836666666666666,2.0,-1.0,58.169999999999995,-3.7344444444444442,-1.3911111111111112,69.10444444444444,15.146666666666667,9.0
101,101.457,0.0,,58.019000000000005,15.044,2.0,-1.0,58.245000000000005,-3.492,-1.304,69.434,15.302000000000001,10.0
102,102.50727272727272,0.0,,58.17909090909091,15.240909090909089,2.0,-1.0,58.1109090909091,-3.5572727272727267,-1.5581818181818183,69.11454545454545,15.490909090909094,11.0
103,103.50333333333333,0.0,,58.143333333333345,15.349999999999998,2.0,-1.0,57.93,-3.2544444444444443,-1.1222222222222222,69.85333333333332,15.357777777777777,9.0
