second,Timestamp (seconds passed),Lap/Event,Unnamed: 2,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered,samples_per_second
0,0.49090909090909096,0.0,,71.18545454545455,13.212727272727271,0.0,2.0,69.96545454545456,-1.3590909090909091,-4.716363636363636,59.90454545454545,15.437272727272727,11.0
1,1.5450000000000002,0.0,,70.76200000000001,14.005,0.0,2.0,70.152,-0.596,-3.8340000000000005,61.54999999999999,15.318000000000001,10.0
2,2.4933333333333336,0.0,,70.30777777777777,14.604444444444445,0.0,2.0,69.40222222222222,-0.9644444444444444,-3.3755555555555556,61.64,14.49111111111111,9.0
3,3.4909090909090916,0.0,,69.95363636363635,14.874545454545455,0.0,2.0,70.65272727272728,-0.6945454545454546,-3.64,61.645454545454534,15.025454545454549,11.0
4,4.542,0.0,,70.10600000000001,15.078999999999999,0.0,2.0,72.14899999999999,0.267,-4.090999999999999,62.15599999999999,16.438000000000002,10.0
5,5.5409999999999995,0.0,,70.833,15.504,0.0,2.0,72.801,0.5900000000000001,-3.8770000000000002,62.693000000000005,16.547,10.0
6,6.534000000000001,0.0,,71.846,16.101,0.0,2.0,73.47300000000001,0.7220000000000001,-4.239000000000001,62.463,17.041000000000004,10.0
7,7.542,0.0,,72.78699999999999,16.715,0.0,2.0,74.01500000000001,1.0230000000000001,-4.618,62.385000000000005,17.720999999999997,10.0
8,8.538,0.0,,73.488,17.198999999999998,0.0,2.0,74.30199999999999,1.254,-4.481999999999999,62.751999999999995,17.815999999999995,10.0
9,9.536999999999999,0.0,,74.061,17.573999999999998,0.0,2.0,74.368,0.7609999999999999,-4.941,61.8,17.782000000000004,10.0
10,10.533000000000001,0.0,,74.391,17.845999999999997,0.0,2.0,74.78299999999999,0.624,-5.406000000000001,61.198,18.109999999999996,10.0
11,11.535,0.0,,74.562,17.944000000000003,0.0,2.0,74.47900000000001,0.129,-5.359999999999999,60.749,17.569000000000003,10.0
12,12.536999999999999,0.0,,74.54999999999998,17.785000000000004,0.0,2.0,74.06199999999998,0.04900000000000002,-4.8420000000000005,61.187,16.970999999999997,10.0
13,13.533000000000001,0.0,,74.43,17.446,0.0,2.0,73.742,-0.32599999999999996,-4.753000000000001,60.90100000000001,16.507,10.0
14,14.535,0.0,,74.19000000000001,17.086999999999996,0.0,2.0,73.869,-0.695,-5.368,59.91700000000001,16.752999999999997,10.0
15,15.534,0.0,,73.96,16.814,0.0,1.2,73.958,-1.196,-5.696,59.08800000000001,16.58,10.0
16,16.533,0.0,,73.781,16.57,0.0,1.0,73.48599999999999,-1.26,-5.390000000000001,59.330000000000005,16.21,10.0
17,17.535,0.0,,73.59299999999999,16.307,0.9,0.1,72.57699999999998,-1.112,-4.531,60.337,15.499,10.0
18,18.534,0.0,,73.27999999999999,15.928999999999998,1.5,-0.5,71.399,-1.3750000000000002,-3.716,60.888999999999996,14.421000000000001,10.0
19,19.533,0.0,,72.429,15.199000000000002,2.0,-1.0,70.295,-2.261,-3.2760000000000007,60.443,13.094999999999999,10.0
20,20.535,0.0,,71.41299999999998,14.343000000000004,2.0,-1.0,71.47099999999999,-2.296,-4.499,59.185,14.282999999999998,10.0
21,21.534,0.0,,70.97999999999999,13.924000000000001,3.8,-1.9,70.46900000000001,-2.8289999999999997,-4.3340000000000005,58.81700000000001,13.585000000000003,10.0
22,22.533,0.0,,70.708,13.659,4.0,-2.0,69.74600000000001,-3.936,-4.619,57.425,12.763000000000002,10.0
23,23.535,0.0,,70.376,13.382000000000001,4.0,-2.0,70.708,-3.785,-5.075,57.120000000000005,13.37,10.0
24,24.537,0.0,,70.301,13.227,4.0,-2.0,70.37,-4.173,-5.2829999999999995,56.524,13.190000000000001,10.0
25,25.533,0.0,,70.219,13.089000000000002,4.0,-2.0,69.971,-4.131,-4.896,56.952999999999996,12.844999999999999,10.0
26,26.536,0.0,,70.065,12.913,4.0,-2.0,69.23400000000001,-4.106,-4.447,57.427,12.421000000000001,10.0
27,27.543,0.0,,69.83800000000001,12.715,3.8,-1.9,69.443,-4.795,-4.7059999999999995,56.479,11.990999999999998,10.0
28,28.536,0.0,,69.6,12.465,2.0,-1.0,69.121,-5.121,-5.079,55.779999999999994,12.038,10.0
29,29.535000000000004,0.0,,69.30199999999999,12.174,2.0,-1.0,68.771,-5.264,-5.061999999999999,55.653999999999996,11.878,10.0
30,30.537,0.0,,68.939,11.883,2.0,-1.0,67.869,-5.2829999999999995,-4.414,56.283,11.211,10.0
31,31.533000000000005,0.0,,68.48600000000002,11.504,2.0,-1.0,67.90799999999999,-5.676,-3.5480000000000005,56.75599999999999,9.952,10.0
32,32.535000000000004,0.0,,68.17999999999999,10.931000000000001,3.4,-1.7,67.779,-6.1690000000000005,-3.7159999999999997,56.095000000000006,9.626999999999999,10.0
33,33.540000000000006,0.0,,67.938,10.25,4.0,-2.0,67.61399999999999,-6.417999999999999,-3.5789999999999997,55.98299999999999,9.241,10.0
34,34.536,0.0,,67.67999999999999,9.563,4.0,-2.0,67.79099999999998,-7.057999999999998,-3.5120000000000005,55.410000000000004,8.534,10.0
35,35.547000000000004,0.0,,67.61699999999999,8.922,3.4,-1.7,67.466,-7.343000000000001,-2.8660000000000005,55.771,7.603,10.0
36,36.54,0.0,,67.522,8.31,2.0,-1.0,66.801,-7.7620000000000005,-2.9699999999999998,55.248000000000005,7.288000000000001,10.0
37,37.536,0.0,,67.221,7.787999999999999,2.0,-1.0,66.35099999999998,-7.859000000000002,-3.207,54.914,7.428000000000002,10.0
38,38.544,0.0,,66.753,7.391000000000001,2.0,-1.0,66.19500000000001,-8.299,-3.2079999999999997,54.473,6.989,10.0
