smo2,THb
71.18545454545455,59.90454545454545
70.76200000000001,61.54999999999999
70.30777777777777,61.64
69.95363636363635,61.645454545454534
70.10600000000001,62.15599999999999
70.833,62.693000000000005
71.846,62.463
72.78699999999999,62.385000000000005
73.488,62.751999999999995
74.061,61.8
74.391,61.198
74.562,60.749
74.54999999999998,61.187
74.43,60.90100000000001
74.19000000000001,59.91700000000001
73.96,59.08800000000001
73.781,59.330000000000005
73.59299999999999,60.337
73.27999999999999,60.889
72.429,60.443
71.41299999999998,59.185
70.97999999999999,58.81700000000001
70.708,57.425
70.376,57.120000000000005
70.301,56.524
70.219,56.953
70.065,57.427
69.83800000000001,56.479
69.6,55.779999999999994
69.30199999999999,55.654
68.939,56.283
68.48600000000002,56.75599999999999
68.17999999999999,56.095000000000006
67.938,55.98299999999999
67.67999999999999,55.41
67.61699999999999,55.771
67.522,55.248000000000005
67.221,54.914
66.753,54.473
66.34,54.706999999999994
65.975,55.122
65.576,54.784000000000006
65.142,54.233
64.647,55.037
63.97300000000001,56.649
62.870000000000005,56.51700000000001
61.428,55.77
60.928,55.36900000000001
60.949,55.763
60.697,54.785
60.14333333333333,56.535555555555554
59.59090909090909,56.79181818181817
59.16199999999999,56.261
59.17999999999999,57.708000000000006
58.91799999999999,58.415
58.52,58.749
58.208000000000006,57.04899999999999
58.15400000000001,55.875
58.443333333333335,56.29777777777778
59.01727272727272,56.88999999999999
59.53599999999999,55.794999999999995
59.306999999999995,56.378
59.03444444444445,56.467777777777776
59.00909090909091,56.79363636363637
59.18444444444444,56.13111111111111
59.408181818181816,55.558181818181815
59.403000000000006,56.06699999999999
59.242999999999995,56.036
59.015,55.57900000000001
58.726,55.812
58.61800000000001,56.076
58.605,56.345000000000006
58.701,57.596
58.913,58.273
59.16199999999999,58.283
59.437,58.225
59.773,58.80499999999999
60.159000000000006,58.67700000000001
60.08699999999999,58.342
60.245000000000005,57.911
60.83900000000001,57.67099999999999
61.46600000000001,57.809000000000005
61.94500000000001,57.584
62.22399999999999,57.58
62.34777777777778,57.05
62.24818181818182,55.8590909090909
61.931,57.064
61.794999999999995,56.926
61.75699999999999,56.479000000000006
61.86888888888888,56.528888888888886
61.83909090909091,55.82454545454545
61.57899999999999,55.878
61.59888888888889,56.155555555555544
61.8290909090909,56.11000000000001
62.028000000000006,56.735
62.153333333333336,56.22111111111111
62.2590909090909,56.39454545454546
62.291,56.64200000000001
62.21333333333333,56.41888888888889
62.17909090909093,56.217272727272736
62.242999999999995,56.501999999999995
62.226666666666674,56.63222222222222
62.20818181818183,57.02090909090909
62.18699999999999,56.543000000000006
62.13000000000001,56.25888888888889
62.01818181818182,56.83636363636363
61.93399999999999,56.956
61.86,56.21333333333334
61.78090909090909,56.07272727272728
61.838,56.760000000000005
61.89666666666666,57.21555555555556
61.97727272727273,57.94818181818182
61.94499999999999,57.939
61.9511111111111,58.00888888888888
62.07818181818182,58.2609090909091
62.34100000000001,58.041999999999994
62.553333333333335,57.54777777777778
62.709090909090904,57.98
62.89200000000001,57.181999999999995
63.0,57.23222222222221
62.876363636363635,57.72909090909091
62.423000000000016,58.77
62.34,57.97444444444445
62.4909090909091,57.525454545454544
62.674,57.840999999999994
62.77,58.53444444444444
62.79545454545453,58.304545454545455
62.74444444444445,57.96444444444445
62.690999999999995,57.452
62.619090909090914,57.79545454545455
62.63199999999999,57.839
62.68777777777778,58.06666666666667
62.73727272727272,57.38363636363636
62.588,55.876999999999995
62.09888888888889,56.21777777777777
61.81818181818183,57.20272727272727
61.991,57.34
62.392222222222216,58.21444444444445
62.808181818181815,58.20727272727272
63.113,57.919999999999995
63.336666666666666,57.80888888888889
63.56636363636364,58.47636363636364
63.70300000000001,58.44000000000001
63.68333333333333,57.87222222222223
63.66545454545455,57.48545454545455
63.705000000000005,57.786
63.74444444444445,57.84888888888889
63.81909090909091,58.379999999999995
63.894000000000005,58.101
63.79222222222222,58.412222222222226
63.62454545454546,59.284545454545466
63.577,58.565999999999995
63.650000000000006,58.096666666666664
63.786363636363646,57.94636363636364
63.912,58.217
64.07555555555555,58.73444444444445
64.32363636363637,58.880909090909086
64.525,58.948
64.61999999999999,59.32555555555555
64.83181818181818,59.91272727272728
64.78900000000002,60.361
64.73888888888888,59.99444444444445
64.98272727272727,59.78818181818181
65.354,59.826
65.70777777777778,59.653333333333336
66.04454545454546,59.53727272727272
66.325,59.048
66.49555555555555,59.14444444444444
66.63636363636365,58.443636363636365
66.58899999999998,58.11400000000001
66.51555555555555,57.51888888888888
66.48363636363636,57.81818181818182
66.658,58.411
66.75222222222222,58.736666666666665
66.76272727272726,58.43272727272726
66.7622222222222,58.00777777777777
66.80199999999999,57.56400000000001
66.83999999999999,57.996
66.68700000000001,58.843999999999994
66.426,58.203
66.227,58.23699999999999
66.04,57.778
65.974,58.402
65.973,57.965999999999994
65.888,58.01500000000001
65.8488888888889,57.75444444444444
65.86727272727273,57.7890909090909
65.81099999999999,58.613
65.69777777777779,58.50888888888888
65.593,58.048
65.1509090909091,56.193636363636365
64.74777777777778,58.117777777777775
64.75818181818181,58.34454545454546
64.89111111111112,58.153333333333336
65.089,58.027
65.21363636363635,58.41272727272727
65.29800000000002,58.907
65.36666666666667,58.54444444444445
65.33090909090907,58.45727272727272
65.19399999999999,58.459999999999994
65.10333333333331,58.593333333333334
64.94,57.77454545454546
64.779,57.709
64.75111111111111,58.28888888888889
64.78363636363636,57.70363636363636
64.8,59.2
64.82111111111111,58.84777777777778
64.84000000000002,58.67272727272726
64.83099999999999,58.818000000000005
64.8488888888889,59.12111111111111
64.86545454545454,59.58363636363636
64.8,58.842000000000006
64.70222222222222,59.263333333333335
64.51545454545455,58.91000000000001
64.421,59.447
64.49666666666667,59.42222222222223
64.57272727272728,59.12090909090909
64.627,58.718
64.70666666666666,59.059999999999995
64.78181818181817,60.17454545454546
64.869,59.557
64.95555555555556,59.53111111111111
64.96727272727274,59.20090909090909
65.03099999999999,59.510000000000005
65.12,59.547777777777775
65.2,59.79818181818182
65.327,59.263
65.44666666666666,59.30777777777777
