time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
51.0,226.0,74.0,112.0,393.7,89.2,40.66522,-73.97312,9.2,29.0,0.0062066447,31.64,207.0,51.86,32.25,0.0,523:521
52.0,228.0,77.0,113.0,402.8,89.4,40.66515,-73.97318,9.16,28.0,0.006328344,31.7,211.5,52.43,32.3,0.0,521:518
53.0,225.0,77.0,113.0,411.8,89.4,40.665077,-73.973236,9.12,28.0,0.0064500426,31.7,216.4,53.21,32.25,0.0,519:522
54.0,225.0,77.0,113.0,420.7,89.6,40.665005,-73.97328,9.04,28.0,0.0065717413,31.49,222.3,54.63,32.25,0.0,523
55.0,226.0,77.0,114.0,429.5,89.6,40.664936,-73.97333,8.98,28.0,0.0066934405,31.3,223.9,54.91,32.25,0.0,521:522
56.0,226.0,76.0,114.0,438.3,89.8,40.664864,-73.97337,8.92,28.0,0.006815139,31.17,225.4,55.34,32.25,0.0,527:527
57.0,225.0,76.0,114.0,447.0,90.0,40.664795,-73.97342,8.84,28.0,0.0069368384,31.1,227.0,55.9,32.25,0.0,521:527
58.0,223.0,77.0,115.0,455.6,90.0,40.664722,-73.973465,8.76,28.0,0.007058537,31.03,228.7,56.46,32.25,0.0,535:527
59.0,224.0,75.0,115.0,464.2,90.2,40.664654,-73.97351,8.7,29.0,0.0071802363,30.95,230.3,57.02,32.25,0.0,544:536
60.0,223.0,73.0,115.0,472.7,90.2,40.664585,-73.97356,8.64,29.0,0.007301935,30.89,232.7,57.49,32.25,0.0,509:537
61.0,223.0,72.0,115.0,481.1,90.4,40.664516,-73.9736,8.56,30.0,0.0074236337,30.82,235.1,57.97,32.25,0.0,560:527
62.0,226.0,70.0,114.0,489.7,90.4,40.66445,-73.973656,8.54,31.0,0.007545333,30.76,237.5,58.44,32.25,0.0,523:527
63.0,225.0,70.0,114.0,498.4,90.4,40.664387,-73.97371,8.56,31.0,0.0076670316,30.68,238.8,58.59,32.25,0.0,533:532
64.0,226.0,69.0,114.0,507.2,90.4,40.664318,-73.97376,8.6,31.0,0.007788731,30.57,237.5,58.02,32.25,0.0,527:524
65.0,231.0,70.0,112.0,516.2,90.4,40.66425,-73.97382,8.7,32.0,0.0079104295,30.45,236.4,57.51,32.2,0.0,518
66.0,230.0,72.0,112.0,525.29,90.4,40.66418,-73.973885,8.84,31.0,0.008032128,30.3,236.7,57.35,32.2,0.0,517:519
67.0,225.0,75.0,112.0,534.7,90.2,40.664112,-73.973946,9.0,29.0,0.008153828,30.15,236.9,57.2,32.2,0.0,518:521
68.0,225.0,76.0,113.0,544.2,90.0,40.664043,-73.974014,9.16,28.0,0.008275527,29.79,239.3,57.2,32.2,0.0,518:515
69.0,227.0,75.0,113.0,553.9,90.0,40.663975,-73.97408,9.34,29.0,0.008397225,29.38,242.2,57.23,32.2,0.0,509:508
70.0,227.0,77.0,113.0,563.79,89.8,40.663902,-73.97415,9.52,28.0,0.008518924,29.07,243.9,57.27,32.2,0.0,512:513
71.0,226.0,78.0,114.0,573.79,89.6,40.663834,-73.97423,9.7,28.0,0.008640623,28.77,245.6,57.31,32.2,0.0,514:518
72.0,224.0,78.0,115.0,584.0,89.4,40.663765,-73.974304,9.86,27.0,0.008762322,28.47,247.2,57.35,32.2,0.0,1026
73.0,225.0,78.0,115.0,594.29,89.4,40.663696,-73.97439,10.02,28.0,0.008884021,28.17,248.4,57.51,32.15,0.0,513:518
74.0,225.0,76.0,116.0,604.7,89.2,40.66363,-73.97448,10.16,28.0,0.00900572,27.87,249.3,57.78,32.15,0.0,519:517
75.0,225.0,75.0,116.0,615.1,89.2,40.663567,-73.97457,10.26,29.0,0.0091274185,27.58,250.2,58.04,32.15,0.0,513:518
76.0,226.0,75.0,117.0,625.5,89.2,40.663506,-73.97466,10.34,29.0,0.009249117,27.29,251.1,58.3,32.15,0.0,515:513
77.0,227.0,75.0,117.0,635.79,89.2,40.66345,-73.974754,10.36,29.0,0.009370817,26.95,251.9,58.59,32.15,0.0,508:507
78.0,225.0,76.0,116.0,646.1,89.2,40.66339,-73.97485,10.36,28.0,0.009492516,26.59,252.6,58.89,32.15,0.0,504:517
79.0,227.0,75.0,117.0,656.3,89.4,40.663338,-73.97495,10.32,29.0,0.009614214,26.23,253.3,59.2,32.15,0.0,515:513
80.0,227.0,76.0,116.0,666.5,89.4,40.663284,-73.97505,10.28,29.0,0.009735913,25.88,254.0,59.5,32.15,0.0,512:507
81.0,226.0,77.0,116.0,676.6,89.4,40.663235,-73.97515,10.22,28.0,0.009857613,25.44,254.6,59.66,32.15,0.0,503:504
82.0,227.0,77.0,116.0,686.6,89.6,40.663185,-73.97525,10.16,28.0,0.009979311,24.99,255.2,59.8,32.15,0.0,509:510
83.0,225.0,79.0,117.0,696.6,89.6,40.66314,-73.97535,10.1,27.0,0.01010101,24.53,256.5,59.98,32.15,0.0,509
84.0,226.0,77.0,118.0,706.5,89.6,40.66309,-73.97545,10.04,28.0,0.010222709,24.03,259.2,60.3,32.15,0.0,507:504
85.0,224.0,77.0,117.0,716.5,89.8,40.663044,-73.97555,10.0,28.0,0.0103444075,23.6,261.8,60.61,32.1,0.0,504:509
86.0,224.0,77.0,117.0,726.3,89.8,40.663,-73.97565,9.94,28.0,0.010466107,23.38,263.4,60.95,32.15,0.0,510:512
87.0,225.0,76.0,118.0,736.1,90.0,40.662952,-73.975746,9.9,28.0,0.010587806,23.15,265.1,61.29,32.1,0.0,504:505
88.0,228.0,78.0,118.0,745.7,90.0,40.662914,-73.97585,9.82,28.0,0.010709505,22.93,266.7,61.63,32.1,0.0,504:507
89.0,227.0,78.0,118.0,755.3,90.2,40.66288,-73.97595,9.76,28.0,0.010831203,22.76,268.8,61.89,32.1,0.0,513:509
90.0,223.0,78.0,118.0,764.7,90.4,40.662846,-73.97606,9.64,27.0,0.010952903,22.63,271.2,62.13,32.1,0.0,512:509
91.0,224.0,78.0,119.0,774.0,90.4,40.662807,-73.97616,9.54,27.0,0.011074602,22.49,273.5,62.36,32.1,0.0,505:504
92.0,225.0,76.0,118.0,783.3,90.6,40.66277,-73.97626,9.44,28.0,0.0111963,22.35,275.8,62.63,32.1,0.0,509:508
93.0,225.0,75.0,118.0,792.4,90.6,40.662727,-73.97635,9.34,29.0,0.011317999,22.2,278.2,62.96,32.1,0.0,504:493
94.0,227.0,76.0,118.0,801.6,90.6,40.662685,-73.97644,9.26,29.0,0.011439698,22.06,280.6,63.29,32.1,0.0,509:504
95.0,227.0,75.0,119.0,810.8,90.6,40.662636,-73.976524,9.22,29.0,0.011561397,21.92,283.6,63.82,32.05,0.0,
96.0,225.0,76.0,118.0,820.0,90.6,40.662582,-73.976616,9.2,28.0,0.011683096,21.79,287.6,64.7,32.1,0.0,
97.0,224.0,76.0,118.0,829.2,90.6,40.662533,-73.9767,9.18,28.0,0.011804795,21.67,291.6,65.54,32.05,0.0,513:2029:512
98.0,225.0,75.0,118.0,838.6,90.6,40.662476,-73.97678,9.24,29.0,0.011926494,21.53,295.4,65.69,32.05,0.0,509:507
99.0,226.0,76.0,118.0,848.1,90.4,40.66242,-73.97687,9.3,28.0,0.012048192,21.39,299.1,65.82,32.05,0.0,504:504
100.0,226.0,75.0,119.0,857.6,90.4,40.66236,-73.97695,9.36,29.0,0.012169892,21.32,297.9,64.88,32.05,0.0,512:513
101.0,225.0,75.0,118.0,867.3,90.2,40.662296,-73.97703,9.46,29.0,0.012291591,21.27,296.8,64.19,32.05,0.0,513:510
102.0,226.0,75.0,118.0,877.2,90.0,40.66223,-73.977104,9.6,29.0,0.012413289,21.26,295.9,64.43,32.05,0.0,509:504
103.0,226.0,75.0,118.0,887.1,90.0,40.662163,-73.97718,9.7,29.0,0.012534988,21.25,295.0,64.67,32.05,0.0,1016
104.0,225.0,76.0,118.0,897.3,89.8,40.66209,-73.97726,9.84,28.0,0.012656688,21.24,294.2,64.92,32.05,0.0,513:507
105.0,226.0,75.0,118.0,907.5,89.6,40.662014,-73.977325,9.98,29.0,0.0127783865,21.24,295.9,65.15,32.05,0.0,504:504
106.0,226.0,75.0,119.0,918.0,89.4,40.661938,-73.977394,10.14,29.0,0.012900085,21.25,298.2,65.38,32.05,0.0,501:509
107.0,224.0,75.0,117.0,928.6,89.0,40.66185,-73.97745,10.28,29.0,0.013021784,21.3,299.2,65.33,32.05,0.0,505:508
108.0,225.0,75.0,117.0,939.4,88.8,40.661762,-73.9775,10.46,29.0,0.013143483,21.37,299.3,65.09,32.05,0.0,508
109.0,226.0,75.0,118.0,950.5,88.4,40.66167,-73.97755,10.64,29.0,0.013265182,21.44,299.3,64.86,32.0,0.0,505:504:500
110.0,226.0,74.0,118.0,961.8,88.0,40.66157,-73.97759,10.86,29.0,0.013386881,21.5,299.8,64.81,32.0,0.0,497:497
111.0,227.0,74.0,118.0,973.3,87.6,40.661472,-73.97762,11.06,29.0,0.01350858,21.56,300.7,64.98,32.0,0.0,495:493
112.0,228.0,75.0,119.0,985.0,87.4,40.661366,-73.977646,11.28,29.0,0.013630278,21.61,301.7,65.15,32.0,0.0,488:493
113.0,226.0,76.0,118.0,996.9,87.0,40.661263,-73.97766,11.5,28.0,0.013751978,21.67,302.7,65.31,32.0,0.0,500:500
114.0,224.0,78.0,118.0,1008.8,87.0,40.661156,-73.97767,11.66,27.0,0.013873677,21.66,303.1,65.39,32.0,0.0,497:493
115.0,225.0,76.0,118.0,1020.7,87.0,40.661045,-73.97765,11.78,28.0,0.0139953755,21.65,303.5,65.46,32.0,0.0,497:497
116.0,225.0,76.0,120.0,1032.4,87.0,40.660942,-73.97762,11.82,28.0,0.014117074,21.64,303.9,65.53,32.0,0.0,507:509
117.0,223.0,75.0,121.0,1043.9,87.0,40.660847,-73.97758,11.78,28.0,0.014238773,21.63,304.3,65.6,32.0,0.0,508:504
118.0,227.0,74.0,121.0,1055.3,87.0,40.660755,-73.977516,11.68,29.0,0.014360473,21.64,304.0,65.63,32.0,0.0,442:492
119.0,226.0,75.0,121.0,1066.7,87.0,40.660675,-73.97743,11.58,29.0,0.014482171,21.68,302.8,65.61,32.0,0.0,488:488
120.0,226.0,75.0,120.0,1077.8,87.2,40.6606,-73.97735,11.42,29.0,0.01460387,21.73,301.0,65.53,31.95,0.0,547:497
121.0,227.0,75.0,121.0,1088.8,87.2,40.660526,-73.97726,11.28,29.0,0.014725569,21.8,298.4,65.37,32.0,0.0,556:500
122.0,227.0,76.0,120.0,1099.8,87.4,40.660458,-73.977165,11.18,29.0,0.014847267,21.87,295.7,65.2,32.0,0.0,503:497
123.0,223.0,76.0,118.0,1110.5,87.4,40.660397,-73.977066,11.04,28.0,0.014968967,21.88,294.7,65.22,32.0,0.0,493:495
124.0,224.0,76.0,118.0,1121.2,87.4,40.660336,-73.97697,10.9,28.0,0.015090666,21.87,294.2,65.29,31.95,0.0,497:509
125.0,226.0,75.0,118.0,1131.8,87.4,40.660282,-73.97686,10.8,29.0,0.0152123645,21.86,293.6,65.37,32.0,0.0,508:509
126.0,227.0,75.0,120.0,1142.3,87.4,40.660233,-73.97675,10.7,29.0,0.015334063,21.87,293.7,65.42,31.95,0.0,507:500
127.0,226.0,76.0,120.0,1152.9,87.2,40.66019,-73.97665,10.62,28.0,0.015455763,21.92,294.5,65.47,31.95,0.0,500:499
128.0,224.0,76.0,120.0,1163.59,87.0,40.66015,-73.97653,10.62,28.0,0.015577462,21.96,295.3,65.51,31.95,0.0,508:508
129.0,226.0,77.0,121.0,1174.3,86.8,40.66012,-73.97641,10.62,28.0,0.01569916,22.0,294.3,65.33,31.95,0.0,503:503
130.0,225.0,77.0,121.0,1185.3,86.6,40.6601,-73.97628,10.7,28.0,0.015820859,22.05,290.6,64.81,31.95,0.0,512:509
131.0,226.0,76.0,119.0,1196.4,86.2,40.66008,-73.97615,10.82,28.0,0.015942559,22.08,287.4,64.45,31.95,0.0,505:507
132.0,227.0,76.0,119.0,1207.8,86.0,40.66006,-73.97602,10.98,29.0,0.016064256,22.05,285.7,64.52,31.95,0.0,509:518
133.0,225.0,77.0,119.0,1219.3,85.6,40.660046,-73.97588,11.14,28.0,0.016185956,22.02,283.9,64.6,31.95,0.0,519
134.0,223.0,77.0,120.0,1231.09,85.2,40.660023,-73.975746,11.36,28.0,0.016307656,21.99,282.1,64.67,31.95,0.0,518
135.0,227.0,77.0,119.0,1243.0,84.8,40.65999,-73.97562,11.54,28.0,0.016429354,22.06,281.9,64.6,31.95,0.0,1034:518
136.0,229.0,76.0,119.0,1255.09,84.4,40.65994,-73.97549,11.74,29.0,0.016551053,22.13,281.6,64.53,31.95,0.0,515:514
137.0,226.0,78.0,118.0,1267.3,84.2,40.65988,-73.975365,11.9,28.0,0.016672751,22.2,281.3,64.45,31.9,0.0,518:517
138.0,225.0,79.0,118.0,1279.59,83.8,40.65981,-73.97525,12.06,27.0,0.01679445,22.25,278.7,63.87,31.95,0.0,513:509
139.0,226.0,79.0,117.0,1292.0,83.6,40.659737,-73.97514,12.18,27.0,0.01691615,22.31,276.1,63.29,31.9,0.0,510:514
140.0,227.0,80.0,116.0,1304.5,83.4,40.659657,-73.975044,12.3,27.0,0.017037848,22.29,277.2,63.73,31.9,0.0,522:526
141.0,225.0,80.0,116.0,1316.9,83.0,40.659573,-73.97494,12.36,27.0,0.017159548,22.26,278.4,64.21,31.9,0.0,523:521
142.0,225.0,81.0,116.0,1329.5,82.8,40.65949,-73.97484,12.44,27.0,0.017281245,22.24,279.5,64.59,31.9,0.0,518:517
143.0,224.0,80.0,116.0,1342.0,82.6,40.65941,-73.97474,12.48,27.0,0.017402945,22.29,279.8,64.22,31.9,0.0,521:518
144.0,225.0,79.0,116.0,1354.6,82.6,40.65933,-73.97463,12.52,27.0,0.017524645,22.39,279.3,63.8,31.9,0.0,517:513
145.0,226.0,79.0,117.0,1367.2,82.4,40.659256,-73.97452,12.54,27.0,0.017646343,22.62,275.7,63.19,31.9,0.0,513:518
146.0,224.0,78.0,116.0,1379.8,82.4,40.659187,-73.974396,12.58,27.0,0.017768042,22.78,273.8,62.9,31.9,0.0,518:517
147.0,227.0,77.0,115.0,1392.2,82.4,40.659122,-73.97428,12.54,28.0,0.01788974,22.84,273.6,62.91,31.9,0.0,513:518
148.0,227.0,78.0,115.0,1404.5,82.4,40.659054,-73.97416,12.5,28.0,0.01801144,22.91,273.5,62.92,31.9,0.0,515:515
149.0,224.0,78.0,116.0,1416.6,82.6,40.65899,-73.974045,12.4,27.0,0.01813314,22.98,273.3,62.93,31.9,0.0,575
150.0,227.0,79.0,116.0,1428.6,82.6,40.658928,-73.97393,12.28,27.0,0.018254837,23.07,272.7,62.78,31.9,0.0,540:535
151.0,223.0,78.0,116.0,1440.5,82.6,40.658867,-73.973816,12.14,27.0,0.018376537,23.15,272.1,62.6,31.9,0.0,528:529
152.0,225.0,77.0,116.0,1452.4,82.6,40.658806,-73.9737,12.04,28.0,0.018498234,23.24,271.5,62.41,31.9,0.0,535:535
153.0,224.0,76.0,116.0,1464.3,82.6,40.658745,-73.97358,11.96,28.0,0.018619934,23.41,270.5,62.4,31.85,0.0,532:527
154.0,225.0,76.0,116.0,1476.2,82.6,40.658672,-73.97348,11.92,28.0,0.018741634,23.64,269.3,62.5,31.9,0.0,529:532
155.0,226.0,77.0,116.0,1488.0,82.6,40.658592,-73.97339,11.88,28.0,0.018863332,23.84,268.5,62.64,31.9,0.0,528
156.0,228.0,77.0,116.0,1499.7,82.6,40.65851,-73.973305,11.84,28.0,0.018985031,24.0,268.3,62.82,31.85,0.0,527:537
157.0,226.0,78.0,115.0,1511.2,82.6,40.65842,-73.97323,11.76,28.0,0.01910673,24.17,268.1,62.99,31.9,0.0,540:537
158.0,224.0,78.0,113.0,1522.7,82.6,40.658325,-73.973175,11.68,27.0,0.019228429,24.33,267.9,63.17,31.85,0.0,536:540
159.0,226.0,78.0,113.0,1533.9,82.8,40.65823,-73.97314,11.54,28.0,0.019350128,24.39,269.0,63.41,31.9,0.0,550:556
160.0,225.0,78.0,113.0,1545.1,82.8,40.658127,-73.97313,11.42,28.0,0.019471826,24.46,270.1,63.66,31.85,0.0,552:549
161.0,225.0,77.0,113.0,1556.3,82.4,40.658028,-73.97313,11.32,28.0,0.019593526,24.53,271.2,63.91,31.85,0.0,549:546
162.0,224.0,76.0,113.0,1567.9,81.6,40.65792,-73.97313,11.34,28.0,0.019715225,24.7,272.7,64.21,31.85,0.0,545
163.0,225.0,76.0,112.0,1579.9,81.0,40.657814,-73.97313,11.44,28.0,0.019836923,24.9,274.4,64.54,31.85,0.0,546:545
164.0,226.0,76.0,112.0,1592.4,80.2,40.657703,-73.97314,11.7,28.0,0.019958623,25.02,272.4,64.2,31.85,0.0,540:535
165.0,227.0,75.0,110.0,1605.4,79.4,40.657585,-73.973145,12.06,29.0,0.02008032,25.12,269.6,63.7,31.85,0.0,538:542
166.0,227.0,77.0,109.0,1618.7,78.6,40.657463,-73.973145,12.48,28.0,0.02020202,25.07,268.8,63.73,31.85,0.0,545
167.0,226.0,78.0,109.0,1632.3,78.0,40.65734,-73.97315,12.88,28.0,0.02032372,25.0,268.4,63.85,31.85,0.0,546:544:545
168.0,224.0,79.0,109.0,1646.2,77.4,40.65722,-73.97315,13.26,27.0,0.020445418,24.93,268.0,63.96,31.85,0.0,547
169.0,223.0,78.0,110.0,1660.1,76.8,40.657093,-73.97316,13.54,27.0,0.020567117,24.84,269.6,63.75,31.85,0.0,547:546
170.0,227.0,77.0,110.0,1674.2,76.2,40.656963,-73.973175,13.76,28.0,0.020688815,24.76,270.2,63.46,31.85,0.0,547
171.0,226.0,77.0,111.0,1688.5,75.6,40.656837,-73.97319,13.96,28.0,0.020810515,24.79,266.1,62.87,31.85,0.0,549:545:542
172.0,224.0,77.0,110.0,1702.9,75.0,40.656708,-73.973206,14.12,28.0,0.020932214,24.78,264.2,62.7,31.8,0.0,542:550
173.0,225.0,76.0,110.0,1717.5,74.2,40.656574,-73.973206,14.26,28.0,0.021053912,24.77,263.4,62.76,31.8,0.0,554
174.0,228.0,76.0,110.0,1732.3,73.6,40.656445,-73.97319,14.44,29.0,0.021175612,24.76,262.6,62.82,31.8,0.0,550:544:546
175.0,226.0,76.0,110.0,1747.3,73.0,40.65631,-73.97316,14.62,28.0,0.02129731,24.76,261.7,62.77,31.8,0.0,550
176.0,223.0,78.0,110.0,1762.5,72.4,40.65618,-73.97311,14.8,27.0,0.02141901,24.83,260.0,61.93,31.8,0.0,550:545
177.0,227.0,76.0,109.0,1777.9,71.8,40.656055,-73.97302,15.0,29.0,0.021540709,24.91,258.3,61.09,31.8,0.0,542:550
178.0,224.0,76.0,110.0,1793.4,71.2,40.655933,-73.97293,15.18,28.0,0.021662407,25.1,252.9,60.09,31.85,0.0,549:541
179.0,226.0,76.0,109.0,1809.2,70.6,40.655815,-73.97283,15.38,28.0,0.021784106,25.23,249.5,59.51,31.85,0.0,546:540
180.0,227.0,76.0,109.0,1824.8,70.0,40.6557,-73.97272,15.5,29.0,0.021905806,25.27,249.8,59.62,31.8,0.0,546
181.0,226.0,78.0,110.0,1840.5,69.4,40.65559,-73.97261,15.6,28.0,0.022027504,25.32,250.1,59.73,31.8,0.0,546:541
182.0,224.0,77.0,109.0,1856.2,68.8,40.655476,-73.972496,15.66,28.0,0.022149203,25.33,251.0,59.74,31.8,0.0,536:533
183.0,225.0,77.0,110.0,1871.9,68.2,40.655357,-73.9724,15.7,28.0,0.022270901,25.29,253.0,59.57,31.8,0.0,538:533
184.0,225.0,76.0,110.0,1887.6,67.6,40.65524,-73.97229,15.68,28.0,0.0223926,25.24,255.0,59.4,31.8,0.0,529:526
185.0,226.0,76.0,110.0,1903.3,67.0,40.655125,-73.97218,15.7,28.0,0.0225143,25.24,252.2,59.2,31.8,0.0,521:523
186.0,227.0,77.0,110.0,1919.0,66.4,40.655006,-73.97208,15.7,28.0,0.022635998,25.23,249.5,59.0,31.75,0.0,523:518
187.0,226.0,77.0,110.0,1934.7,65.8,40.65489,-73.97198,15.7,28.0,0.022757698,25.19,248.1,59.06,31.8,0.0,517
