time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
0.0,215.0,72.0,99.0,0.0,9.161,22.0,29.0,37.15,0.0,70.679,65.001,15.81,157.5,30.91,31.4,0.0,587
1.0,222.0,72.0,102.0,9.53,9.163,22.0,29.0,37.15,0.00011036309,71.51,64.099,16.18,158.5,31.25,31.4,0.0,583:582
2.0,224.0,72.0,102.0,16.98,9.162,22.0,30.0,37.15,0.00022072619,72.46454545454546,63.642727272727264,16.45,159.3,31.51,31.4,0.0,583:583
3.0,225.0,73.0,103.0,28.35,9.163,22.0,29.0,37.15,0.00033108928,73.11444444444444,63.53111111111112,16.73,160.1,31.77,31.4,0.0,574:574
4.0,224.0,72.0,103.0,35.67,9.159,22.0,30.0,37.15,0.00044145237,73.348,63.051,17.01,160.9,32.03,31.4,0.0,579:573
5.0,223.0,72.0,103.0,45.77,9.162,22.0,30.0,37.15,0.0005518155,73.60818181818182,61.131818181818176,17.32,161.7,32.31,31.4,0.0,568
6.0,223.0,72.0,103.0,54.64,9.161,23.0,30.0,37.15,0.00066217856,74.18111111111111,60.96333333333333,17.62,162.6,32.59,31.4,0.0,563:560
7.0,224.0,72.0,103.0,64.3,9.163,23.0,30.0,37.15,0.0007725417,74.939,62.01099999999999,17.92,163.4,32.88,31.4,0.0,555:570
8.0,224.0,72.0,104.0,73.9,9.161,23.0,30.0,37.15,0.00088290474,75.365,61.511999999999986,18.36,164.7,33.29,31.4,0.0,578:577
9.0,224.0,72.0,104.0,80.73,9.158,23.0,30.0,37.15,0.0009932679,75.476,61.72700000000001,18.81,165.9,33.7,31.4,0.0,580
10.0,224.0,71.0,105.0,90.06,9.162,23.0,30.0,37.15,0.001103631,75.646,62.203,19.24,167.1,34.1,31.4,0.0,578:572
11.0,222.0,70.0,107.0,101.49,9.163,23.0,30.0,37.15,0.001213994,75.91799999999999,62.178,19.67,168.3,34.5,31.4,0.0,569:565
12.0,222.0,70.0,106.0,108.63,9.159,23.0,30.0,37.15,0.0013243571,76.17299999999999,62.158,20.14,169.6,34.93,31.4,0.0,566:561
13.0,223.0,70.0,104.0,118.82,9.162,23.0,30.0,37.15,0.0014347202,76.333,61.97700000000001,20.63,171.0,35.39,31.4,0.0,560
14.0,224.0,70.0,104.0,127.64,9.161,23.0,31.0,37.15,0.0015450834,76.35099999999997,61.735,20.92,171.8,35.66,31.4,0.0,561:556
15.0,225.0,70.0,104.0,138.13,9.163,23.0,31.0,37.15,0.0016554464,76.26599999999999,61.70399999999999,21.1,172.3,35.83,31.4,0.0,554:555
16.0,225.0,70.0,105.0,144.61,9.159,23.0,31.0,37.15,0.0017658095,76.23600000000002,61.328,21.29,172.8,36.0,31.4,0.0,551:546
17.0,224.0,71.0,107.0,155.16,9.162,23.0,30.0,37.15,0.0018761726,76.162,61.202,21.47,173.4,36.17,31.4,0.0,545
18.0,224.0,71.0,107.0,164.16,9.161,23.0,30.0,37.15,0.0019865357,76.016,61.185,21.66,173.9,36.34,31.4,0.0,546:546
19.0,224.0,71.0,107.0,174.62,9.163,23.0,30.0,37.15,0.0020968989,75.88799999999999,61.35999999999999,21.87,174.6,36.59,31.4,0.0,546:542
20.0,223.0,70.0,108.0,181.6,9.159,23.0,30.0,37.15,0.002207262,75.607,60.193,22.11,175.7,36.93,31.4,0.0,538:537
21.0,223.0,70.0,109.0,191.79,9.162,23.0,30.0,37.15,0.002317625,75.223,60.55499999999999,22.35,176.7,37.27,31.4,0.0,536:540
22.0,223.0,69.0,110.0,202.52,9.163,23.0,31.0,37.15,0.002427988,74.821,59.996,22.75,178.0,37.7,31.4,0.0,544:546
23.0,224.0,69.0,110.0,211.37,9.161,23.0,31.0,37.15,0.002538351,74.438,60.090999999999994,23.18,179.3,38.13,31.4,0.0,546
24.0,224.0,70.0,111.0,218.08,9.158,23.0,31.0,37.15,0.0026487142,74.16099999999999,59.303999999999995,23.62,180.7,38.62,31.4,0.0,541:542:542
25.0,226.0,71.0,111.0,227.41,9.162,23.0,30.0,37.15,0.0027590774,73.88499999999999,59.440999999999995,24.05,182.2,39.11,31.4,0.0,544
26.0,225.0,72.0,111.0,236.26,9.162,23.0,30.0,37.15,0.0028694405,73.57499999999999,59.367,24.34,183.1,39.4,31.4,0.0,541:540
27.0,224.0,73.0,111.0,247.44,9.163,23.0,29.0,37.15,0.0029798036,73.12100000000001,59.157,24.62,184.0,39.69,31.4,0.0,541:540
28.0,224.0,73.0,110.0,256.44,9.161,23.0,29.0,37.15,0.0030901667,72.71300000000001,58.742999999999995,24.91,184.8,39.98,31.4,0.0,538:533
29.0,224.0,73.0,110.0,266.9,9.163,23.0,29.0,37.16,0.0032005298,72.44500000000001,59.00500000000001,25.07,185.5,40.19,31.4,0.0,535:527
30.0,224.0,73.0,111.0,273.88,9.159,23.0,29.0,37.16,0.0033108927,72.251,59.264,25.23,186.1,40.41,31.4,0.0,535:518
31.0,223.0,73.0,111.0,282.19,9.161,23.0,29.0,37.16,0.0034212559,71.76,58.871,25.39,186.8,40.62,31.4,0.0,527:521
32.0,223.0,72.0,111.0,291.74,9.163,23.0,30.0,37.16,0.003531619,70.92,59.237,25.55,187.4,40.83,31.35,0.0,519
33.0,223.0,71.0,112.0,303.23,9.163,23.0,30.0,37.16,0.003641982,70.388,58.767,25.64,188.4,41.16,31.4,0.0,515:514
34.0,224.0,71.0,113.0,311.55,9.162,23.0,30.0,37.16,0.0037523452,69.94300000000001,57.590999999999994,25.72,189.5,41.51,31.4,0.0,515:519
35.0,225.0,71.0,114.0,318.86,9.158,23.0,30.0,37.16,0.0038627083,69.36300000000001,57.967000000000006,25.76,190.6,41.87,31.4,0.0,518:514:517
36.0,224.0,72.0,115.0,328.27,9.162,23.0,30.0,37.16,0.0039730715,68.48,57.895,25.71,191.7,42.26,31.35,0.0,517:517
37.0,224.0,72.0,116.0,337.87,9.161,22.0,30.0,37.16,0.0040834346,67.542,57.649,25.65,192.9,42.65,31.35,0.0,513:512
38.0,225.0,73.0,116.0,347.6,9.163,22.0,29.0,37.16,0.0041937977,66.779,56.65599999999999,25.49,191.5,43.8,31.35,0.0,513
39.0,224.0,72.0,116.0,357.19,9.161,22.0,30.0,37.16,0.004304161,66.215,56.977999999999994,25.35,190.7,44.84,31.4,0.0,514:515
40.0,223.0,72.0,116.0,364.02,9.158,22.0,30.0,37.16,0.004414524,65.66499999999999,57.720000000000006,25.22,192.6,45.5,31.4,0.0,513:508
41.0,223.0,71.0,116.0,374.2,9.162,22.0,30.0,37.16,0.004524887,65.05799999999999,58.162,25.09,194.5,46.16,31.35,0.0,512:515
42.0,223.0,71.0,117.0,384.94,9.163,22.0,30.0,37.16,0.00463525,64.659,58.306,25.0,195.8,46.76,31.35,0.0,513:513
43.0,224.0,71.0,117.0,393.1,9.162,22.0,30.0,37.16,0.004745613,64.348,58.406000000000006,24.9,197.1,47.35,31.35,0.0,509:509
44.0,225.0,72.0,117.0,404.1,9.163,22.0,30.0,37.16,0.004855976,63.947,57.32600000000001,24.8,198.4,47.95,31.35,0.0,510:515
45.0,225.0,73.0,117.0,411.22,9.159,22.0,29.0,37.16,0.004966339,63.21299999999999,57.55800000000001,24.63,199.7,48.44,31.35,0.0,514:513
46.0,224.0,73.0,117.0,419.54,9.161,22.0,29.0,37.16,0.005076702,62.34599999999999,56.61999999999999,24.42,201.0,48.86,31.35,0.0,1021
47.0,223.0,72.0,117.0,430.0,9.163,22.0,30.0,37.16,0.0051870653,61.529,57.06700000000001,24.32,202.8,49.02,31.4,0.0,513:513
48.0,224.0,72.0,118.0,437.6,9.162,22.0,30.0,37.16,0.0052974285,60.848,56.727999999999994,24.24,204.6,49.15,31.4,0.0,513:512
49.0,224.0,72.0,117.0,448.98,9.163,22.0,30.0,37.16,0.0054077916,60.276,57.214,24.17,206.3,49.34,31.35,0.0,509:513
50.0,224.0,72.0,117.0,456.29,9.159,22.0,30.0,37.16,0.0055181547,59.798,57.10600000000001,24.15,207.6,49.83,31.35,0.0,513:512
51.0,224.0,72.0,117.0,466.49,9.162,22.0,30.0,37.16,0.005628518,59.319,57.38099999999999,24.13,208.8,50.33,31.35,0.0,508
52.0,224.0,72.0,117.0,474.66,9.162,22.0,30.0,37.16,0.005738881,59.03399999999999,58.2,24.1,209.5,50.7,31.35,0.0,509:510:509
53.0,225.0,72.0,117.0,483.8,9.161,22.0,30.0,37.16,0.005849244,58.782,58.56700000000001,24.05,209.7,50.96,31.35,0.0,509:505
54.0,225.0,73.0,117.0,494.38,9.163,22.0,29.0,37.16,0.005959607,58.53799999999999,59.69599999999999,24.0,209.8,51.21,31.35,0.0,1009
55.0,224.0,74.0,117.0,502.5,9.162,22.0,29.0,37.16,0.0060699703,58.260000000000005,59.64300000000001,23.95,209.4,51.17,31.4,0.0,508:509
56.0,223.0,73.0,118.0,513.52,9.163,22.0,29.0,37.16,0.0061803334,57.99400000000001,60.033,23.88,208.0,50.68,31.35,0.0,510:509
57.0,223.0,72.0,118.0,520.16,9.159,22.0,30.0,37.16,0.0062906966,57.732000000000006,60.362,23.81,206.7,50.19,31.35,0.0,509:505
58.0,224.0,72.0,118.0,530.72,9.162,22.0,30.0,37.16,0.0064010597,57.491,60.737999999999985,23.8,206.5,50.15,31.4,0.0,504:508
59.0,224.0,72.0,118.0,539.65,9.161,22.0,30.0,37.16,0.006511423,57.069,60.577,23.81,206.9,50.32,31.35,0.0,505:501
60.0,224.0,73.0,118.0,550.17,9.163,22.0,29.0,37.16,0.0066217855,56.702,60.024,23.82,207.5,50.57,31.35,0.0,449:490
61.0,224.0,73.0,118.0,558.36,9.162,22.0,29.0,37.16,0.0067321486,56.69888888888889,60.22222222222222,23.82,208.8,51.01,31.35,0.0,490:490
62.0,223.0,73.0,118.0,568.43,9.163,22.0,29.0,37.16,0.0068425117,56.800909090909094,60.147272727272735,23.82,210.1,51.46,31.35,0.0,492:595
63.0,223.0,72.0,119.0,576.38,9.159,22.0,30.0,37.16,0.006952875,56.811,60.291,23.87,211.3,51.67,31.35,0.0,500
64.0,223.0,71.0,119.0,584.78,9.161,22.0,30.0,37.16,0.007063238,56.511111111111106,60.22222222222222,23.93,212.5,51.8,31.35,0.0,500:504
65.0,224.0,71.0,119.0,595.25,9.163,22.0,30.0,37.16,0.007173601,56.00181818181818,59.79454545454544,23.99,213.7,51.94,31.35,0.0,504:500
66.0,225.0,72.0,120.0,603.42,9.162,22.0,30.0,37.16,0.007283964,55.689,60.177,24.05,214.9,52.07,31.4,0.0,505:504
67.0,225.0,73.0,121.0,613.49,9.163,22.0,29.0,37.16,0.0073943273,55.760000000000005,60.515,24.12,216.2,52.31,31.35,0.0,501:500
68.0,225.0,74.0,121.0,621.02,9.162,22.0,29.0,37.16,0.0075046904,55.90599999999999,61.073,24.22,217.7,52.66,31.35,0.0,504:501
