time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
0.0,135.0,63.0,113.0,0.6,17.4,51.50899,-0.081934944,0.0,20.0,0.0,59.357000000000006,73.19399999999999,13.85,223.7,40.44,32.55,1.1,514:514
1.0,135.0,63.0,114.0,1.3,17.4,51.50899,-0.081945926,0.7,20.0,0.0,60.45,70.01899999999999,14.2,223.9,40.8,31.5,1.1,505:509
2.0,192.0,68.0,114.0,3.1,17.4,51.508995,-0.081969984,1.25,27.0,0.0,62.06500000000001,70.31200000000001,14.55,224.0,41.16,31.5,1.1,507
3.0,225.0,68.0,114.0,5.6,17.6,51.509,-0.082004935,1.667,32.0,0.00015135463,63.376999999999995,70.14999999999999,14.9,224.1,41.52,31.5,1.1,505:508:504
4.0,225.0,67.0,114.0,8.5,17.6,51.509003,-0.08204593,1.975,32.0,0.00030270926,64.171,71.526,15.25,224.3,41.88,31.5,1.1,497:495
5.0,225.0,68.0,116.0,11.8,17.6,51.509003,-0.082093954,2.24,32.0,0.00045406388,64.56800000000001,71.074,15.62,224.4,42.25,31.5,1.1,500:504
6.0,220.0,69.0,116.0,15.4,17.8,51.509007,-0.08214592,2.82,30.0,0.00045406388,65.15700000000001,70.676,16.01,224.6,42.66,31.5,1.1,495:500
7.0,221.0,69.0,117.0,19.3,17.8,51.509007,-0.08220099,3.24,31.0,0.0006054185,65.57000000000001,72.15800000000002,16.41,224.8,43.07,31.5,1.1,497:497
8.0,225.0,68.0,117.0,23.3,18.0,51.50901,-0.08225899,3.54,32.0,0.0007567731,65.524,71.63700000000001,16.8,224.9,43.47,31.5,1.1,501:497
9.0,221.0,67.0,118.0,27.6,18.0,51.50901,-0.082320936,3.82,31.0,0.00090812775,65.56400000000001,69.61600000000001,17.2,225.1,43.88,31.5,1.1,493:500
10.0,222.0,67.0,119.0,32.2,18.2,51.509014,-0.08238598,4.08,32.0,0.0010594823,65.865,68.176,17.52,225.2,44.21,31.5,1.1,497:490
11.0,223.0,67.0,120.0,36.9,18.2,51.50902,-0.08245395,4.3,32.0,0.001210837,66.079,66.771,17.84,225.3,44.54,31.5,1.1,495:492
12.0,223.0,66.0,120.0,41.9,18.4,51.50903,-0.08252394,4.52,32.0,0.0013621916,65.99181818181819,65.5690909090909,18.16,225.5,44.87,31.45,1.0,493:497
13.0,222.0,66.0,120.0,47.0,18.4,51.50904,-0.082595944,4.74,32.0,0.0015135462,65.69888888888889,65.6511111111111,18.48,225.6,45.19,31.45,1.0,493:493
14.0,222.0,65.0,120.0,52.3,18.4,51.50905,-0.082670964,4.94,33.0,0.0016649009,65.329,64.84,18.79,225.7,45.52,31.45,1.0,488:488
15.0,230.0,66.0,120.0,57.7,18.6,51.50906,-0.08274698,5.1,33.0,0.0018162555,64.76545454545455,64.79363636363637,19.14,225.9,45.88,31.45,1.0,493:488
16.0,225.0,68.0,120.0,63.3,18.8,51.50907,-0.08282393,5.28,32.0,0.00196761,64.11777777777779,64.48555555555555,19.56,226.0,46.31,31.45,1.0,492:476
17.0,224.0,71.0,120.0,68.9,18.8,51.509087,-0.08290197,5.4,30.0,0.0021189647,63.486,65.801,19.97,226.2,46.73,31.45,1.0,486:485
18.0,224.0,72.0,121.0,74.59,19.0,51.509094,-0.08298193,5.52,30.0,0.0022703193,62.63636363636363,68.90272727272728,20.39,226.4,47.16,31.45,1.0,483:481
19.0,222.0,72.0,121.0,80.3,19.2,51.50911,-0.08306198,5.6,29.0,0.002421674,61.14111111111111,68.59666666666666,20.81,226.6,47.59,31.45,1.0,479:483
20.0,220.0,71.0,122.0,86.0,19.2,51.509117,-0.08314295,5.66,30.0,0.002421674,59.497,68.178,21.52,226.8,48.32,31.45,1.0,479:479
21.0,226.0,69.0,122.0,91.8,19.4,51.50913,-0.08322492,5.7,31.0,0.0025730287,58.541,68.785,22.22,227.1,49.04,31.45,1.0,481:485
22.0,224.0,68.0,122.0,97.6,19.6,51.50914,-0.08330698,5.74,31.0,0.0027243833,58.108,69.203,23.49,227.7,50.35,31.45,1.0,961
23.0,224.0,70.0,123.0,103.5,19.6,51.50915,-0.083388954,5.78,31.0,0.0028757378,57.882000000000005,68.67,24.79,228.2,51.68,31.45,1.0,958:470
24.0,224.0,69.0,123.0,109.3,19.8,51.50916,-0.08347194,5.8,31.0,0.0030270924,57.818000000000005,70.21799999999999,25.64,228.5,52.57,31.45,1.0,474:474
25.0,223.0,69.0,124.0,115.3,20.0,51.509174,-0.083554916,5.86,31.0,0.003178447,57.826,71.412,26.32,228.9,53.52,31.4,1.0,476:472
26.0,222.0,69.0,124.0,121.2,20.2,51.509186,-0.08363899,5.88,31.0,0.0033298018,57.76399999999999,71.75900000000001,26.79,229.3,54.55,31.4,1.0,479:477
27.0,227.0,69.0,125.0,127.2,20.4,51.509193,-0.08372298,5.92,31.0,0.0034811564,57.99499999999999,72.416,27.2,229.6,55.33,31.4,1.0,472:474
28.0,224.0,70.0,125.0,133.1,20.4,51.509205,-0.08380696,5.92,31.0,0.003632511,58.434000000000005,72.858,27.58,229.9,56.01,31.4,1.0,472:469
29.0,221.0,71.0,125.0,139.1,20.6,51.509212,-0.08389296,5.96,30.0,0.0037838656,58.794999999999995,73.40599999999999,27.96,230.2,56.69,31.4,1.0,
30.0,222.0,70.0,125.0,145.1,20.8,51.50922,-0.08397795,5.96,30.0,0.00393522,58.914,73.204,29.15,230.8,58.28,31.4,1.0,1409:467:467
31.0,223.0,69.0,126.0,151.1,21.0,51.50923,-0.08406395,5.98,31.0,0.004086575,58.951,72.679,29.8,231.1,59.13,31.4,1.0,462:462
32.0,226.0,69.0,126.0,157.1,21.2,51.50924,-0.08414894,5.98,31.0,0.0042379294,59.02199999999999,71.43199999999999,30.35,231.4,59.84,31.4,1.0,460:462
33.0,229.0,71.0,126.0,163.1,21.2,51.50925,-0.08423394,6.0,31.0,0.004389284,59.088,71.672,31.04,231.8,60.72,31.4,1.0,458:460
34.0,223.0,72.0,127.0,169.2,21.4,51.50926,-0.08431893,6.02,30.0,0.0045406385,59.121,72.45900000000002,32.08,232.3,61.99,31.4,1.0,458:462
35.0,222.0,73.0,127.0,175.2,21.6,51.50927,-0.08440392,6.02,29.0,0.0046919934,58.995999999999995,72.66,33.14,232.8,63.24,31.4,1.0,458:458
36.0,222.0,71.0,128.0,181.2,21.8,51.50928,-0.084488995,6.02,30.0,0.004843348,58.922,71.482,34.14,233.2,64.4,31.4,1.0,458:456
37.0,225.0,72.0,128.0,187.2,22.0,51.509293,-0.08457399,6.02,30.0,0.0049947025,59.090999999999994,71.228,35.0,233.6,65.43,31.4,1.0,453:456:456
38.0,223.0,72.0,129.0,193.2,22.0,51.509304,-0.08465898,6.02,30.0,0.0051460573,59.229000000000006,67.656,35.87,234.4,67.17,31.4,1.0,456:453
39.0,224.0,72.0,130.0,199.3,22.2,51.509315,-0.08474398,6.02,30.0,0.0052974117,59.218,68.79599999999998,36.29,234.7,68.39,31.4,1.0,451:453:453
40.0,223.0,72.0,130.0,205.3,22.4,51.509323,-0.084828965,6.02,30.0,0.0054487665,59.250000000000014,69.11999999999999,36.26,234.3,68.71,31.4,1.0,446:455
41.0,224.0,72.0,131.0,211.3,22.6,51.509335,-0.08491396,6.02,30.0,0.005600121,59.20200000000001,69.43999999999998,36.23,233.9,69.03,31.4,1.0,449:448
42.0,223.0,72.0,131.0,217.3,22.8,51.509346,-0.08499895,6.02,30.0,0.0057514757,59.322,69.63699999999999,35.83,232.4,69.59,31.4,1.0,453:448
43.0,224.0,73.0,131.0,223.3,22.8,51.509357,-0.08508395,6.02,29.0,0.0059028305,59.46,69.85100000000001,35.35,230.5,70.21,31.35,1.0,449:448
44.0,224.0,72.0,132.0,229.3,23.0,51.509365,-0.085168935,6.0,30.0,0.006054185,59.548,70.036,34.93,228.3,70.85,31.35,1.0,449:448:448
45.0,222.0,72.0,132.0,235.4,23.2,51.509377,-0.08525393,6.02,29.0,0.0062055397,59.33090909090909,72.09363636363636,34.69,222.8,71.2,31.35,1.0,444:446
46.0,224.0,72.0,132.0,241.4,23.4,51.509388,-0.08533892,6.02,30.0,0.006356894,58.74444444444444,70.46555555555557,34.52,216.0,71.42,31.35,1.0,444
47.0,222.0,71.0,133.0,247.4,23.6,51.5094,-0.08542492,6.02,30.0,0.006508249,58.376,70.785,34.55,215.1,72.03,31.35,1.0,890:444
48.0,223.0,71.0,133.0,253.5,23.6,51.509407,-0.08551092,6.04,30.0,0.0066596037,58.24000000000001,69.83909090909091,34.59,214.7,72.6,31.35,1.0,444:439
49.0,225.0,71.0,134.0,259.6,23.8,51.50942,-0.08559692,6.06,30.0,0.006810958,58.21555555555556,70.0388888888889,34.66,215.5,72.85,31.35,1.0,446:442:444
50.0,223.0,72.0,134.0,265.7,24.0,51.509426,-0.08568392,6.06,30.0,0.006962313,58.147000000000006,69.815,34.72,216.2,73.1,31.35,1.0,439:441
51.0,222.0,72.0,134.0,271.89,24.2,51.509438,-0.08577093,6.1,29.0,0.007113667,57.89636363636364,71.18181818181819,34.79,217.0,73.34,31.35,1.0,439:442
52.0,224.0,72.0,134.0,278.0,24.4,51.509445,-0.08585893,6.12,30.0,0.007265022,57.52777777777778,70.31444444444445,34.86,217.7,73.59,31.3,1.0,442:437
53.0,227.0,73.0,135.0,284.2,24.4,51.509457,-0.08594594,6.14,30.0,0.0074163764,57.10300000000001,71.187,34.94,218.7,73.72,31.35,1.0,441:884
54.0,222.0,75.0,135.0,290.5,24.6,51.509468,-0.08603395,6.18,28.0,0.007567731,56.87090909090909,69.28272727272729,35.04,220.0,73.55,31.3,1.0,437:442
55.0,220.0,75.0,135.0,296.7,24.8,51.50948,-0.08612196,6.2,28.0,0.007567731,56.76777777777778,68.28555555555555,35.14,221.3,73.38,31.35,1.0,441:439:439
56.0,223.0,73.0,135.0,302.89,25.0,51.5095,-0.086207956,6.2,29.0,0.007719086,56.778,67.87899999999999,35.21,222.1,73.11,31.3,1.0,437:444
57.0,222.0,73.0,136.0,309.2,25.0,51.50951,-0.08629597,6.24,29.0,0.00787044,56.989999999999995,68.44500000000001,35.2,221.4,72.58,31.3,1.0,439:439
58.0,223.0,73.0,136.0,315.39,25.2,51.50952,-0.086383976,6.24,29.0,0.008021795,57.241,67.66999999999999,35.19,220.7,72.04,31.3,1.0,444:442
59.0,222.0,73.0,136.0,321.7,25.4,51.509533,-0.08647199,6.24,29.0,0.00817315,57.376,66.88699999999999,35.15,223.0,72.88,31.3,1.0,442:441:446
60.0,222.0,72.0,136.0,327.9,25.6,51.509544,-0.086559996,6.24,29.0,0.008324504,57.43727272727271,66.99,35.11,224.1,73.56,31.3,1.0,444:444
61.0,224.0,71.0,136.0,334.1,25.6,51.509556,-0.08664793,6.24,30.0,0.008475859,57.47999999999999,68.75111111111113,35.08,223.3,73.76,31.3,1.0,444:446
62.0,224.0,71.0,136.0,340.4,25.8,51.50957,-0.08673493,6.24,30.0,0.008627214,57.64,69.619,35.09,222.7,73.79,31.3,1.0,446:442
63.0,223.0,71.0,136.0,346.7,26.0,51.509583,-0.08682294,6.26,30.0,0.008778568,57.869090909090914,69.27454545454545,35.1,222.1,73.79,31.3,1.0,448:444
64.0,225.0,71.0,136.0,353.0,26.0,51.509598,-0.086911954,6.26,30.0,0.008929923,58.103333333333325,70.00111111111111,35.12,222.0,73.73,31.3,1.0,446:442:449
65.0,222.0,72.0,136.0,359.6,26.0,51.509613,-0.08700298,6.34,29.0,0.009081277,58.254,70.331,35.14,221.8,73.67,31.3,1.0,446:446
66.0,222.0,73.0,135.0,366.5,26.0,51.50963,-0.087098956,6.48,29.0,0.009232632,58.48363636363636,70.9218181818182,35.16,224.4,74.6,31.3,1.0,446:449
67.0,222.0,72.0,135.0,373.7,26.0,51.509647,-0.087197945,6.66,29.0,0.009383987,58.81666666666667,70.48666666666665,35.16,227.0,75.52,31.3,1.0,449:446
68.0,224.0,72.0,135.0,381.1,25.8,51.509663,-0.08730196,6.88,30.0,0.0095353415,59.439,70.224,35.17,229.3,76.34,31.3,1.0,446:449
69.0,225.0,72.0,134.0,389.0,25.6,51.50968,-0.08741193,7.2,30.0,0.009686696,60.134545454545446,68.06454545454545,35.18,228.6,76.56,31.3,1.0,449:446:449
70.0,221.0,72.0,135.0,397.4,25.2,51.509693,-0.087530956,7.56,29.0,0.00983805,60.62888888888889,68.58888888888889,35.22,228.1,76.71,31.3,1.0,449:449
71.0,222.0,72.0,134.0,406.3,24.8,51.50971,-0.08765694,7.96,29.0,0.009989405,61.07899999999999,65.509,35.37,228.0,76.62,31.25,1.0,446:451:451
72.0,224.0,72.0,134.0,415.8,24.4,51.50972,-0.08779197,8.42,30.0,0.01014076,61.30090909090909,67.61363636363637,35.52,229.2,76.66,31.3,1.0,449:451
73.0,224.0,71.0,134.0,425.9,24.0,51.50974,-0.08793396,8.96,30.0,0.010292115,61.57888888888889,68.60111111111112,35.68,232.0,76.86,31.3,1.0,448:453
74.0,224.0,72.0,134.0,436.3,24.0,51.509766,-0.08807796,9.46,30.0,0.0104434695,61.870000000000005,68.919,35.76,235.2,78.07,31.3,1.0,451:451
75.0,223.0,72.0,134.0,446.7,24.0,51.509792,-0.088220954,9.86,30.0,0.010594823,62.05,69.41727272727273,35.81,238.4,79.43,31.3,1.0,449:455
76.0,223.0,72.0,133.0,457.0,24.2,51.509823,-0.08836295,10.14,30.0,0.010746178,62.22666666666666,70.32666666666665,35.74,241.4,79.94,31.25,1.0,451:451
77.0,222.0,71.0,133.0,467.1,24.6,51.509853,-0.08849798,10.26,30.0,0.010897533,62.45399999999999,70.06,35.68,243.1,80.18,31.25,1.0,453:453:451
78.0,222.0,71.0,133.0,476.7,25.0,51.509888,-0.08862697,10.16,30.0,0.011048888,62.5009090909091,69.50818181818182,35.61,243.9,80.2,31.25,1.0,451:451
79.0,226.0,70.0,133.0,485.9,25.4,51.50992,-0.088747926,9.92,31.0,0.011200242,62.42444444444445,69.06444444444445,35.46,239.6,78.23,31.3,1.0,451:451
80.0,223.0,70.0,133.0,494.6,26.0,51.509953,-0.088862926,9.58,30.0,0.011351597,62.307,69.49599999999998,35.3,234.9,76.46,31.25,1.0,451:446
81.0,224.0,70.0,133.0,502.8,26.4,51.509983,-0.08897097,9.16,31.0,0.011502951,62.059090909090905,68.21636363636364,35.2,232.0,76.21,31.25,1.0,455:453
82.0,224.0,69.0,133.0,510.6,26.8,51.51001,-0.089073986,8.7,31.0,0.011654306,61.76777777777777,68.3777777777778,35.09,229.2,75.95,31.25,1.0,451:449
83.0,226.0,70.0,133.0,518.0,27.2,51.510036,-0.08917096,8.26,31.0,0.011805661,61.514,67.686,35.05,225.2,75.54,31.25,1.0,451:460:451
84.0,224.0,71.0,133.0,525.0,27.6,51.510063,-0.089264,7.82,30.0,0.011957015,61.14272727272728,67.23545454545454,35.03,221.1,75.11,31.25,1.0,453
85.0,224.0,71.0,133.0,531.79,28.0,51.510086,-0.089353934,7.44,30.0,0.01210837,60.62444444444444,65.46333333333332,35.05,221.6,75.56,31.25,1.0,910
86.0,223.0,71.0,133.0,538.29,28.2,51.510113,-0.089439936,7.1,30.0,0.012259725,60.08299999999999,66.828,35.0,222.8,75.94,31.25,1.0,907:456:451
87.0,222.0,71.0,133.0,544.7,28.4,51.51013,-0.08952393,6.82,30.0,0.012411079,59.7490909090909,67.17181818181817,34.93,224.3,76.3,31.25,1.0,456:456
88.0,224.0,71.0,132.0,550.9,28.6,51.510155,-0.089606985,6.58,30.0,0.012562434,59.63111111111112,67.92777777777778,34.9,226.1,76.44,31.25,1.0,451:453
89.0,225.0,72.0,133.0,557.1,28.8,51.510178,-0.089688964,6.42,30.0,0.012713788,59.55499999999999,68.62100000000001,34.9,228.1,76.46,31.25,1.0,446:456
90.0,221.0,72.0,133.0,563.29,28.8,51.510197,-0.08977295,6.3,29.0,0.012865143,59.41454545454545,68.63545454545455,34.81,227.5,76.19,31.25,1.0,455:453
91.0,223.0,71.0,132.0,569.7,29.0,51.510216,-0.089859955,6.28,30.0,0.013016498,59.14666666666666,68.50666666666666,34.69,225.6,75.79,31.25,1.0,451:453:451
92.0,223.0,70.0,132.0,576.2,29.0,51.51023,-0.08994997,6.3,30.0,0.013167853,58.730999999999995,68.459,34.39,226.0,75.95,31.25,1.0,453:451
93.0,225.0,70.0,132.0,582.9,29.0,51.51025,-0.09004192,6.4,31.0,0.013319207,58.36636363636365,68.91272727272728,34.08,225.8,75.84,31.25,1.0,449:453
94.0,227.0,71.0,132.0,589.9,28.8,51.51027,-0.090136975,6.56,31.0,0.013470561,58.04222222222222,69.13888888888887,33.77,224.6,75.27,31.25,1.0,451:448
95.0,223.0,73.0,132.0,597.1,28.8,51.51029,-0.09023596,6.76,29.0,0.013621916,57.745999999999995,70.44300000000001,33.51,223.4,74.47,31.25,1.0,451:439
96.0,224.0,73.0,132.0,604.6,28.6,51.510307,-0.090338975,6.98,29.0,0.013773271,57.52272727272726,68.42363636363636,33.32,223.7,74.3,31.2,1.0,456:449:449
97.0,224.0,73.0,132.0,612.29,28.6,51.51033,-0.09044492,7.22,29.0,0.013924626,57.28111111111111,68.96,33.22,226.2,75.08,31.25,1.0,448
98.0,222.0,73.0,133.0,620.4,28.4,51.51035,-0.09055599,7.5,29.0,0.01407598,57.277,67.779,33.12,228.6,75.86,31.25,1.0,451:449:451
99.0,222.0,72.0,132.0,628.79,28.2,51.510372,-0.09067099,7.78,29.0,0.014227334,57.447272727272725,68.36727272727272,33.11,229.9,76.01,31.2,1.0,449:446
100.0,222.0,72.0,133.0,637.5,28.0,51.510395,-0.09079093,8.08,29.0,0.014378689,57.76777777777777,69.10444444444444,33.11,231.0,76.07,31.2,1.0,455:451
101.0,225.0,71.0,133.0,646.5,27.8,51.510418,-0.09091599,8.38,30.0,0.014530044,58.019000000000005,69.434,33.16,231.6,76.09,31.2,1.0,449:449
102.0,224.0,72.0,133.0,655.8,27.4,51.51044,-0.09104398,8.7,30.0,0.014681399,58.17909090909091,69.11454545454545,33.31,231.4,76.06,31.25,1.0,453:451:451
103.0,227.0,72.0,133.0,665.4,27.2,51.510468,-0.091177925,9.0,30.0,0.014832753,58.143333333333345,69.85333333333332,33.48,230.6,75.82,31.2,1.0,453:455
104.0,227.0,72.0,133.0,675.4,26.8,51.51049,-0.09131497,9.32,30.0,0.014984108,58.008,70.912,33.64,229.7,75.58,31.2,1.0,451:456:456
105.0,223.0,75.0,133.0,685.7,26.4,51.510517,-0.09145696,9.64,28.0,0.015135462,57.74999999999999,70.19636363636363,33.76,229.8,75.84,31.2,1.0,453:455
106.0,223.0,75.0,133.0,696.2,26.2,51.510544,-0.091602966,9.94,28.0,0.015286817,57.2988888888889,69.29222222222222,33.85,230.4,76.36,31.2,1.0,456:456
107.0,221.0,74.0,133.0,707.0,25.8,51.51057,-0.091752924,10.24,29.0,0.015438172,57.282,69.596,33.88,228.8,75.91,31.2,1.0,453:456
108.0,225.0,73.0,133.0,718.1,25.4,51.510597,-0.091905974,10.54,29.0,0.015589526,57.66727272727273,69.28636363636365,33.89,226.4,75.12,31.2,1.0,451:458
109.0,225.0,73.0,133.0,729.6,24.8,51.510628,-0.092062965,10.84,29.0,0.01574088,58.12111111111111,70.65333333333332,33.89,225.4,75.44,31.2,1.0,456:458
110.0,222.0,74.0,133.0,741.3,24.2,51.51066,-0.09222399,11.12,29.0,0.015892236,58.354,71.79299999999999,33.87,225.6,76.65,31.2,0.9,456:458
111.0,223.0,74.0,132.0,753.5,23.4,51.510693,-0.092390954,11.46,29.0,0.01604359,58.38454545454545,70.09363636363638,33.61,231.1,77.55,31.2,0.9,456:456
112.0,224.0,73.0,132.0,766.1,22.8,51.510727,-0.09256396,11.82,29.0,0.016194945,58.36222222222222,70.30222222222223,33.41,232.7,77.38,31.15,0.9,453:458:456
113.0,224.0,73.0,132.0,779.1,22.0,51.51076,-0.09274199,12.2,29.0,0.0163463,58.456,70.288,33.27,231.5,76.52,31.2,0.9,458:458
114.0,222.0,74.0,132.0,792.5,21.2,51.510796,-0.09292698,12.58,29.0,0.016497655,58.532727272727286,71.75818181818182,33.21,229.6,75.95,31.15,0.9,458:456
115.0,226.0,73.0,131.0,806.1,20.6,51.510826,-0.09311699,12.96,30.0,0.016649008,58.708888888888886,70.45333333333333,33.14,228.2,75.61,31.15,0.9,456:453
116.0,222.0,75.0,131.0,819.8,20.2,51.510857,-0.09330995,13.26,28.0,0.016800363,59.01700000000001,70.464,33.06,227.2,75.49,31.2,0.9,455:456
117.0,222.0,75.0,131.0,833.7,19.8,51.510883,-0.09350398,13.52,28.0,0.016951717,59.44545454545455,70.51363636363635,32.98,226.3,75.37,31.2,0.9,453:456:453
118.0,221.0,74.0,131.0,847.6,19.4,51.51091,-0.09369895,13.7,29.0,0.017103072,59.793333333333344,70.04,32.99,226.5,75.53,31.15,0.9,456:455
119.0,224.0,73.0,131.0,861.5,19.0,51.51094,-0.093894,13.8,29.0,0.017254427,60.175,70.964,33.06,227.0,75.79,31.15,0.9,455:453
120.0,224.0,72.0,131.0,875.4,18.6,51.510967,-0.09408896,13.86,30.0,0.017405782,60.623636363636365,70.01636363636364,33.43,228.9,76.5,31.15,0.9,451:458:456
121.0,225.0,73.0,131.0,889.2,18.4,51.510994,-0.09428493,13.88,29.0,0.017557137,60.94222222222223,69.87333333333333,33.82,230.9,77.01,31.15,0.9,456:456
122.0,223.0,73.0,132.0,903.1,18.0,51.51102,-0.09447998,13.88,29.0,0.017708492,61.012,70.159,34.21,233.0,77.37,31.15,0.9,458:458
123.0,222.0,74.0,132.0,916.9,17.8,51.511044,-0.09467494,13.86,29.0,0.017859846,60.95818181818181,71.45181818181817,34.57,232.9,76.96,31.15,0.9,456:460
124.0,225.0,73.0,132.0,930.6,17.6,51.511066,-0.094869986,13.82,29.0,0.018011201,60.836666666666666,70.50222222222222,34.89,231.1,75.91,31.15,0.9,460:456
125.0,225.0,73.0,132.0,944.2,17.4,51.511086,-0.095062934,13.76,29.0,0.018162554,60.73900000000001,70.113,35.22,229.0,74.91,31.15,0.9,462:460
126.0,221.0,73.0,132.0,957.8,17.2,51.511105,-0.09525597,13.72,29.0,0.018313909,60.71636363636364,69.18636363636362,35.68,224.9,74.3,31.15,0.9,456:462
127.0,222.0,73.0,132.0,971.3,17.0,51.511124,-0.095449924,13.64,29.0,0.018465264,60.7988888888889,69.24555555555557,35.96,222.1,74.15,31.15,0.9,462:460:462
128.0,222.0,72.0,131.0,984.8,16.8,51.511135,-0.095641956,13.58,29.0,0.018616619,60.95,69.071,36.02,220.8,74.56,31.15,0.9,462:460
129.0,224.0,71.0,131.0,998.1,16.8,51.511147,-0.09583399,13.5,30.0,0.018767973,61.0609090909091,68.51454545454544,36.06,219.2,74.63,31.15,0.9,460:462
130.0,225.0,70.0,131.0,1011.4,16.8,51.511154,-0.09602392,13.44,31.0,0.018919328,61.18,68.03666666666668,35.94,215.9,72.85,31.15,0.9,460:465
131.0,224.0,72.0,131.0,1024.59,16.6,51.51116,-0.09621394,13.36,30.0,0.019070683,61.298000000000016,68.181,35.76,212.8,71.88,31.1,0.9,465:469
132.0,222.0,72.0,130.0,1037.59,16.6,51.511166,-0.096401945,13.26,29.0,0.019222038,61.35818181818181,69.10727272727273,35.57,209.9,71.42,31.15,0.9,463:467
133.0,223.0,72.0,130.0,1050.7,16.6,51.51117,-0.09658995,13.18,30.0,0.019373393,61.35333333333334,68.95444444444445,35.42,207.8,70.99,31.1,0.9,465:467
134.0,226.0,73.0,130.0,1063.59,16.6,51.511173,-0.09677595,13.1,30.0,0.019524746,61.233,68.59799999999998,35.48,208.2,71.57,31.1,0.9,462:469
135.0,224.0,74.0,130.0,1076.5,16.6,51.511177,-0.09696294,13.02,29.0,0.0196761,61.24181818181818,68.06181818181818,35.57,209.7,72.13,31.15,0.9,465:465:463
136.0,223.0,75.0,130.0,1089.3,16.6,51.511185,-0.09714693,12.94,28.0,0.019827455,61.32555555555556,68.78888888888889,35.66,211.7,72.55,31.1,0.9,465:465
137.0,224.0,75.0,129.0,1102.0,16.6,51.51119,-0.09732898,12.88,29.0,0.01997881,61.42,69.08600000000001,35.75,211.2,72.33,31.1,0.9,462:465
138.0,224.0,76.0,129.0,1114.4,16.6,51.511185,-0.097508945,12.74,28.0,0.020130165,61.413,69.811,35.83,210.6,72.12,31.1,0.9,465:462
139.0,222.0,76.0,129.0,1126.7,16.6,51.511185,-0.09768597,12.62,28.0,0.02028152,61.285,68.231,35.92,210.1,71.9,31.1,0.9,463:465:465
140.0,224.0,76.0,129.0,1138.9,16.6,51.511185,-0.097860985,12.48,28.0,0.020432875,61.20700000000001,67.62499999999999,35.97,212.4,73.01,31.1,0.9,463:456
141.0,224.0,75.0,129.0,1150.9,16.6,51.51119,-0.09803499,12.32,29.0,0.02058423,61.324,67.302,36.04,214.6,74.03,31.1,0.9,467:467
142.0,224.0,75.0,129.0,1162.9,16.6,51.51119,-0.09820699,12.18,29.0,0.020735584,61.260000000000005,64.878,36.19,215.0,73.44,31.1,0.9,465:463
143.0,223.0,75.0,129.0,1174.7,16.4,51.511192,-0.09837798,12.06,28.0,0.020886939,60.914,67.373,36.33,213.5,72.64,31.1,0.9,465:467
144.0,223.0,75.0,129.0,1186.59,16.4,51.511196,-0.098547965,11.98,28.0,0.021038292,60.93818181818181,66.88818181818182,36.41,208.6,71.53,31.1,0.9,467:467
145.0,224.0,75.0,129.0,1198.4,16.2,51.511204,-0.09871795,11.9,29.0,0.021189647,61.14,67.75333333333333,36.56,209.0,71.91,31.1,0.9,469:465
146.0,223.0,75.0,129.0,1210.3,16.0,51.51121,-0.09888894,11.88,28.0,0.021341002,61.14000000000001,67.36500000000001,36.69,210.5,72.43,31.1,0.9,472:467
147.0,222.0,75.0,129.0,1222.09,15.8,51.511223,-0.099058926,11.84,28.0,0.021492356,61.04636363636364,67.77545454545454,36.72,213.9,72.62,31.05,0.9,469
148.0,223.0,74.0,129.0,1234.09,15.6,51.51123,-0.09923,11.88,29.0,0.021643711,60.93777777777777,67.47999999999999,36.65,215.4,72.64,31.05,0.9,469:462:467
149.0,224.0,74.0,129.0,1246.09,15.4,51.511242,-0.099401996,11.9,29.0,0.021795066,60.775,68.357,36.5,215.5,72.54,31.05,0.9,469:462:469
150.0,222.0,74.0,129.0,1258.2,15.0,51.51125,-0.09957592,11.96,29.0,0.02194642,60.60545454545454,69.27363636363637,36.3,215.8,72.6,31.05,0.9,467:465
151.0,223.0,73.0,129.0,1270.4,14.6,51.511253,-0.09975194,12.02,29.0,0.022097776,60.34111111111112,68.52111111111111,36.0,216.5,73.05,31.05,0.9,463:467
152.0,226.0,74.0,128.0,1282.7,14.4,51.511253,-0.09992997,12.12,29.0,0.02224913,60.07000000000001,68.456,35.67,216.8,73.53,31.05,0.9,467:465:467
153.0,223.0,75.0,128.0,1295.2,14.0,51.511246,-0.10010792,12.22,28.0,0.022400483,59.849999999999994,69.0409090909091,35.33,216.3,74.0,31.05,0.9,467:465
154.0,224.0,75.0,128.0,1307.7,13.6,51.51123,-0.10028796,12.32,29.0,0.022551838,59.67222222222222,69.88777777777779,35.3,217.0,74.02,31.05,0.9,463:460
155.0,223.0,75.0,128.0,1320.4,13.2,51.51121,-0.100466914,12.44,28.0,0.022703193,59.468999999999994,70.25999999999999,35.3,217.3,74.01,31.05,0.9,465:463
156.0,223.0,75.0,128.0,1333.1,12.8,51.511185,-0.10064696,12.54,28.0,0.022854548,59.34454545454546,69.81636363636363,35.32,217.2,73.98,31.05,0.9,460:463
157.0,222.0,75.0,128.0,1346.0,12.4,51.511158,-0.10082692,12.66,28.0,0.023005903,59.363,70.66900000000001,35.33,217.6,74.13,31.05,0.9,463:458
