time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
1232.0,269.0,77.0,129.0,12238.5,24.4,51.5075,-0.12956394,10.76,33.0,0.18556076,63.087,72.703,33.33,258.9,79.92,31.45,0.8,449:449
1233.0,266.0,77.0,129.0,12249.2,24.4,51.50748,-0.12941399,10.72,33.0,0.18571213,63.178999999999995,73.401,32.68,261.1,80.87,31.4,0.8,442
1234.0,268.0,76.0,131.0,12259.8,24.6,51.507465,-0.12926294,10.68,34.0,0.18586348,63.17444444444445,73.9511111111111,32.09,264.5,81.6,31.4,0.8,1338:442
1235.0,271.0,77.0,132.0,12270.4,24.4,51.507446,-0.12911199,10.64,34.0,0.18601483,63.08272727272727,72.32181818181819,31.55,267.7,82.26,31.4,0.8,442:439
1236.0,268.0,79.0,132.0,12281.2,24.4,51.507427,-0.12896094,10.66,32.0,0.18616618,63.024,72.02300000000001,31.29,270.0,82.6,31.4,0.8,444:442
1237.0,270.0,79.0,133.0,12291.9,24.4,51.50741,-0.12880999,10.68,33.0,0.18631755,63.01800000000001,75.167,31.02,272.2,82.94,31.45,0.8,439:875
1238.0,266.0,79.0,133.0,12302.2,24.4,51.507393,-0.12866297,10.6,32.0,0.1864689,62.870000000000005,77.17800000000001,30.76,274.5,83.29,31.45,0.8,442:442
1239.0,262.0,77.0,133.0,12313.4,24.4,51.507378,-0.12850296,10.72,32.0,0.18662025,62.43499999999999,74.932,30.36,276.2,83.29,31.4,0.8,442:439
1240.0,267.0,75.0,135.0,12324.2,24.4,51.50736,-0.128352,10.76,34.0,0.1867716,62.009000000000015,75.145,29.91,277.7,83.13,31.45,0.8,439:430
1241.0,268.0,75.0,135.0,12334.9,24.4,51.507324,-0.12820598,10.74,34.0,0.18692297,62.008,72.79100000000001,29.54,277.6,82.43,31.4,0.8,448
1242.0,268.0,75.0,135.0,12345.5,24.6,51.507286,-0.12806794,10.72,34.0,0.18707432,62.23,70.849,29.22,276.6,81.37,31.45,0.8,892:875
1243.0,267.0,74.0,135.0,12355.9,25.0,51.50724,-0.12793793,10.74,34.0,0.18722567,62.528,70.805,28.97,275.3,80.56,31.4,0.8,446:446
1244.0,273.0,76.0,136.0,12366.0,25.2,51.507187,-0.12781991,10.52,34.0,0.18737702,62.775,71.612,28.82,273.6,80.26,31.4,0.8,879
1245.0,269.0,78.0,136.0,12375.8,25.4,51.507126,-0.12771396,10.32,33.0,0.18752837,62.875,70.74699999999999,28.67,273.3,80.17,31.4,0.8,439:446
1246.0,266.0,80.0,136.0,12385.5,25.8,51.507065,-0.12761892,10.12,32.0,0.18767974,62.85600000000001,71.005,28.53,274.8,80.32,31.4,0.8,442:437:441
1247.0,266.0,78.0,135.0,12395.0,25.8,51.506996,-0.12753594,9.9,33.0,0.18783109,62.8,72.31899999999999,28.39,276.2,80.47,31.4,0.8,442:446
1248.0,269.0,78.0,135.0,12404.5,25.8,51.506924,-0.12746595,9.72,33.0,0.18798244,62.699,72.18199999999999,28.28,277.9,80.61,31.4,0.8,444:444
1249.0,264.0,78.0,135.0,12414.1,25.8,51.506844,-0.12740594,9.62,32.0,0.18813379,62.55899999999999,70.555,28.17,279.6,80.76,31.4,0.8,442:442
1250.0,263.0,76.0,135.0,12423.8,25.8,51.506763,-0.12735397,9.6,33.0,0.18828516,62.468999999999994,70.152,28.06,281.0,80.55,31.45,0.8,442:446:444
1251.0,268.0,74.0,136.0,12433.5,25.8,51.50668,-0.12731096,9.6,35.0,0.18843651,62.39,69.70599999999999,27.92,281.7,79.19,31.45,0.8,442:439
1252.0,272.0,76.0,136.0,12443.3,25.8,51.506596,-0.12727392,9.66,34.0,0.18858786,62.275,68.75699999999999,27.79,282.4,78.12,31.4,0.8,448:444
1253.0,270.0,79.0,136.0,12453.0,25.8,51.50651,-0.12723294,9.7,33.0,0.18873921,62.17999999999999,68.61499999999998,27.7,283.1,78.05,31.4,0.8,446:442:444
1254.0,268.0,80.0,136.0,12462.8,26.0,51.50643,-0.12718198,9.74,32.0,0.18889058,62.138,70.79499999999999,27.63,283.6,77.99,31.45,0.8,442:449
1255.0,265.0,79.0,135.0,12472.5,26.0,51.506348,-0.12712991,9.74,32.0,0.18904193,62.10799999999999,72.32600000000001,27.58,283.4,77.95,31.4,0.8,446:446
1256.0,270.0,79.0,135.0,12482.3,26.0,51.506268,-0.12707694,9.76,33.0,0.18919328,61.781000000000006,71.886,27.54,283.2,77.91,31.4,0.8,444:439
1257.0,266.0,78.0,135.0,12492.0,26.2,51.506187,-0.12702598,9.74,33.0,0.18934463,61.456,70.72,27.54,283.2,78.09,31.4,0.8,899
1258.0,266.0,77.0,135.0,12501.8,26.2,51.506104,-0.12697795,9.76,33.0,0.189496,61.343333333333334,70.36222222222223,27.55,283.4,78.37,31.4,0.8,441:448
1259.0,264.0,76.0,135.0,12511.6,26.2,51.50602,-0.12693295,9.76,33.0,0.18964735,61.36909090909091,69.40636363636362,27.56,283.8,78.55,31.4,0.8,446:444
1260.0,265.0,75.0,135.0,12521.6,26.2,51.505936,-0.12688793,9.82,34.0,0.1897987,61.397000000000006,70.042,27.52,284.8,78.47,31.4,0.8,893:441
1261.0,271.0,74.0,135.0,12531.8,26.2,51.505848,-0.12684493,9.9,35.0,0.18995005,61.26500000000001,70.86100000000002,27.48,285.7,78.4,31.4,0.8,444:437
1262.0,270.0,74.0,134.0,12542.2,26.0,51.505756,-0.12680797,10.04,35.0,0.19010141,61.121,69.72399999999999,27.45,286.5,78.31,31.4,0.8,449:449:446
1263.0,267.0,75.0,134.0,12553.0,25.4,51.505665,-0.126768,10.24,34.0,0.19025277,61.019000000000005,69.898,27.42,287.3,78.23,31.4,0.8,442:442
1264.0,264.0,77.0,134.0,12564.1,25.0,51.50557,-0.12671995,10.5,33.0,0.19040412,60.885000000000005,70.444,27.39,288.6,78.43,31.45,0.8,444:449
1265.0,268.0,75.0,134.0,12575.6,24.6,51.50547,-0.12666991,10.8,34.0,0.19055547,60.863,70.621,27.36,290.1,78.76,31.4,0.8,893
1266.0,265.0,74.0,134.0,12587.5,24.0,51.505367,-0.12661996,11.14,34.0,0.19070682,60.923,69.665,27.34,293.0,79.21,31.4,0.8,442:439
1267.0,269.0,74.0,134.0,12599.7,23.4,51.50526,-0.12657294,11.5,35.0,0.19085819,60.918000000000006,69.136,27.34,297.0,79.75,31.4,0.8,894:439
1268.0,269.0,73.0,134.0,12612.3,22.8,51.505154,-0.12652692,11.86,35.0,0.19100954,60.718,69.88799999999999,27.33,297.1,79.63,31.4,0.8,437:444
1269.0,271.0,74.0,134.0,12625.2,22.2,51.50504,-0.12648292,12.22,35.0,0.19116089,60.436,70.52600000000001,27.31,295.7,79.26,31.4,0.8,444:441:439
1270.0,273.0,76.0,135.0,12638.4,21.4,51.504925,-0.12644093,12.56,34.0,0.19131224,60.227,70.07300000000001,27.29,294.3,78.89,31.4,0.8,437
1271.0,273.0,81.0,134.0,12652.0,20.6,51.504807,-0.12639993,12.9,32.0,0.1914636,60.078,69.95900000000002,27.27,292.3,78.68,31.4,0.8,435:442:442
1272.0,265.0,85.0,135.0,12666.0,19.8,51.50468,-0.12635896,13.26,30.0,0.19161496,59.959999999999994,70.366,27.25,289.3,78.7,31.4,0.8,439:437
1273.0,262.0,84.0,135.0,12680.4,18.8,51.504555,-0.12631796,13.62,30.0,0.1917663,59.89300000000001,70.774,27.23,286.4,78.73,31.4,0.8,876
1274.0,264.0,80.0,136.0,12694.5,18.0,51.504433,-0.126281,13.86,32.0,0.19191766,59.864999999999995,69.36699999999999,27.23,282.9,77.74,31.4,0.8,442:437
1275.0,268.0,77.0,135.0,12710.0,17.4,51.504295,-0.12624094,14.32,33.0,0.19206902,59.86900000000001,70.41400000000002,27.23,279.3,76.66,31.4,0.8,439:433:444
1276.0,265.0,76.0,136.0,12725.1,16.8,51.50416,-0.12620598,14.62,33.0,0.19222037,59.85000000000001,69.583,27.26,276.2,75.7,31.4,0.8,442:437
1277.0,267.0,77.0,137.0,12740.1,16.6,51.50403,-0.12617396,14.82,33.0,0.19237173,59.784000000000006,69.53999999999999,27.28,273.1,74.76,31.4,0.8,437:437:442
1278.0,269.0,75.0,136.0,12754.9,16.6,51.503895,-0.12614496,14.9,34.0,0.19252308,59.65200000000001,70.446,27.28,271.5,74.39,31.4,0.8,444:446
1279.0,270.0,75.0,137.0,12769.4,16.8,51.503765,-0.12611999,14.98,34.0,0.19267444,59.447,69.741,27.25,271.3,74.65,31.4,0.8,441
1280.0,266.0,76.0,136.0,12783.5,17.0,51.50364,-0.12609793,14.7,33.0,0.1928258,59.16799999999999,69.56,27.24,271.2,74.84,31.4,0.8,1327
1281.0,267.0,76.0,137.0,12797.2,17.4,51.503517,-0.126078,14.42,34.0,0.19297715,58.91000000000001,69.626,27.26,271.4,74.72,31.4,0.8,446:441
1282.0,267.0,77.0,136.0,12809.9,17.6,51.503403,-0.12606198,13.96,33.0,0.1931285,58.74400000000001,70.673,27.27,271.5,74.6,31.4,0.8,442:442:442
1283.0,270.0,76.0,137.0,12823.4,18.0,51.50328,-0.126051,13.7,34.0,0.19327985,58.745000000000005,69.683,27.3,270.4,74.57,31.4,0.8,453:442
1284.0,267.0,77.0,136.0,12836.1,18.0,51.503166,-0.12604094,13.34,33.0,0.19343121,58.751999999999995,69.01500000000001,27.33,269.4,74.54,31.4,0.8,444:449:446
1285.0,267.0,76.0,136.0,12848.8,18.2,51.503056,-0.12603197,13.06,34.0,0.19358256,58.706999999999994,70.15299999999999,27.28,268.3,74.25,31.4,0.8,442:441
1286.0,267.0,76.0,136.0,12861.3,18.2,51.50294,-0.12602292,12.82,34.0,0.19373392,58.578,70.19999999999997,27.23,267.2,73.94,31.4,0.8,448:449
1287.0,264.0,76.0,135.0,12873.7,18.2,51.50283,-0.12601899,12.76,33.0,0.19388527,58.44499999999999,68.737,27.15,265.4,73.46,31.4,0.8,446
1288.0,271.0,74.0,135.0,12886.0,18.2,51.50272,-0.12601596,12.52,35.0,0.19403663,58.448000000000015,68.73799999999999,27.02,262.8,72.75,31.4,0.8,890:889
1289.0,269.0,75.0,136.0,12898.2,18.2,51.50261,-0.12601496,12.42,34.0,0.19418798,58.437,70.9,26.92,260.1,72.03,31.4,0.8,446:442
1290.0,266.0,76.0,135.0,12910.3,18.4,51.5025,-0.12601395,12.3,33.0,0.19433933,58.36777777777778,70.16222222222223,26.9,256.7,71.22,31.4,0.8,444:439
1291.0,268.0,76.0,135.0,12922.4,18.4,51.50239,-0.12601496,12.22,34.0,0.19449069,58.27181818181818,70.42545454545456,26.88,253.6,70.5,31.4,0.8,451:451
1292.0,269.0,77.0,135.0,12934.4,18.4,51.502285,-0.12601697,12.14,33.0,0.19464205,58.29200000000001,71.31700000000001,26.85,252.2,70.48,31.4,0.8,449:444
1293.0,266.0,77.0,134.0,12946.4,18.4,51.502174,-0.12601797,12.08,33.0,0.1947934,58.367999999999995,72.514,26.85,251.5,70.53,31.4,0.8,444:448
1294.0,267.0,76.0,135.0,12958.4,18.4,51.502068,-0.12601998,12.04,34.0,0.19494475,58.404,71.78399999999999,26.89,251.9,70.71,31.4,0.8,894:448
1295.0,268.0,76.0,135.0,12970.5,18.2,51.50196,-0.12602292,12.04,34.0,0.1950961,58.367,71.572,26.92,252.3,70.88,31.35,0.8,448:437
1296.0,266.0,76.0,135.0,12982.7,18.2,51.50185,-0.12602594,12.06,33.0,0.19524747,58.24499999999999,73.085,27.08,252.0,70.91,31.4,0.8,451
1297.0,272.0,77.0,135.0,12995.0,18.0,51.50174,-0.12602794,12.12,34.0,0.19539882,58.164,72.46,27.26,251.7,70.93,31.4,0.8,893:441
1298.0,270.0,79.0,133.0,13006.9,17.8,51.501633,-0.12602997,12.1,33.0,0.19555017,58.202,71.28799999999998,27.39,251.5,70.86,31.4,0.8,449:448:444
1299.0,268.0,82.0,135.0,13019.8,17.4,51.501514,-0.12603097,12.28,31.0,0.19570152,58.336666666666666,70.90444444444444,27.52,251.2,70.75,31.4,0.8,444:444
1300.0,267.0,83.0,134.0,13032.3,17.2,51.501404,-0.12602794,12.36,31.0,0.19585289,58.42000000000001,72.62636363636364,27.63,250.9,70.58,31.4,0.8,449:446:442
1301.0,267.0,83.0,134.0,13044.9,16.8,51.50129,-0.12603892,12.44,31.0,0.19600424,58.544,70.66900000000001,27.66,250.1,70.07,31.4,0.8,439:449
1302.0,263.0,82.0,134.0,13057.6,16.6,51.501183,-0.12608898,12.52,31.0,0.1961556,58.58299999999999,72.62800000000001,27.68,249.4,69.56,31.4,0.8,449:446
1303.0,267.0,79.0,134.0,13070.3,16.4,51.501087,-0.12619199,12.68,32.0,0.19630694,58.535,71.72600000000001,27.72,248.4,69.07,31.4,0.8,441:453
1304.0,267.0,78.0,135.0,13083.1,16.2,51.501034,-0.12634999,12.66,33.0,0.1964583,58.706999999999994,69.60900000000001,27.81,246.7,68.61,31.4,0.8,449
1305.0,272.0,79.0,134.0,13095.8,16.0,51.50101,-0.12653095,12.7,33.0,0.19660966,58.95,71.70300000000002,27.9,244.6,68.27,31.4,0.8,888:449
1306.0,262.0,80.0,135.0,13108.6,16.0,51.50101,-0.12671393,12.74,31.0,0.19676101,59.133,71.91900000000001,28.0,242.2,68.04,31.4,0.8,451:449:449
1307.0,264.0,80.0,135.0,13121.2,15.8,51.50101,-0.12689698,12.72,32.0,0.19691236,59.238,71.69500000000001,28.04,241.4,68.0,31.4,0.8,444:444
1308.0,266.0,75.0,135.0,13133.7,15.8,51.501015,-0.12707694,12.68,34.0,0.19706371,59.322,72.63199999999999,28.07,241.0,68.0,31.4,0.8,442:451
1309.0,269.0,75.0,134.0,13146.1,15.8,51.501022,-0.12725498,12.6,34.0,0.19721508,59.418000000000006,72.1,28.13,241.2,67.99,31.4,0.8,449
1310.0,267.0,74.0,134.0,13158.5,15.8,51.50104,-0.12742999,12.54,34.0,0.19736643,59.477,71.1,28.2,241.7,67.97,31.4,0.8,890:449
1311.0,266.0,75.0,134.0,13170.7,15.8,51.501064,-0.127603,12.42,34.0,0.19751778,59.581999999999994,71.09299999999999,28.33,241.8,68.09,31.35,0.8,451:428:458
1312.0,271.0,75.0,134.0,13182.3,15.8,51.50108,-0.12776795,12.22,35.0,0.19766913,59.774000000000015,71.85300000000001,28.49,241.7,68.27,31.4,0.8,449:448
1313.0,264.0,77.0,133.0,13194.3,15.8,51.5011,-0.12793894,12.12,33.0,0.1978205,59.88099999999999,70.953,28.57,241.9,68.32,31.35,0.8,462:449
1314.0,263.0,75.0,134.0,13206.7,15.8,51.501114,-0.12811597,12.12,33.0,0.19797185,59.95,70.842,28.65,242.1,68.37,31.35,0.8,449
1315.0,268.0,74.0,134.0,13218.5,15.8,51.50113,-0.12828393,12.0,35.0,0.1981232,59.956,71.996,28.72,241.6,68.27,31.35,0.8,902:453
1316.0,269.0,75.0,134.0,13230.2,15.8,51.50114,-0.12845099,11.9,34.0,0.19827455,60.021,71.47699999999999,28.78,240.1,67.94,31.35,0.8,444:451:453
1317.0,271.0,75.0,134.0,13241.8,15.8,51.501156,-0.12861796,11.9,35.0,0.19842592,60.159000000000006,70.99499999999999,28.84,238.6,67.6,31.35,0.8,449:442
1318.0,265.0,76.0,133.0,13253.4,15.8,51.501167,-0.12878391,11.82,33.0,0.19857727,60.315,70.89399999999999,28.96,238.1,67.87,31.35,0.8,453:451
1319.0,270.0,77.0,133.0,13265.0,15.8,51.50118,-0.12894997,11.66,33.0,0.19872862,60.36,72.486,29.09,237.7,68.14,31.35,0.8,449:444:446
1320.0,270.0,77.0,133.0,13276.5,15.6,51.50119,-0.12911493,11.6,33.0,0.19887997,60.361,72.452,29.21,238.2,68.22,31.35,0.8,442:449
1321.0,263.0,79.0,133.0,13288.0,15.6,51.5012,-0.12927896,11.56,32.0,0.19903132,60.35000000000001,71.72,29.32,238.7,68.3,31.35,0.8,896
1322.0,262.0,80.0,133.0,13299.4,15.6,51.50121,-0.12944299,11.52,31.0,0.19918269,60.28000000000001,71.336,29.39,238.8,68.4,31.35,0.8,444:437
1323.0,267.0,77.0,133.0,13310.8,15.6,51.50122,-0.12960693,11.48,33.0,0.19933404,60.199,72.32799999999999,29.46,239.0,68.49,31.35,0.8,451:448:444
1324.0,270.0,74.0,133.0,13322.2,15.6,51.501236,-0.12976897,11.44,35.0,0.19948539,60.33,70.64500000000001,29.56,239.5,68.5,31.35,0.8,884
1325.0,271.0,74.0,133.0,13333.4,15.6,51.501247,-0.12992997,11.38,35.0,0.19963674,60.446000000000005,71.44700000000002,29.65,240.5,68.6,31.35,0.8,451:444
1326.0,268.0,75.0,134.0,13344.6,15.8,51.50125,-0.130091,11.32,34.0,0.19978811,60.46,72.44699999999999,29.69,242.3,68.95,31.35,0.8,439:444
1327.0,269.0,76.0,135.0,13355.7,15.8,51.501255,-0.13024999,11.26,34.0,0.19993946,60.470000000000006,71.74000000000001,29.71,243.4,69.08,31.35,0.8,449:449
1328.0,269.0,78.0,134.0,13366.7,15.8,51.50125,-0.13040891,11.18,33.0,0.20009081,60.459,71.131,29.7,243.5,68.88,31.35,0.8,444:442:451
1329.0,264.0,79.0,135.0,13377.4,15.8,51.501244,-0.13056198,11.04,32.0,0.20024216,60.479,71.019,29.68,243.5,68.68,31.35,0.8,449:446
1330.0,265.0,78.0,134.0,13389.0,15.6,51.50123,-0.13072895,11.12,32.0,0.20039353,60.496,72.01700000000001,29.65,243.2,68.56,31.35,0.8,439:451
1331.0,266.0,77.0,135.0,13400.3,15.6,51.50121,-0.13088895,11.14,33.0,0.20054488,60.565,70.99300000000001,29.61,242.8,68.47,31.35,0.8,449:448
1332.0,265.0,76.0,135.0,13411.6,15.6,51.501194,-0.13104896,11.18,33.0,0.20069623,60.653,70.25500000000001,29.63,241.4,68.46,31.35,0.8,890:439
1333.0,267.0,76.0,134.0,13422.9,15.6,51.501175,-0.13120897,11.24,34.0,0.20084758,60.657999999999994,72.19099999999999,29.69,239.4,68.52,31.35,0.8,446:446
1334.0,270.0,74.0,134.0,13434.1,15.6,51.50116,-0.13136798,11.34,35.0,0.20099895,60.565999999999995,70.999,29.73,239.7,68.82,31.35,0.8,441:437
1335.0,270.0,75.0,134.0,13445.4,15.6,51.50114,-0.13152899,11.28,34.0,0.2011503,60.44199999999999,70.655,29.77,241.1,69.26,31.35,0.8,442:446
1336.0,271.0,77.0,134.0,13456.8,15.4,51.501125,-0.13169093,11.3,34.0,0.20130165,60.362,70.924,29.81,242.3,69.32,31.35,0.8,446:441:441
1337.0,267.0,78.0,134.0,13468.2,15.2,51.50111,-0.13185395,11.32,33.0,0.201453,60.273,72.061,29.85,243.4,69.21,31.35,0.8,444:449
1338.0,263.0,79.0,134.0,13479.9,15.0,51.501095,-0.13201992,11.4,32.0,0.20160437,60.19,70.84100000000001,29.9,244.1,69.36,31.3,0.8,448:442
1339.0,264.0,76.0,135.0,13491.6,14.6,51.50108,-0.13218698,11.5,33.0,0.20175572,60.095000000000006,70.147,29.94,244.8,69.52,31.3,0.8,437:449:446
1340.0,269.0,75.0,135.0,13503.6,14.4,51.50106,-0.13235596,11.64,34.0,0.20190707,60.056,70.56800000000001,30.0,244.4,69.4,31.3,0.8,437
1341.0,267.0,75.0,135.0,13515.6,14.0,51.50104,-0.13252795,11.76,34.0,0.20205842,60.072,70.66099999999999,30.05,243.0,69.03,31.35,0.8,446:446:446
1342.0,266.0,75.0,135.0,13527.8,13.6,51.501022,-0.13270095,11.92,34.0,0.20220977,60.044,70.33099999999999,30.07,242.4,69.0,31.35,0.8,442:444
1343.0,270.0,75.0,135.0,13540.2,13.4,51.501003,-0.13287596,12.06,34.0,0.20236114,60.01700000000001,70.446,30.0,244.0,69.83,31.3,0.8,432:444
1344.0,268.0,75.0,135.0,13552.6,13.0,51.500988,-0.13305299,12.2,34.0,0.20251249,59.986,72.039,29.91,245.6,70.59,31.35,0.8,446:442:439
1345.0,269.0,75.0,135.0,13565.2,12.8,51.50097,-0.13323194,12.32,34.0,0.20266384,59.94699999999999,70.667,29.8,247.1,71.18,31.3,0.8,442
1346.0,268.0,76.0,135.0,13577.8,12.4,51.500954,-0.13341199,12.44,34.0,0.20281519,59.907,70.95,29.68,248.7,71.74,31.35,0.8,448:448:444
1347.0,265.0,76.0,134.0,13590.5,12.2,51.50094,-0.13359295,12.54,33.0,0.20296656,59.875,70.79099999999998,29.61,250.3,72.09,31.35,0.8,439:448
1348.0,268.0,76.0,135.0,13603.2,12.0,51.50092,-0.133773,12.6,34.0,0.2031179,59.854000000000006,71.46600000000001,29.53,251.3,72.3,31.35,0.8,446:442:442
1349.0,271.0,75.0,135.0,13615.9,11.8,51.500896,-0.13395296,12.66,35.0,0.20326926,59.82700000000001,70.81800000000001,29.46,250.7,72.21,31.35,0.8,
1350.0,269.0,77.0,135.0,13628.5,11.8,51.500877,-0.134132,12.66,33.0,0.20342061,59.833000000000006,70.54400000000001,29.4,251.5,72.36,31.35,0.8,1337:448
1351.0,269.0,79.0,135.0,13641.1,11.8,51.50086,-0.13431095,12.66,33.0,0.20357198,59.79,71.202,29.34,253.5,72.76,31.35,0.8,442:446:442
1352.0,268.0,79.0,134.0,13653.5,11.8,51.50084,-0.13448797,12.6,32.0,0.20372333,59.715,72.205,29.29,255.6,73.15,31.3,0.8,441:437
1353.0,271.0,81.0,135.0,13665.9,11.8,51.500824,-0.134664,12.54,32.0,0.20387468,59.599,71.14500000000001,29.25,258.4,73.76,31.3,0.8,444:444
1354.0,265.0,82.0,134.0,13678.1,11.8,51.50081,-0.134838,12.44,31.0,0.20402603,59.47,70.71222222222222,29.21,261.2,74.37,31.35,0.8,439:437
1355.0,267.0,82.0,135.0,13690.2,11.8,51.50079,-0.13501,12.34,31.0,0.2041774,59.43,71.88,29.11,265.0,74.36,31.3,0.8,441:446:448
1356.0,266.0,81.0,135.0,13702.2,11.8,51.500774,-0.13518098,12.22,31.0,0.20432875,59.461,70.71600000000001,29.02,268.4,74.32,31.3,0.8,449:442
1357.0,266.0,79.0,134.0,13713.5,11.8,51.50076,-0.13534293,12.0,32.0,0.2044801,59.562,70.929,29.0,269.1,74.23,31.3,0.8,446:449
1358.0,271.0,80.0,135.0,13725.7,12.0,51.500744,-0.13551694,11.96,32.0,0.20463145,59.584,72.035,28.98,269.8,74.14,31.3,0.8,446:439
1359.0,264.0,82.0,136.0,13737.3,12.0,51.500725,-0.13568197,11.84,31.0,0.2047828,59.32000000000001,70.73499999999999,28.96,270.4,74.05,31.3,0.8,448
1360.0,262.0,79.0,135.0,13748.9,12.0,51.50071,-0.13584593,11.74,32.0,0.20493416,59.238,70.876,28.93,269.6,73.93,31.3,0.8,893:444:442
1361.0,267.0,77.0,136.0,13760.3,12.0,51.50069,-0.13600795,11.62,33.0,0.20508552,59.334,71.388,28.9,268.2,73.79,31.3,0.8,437:448
1362.0,267.0,76.0,134.0,13771.7,12.0,51.500675,-0.13616997,11.64,34.0,0.20523687,59.491,69.771,28.87,266.6,73.55,31.3,0.8,893
1363.0,272.0,78.0,134.0,13782.9,12.0,51.500656,-0.13632998,11.44,33.0,0.20538822,59.654,72.043,28.84,264.2,73.04,31.3,0.8,442:437
1364.0,267.0,78.0,134.0,13794.1,12.0,51.50064,-0.13648899,11.36,33.0,0.20553958,59.67399999999999,71.92999999999999,28.82,261.8,72.54,31.3,0.8,451:449
1365.0,266.0,78.0,134.0,13805.3,12.2,51.500626,-0.13664699,11.28,33.0,0.20569094,59.69000000000001,70.615,28.79,261.1,72.71,31.3,0.8,446:441:451
1366.0,268.0,77.0,134.0,13816.3,12.2,51.500607,-0.13680397,11.2,33.0,0.20584229,59.702,71.11500000000001,28.76,260.3,72.8,31.3,0.8,
1367.0,266.0,77.0,135.0,13827.3,12.2,51.50059,-0.13695997,11.12,33.0,0.20599364,59.681,71.971,28.78,259.6,72.29,31.3,0.8,897:899
1368.0,269.0,78.0,134.0,13838.2,12.2,51.500572,-0.13711596,11.06,33.0,0.206145,59.61900000000001,70.612,28.79,259.1,71.89,31.3,0.8,448:442
1369.0,264.0,77.0,135.0,13849.1,12.2,51.500557,-0.13726993,11.0,33.0,0.20629635,59.56099999999999,70.367,28.73,259.3,71.85,31.3,0.8,441:902
1370.0,265.0,75.0,135.0,13859.9,12.4,51.50054,-0.13742298,10.92,34.0,0.2064477,59.536,72.03,28.67,259.5,71.81,31.3,0.8,446:442
1371.0,265.0,73.0,134.0,13870.6,12.4,51.500523,-0.13757595,10.86,35.0,0.20659906,59.467000000000006,71.41099999999999,28.56,260.5,71.8,31.3,0.8,
1372.0,271.0,74.0,133.0,13881.4,12.4,51.500507,-0.13772799,10.82,35.0,0.20675042,59.517999999999994,71.44200000000001,28.44,261.6,71.8,31.3,0.8,1350:448
1373.0,274.0,74.0,133.0,13892.0,12.4,51.500492,-0.13787997,10.76,35.0,0.20690177,59.556,72.45200000000001,28.26,262.1,71.85,31.3,0.8,449:451
1374.0,269.0,76.0,134.0,13902.8,12.4,51.500473,-0.13803193,10.74,34.0,0.20705312,59.561000000000014,72.826,28.04,262.3,71.92,31.3,0.8,451:451:449
1375.0,266.0,80.0,135.0,13913.5,12.4,51.500458,-0.13818397,10.72,32.0,0.20720448,59.633,72.17800000000001,27.82,263.7,72.07,31.3,0.8,449:435
1376.0,266.0,80.0,134.0,13924.5,12.4,51.50044,-0.13833794,10.78,32.0,0.20735584,59.794,72.308,27.69,264.7,71.9,31.3,0.8,446:449
1377.0,264.0,79.0,134.0,13935.5,12.4,51.50042,-0.13849595,10.82,32.0,0.2075072,59.77,73.86800000000001,27.63,265.3,71.51,31.3,0.8,444:442:439
1378.0,266.0,77.0,134.0,13946.7,12.4,51.500404,-0.13865495,10.94,33.0,0.20765854,59.32299999999999,68.58500000000001,27.59,266.3,71.23,31.3,0.8,444:449
1379.0,267.0,77.0,134.0,13957.8,12.4,51.500393,-0.13881294,11.0,33.0,0.2078099,59.05222222222223,68.91111111111111,27.58,268.9,71.37,31.3,0.8,444:439
1380.0,266.0,75.0,133.0,13968.8,12.6,51.50041,-0.13896894,11.06,34.0,0.20796125,59.14545454545455,68.62727272727274,27.57,271.5,71.51,31.3,0.8,448:446
1381.0,268.0,74.0,133.0,13979.6,12.8,51.500454,-0.13910598,11.02,35.0,0.20811261,59.61,70.326,27.63,270.9,71.05,31.3,0.8,442:890
1382.0,270.0,74.0,133.0,13990.3,12.8,51.50052,-0.13921897,10.96,35.0,0.20826396,60.203,71.446,27.7,269.7,70.47,31.3,0.8,437:442
1383.0,272.0,76.0,134.0,14001.0,12.8,51.50059,-0.13931897,10.86,34.0,0.20841531,60.915000000000006,71.94800000000001,27.8,267.9,70.11,31.3,0.8,442:439
1384.0,268.0,80.0,135.0,14011.7,12.6,51.50067,-0.13940999,10.78,32.0,0.20856667,61.52,72.1,27.9,266.0,69.77,31.3,0.8,435:435:433
1385.0,266.0,81.0,135.0,14022.4,12.6,51.50075,-0.139497,10.72,31.0,0.20871803,62.07000000000001,72.848,28.0,265.6,69.64,31.3,0.8,442:439
1386.0,268.0,81.0,135.0,14033.2,12.6,51.50083,-0.13958299,10.72,32.0,0.20886938,62.64111111111111,74.53555555555556,28.1,265.8,69.6,31.3,0.8,435:432
1387.0,267.0,80.0,135.0,14044.0,12.6,51.50091,-0.13966697,10.74,32.0,0.20902073,63.28181818181818,77.85909090909091,28.18,266.1,69.57,31.3,0.8,884:439
1388.0,266.0,80.0,135.0,14054.8,12.4,51.500996,-0.13975097,10.76,32.0,0.20917208,63.78099999999999,80.023,28.2,266.9,69.6,31.3,0.8,433:442
