time,watts,cadence,heartrate,distance,velocity_smooth,torque,PercentageinZ2,VerticalOscillation,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,hrv
0.0,229.0,85.0,93.0,1.76,1.754,26.0,0.0,73.0,61.59999999999999,72.31599999999999,13.61,249.6,57.47,728:736
1.0,319.0,85.0,94.0,4.18,2.426,36.0,0.0,81.0,61.448,72.30499999999999,14.04,250.1,57.61,755
2.0,395.0,85.0,95.0,7.31,3.126,44.0,0.0,82.0,61.25272727272727,72.41363636363636,14.48,250.7,57.75,801
3.0,422.0,85.0,95.0,10.76,3.452,47.0,0.0,82.0,61.08444444444444,72.42333333333333,15.1,251.6,57.95,777
4.0,445.0,85.0,95.0,14.39,3.555,50.0,0.0,80.5,60.984,72.919,15.84,252.6,58.19,773:765
5.0,468.0,85.0,95.0,18.01,3.658,53.0,0.0,79.0,60.85454545454545,72.92909090909092,16.37,253.3,58.36,712
6.0,471.0,85.0,97.0,21.69,3.677,53.0,0.0,80.0,60.58777777777779,70.11,16.69,253.7,58.47,689:660
7.0,473.0,85.0,98.0,25.37,3.695,53.0,0.0,81.0,60.79699999999999,65.24600000000001,17.01,254.2,58.57,643
8.0,465.0,85.0,101.0,29.07,3.695,52.0,0.0,81.0,61.4,63.721,17.33,254.6,58.68,629:638
9.0,442.0,85.0,104.0,32.79,3.723,50.0,0.0,80.0,62.104,60.782,17.65,255.0,58.78,620:629
10.0,439.0,85.0,104.0,36.52,3.723,49.0,0.0,79.0,63.15500000000001,59.788,18.04,255.6,58.91,541:598:736
11.0,436.0,85.0,103.0,40.22,3.704,49.0,0.0,79.0,64.397,59.723,18.49,256.2,59.05,509
12.0,441.0,85.0,104.0,43.91,3.695,50.0,0.0,81.0,65.68,57.657,18.93,256.8,59.2,630:603
13.0,446.0,85.0,105.0,47.61,3.695,50.0,0.0,82.0,66.764,58.657,19.38,257.4,59.34,589:572
14.0,439.0,85.0,105.0,51.25,3.639,49.0,0.0,82.0,67.60999999999999,56.962,20.5,258.9,59.7,583
15.0,442.0,85.0,105.0,54.88,3.63,50.0,0.0,83.0,68.27099999999999,58.43900000000001,21.19,259.8,59.93,574:575
16.0,441.0,85.0,106.0,58.49,3.62,50.0,0.0,83.0,68.881,56.53800000000001,21.57,260.4,60.05,582
17.0,442.0,85.0,107.0,62.12,3.62,50.0,0.0,82.0,69.574,56.845000000000006,21.95,260.9,60.18,582:573:578
18.0,444.0,85.0,108.0,65.75,3.63,50.0,0.0,81.0,70.30600000000001,56.463,22.34,261.4,60.3,572
19.0,441.0,85.0,108.0,69.39,3.639,50.0,0.0,80.0,70.971,55.431,23.07,262.4,60.54,572:574
20.0,436.0,85.0,108.0,73.01,3.62,49.0,0.0,80.0,71.5,55.84799999999999,24.17,263.9,60.9,555
21.0,437.0,85.0,109.0,76.61,3.602,49.0,0.0,80.0,71.83399999999999,53.791999999999994,24.59,264.7,61.09,570:547
22.0,435.0,85.0,108.0,80.21,3.602,49.0,0.0,81.0,71.912,54.987,25.01,265.5,61.27,555:556
23.0,441.0,85.0,109.0,83.83,3.62,50.0,0.0,81.0,71.75700000000002,52.734,25.45,266.4,61.49,551:554
24.0,441.0,85.0,110.0,87.45,3.62,50.0,0.0,83.0,71.52199999999999,53.949,25.92,267.5,61.76,545:541
25.0,448.0,85.0,110.0,91.05,3.602,50.0,0.0,82.0,71.209,52.622,26.38,268.8,62.08,479:588
26.0,442.0,85.0,110.0,94.63,3.583,50.0,0.0,82.0,70.803,53.44599999999999,26.83,270.4,62.46,463:601
27.0,436.0,85.0,111.0,98.19,3.555,49.0,0.0,81.0,70.29899999999999,52.847,27.18,271.9,62.81,527:532
28.0,434.0,85.0,111.0,101.73,3.546,49.0,0.0,80.0,69.733,52.998000000000005,27.47,273.2,63.13,532:522
29.0,430.0,85.0,113.0,105.28,3.546,48.0,0.0,79.0,69.158,53.36199999999999,27.73,274.6,63.45,529:527
30.0,432.0,85.0,113.0,108.82,3.546,49.0,0.0,80.0,68.545,52.883,28.09,276.0,63.79,1042
31.0,432.0,85.0,114.0,112.38,3.555,49.0,0.0,80.0,67.904,53.701,28.36,277.3,64.1,518:508
32.0,430.0,85.0,113.0,115.93,3.546,48.0,0.0,79.0,67.203,52.117,28.55,278.5,64.38,503:509
33.0,429.0,85.0,113.0,119.48,3.555,48.0,0.0,79.0,66.42399999999999,53.661,28.7,278.1,64.57,504:513
34.0,443.0,85.0,113.0,123.07,3.583,50.0,0.0,83.0,65.635,52.767,28.84,277.0,64.71,497:500
35.0,468.0,85.0,114.0,126.65,3.583,53.0,0.0,90.7,64.90299999999999,53.795,28.97,275.9,64.85,490:501
36.0,468.0,85.0,113.0,130.24,3.592,53.0,0.0,89.7,64.18700000000001,53.154999999999994,29.06,276.9,65.72,486:495:492
37.0,457.0,85.0,114.0,133.82,3.583,51.0,0.0,88.7,63.556999999999995,53.264,29.08,280.7,67.55,488:488
38.0,452.0,85.0,115.0,137.42,3.592,51.0,0.0,85.7,62.98100000000001,53.885000000000005,29.0,285.1,68.99,486:490
39.0,449.0,85.0,115.0,141.02,3.602,50.0,0.0,84.7,62.347000000000016,53.488,28.83,290.0,70.0,469:488
40.0,448.0,85.0,115.0,144.63,3.611,50.0,0.0,83.7,61.652,54.33299999999999,28.61,292.5,70.73,474:486
41.0,444.0,85.0,116.0,148.23,3.602,50.0,0.0,82.0,60.76545454545454,53.50636363636364,28.3,291.1,70.99,954:499
42.0,440.0,85.0,117.0,151.82,3.592,49.0,0.0,82.0,59.908888888888896,54.407777777777774,27.99,290.0,71.29,479:483:481
43.0,444.0,85.0,118.0,155.44,3.62,50.0,0.0,82.0,59.161,53.501,27.66,290.4,71.86,479:481
44.0,445.0,85.0,118.0,159.06,3.62,50.0,0.0,82.0,58.40909090909091,54.938181818181825,27.33,290.8,72.44,476:488
45.0,450.0,85.0,120.0,162.72,3.658,51.0,0.0,83.0,57.86222222222222,54.33555555555555,27.0,291.0,72.99,485:453:497
46.0,453.0,85.0,120.0,166.4,3.676,51.0,0.0,83.0,57.54600000000001,54.676,26.66,290.4,73.46,476:479
47.0,450.0,85.0,120.0,170.07,3.676,51.0,0.0,83.0,57.391,55.334,26.33,289.9,73.93,479:474
48.0,451.0,85.0,121.0,173.75,3.676,51.0,0.0,83.7,57.39,54.527,25.99,289.4,74.41,483:472:479
49.0,449.0,85.0,121.0,177.42,3.676,50.0,0.0,83.7,57.386,55.366,25.31,288.7,76.36,945
50.0,448.0,85.0,122.0,181.12,3.695,50.0,0.0,82.0,57.357000000000006,53.29,24.58,288.0,78.38,479:467:477
51.0,448.0,85.0,122.0,184.83,3.714,50.0,0.0,80.0,57.20200000000001,55.220000000000006,24.16,287.6,78.25,474:472
52.0,448.0,85.0,123.0,188.55,3.714,50.0,0.0,80.0,56.884,53.934000000000005,23.75,287.3,78.12,472:462
53.0,446.0,85.0,123.0,192.25,3.704,50.0,0.0,80.0,56.522000000000006,55.267,23.45,287.5,78.27,479:476
54.0,443.0,85.0,123.0,195.95,3.695,50.0,0.0,81.0,56.288,55.053999999999995,23.25,288.0,78.63,470:476
55.0,447.0,85.0,123.0,199.62,3.676,50.0,0.0,83.0,56.287,55.711,23.05,288.6,78.98,465:472
56.0,445.0,85.0,124.0,203.29,3.667,50.0,0.0,84.7,56.563,56.33200000000001,22.9,289.2,79.35,479:455
57.0,444.0,85.0,124.0,206.93,3.639,50.0,0.0,85.7,57.01800000000001,55.946000000000005,22.86,290.1,79.75,474:476
58.0,447.0,85.0,124.0,210.54,3.611,50.0,0.0,84.7,57.5225,56.54375,22.83,291.0,80.15,465:467
59.0,442.0,85.0,125.0,214.16,3.62,50.0,0.0,83.7,58.23153846153846,55.403846153846146,22.79,291.9,80.55,481:462:465
60.0,437.0,85.0,124.0,217.77,3.611,49.0,0.0,82.0,58.882222222222225,56.116666666666674,22.76,292.8,80.95,472:469
61.0,435.0,85.0,124.0,221.38,3.611,49.0,0.0,81.0,59.291,54.836,22.72,294.8,81.58,467:472
62.0,438.0,85.0,124.0,225.0,3.62,49.0,0.0,81.0,59.56699999999999,56.196000000000005,22.69,297.4,82.33,470:467
63.0,442.0,85.0,124.0,228.63,3.63,50.0,0.0,81.0,59.739,55.551,22.65,300.0,83.08,472:474
64.0,471.0,85.0,124.0,232.28,3.648,53.0,0.0,89.7,59.748000000000005,55.416,22.68,304.3,83.86,467:465
65.0,458.0,85.0,125.0,235.89,3.611,51.0,0.0,87.7,59.779999999999994,55.789,22.72,309.1,84.65,467:469:467
66.0,453.0,85.0,124.0,239.51,3.611,51.0,0.0,86.7,59.81199999999999,55.203,22.87,312.5,85.28,460:465
67.0,453.0,85.0,124.0,243.12,3.62,51.0,0.0,86.7,59.803,56.69200000000001,23.1,314.7,85.78,469:460
68.0,456.0,85.0,125.0,246.76,3.639,51.0,0.0,87.7,59.82700000000001,55.215999999999994,23.28,316.8,86.34,469:463
69.0,459.0,85.0,125.0,250.39,3.63,52.0,0.0,87.7,59.754999999999995,56.573,23.42,318.8,86.93,460:472
70.0,455.0,85.0,125.0,254.03,3.639,51.0,0.0,87.7,59.563,55.033,23.56,320.9,87.52,462:462
71.0,462.0,85.0,125.0,257.69,3.658,52.0,0.0,90.7,59.397000000000006,55.924,23.74,323.1,88.07,460:469:465
72.0,466.0,85.0,126.0,261.37,3.676,52.0,0.0,90.7,59.234,55.501999999999995,24.08,326.7,88.43,465:460
73.0,469.0,85.0,125.0,265.04,3.676,53.0,0.0,91.7,58.974,55.818,24.41,329.2,88.77,474:474
74.0,466.0,85.0,125.0,268.71,3.667,52.0,0.0,90.7,58.814545454545446,55.76090909090909,24.72,328.7,89.03,465:465
75.0,459.0,85.0,125.0,272.38,3.667,52.0,0.0,89.7,58.84111111111112,55.71,25.13,328.6,89.56,469:469:467
76.0,457.0,85.0,125.0,276.04,3.667,51.0,0.0,88.7,59.007000000000005,56.883,25.69,328.8,90.42,465:477
77.0,451.0,85.0,126.0,279.71,3.667,51.0,0.0,84.7,59.136,55.056999999999995,26.12,329.2,91.41,483:476
78.0,451.0,85.0,126.0,283.36,3.658,51.0,0.0,84.7,59.14,56.50899999999999,26.52,329.6,92.45,463:465
79.0,450.0,85.0,126.0,287.03,3.658,51.0,0.0,85.7,59.077,55.694,26.92,330.0,93.49,462:470
80.0,451.0,85.0,127.0,290.68,3.658,51.0,0.0,85.7,58.949,55.94199999999999,27.48,331.3,93.88,470:469
81.0,446.0,85.0,126.0,294.31,3.63,50.0,0.0,84.7,58.854000000000006,56.239999999999995,28.04,332.7,94.21,465:465
82.0,443.0,85.0,126.0,297.94,3.63,50.0,0.0,84.7,58.794,55.559000000000005,28.55,331.4,94.37,935:469
83.0,444.0,85.0,126.0,301.57,3.63,50.0,0.0,84.7,58.81700000000001,56.45400000000001,29.04,330.6,94.88,465:467
84.0,444.0,85.0,126.0,305.21,3.639,50.0,0.0,84.7,58.93399999999999,55.38499999999999,29.55,334.4,97.16,467:465
85.0,445.0,85.0,126.0,308.85,3.639,50.0,0.0,83.0,59.13000000000001,56.508,30.13,339.8,99.32,462:462
86.0,444.0,85.0,126.0,312.5,3.648,50.0,0.0,82.0,59.32,55.80090909090909,30.68,345.4,101.0,465:463
87.0,444.0,85.0,126.0,316.14,3.639,50.0,0.0,83.0,59.45555555555555,56.72111111111111,30.82,346.1,101.1,474:469
88.0,441.0,85.0,126.0,319.76,3.62,50.0,0.0,83.7,59.56999999999999,56.41600000000001,30.96,346.9,101.2,470:462
89.0,434.0,85.0,126.0,323.36,3.611,49.0,0.0,83.7,59.74400000000001,56.30499999999999,31.05,344.3,101.2,930:465
90.0,435.0,85.0,126.0,326.98,3.611,49.0,0.0,83.7,59.952,56.33299999999999,31.1,339.8,101.4,453:479
91.0,436.0,85.0,126.0,330.58,3.602,49.0,0.0,83.7,60.083000000000006,55.032,31.16,341.6,103.1,465:458
92.0,441.0,85.0,126.0,334.17,3.592,50.0,0.0,84.7,60.08299999999999,56.099,31.34,342.9,104.5,462:453
93.0,442.0,85.0,127.0,337.76,3.583,50.0,0.0,85.7,60.06500000000001,55.097,31.67,343.5,105.6,458:449
94.0,438.0,85.0,127.0,341.32,3.564,49.0,0.0,84.7,60.071000000000005,56.938,31.89,343.3,106.0,453:462
95.0,436.0,85.0,127.0,344.89,3.564,49.0,0.0,84.7,60.08363636363636,56.47727272727273,32.04,342.6,106.0,469:453
96.0,436.0,85.0,128.0,348.46,3.574,49.0,0.0,84.7,60.23888888888889,56.92333333333334,32.19,341.9,106.0,465:465
97.0,438.0,85.0,127.0,352.05,3.592,49.0,0.0,85.7,60.416,56.61600000000001,32.34,344.0,105.9,456:460
98.0,444.0,85.0,126.0,355.64,3.592,50.0,0.0,86.7,60.66700000000001,56.54699999999999,32.48,345.5,105.9,465:476:453
99.0,445.0,85.0,126.0,359.25,3.602,50.0,0.0,86.7,61.00699999999999,56.937,32.66,342.5,106.0,460:463
100.0,447.0,85.0,127.0,362.86,3.611,50.0,0.0,86.7,61.3,55.67100000000001,32.78,340.3,106.1,469:919
101.0,446.0,85.0,127.0,366.46,3.602,50.0,0.0,86.7,61.48181818181818,56.55454545454547,32.76,340.4,106.5,463:460
102.0,447.0,85.0,127.0,370.04,3.583,50.0,0.0,86.7,61.54,55.53,32.75,340.4,106.9,465:460
103.0,446.0,85.0,127.0,373.63,3.592,50.0,0.0,86.7,61.48,56.297,32.66,342.1,107.7,453:455
104.0,442.0,85.0,127.0,377.21,3.574,50.0,0.0,84.7,61.29,55.875000000000014,32.52,344.7,108.7,453:462
105.0,438.0,85.0,127.0,380.77,3.564,49.0,0.0,84.7,61.015,56.605999999999995,32.36,343.1,107.2,456:462:453
106.0,437.0,85.0,128.0,384.34,3.574,49.0,0.0,84.7,60.846,56.956,32.25,336.3,105.6,462:467
107.0,438.0,85.0,129.0,387.92,3.583,49.0,0.0,85.7,60.7509090909091,55.541818181818186,32.13,331.5,104.8,451:456:460
108.0,442.0,85.0,128.0,391.52,3.592,50.0,0.0,85.7,60.614444444444445,55.97333333333333,32.0,329.9,104.8,437:442:512
109.0,445.0,85.0,128.0,395.12,3.602,50.0,0.0,87.7,60.36800000000001,55.102999999999994,31.89,328.5,104.9,467:467:463
110.0,449.0,85.0,129.0,398.73,3.611,50.0,0.0,87.7,60.060909090909085,56.25,31.88,328.2,105.1,469:465
111.0,444.0,85.0,128.0,402.34,3.611,50.0,0.0,86.7,59.78555555555556,55.93333333333333,31.87,328.0,105.2,467:458
112.0,445.0,85.0,128.0,405.95,3.611,50.0,0.0,85.7,59.672,56.346999999999994,31.82,329.1,106.1,469:462
113.0,441.0,85.0,128.0,409.53,3.583,50.0,0.0,85.7,59.74454545454544,56.67,31.77,329.3,105.9,472:469:458:469
114.0,441.0,85.0,128.0,413.11,3.574,50.0,0.0,85.7,59.93888888888888,56.79222222222223,31.7,328.7,104.7,460:465
115.0,442.0,85.0,128.0,416.67,3.564,50.0,0.0,85.7,60.237,57.41,31.64,328.1,103.5,474:460:455
116.0,445.0,85.0,128.0,420.26,3.583,50.0,0.0,89.7,60.58727272727273,56.23363636363636,31.64,325.0,102.4,465:460
117.0,448.0,85.0,128.0,423.83,3.574,50.0,0.0,89.7,60.93333333333333,56.827777777777776,31.66,320.8,101.3,463:458
118.0,447.0,85.0,128.0,427.41,3.583,50.0,0.0,88.7,61.117999999999995,56.451,31.83,320.1,101.3,451
119.0,449.0,85.0,128.0,431.0,3.592,50.0,0.0,86.7,61.15909090909091,56.106363636363646,31.98,320.0,101.6,453:458:448
120.0,444.0,85.0,128.0,434.61,3.611,50.0,0.0,84.7,61.03888888888889,57.013333333333335,31.97,321.9,103.2,460:455
121.0,447.0,85.0,128.0,438.24,3.62,50.0,0.0,86.7,60.885000000000005,56.157,31.91,323.1,104.1,453:451
122.0,450.0,85.0,128.0,441.86,3.62,51.0,0.0,86.7,60.85,57.698181818181816,31.79,323.6,104.0,460:472
123.0,448.0,85.0,128.0,445.46,3.602,50.0,0.0,86.7,60.971111111111114,56.03777777777778,31.68,323.8,104.0,456:465
124.0,450.0,85.0,128.0,449.09,3.63,51.0,0.0,87.7,61.17999999999999,57.340999999999994,31.64,320.4,103.4,456:458
125.0,452.0,85.0,128.0,452.73,3.639,51.0,0.0,87.7,61.41000000000001,56.16181818181817,31.62,318.0,102.9,462:462
126.0,453.0,85.0,129.0,456.37,3.639,51.0,0.0,87.7,61.48222222222223,56.91555555555556,31.64,318.1,102.9,470:451
127.0,449.0,85.0,129.0,459.99,3.62,50.0,0.0,86.7,61.33200000000001,56.754999999999995,31.66,318.3,102.9,462:465
128.0,443.0,85.0,129.0,463.61,3.62,50.0,0.0,86.7,61.095000000000006,55.91799999999999,31.68,318.6,103.0,456:456:462
129.0,444.0,85.0,128.0,467.23,3.62,50.0,0.0,86.7,60.923,57.235,31.72,319.2,103.1,453:449
130.0,445.0,85.0,128.0,470.83,3.602,50.0,0.0,86.7,60.86899999999999,56.447,31.88,319.7,103.1,460:465
131.0,438.0,85.0,128.0,474.4,3.564,49.0,0.0,83.7,60.95545454545454,57.51818181818182,32.14,320.1,103.1,456:462
132.0,434.0,85.0,128.0,477.95,3.555,49.0,0.0,83.0,61.15666666666667,56.63666666666667,32.44,321.6,103.4,449:460
133.0,433.0,85.0,129.0,481.5,3.546,49.0,0.0,83.0,61.42299999999999,56.759,32.74,323.2,103.8,455:453:469
134.0,433.0,85.0,129.0,485.05,3.555,49.0,0.0,83.0,61.657,57.08299999999999,32.87,324.7,103.8,912
135.0,438.0,85.0,129.0,488.62,3.574,49.0,0.0,84.7,61.782999999999994,56.016,33.0,326.2,103.9,453:453
136.0,441.0,85.0,129.0,492.21,3.583,50.0,0.0,85.7,61.723,57.144000000000005,33.13,327.8,103.8,458:451
137.0,440.0,85.0,129.0,495.77,3.564,49.0,0.0,85.7,61.47700000000001,55.86600000000001,33.24,329.5,103.7,453:458
138.0,440.0,85.0,129.0,499.33,3.564,49.0,0.0,85.7,61.13000000000001,57.16799999999999,33.37,331.9,104.2,451:458
139.0,444.0,85.0,128.0,502.9,3.564,50.0,0.0,87.7,60.851,56.537,33.49,332.8,104.5,456:449:456
140.0,444.0,85.0,129.0,506.46,3.555,50.0,0.0,87.7,60.68090909090908,56.881818181818176,33.59,331.6,104.1,449:448
141.0,444.0,85.0,129.0,510.02,3.564,50.0,0.0,87.7,60.67555555555556,57.843333333333334,33.67,327.5,102.6,456:458
142.0,449.0,85.0,128.0,513.59,3.574,50.0,0.0,88.7,60.821000000000005,57.246,33.73,324.8,101.6,453:449
143.0,445.0,85.0,128.0,517.15,3.555,50.0,0.0,87.7,61.15,58.08599999999999,33.76,324.0,101.3,455:456
144.0,441.0,85.0,129.0,520.69,3.546,50.0,0.0,86.7,61.56,56.684000000000005,33.8,323.2,100.9,465:458:460
145.0,441.0,85.0,129.0,524.25,3.555,50.0,0.0,86.7,61.968999999999994,58.064,33.78,323.7,101.4,451:453
146.0,449.0,85.0,127.0,527.81,3.564,50.0,0.0,89.7,62.30272727272727,56.78090909090909,33.76,324.3,101.8,460:1828:458
147.0,454.0,85.0,129.0,531.39,3.574,51.0,0.0,90.7,62.477777777777774,57.541111111111114,33.55,327.9,103.6,455:453:458
148.0,452.0,85.0,129.0,534.96,3.574,51.0,0.0,89.7,62.432,57.138,33.39,331.0,104.5,458:453
149.0,446.0,85.0,128.0,538.51,3.555,50.0,0.0,88.7,62.214,56.30499999999999,33.3,332.4,104.6,451:453
150.0,440.0,85.0,129.0,542.07,3.555,49.0,0.0,85.7,61.88000000000001,57.66600000000001,33.25,331.6,104.9,460:460
151.0,437.0,85.0,128.0,545.6,3.536,49.0,0.0,85.7,61.569,56.693,33.19,330.9,105.2,460:460
152.0,437.0,85.0,129.0,549.15,3.546,49.0,0.0,85.7,61.353636363636355,57.89636363636364,33.02,331.9,105.7,453:455
153.0,442.0,85.0,127.0,552.69,3.546,50.0,0.0,86.7,61.28333333333334,57.28,32.84,332.8,106.0,483:449
154.0,444.0,85.0,128.0,556.23,3.536,50.0,0.0,87.7,61.31600000000001,57.748000000000005,32.64,332.9,106.0,456:479
155.0,438.0,85.0,128.0,559.75,3.518,49.0,0.0,86.7,61.440999999999995,58.059000000000005,32.44,333.0,106.0,517:453
156.0,437.0,85.0,128.0,563.27,3.518,49.0,0.0,87.7,61.59899999999999,56.90500000000001,32.19,335.3,106.6,462:456
157.0,438.0,85.0,127.0,566.8,3.527,49.0,0.0,87.7,61.709,57.997,31.97,337.5,107.1,453:460:458
158.0,439.0,85.0,128.0,570.32,3.527,49.0,0.0,86.7,61.74272727272728,56.83090909090909,31.82,339.4,107.2,460:460
159.0,437.0,85.0,128.0,573.84,3.518,49.0,0.0,86.7,61.60555555555556,57.58555555555555,31.66,341.3,107.2,467:462
160.0,437.0,85.0,128.0,577.37,3.527,49.0,0.0,87.7,61.352999999999994,57.157,31.48,341.9,107.0,458:456
161.0,438.0,85.0,128.0,580.89,3.527,49.0,0.0,88.7,61.129999999999995,57.282999999999994,31.25,339.8,106.2,465:458
162.0,441.0,85.0,128.0,584.44,3.546,50.0,0.0,87.7,60.97700000000001,57.62199999999999,31.1,338.0,106.1,463:462
163.0,441.0,85.0,129.0,587.98,3.546,50.0,0.0,86.7,60.965,56.552,31.01,336.5,106.4,458:456
164.0,439.0,85.0,129.0,591.51,3.527,49.0,0.0,86.7,61.102,57.92900000000001,30.89,338.5,107.9,465:462:460
165.0,436.0,85.0,129.0,595.04,3.527,49.0,0.0,86.7,61.28000000000001,56.913,30.75,344.2,110.8,456:455
166.0,437.0,85.0,128.0,598.56,3.518,49.0,0.0,86.7,61.41700000000001,58.333000000000006,30.76,347.9,111.4,902
167.0,438.0,85.0,128.0,602.07,3.508,49.0,0.0,86.7,61.597,57.92999999999999,30.78,351.4,111.8,460:451:453
168.0,435.0,85.0,129.0,605.58,3.518,49.0,0.0,86.7,61.846,57.238000000000014,30.82,352.7,111.5,453:453
169.0,438.0,85.0,129.0,609.09,3.508,49.0,0.0,87.7,62.004,58.15500000000001,30.89,351.8,110.5,453:451
170.0,437.0,85.0,128.0,612.6,3.508,49.0,0.0,87.7,61.963636363636354,57.05272727272727,30.9,349.4,109.0,912:453
171.0,436.0,85.0,128.0,616.11,3.508,49.0,0.0,88.7,61.84555555555555,57.97333333333333,30.89,346.5,107.3,456:449:451
172.0,440.0,85.0,129.0,619.66,3.546,49.0,0.0,88.7,61.637000000000015,57.18300000000001,30.86,344.3,107.4,451:442
173.0,446.0,85.0,128.0,623.21,3.555,50.0,0.0,88.7,61.53727272727272,57.81545454545455,30.84,342.3,107.7,451:442
174.0,445.0,85.0,129.0,626.79,3.583,50.0,0.0,88.7,61.632222222222225,57.61666666666666,30.81,340.6,108.2,455:456:449
175.0,450.0,85.0,129.0,630.39,3.602,51.0,0.0,88.7,61.82099999999999,56.813,30.79,344.6,110.0,451:453
176.0,455.0,85.0,129.0,634.0,3.602,51.0,0.0,88.7,62.024,57.623000000000005,30.81,349.5,111.2,453:451
177.0,452.0,85.0,129.0,637.59,3.592,51.0,0.0,88.7,62.162,56.629,30.84,354.8,112.1,451:458
178.0,446.0,85.0,129.0,641.15,3.564,50.0,0.0,88.7,62.3390909090909,57.61454545454546,30.86,352.8,110.5,455:448:455
179.0,440.0,85.0,129.0,644.69,3.536,49.0,0.0,87.7,62.480999999999995,57.071000000000005,30.89,350.8,108.9,451:451
180.0,439.0,85.0,129.0,648.22,3.536,49.0,0.0,88.7,62.514,57.425,31.08,350.9,109.2,455:453
181.0,440.0,85.0,130.0,651.75,3.527,49.0,0.0,88.7,62.532999999999994,57.57000000000001,31.3,352.3,109.9,448:455
182.0,440.0,85.0,128.0,655.28,3.527,49.0,0.0,86.7,62.492,56.61,31.48,355.2,110.4,453:453
183.0,439.0,85.0,128.0,658.79,3.518,49.0,0.0,85.7,62.391,57.89799999999999,31.64,357.3,110.8,902
184.0,435.0,85.0,129.0,662.31,3.508,49.0,0.0,85.7,62.315,56.64799999999999,31.76,356.8,110.6,453:449
185.0,435.0,85.0,129.0,665.79,3.49,49.0,0.0,85.7,62.277,57.398,31.88,356.3,110.5,451:458
186.0,438.0,85.0,130.0,669.32,3.527,49.0,0.0,87.7,62.328,57.404,31.97,355.2,110.2,446:446
187.0,443.0,85.0,131.0,672.87,3.546,50.0,0.0,88.7,62.354000000000006,57.279999999999994,31.95,352.4,109.4,458:446
188.0,447.0,85.0,129.0,676.41,3.546,50.0,0.0,88.7,62.32000000000001,58.25600000000001,31.94,350.1,109.0,902:456
189.0,449.0,85.0,130.0,679.97,3.555,50.0,0.0,88.7,62.358999999999995,57.444,31.95,348.3,109.2,444:449
190.0,443.0,85.0,131.0,683.5,3.536,50.0,0.0,89.7,62.515,58.145,31.96,346.6,109.4,448:442:441
191.0,445.0,85.0,131.0,687.05,3.546,50.0,0.0,90.7,62.76181818181819,57.33,31.87,347.0,109.4,456:456
192.0,443.0,85.0,131.0,690.6,3.546,50.0,0.0,89.7,62.91777777777778,58.093333333333334,31.73,347.6,109.2,444:449
193.0,440.0,85.0,131.0,694.15,3.555,49.0,0.0,87.7,63.008,57.855,31.51,347.4,108.5,441:446:446
194.0,439.0,85.0,131.0,697.7,3.555,49.0,0.0,86.7,63.05,56.88199999999999,31.44,347.3,108.3,451:455
195.0,441.0,85.0,131.0,701.26,3.555,50.0,0.0,86.7,62.99000000000001,58.149,31.43,346.8,108.0,444:442:442
196.0,445.0,85.0,131.0,704.82,3.555,50.0,0.0,87.7,62.93299999999999,56.573000000000015,31.47,345.9,107.7,449:446
197.0,446.0,85.0,131.0,708.38,3.564,50.0,0.0,88.7,62.853636363636355,57.79454545454546,31.51,345.1,107.4,892
198.0,445.0,85.0,131.0,711.93,3.555,50.0,0.0,89.7,62.68555555555555,57.263333333333335,31.41,344.2,107.2,442:449
199.0,441.0,85.0,131.0,715.46,3.527,50.0,0.0,88.7,62.649,57.348,31.31,343.4,107.0,437:442:442
200.0,442.0,85.0,130.0,718.97,3.508,50.0,0.0,88.7,62.802,58.172,31.17,343.2,107.0,446:446
201.0,437.0,85.0,130.0,722.47,3.499,49.0,0.0,87.7,62.968,56.422,31.03,344.3,107.5,448:451:451
202.0,435.0,85.0,129.0,725.98,3.508,49.0,0.0,88.7,63.049,57.45899999999999,31.13,345.0,107.7,444:446
203.0,437.0,85.0,130.0,729.49,3.518,49.0,0.0,88.7,62.92545454545455,56.27272727272727,31.3,344.7,107.5,442:889
204.0,449.0,85.0,129.0,733.05,3.555,50.0,0.0,89.7,62.75,57.49222222222222,31.41,343.9,107.2,446:446
205.0,454.0,85.0,130.0,736.62,3.564,51.0,0.0,89.7,62.65599999999999,57.455,31.43,342.1,106.6,442:455:455
206.0,458.0,85.0,130.0,740.19,3.574,51.0,0.0,92.7,62.65818181818181,57.446363636363635,31.45,340.3,105.9,449:446
207.0,462.0,85.0,130.0,743.74,3.555,52.0,0.0,97.5,62.71111111111111,58.54333333333333,31.45,338.9,106.2,444:441
208.0,441.0,85.0,129.0,747.26,3.518,50.0,0.0,89.7,62.92999999999999,57.18299999999999,31.41,337.8,106.5,455:446
209.0,438.0,85.0,129.0,750.77,3.508,49.0,0.0,88.7,63.23363636363637,58.127272727272725,31.25,337.4,106.0,456:439:451
210.0,462.0,85.0,129.0,754.27,3.508,52.0,0.0,97.5,63.43666666666666,57.53111111111112,31.1,337.9,105.8,446:446
211.0,450.0,85.0,129.0,757.81,3.527,51.0,0.0,91.7,63.45799999999999,57.05300000000001,30.97,339.0,105.8,444:437:448
212.0,446.0,85.0,130.0,761.32,3.518,50.0,0.0,90.7,63.287,57.952,30.84,340.2,105.7,449:444
213.0,444.0,85.0,130.0,764.84,3.518,50.0,0.0,89.7,62.946000000000005,56.51899999999999,30.6,335.8,105.0,446:444
