time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,hrv
0.0,208.0,15.0,82.0,0.3,53.8,-10.809963,165.80357,0.0,132.0,0.0,63.866,59.60600000000001,11.37,142.5,32.76,657
1.0,208.0,25.0,82.0,0.9,53.8,-10.809967,165.80357,0.6,79.0,0.0,63.38900000000001,57.427,11.85,143.2,33.01,656:657
2.0,226.0,41.0,85.0,3.1,53.8,-10.809985,165.80359,1.4,53.0,0.00018138945,62.762,59.355,12.33,144.0,33.25,656:649
3.0,226.0,74.0,87.0,6.1,53.8,-10.810009,165.80359,1.933,29.0,0.0003627789,62.25,61.104,12.81,144.7,33.49,648
4.0,225.0,75.0,89.0,9.8,53.8,-10.810033,165.80362,2.375,29.0,0.00054416835,62.36200000000001,60.968,13.57,145.9,33.87,646:643
5.0,227.0,75.0,89.0,14.1,53.8,-10.810058,165.80365,2.76,29.0,0.0007255578,62.926,61.638,14.39,147.1,34.29,646
6.0,224.0,76.0,90.0,18.8,53.8,-10.810086,165.80368,3.58,28.0,0.00090694724,63.84000000000001,61.983,15.0,148.1,34.6,649:648
7.0,223.0,76.0,91.0,23.9,53.8,-10.810118,165.80371,4.16,28.0,0.0010883367,64.95200000000001,62.30799999999999,15.56,148.9,34.88,644
8.0,225.0,75.0,91.0,29.3,53.8,-10.810152,165.80376,4.64,29.0,0.0012697261,65.95400000000001,62.801,16.11,149.8,35.16,639:642
9.0,225.0,74.0,91.0,35.2,53.8,-10.810188,165.80379,5.08,29.0,0.0014511156,66.65299999999999,63.038,16.69,150.7,35.45,646
10.0,224.0,74.0,91.0,41.3,53.6,-10.810227,165.80383,5.44,29.0,0.001632505,67.284,62.836,17.28,151.6,35.75,639:635
11.0,223.0,73.0,92.0,47.7,53.6,-10.810268,165.80386,5.78,29.0,0.0018138945,67.987,63.367,17.88,152.5,36.05,638
12.0,225.0,72.0,92.0,54.3,53.6,-10.81031,165.80391,6.08,30.0,0.0019952839,68.741,63.09100000000001,18.64,153.7,36.44,637:629
13.0,226.0,71.0,93.0,61.2,53.6,-10.810354,165.80396,6.38,30.0,0.0021766734,69.439,61.451,19.41,154.9,36.83,625
14.0,226.0,70.0,93.0,68.3,53.6,-10.8104,165.804,6.62,31.0,0.0023580627,70.097,60.838,20.11,156.0,37.18,620
15.0,225.0,72.0,93.0,75.7,53.6,-10.810447,165.80405,6.88,30.0,0.0025394522,70.593,60.402,20.77,157.0,37.51,1230:607
16.0,227.0,72.0,93.0,83.2,53.4,-10.810495,165.8041,7.1,30.0,0.0027208417,70.959,60.475,21.41,158.0,37.84,605
17.0,227.0,72.0,94.0,90.9,53.4,-10.810545,165.80415,7.32,30.0,0.0029022312,71.24099999999999,59.65500000000001,21.98,158.9,38.13,615:559
18.0,225.0,73.0,94.0,98.8,53.4,-10.810595,165.8042,7.52,29.0,0.0030836205,71.291,58.837,22.55,159.7,38.41,606:587
19.0,226.0,73.0,94.0,106.8,53.4,-10.810647,165.80424,7.7,30.0,0.00326501,71.453,58.80799999999999,23.14,160.7,38.73,587:578
20.0,225.0,74.0,95.0,115.0,53.4,-10.810699,165.8043,7.86,29.0,0.0034463995,71.623,58.45899999999999,23.78,161.8,39.1,587:583
21.0,226.0,74.0,95.0,123.3,53.4,-10.810753,165.80435,8.02,29.0,0.003627789,71.77099999999999,57.141,24.42,163.0,39.47,578
22.0,224.0,74.0,96.0,131.8,53.2,-10.810808,165.80441,8.18,29.0,0.0038091782,71.55999999999999,56.998000000000005,25.09,164.5,39.98,577:577
23.0,225.0,73.0,98.0,140.4,53.2,-10.810863,165.80446,8.32,29.0,0.0039905678,71.30600000000001,57.306,25.79,166.1,40.5,574:574
24.0,228.0,73.0,98.0,149.1,53.2,-10.810923,165.80452,8.46,30.0,0.0041719573,71.438,56.92600000000001,26.55,167.8,41.06,570
25.0,226.0,72.0,99.0,157.9,53.2,-10.81099,165.80457,8.58,30.0,0.004353347,71.515,57.159000000000006,26.86,168.6,41.31,569:566
26.0,227.0,74.0,102.0,166.8,53.0,-10.811061,165.8046,8.7,29.0,0.0045347363,71.476,56.839,27.08,169.1,41.49,565:564
27.0,224.0,75.0,102.0,175.8,53.0,-10.811134,165.80464,8.8,29.0,0.0047161253,71.43363636363635,58.047272727272734,27.3,169.7,41.67,561:560
28.0,225.0,75.0,102.0,185.1,52.8,-10.81121,165.80467,8.94,29.0,0.004897515,71.05333333333334,57.39111111111111,27.51,170.2,41.85,563
29.0,225.0,75.0,104.0,194.5,52.6,-10.811288,165.8047,9.08,29.0,0.0050789043,70.432,56.253,27.75,170.9,42.07,559:558
30.0,226.0,75.0,104.0,204.1,52.6,-10.811368,165.80473,9.24,29.0,0.005260294,69.81909090909092,56.528181818181814,28.09,172.4,42.56,556:555
31.0,227.0,75.0,104.0,213.8,52.4,-10.811451,165.80476,9.4,29.0,0.0054416833,69.63222222222221,56.446666666666665,28.32,173.8,43.01,555:556
32.0,225.0,75.0,105.0,223.7,52.2,-10.811534,165.80481,9.58,29.0,0.005623073,69.65,55.504999999999995,28.37,175.0,43.4,554:555
33.0,225.0,75.0,106.0,233.7,52.2,-10.811619,165.80484,9.72,29.0,0.0058044624,69.20545454545456,55.40090909090909,28.42,176.3,43.83,555:552
34.0,224.0,74.0,106.0,243.9,52.0,-10.811704,165.80487,9.88,29.0,0.0059858514,68.65777777777777,55.57666666666667,28.43,177.9,44.38,550:550
35.0,225.0,73.0,106.0,254.2,51.8,-10.81179,165.8049,10.02,29.0,0.006167241,68.54299999999999,54.992999999999995,28.39,180.1,45.33,550
36.0,225.0,73.0,107.0,264.6,51.6,-10.811874,165.80495,10.16,29.0,0.0063486304,68.68727272727273,54.36909090909091,28.31,182.2,46.25,558:560
37.0,227.0,73.0,107.0,275.1,51.4,-10.811957,165.805,10.28,30.0,0.00653002,68.55111111111111,53.838888888888896,28.22,183.3,46.47,555:552
38.0,225.0,73.0,108.0,285.8,51.2,-10.8120365,165.80505,10.42,29.0,0.0067114094,68.006,55.109,28.13,184.4,46.7,561:556
39.0,224.0,73.0,108.0,296.6,51.0,-10.812113,165.80511,10.54,29.0,0.006892799,67.49727272727272,54.73,28.04,185.7,47.03,540
40.0,226.0,72.0,108.0,307.5,50.8,-10.812184,165.80518,10.66,30.0,0.0070741884,67.07666666666667,55.114444444444445,27.92,187.6,47.67,560:552
41.0,228.0,74.0,108.0,318.6,50.6,-10.812244,165.80527,10.8,29.0,0.007255578,66.727,55.125,27.76,189.4,48.3,1103
42.0,225.0,75.0,109.0,329.7,50.4,-10.81229,165.80536,10.92,29.0,0.007436967,66.32818181818182,55.645454545454555,27.45,190.9,48.92,550:550
43.0,224.0,76.0,108.0,340.9,50.2,-10.812325,165.80545,11.02,28.0,0.0076183565,65.90777777777778,54.824444444444445,27.21,192.7,49.36,546:547
44.0,224.0,75.0,108.0,352.1,50.2,-10.812352,165.80554,11.1,29.0,0.007799746,65.387,55.013,27.02,195.0,49.69,549
45.0,225.0,74.0,108.0,363.4,50.0,-10.812373,165.80565,11.18,29.0,0.0079811355,64.63454545454546,54.83363636363636,26.82,197.2,50.01,546:546
46.0,227.0,74.0,108.0,374.7,50.0,-10.812392,165.80576,11.22,29.0,0.008162525,64.08444444444443,55.42777777777778,26.62,199.4,50.34,1088
47.0,228.0,76.0,108.0,386.0,49.8,-10.81241,165.80585,11.26,29.0,0.0083439145,63.678999999999995,54.855,26.38,201.5,50.65,540:537
48.0,225.0,77.0,108.0,397.4,49.6,-10.81243,165.80595,11.3,28.0,0.008525304,63.344545454545454,55.05363636363636,26.1,203.5,50.95,538:541
49.0,227.0,77.0,109.0,408.8,49.4,-10.812456,165.80606,11.34,28.0,0.008706694,63.10555555555556,55.20333333333333,25.93,205.1,51.4,541:540
50.0,226.0,76.0,109.0,420.3,49.2,-10.812491,165.80615,11.38,28.0,0.008888083,62.715999999999994,56.346999999999994,25.8,206.6,51.9,546:540
51.0,223.0,77.0,109.0,431.9,48.8,-10.812539,165.80624,11.44,28.0,0.009069473,61.55454545454545,55.8890909090909,25.67,208.0,52.41,537:537
52.0,225.0,75.0,110.0,443.6,48.6,-10.812603,165.80634,11.52,29.0,0.009250862,60.22555555555555,55.65555555555555,25.55,209.2,52.87,541
53.0,228.0,75.0,110.0,455.6,48.0,-10.812685,165.8064,11.64,29.0,0.009432251,59.864999999999995,55.592000000000006,25.46,209.7,53.16,540:538
54.0,226.0,76.0,110.0,467.8,47.6,-10.81278,165.80646,11.8,28.0,0.009613641,59.78272727272727,55.30454545454545,25.37,210.2,53.46,537:537
55.0,224.0,76.0,111.0,480.3,47.0,-10.812885,165.8065,12.0,28.0,0.00979503,59.56222222222222,55.784444444444446,25.25,211.4,54.12,541
56.0,224.0,75.0,111.0,493.2,46.2,-10.812997,165.80653,12.26,29.0,0.00997642,59.376,56.154999999999994,25.11,213.1,54.97,538:537:540
57.0,225.0,75.0,111.0,506.4,45.4,-10.813115,165.80655,12.56,29.0,0.010157809,59.226,55.227999999999994,25.09,214.3,55.13,537:537
58.0,225.0,75.0,111.0,520.0,44.6,-10.813238,165.80656,12.88,29.0,0.010339199,58.876,54.302,25.07,215.4,55.28,537
59.0,226.0,75.0,111.0,534.0,43.6,-10.813364,165.80655,13.24,29.0,0.010520588,58.28499999999999,55.411,25.05,216.6,55.43,540:538
60.0,224.0,75.0,111.0,548.29,42.8,-10.813492,165.80655,13.6,29.0,0.010701977,57.83181818181818,55.64909090909091,25.01,217.8,55.48,536:537
61.0,225.0,74.0,111.0,562.79,42.2,-10.8136215,165.80652,13.92,29.0,0.010883367,57.791111111111114,55.51777777777777,24.96,218.9,55.45,533
62.0,227.0,74.0,111.0,577.5,41.4,-10.813752,165.80649,14.22,29.0,0.011064756,57.782,56.434000000000005,24.91,220.0,55.42,528:531:533
63.0,226.0,74.0,111.0,592.4,41.0,-10.813881,165.80646,14.48,29.0,0.011246146,57.60909090909092,56.951818181818176,24.84,220.0,54.99,538:545
64.0,226.0,75.0,111.0,607.2,40.6,-10.814009,165.80641,14.64,29.0,0.011427535,57.41,56.690000000000005,24.67,216.0,53.19,541
65.0,224.0,75.0,111.0,621.9,40.4,-10.814134,165.80637,14.72,29.0,0.011608925,57.07899999999999,57.16600000000001,24.5,211.9,51.5,540:538:535
66.0,226.0,75.0,111.0,636.4,40.2,-10.81425,165.8063,14.72,29.0,0.011790314,56.79272727272728,56.91636363636364,24.25,206.4,50.72,533
67.0,225.0,74.0,111.0,650.7,39.8,-10.81435,165.80623,14.64,29.0,0.011971703,56.574444444444445,57.55444444444444,24.11,204.7,50.57,536:535
68.0,227.0,74.0,112.0,665.2,39.2,-10.814438,165.80612,14.56,29.0,0.012153093,56.414,58.23,24.04,205.8,50.86,532:533
69.0,226.0,75.0,113.0,679.7,38.6,-10.814519,165.80603,14.5,29.0,0.012334482,56.22727272727272,57.58818181818182,23.99,207.4,51.39,536:532
70.0,227.0,76.0,113.0,694.4,37.8,-10.814597,165.80591,14.5,29.0,0.012515872,56.15444444444445,57.71111111111111,23.99,210.5,52.52,532:532
71.0,224.0,76.0,111.0,709.4,37.0,-10.814677,165.8058,14.6,28.0,0.012697261,56.139,57.590999999999994,24.03,211.1,52.56,536:535
72.0,225.0,77.0,111.0,724.5,36.4,-10.81477,165.80571,14.76,28.0,0.012878651,56.03545454545454,59.29818181818182,24.08,211.4,52.48,532:528
73.0,227.0,77.0,111.0,739.7,35.8,-10.814883,165.80562,14.9,28.0,0.01306004,55.92555555555556,59.04555555555555,24.12,211.8,52.4,529:531
74.0,224.0,77.0,112.0,754.8,35.6,-10.815013,165.80559,15.02,28.0,0.01324143,55.842,57.912,24.17,212.1,52.33,536
75.0,225.0,77.0,112.0,769.9,35.4,-10.8151455,165.8056,15.1,28.0,0.013422819,55.52363636363636,58.53454545454545,24.31,211.9,52.31,542:542
76.0,224.0,75.0,112.0,785.0,35.0,-10.815261,165.80568,15.12,29.0,0.013604208,55.40555555555555,59.70777777777778,24.51,211.3,52.32,541:538
77.0,224.0,76.0,112.0,800.2,34.4,-10.815353,165.80579,15.14,28.0,0.013785598,55.544999999999995,60.15,24.71,212.0,52.48,538
78.0,225.0,75.0,112.0,815.5,33.8,-10.815423,165.80591,15.16,29.0,0.013966987,55.88727272727272,59.58909090909091,24.91,215.6,53.01,544:544:542
79.0,225.0,75.0,112.0,830.8,33.0,-10.815469,165.80603,15.2,29.0,0.014148377,56.178888888888885,59.30444444444444,25.11,219.0,53.48,541
80.0,224.0,75.0,112.0,846.3,32.0,-10.815474,165.80617,15.28,29.0,0.014329766,56.447,59.75,25.36,219.3,53.25,550:547
81.0,227.0,74.0,113.0,862.1,31.0,-10.815398,165.80629,15.42,29.0,0.014511156,56.73,59.973636363636366,25.61,219.5,53.01,542:547
82.0,224.0,75.0,111.0,878.1,30.2,-10.815283,165.80638,15.58,29.0,0.014692545,57.03,59.436666666666675,25.76,219.0,53.03,547:546
83.0,226.0,75.0,111.0,894.2,29.4,-10.81516,165.80646,15.74,29.0,0.014873934,57.27300000000001,59.373000000000005,25.89,218.2,53.12,547:546
84.0,226.0,75.0,111.0,910.4,28.8,-10.815049,165.80655,15.92,29.0,0.015055324,57.33272727272729,59.647272727272714,26.02,217.5,53.2,541:537
85.0,226.0,76.0,111.0,926.6,28.0,-10.814975,165.80669,16.059,28.0,0.015236713,57.287777777777784,59.8,26.15,216.7,53.29,537:540
86.0,225.0,75.0,111.0,942.7,27.4,-10.814951,165.80682,16.12,29.0,0.015418103,57.314,59.758,26.24,216.3,53.14,550:550
87.0,224.0,75.0,110.0,958.8,27.0,-10.81499,165.80698,16.14,29.0,0.015599492,57.4209090909091,59.52909090909091,26.33,216.0,52.95,554
88.0,226.0,75.0,110.0,974.9,26.0,-10.815075,165.80708,16.14,29.0,0.015780881,57.55777777777777,59.43444444444444,26.39,215.6,52.67,550:549
89.0,227.0,75.0,110.0,991.2,25.2,-10.815171,165.8072,16.16,29.0,0.015962271,57.694,60.141000000000005,26.37,215.1,52.05,551:555
90.0,225.0,76.0,110.0,1007.5,24.4,-10.815272,165.80731,16.18,28.0,0.016143661,57.71999999999999,59.991,26.35,215.2,51.81,554:550
91.0,225.0,76.0,110.0,1023.9,23.4,-10.815381,165.8074,16.239,28.0,0.01632505,57.536,59.688,26.32,215.8,51.89,555
92.0,226.0,76.0,111.0,1040.4,22.6,-10.8155,165.80751,16.32,28.0,0.01650644,57.456,59.439,26.3,215.3,51.89,555:550
93.0,224.0,76.0,111.0,1057.0,21.8,-10.815628,165.80759,16.42,28.0,0.016687829,57.54100000000001,59.48199999999999,26.28,213.8,51.81,549:552
94.0,225.0,76.0,110.0,1073.7,21.0,-10.815767,165.80763,16.5,28.0,0.016869219,57.44200000000001,58.065,26.31,212.9,51.99,552:550
95.0,224.0,75.0,109.0,1090.2,20.8,-10.815914,165.80763,16.54,29.0,0.017050607,57.10600000000001,59.07299999999999,26.35,212.1,52.2,549
96.0,225.0,74.0,109.0,1106.4,21.0,-10.81604,165.80756,16.5,29.0,0.017231997,57.21181818181819,59.2490909090909,26.38,211.3,52.41,552:550
97.0,227.0,74.0,109.0,1122.0,21.2,-10.816142,165.80746,16.32,29.0,0.017413387,57.49888888888889,60.169999999999995,26.43,211.3,52.89,550:551
98.0,225.0,75.0,108.0,1137.3,21.0,-10.8162365,165.80736,16.059,29.0,0.017594775,57.721,60.806,26.51,213.4,54.11,549:546
99.0,226.0,75.0,108.0,1152.5,20.2,-10.816326,165.80725,15.76,29.0,0.017776165,57.890909090909105,60.33000000000001,26.58,215.5,55.33,550:554
100.0,226.0,75.0,109.0,1167.8,19.4,-10.816404,165.80713,15.52,29.0,0.017957555,57.99777777777778,60.513333333333335,26.65,216.9,55.78,555:554
101.0,226.0,75.0,109.0,1183.3,18.6,-10.816478,165.80702,15.38,29.0,0.018138945,58.13099999999999,60.023,26.7,217.5,55.48,555:559
102.0,224.0,74.0,109.0,1199.09,17.6,-10.816555,165.8069,15.42,29.0,0.018320333,58.26818181818181,60.15636363636363,26.82,218.4,55.25,554
103.0,225.0,74.0,109.0,1215.0,16.6,-10.816651,165.8068,15.54,29.0,0.018501723,58.260000000000005,59.74777777777778,26.96,219.3,55.03,550:550
104.0,226.0,74.0,109.0,1231.09,15.8,-10.816775,165.80672,15.72,29.0,0.018683113,58.25699999999999,59.223,27.07,220.1,54.93,549:559
105.0,226.0,74.0,109.0,1247.09,16.0,-10.816915,165.80675,15.86,29.0,0.018864501,58.33727272727273,58.83,27.14,220.7,55.0,564:564
106.0,226.0,75.0,109.0,1262.59,16.0,-10.817035,165.80681,15.86,29.0,0.019045891,58.42444444444445,59.333333333333336,27.04,220.7,54.93,563:559
107.0,227.0,74.0,109.0,1277.7,16.0,-10.817129,165.80692,15.72,29.0,0.019227281,58.49000000000001,59.36600000000001,26.78,220.2,54.72,558
108.0,227.0,76.0,108.0,1292.59,16.0,-10.817153,165.80704,15.52,29.0,0.019408671,58.370909090909095,59.46454545454546,26.55,217.8,54.31,556
109.0,223.0,76.0,108.0,1307.09,16.0,-10.817106,165.80716,15.2,28.0,0.01959006,58.37222222222223,59.69111111111111,26.32,215.2,53.87,1108:547
110.0,225.0,76.0,108.0,1321.3,16.0,-10.817039,165.80728,14.84,28.0,0.01977145,58.455,59.769000000000005,26.11,214.4,53.99,559:549
111.0,226.0,75.0,109.0,1335.3,16.0,-10.816964,165.80739,14.54,29.0,0.01995284,58.533636363636354,60.64090909090908,25.9,214.2,54.29,544
112.0,225.0,74.0,108.0,1349.0,16.0,-10.816888,165.80748,14.26,29.0,0.020134227,58.59111111111112,59.704444444444434,25.8,215.5,54.42,544:544
113.0,225.0,75.0,107.0,1362.4,16.0,-10.816813,165.80757,13.96,29.0,0.020315617,58.73699999999999,59.78399999999999,25.72,216.9,54.54,547:549
114.0,226.0,75.0,107.0,1375.7,16.0,-10.816746,165.80768,13.72,29.0,0.020497007,58.806,60.123000000000005,25.63,218.4,54.66,550
115.0,228.0,76.0,107.0,1388.8,16.0,-10.816682,165.80779,13.5,29.0,0.020678397,58.63399999999999,60.11600000000001,25.54,219.8,54.78,552:556:552
116.0,225.0,77.0,108.0,1401.8,15.8,-10.816617,165.80788,13.3,28.0,0.020859785,58.44100000000001,60.492999999999995,25.49,220.1,54.63,551:556
117.0,225.0,76.0,109.0,1414.8,15.8,-10.816554,165.80798,13.16,28.0,0.021041175,58.13727272727272,60.02090909090909,25.46,219.3,54.25,563:555
118.0,224.0,76.0,109.0,1427.5,15.6,-10.81649,165.80807,13.02,28.0,0.021222565,57.93444444444444,60.49000000000001,25.45,217.9,53.87,554
119.0,226.0,76.0,110.0,1440.2,15.8,-10.816427,165.80817,12.9,28.0,0.021403953,57.956,60.379999999999995,25.45,214.2,53.52,550:556
120.0,227.0,77.0,110.0,1452.5,16.0,-10.816365,165.80827,12.74,28.0,0.021585343,58.12909090909091,60.598181818181814,25.45,212.7,53.38,558
121.0,225.0,77.0,109.0,1464.4,16.4,-10.816303,165.80835,12.52,28.0,0.021766733,58.31666666666667,60.37111111111111,25.46,213.8,53.47,565:568
122.0,224.0,76.0,109.0,1476.0,16.6,-10.816242,165.80844,12.24,28.0,0.021948123,58.545,60.729,25.46,214.8,53.56,564:564
123.0,223.0,75.0,109.0,1487.5,16.4,-10.816175,165.80852,12.0,28.0,0.022129511,58.90636363636363,60.79545454545455,25.46,215.6,53.59,565:560
124.0,226.0,75.0,108.0,1499.0,16.2,-10.816096,165.8086,11.76,29.0,0.022310901,59.19222222222223,61.50555555555555,25.45,214.8,53.26,563:563
125.0,226.0,74.0,108.0,1510.5,16.0,-10.816002,165.80864,11.6,29.0,0.022492291,59.278,61.37800000000001,25.44,214.0,52.94,555:550
126.0,226.0,74.0,108.0,1522.1,16.0,-10.815899,165.80864,11.54,29.0,0.02267368,59.28272727272727,60.68272727272727,25.44,213.2,52.61,550
127.0,226.0,74.0,108.0,1533.5,16.0,-10.815798,165.80861,11.5,29.0,0.02285507,59.27444444444445,60.58444444444444,25.41,212.8,52.45,552:559
128.0,227.0,73.0,107.0,1544.8,16.0,-10.8157,165.80858,11.46,30.0,0.02303646,59.139,59.611,25.34,213.0,52.59,560:558
129.0,227.0,75.0,106.0,1556.1,16.0,-10.81561,165.80853,11.42,29.0,0.02321785,58.97818181818182,60.69636363636364,25.27,213.1,52.73,555:550
130.0,225.0,76.0,106.0,1567.3,16.0,-10.815525,165.80847,11.36,28.0,0.023399238,58.87777777777779,60.18666666666666,25.21,213.3,52.87,546:550
131.0,226.0,77.0,107.0,1578.5,16.0,-10.815442,165.80843,11.28,28.0,0.023580628,58.75099999999999,59.602999999999994,25.07,213.5,52.89,547:544
132.0,227.0,77.0,107.0,1589.5,16.0,-10.81535,165.80838,11.2,28.0,0.023762017,58.63545454545454,59.59909090909091,24.77,213.6,52.61,549:550
133.0,225.0,77.0,108.0,1600.5,16.0,-10.815252,165.80838,11.14,28.0,0.023943406,58.66888888888889,59.95777777777778,24.52,213.8,52.73,550
134.0,225.0,77.0,109.0,1611.3,16.2,-10.815158,165.8084,11.04,28.0,0.024124796,58.806,60.012,24.34,214.3,53.09,556:552
135.0,227.0,77.0,108.0,1621.8,16.4,-10.815074,165.80844,10.9,28.0,0.024306186,58.892727272727264,59.82181818181818,24.27,215.8,53.34,550:555
136.0,225.0,78.0,108.0,1632.2,16.6,-10.8150015,165.8085,10.74,28.0,0.024487576,58.98555555555556,60.120000000000005,24.21,217.3,53.59,559:552
137.0,224.0,79.0,109.0,1642.2,17.0,-10.814938,165.80856,10.54,27.0,0.024668964,59.104,60.803999999999995,24.14,218.8,53.85,556
138.0,225.0,77.0,109.0,1652.1,17.2,-10.814879,165.80864,10.32,28.0,0.024850354,59.26000000000001,60.712727272727264,24.08,220.3,54.1,560:560
139.0,225.0,77.0,109.0,1661.9,17.2,-10.814825,165.8087,10.12,28.0,0.025031744,59.39333333333333,60.42777777777778,24.01,219.8,53.85,555
140.0,225.0,77.0,109.0,1671.6,17.2,-10.814771,165.80878,9.96,28.0,0.025213132,59.474,60.747,23.94,219.3,53.59,580:537
141.0,224.0,77.0,109.0,1681.6,17.0,-10.814721,165.80885,9.88,28.0,0.025394522,59.539090909090895,61.52727272727273,23.88,218.9,53.34,564:565
142.0,224.0,76.0,109.0,1691.9,17.0,-10.814681,165.80894,9.94,28.0,0.025575912,59.52777777777778,61.117777777777775,23.79,218.4,53.09,563:566
143.0,226.0,74.0,108.0,1702.5,16.8,-10.814649,165.80904,10.08,29.0,0.025757302,59.527,60.972,23.67,218.1,52.84,569:564
144.0,226.0,75.0,108.0,1713.1,16.4,-10.814616,165.80913,10.24,29.0,0.02593869,59.57363636363637,61.71909090909091,23.58,218.7,53.0,558:559
145.0,228.0,76.0,108.0,1724.0,16.2,-10.814583,165.80922,10.48,29.0,0.02612008,59.607777777777784,61.411111111111104,23.52,220.7,53.72,563
146.0,224.0,78.0,107.0,1735.0,15.8,-10.814544,165.80931,10.68,27.0,0.02630147,59.613,61.071000000000005,23.52,223.4,54.23,569:573
147.0,226.0,77.0,107.0,1746.3,15.4,-10.814491,165.8094,10.88,28.0,0.02648286,59.632727272727266,60.84818181818182,23.62,227.1,54.41,572:569
148.0,227.0,77.0,107.0,1758.0,14.8,-10.814416,165.80946,11.1,28.0,0.026664248,59.66222222222221,61.04444444444445,23.74,229.2,54.47,563:566
149.0,225.0,78.0,106.0,1770.0,14.2,-10.814316,165.80951,11.38,28.0,0.026845638,59.678999999999995,61.44,23.88,229.6,54.4,569:569
150.0,227.0,78.0,106.0,1782.4,13.6,-10.814206,165.80952,11.68,28.0,0.027027028,59.64363636363637,60.78636363636363,24.02,230.0,54.33,564:568
151.0,225.0,78.0,106.0,1795.2,12.8,-10.814091,165.80952,12.04,28.0,0.027208416,59.592222222222226,60.41,24.19,230.6,54.42,568
152.0,226.0,78.0,107.0,1808.2,12.2,-10.813974,165.80951,12.38,28.0,0.027389806,59.706999999999994,60.528000000000006,24.37,231.4,54.61,569:563
153.0,227.0,77.0,106.0,1821.6,11.4,-10.813856,165.80948,12.72,28.0,0.027571196,59.81909090909092,60.96545454545455,24.48,230.9,54.67,563
154.0,224.0,78.0,105.0,1835.3,10.8,-10.813738,165.80945,13.06,27.0,0.027752586,59.77333333333334,60.73777777777778,24.57,230.0,54.67,565:569:582
155.0,225.0,78.0,105.0,1849.1,10.2,-10.813618,165.8094,13.34,28.0,0.027933974,59.67100000000001,60.511,24.66,229.0,54.67,587
156.0,224.0,77.0,106.0,1863.2,9.4,-10.813497,165.80937,13.6,28.0,0.028115364,59.563,61.59,24.75,228.0,54.67,586:578
157.0,224.0,76.0,105.0,1877.5,8.8,-10.813372,165.80934,13.86,28.0,0.028296754,59.508,60.987,24.75,228.8,54.93,580:577
158.0,227.0,76.0,105.0,1892.0,8.2,-10.813243,165.80931,14.08,29.0,0.028478142,59.544,60.99699999999999,24.75,229.6,55.21,570
159.0,225.0,77.0,105.0,1906.6,7.4,-10.813111,165.80931,14.26,28.0,0.028659532,59.61909090909091,60.57272727272728,24.75,230.3,55.46,570:569
160.0,224.0,77.0,106.0,1921.4,6.8,-10.81298,165.80933,14.46,28.0,0.028840922,59.74222222222223,61.08222222222222,24.71,230.1,55.41,563:564
161.0,225.0,77.0,106.0,1936.2,6.2,-10.812858,165.80939,14.6,28.0,0.029022312,59.694,60.370000000000005,24.67,229.9,55.37,568
162.0,227.0,76.0,106.0,1951.1,5.8,-10.812762,165.80948,14.72,29.0,0.0292037,59.318181818181806,60.15999999999999,24.65,229.0,55.38,565:560
163.0,225.0,76.0,104.0,1965.9,5.4,-10.812712,165.8096,14.78,28.0,0.02938509,59.05444444444444,60.42222222222223,24.62,228.1,55.38,563:561
164.0,226.0,75.0,103.0,1980.5,5.4,-10.812699,165.80974,14.78,29.0,0.02956648,58.950999999999986,60.928,24.6,227.3,55.39,561:555
165.0,225.0,76.0,103.0,1994.8,5.4,-10.812708,165.80986,14.68,28.0,0.029747868,58.88545454545454,60.28999999999999,24.57,226.4,55.4,555:559
166.0,225.0,76.0,105.0,2008.8,5.4,-10.812727,165.81,14.52,28.0,0.029929258,58.854444444444454,60.47444444444445,24.55,229.4,56.02,566:572
167.0,227.0,76.0,105.0,2022.5,5.4,-10.812748,165.81012,14.28,29.0,0.030110648,58.803,60.134,24.51,231.8,56.46,573
168.0,227.0,77.0,106.0,2035.9,5.6,-10.812769,165.81024,14.0,28.0,0.030292038,58.75545454545454,60.05181818181818,24.4,231.3,56.08,569:564
169.0,226.0,77.0,106.0,2049.0,5.8,-10.812782,165.81036,13.7,28.0,0.030473426,58.721111111111114,60.16444444444445,24.37,232.2,56.05,566:560
170.0,225.0,79.0,107.0,2061.69,5.8,-10.812781,165.81047,13.38,27.0,0.030654816,58.636,59.949,24.42,234.4,56.34,566
171.0,224.0,78.0,107.0,2074.1,6.0,-10.812753,165.81058,13.06,27.0,0.030836206,58.397000000000006,59.404,24.45,236.1,56.47,555:560
172.0,225.0,77.0,108.0,2086.3,6.2,-10.812686,165.81067,12.76,28.0,0.031017594,58.068000000000005,60.592000000000006,24.45,236.1,56.08,559:556
173.0,225.0,76.0,108.0,2098.3,6.0,-10.812591,165.81073,12.48,28.0,0.031198984,57.90599999999999,60.141,24.44,236.0,55.67,558:558
174.0,226.0,75.0,107.0,2110.1,6.0,-10.812489,165.81075,12.22,29.0,0.031380374,57.92500000000001,60.18300000000001,24.44,233.9,54.94,555:550
175.0,227.0,76.0,105.0,2121.8,6.0,-10.812384,165.81076,12.02,29.0,0.031561762,57.998000000000005,60.545,24.44,231.7,54.2,552:552
