time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,hrv
2924.0,331.0,55.0,139.0,29070.2,124.0,-10.759157,165.84738,10.38,57.0,0.25721022,55.85333333333333,79.31666666666666,29.28,308.0,93.54,428:432
2925.0,330.0,55.0,139.0,29080.9,123.8,-10.7590885,165.84746,10.46,57.0,0.25721022,55.695454545454545,79.50090909090909,29.33,306.8,93.35,432:432
2926.0,331.0,55.0,139.0,29091.8,123.8,-10.759012,165.84752,10.6,57.0,0.25721022,55.66888888888889,77.66777777777777,29.45,301.6,91.92,428:426:430
2927.0,329.0,56.0,139.0,29102.8,123.6,-10.758931,165.84758,10.72,56.0,0.25721022,55.733999999999995,78.381,29.6,296.1,90.42,430:430
2928.0,330.0,55.0,140.0,29113.9,123.6,-10.758847,165.84764,10.86,57.0,0.25721022,56.096363636363634,78.80727272727272,29.82,290.5,89.16,426:432
2929.0,331.0,55.0,139.0,29124.9,123.8,-10.758764,165.84769,10.94,57.0,0.25721022,56.51888888888888,80.9588888888889,30.06,287.0,88.52,855:426
2930.0,332.0,55.0,140.0,29135.8,124.0,-10.758676,165.84773,10.98,58.0,0.25721022,56.617,80.749,30.28,285.9,88.6,432:428
2931.0,325.0,55.0,139.0,29146.6,124.0,-10.758584,165.84776,10.96,56.0,0.25721022,56.29272727272728,80.28636363636363,30.38,285.8,88.82,426:426
2932.0,332.0,55.0,139.0,29157.3,124.2,-10.758488,165.84778,10.9,58.0,0.25721022,56.175555555555555,79.52444444444444,30.49,285.6,89.03,425:430:430
2933.0,332.0,54.0,139.0,29168.0,124.2,-10.758392,165.84776,10.82,59.0,0.25721022,55.984,79.237,30.76,285.5,89.34,430:428
2934.0,334.0,54.0,139.0,29178.7,124.2,-10.758298,165.84775,10.76,59.0,0.25721022,55.925,78.47200000000001,30.98,285.6,89.47,425:430
2935.0,333.0,54.0,139.0,29189.4,124.2,-10.758208,165.84772,10.72,59.0,0.25721022,55.873000000000005,79.001,31.1,286.1,89.29,426:426
2936.0,327.0,54.0,139.0,29200.2,124.0,-10.758128,165.84766,10.72,58.0,0.25721022,55.89,78.006,31.22,287.3,89.25,421:432:428
2937.0,326.0,55.0,140.0,29211.1,124.0,-10.758063,165.84758,10.76,57.0,0.25721022,55.91545454545455,77.67818181818181,31.34,289.1,89.35,423:423:428
2938.0,334.0,53.0,140.0,29222.2,123.8,-10.758006,165.84749,10.84,60.0,0.25721022,55.75699999999999,77.863,31.55,290.2,89.5,430:428
2939.0,333.0,53.0,141.0,29233.4,123.6,-10.75795,165.84741,10.94,60.0,0.25721022,55.708888888888886,78.94,31.86,290.4,89.73,428:425
2940.0,328.0,53.0,140.0,29244.6,123.6,-10.757887,165.84734,11.04,59.0,0.25721022,55.79454545454546,78.77272727272727,32.21,290.6,89.9,430:425:425
2941.0,336.0,54.0,140.0,29255.8,123.8,-10.757822,165.84724,11.12,59.0,0.25721022,56.036,79.93499999999999,32.53,290.8,90.05,425:425
2942.0,336.0,54.0,140.0,29266.9,123.8,-10.757758,165.84717,11.16,59.0,0.25721022,56.26777777777778,77.77444444444444,32.71,290.8,90.13,423:425
2943.0,330.0,55.0,140.0,29277.9,124.0,-10.757693,165.84709,11.14,57.0,0.25721022,56.22,77.71454545454544,32.9,290.8,90.22,421:428:423
2944.0,333.0,55.0,140.0,29288.8,124.2,-10.757623,165.84703,11.08,58.0,0.25721022,56.08888888888889,78.21,33.05,291.1,90.46,425:421
2945.0,327.0,55.0,141.0,29299.5,124.4,-10.757543,165.84697,10.98,57.0,0.25721022,55.967000000000006,77.407,33.19,291.4,90.74,423:423
2946.0,327.0,54.0,140.0,29310.0,124.8,-10.757455,165.84694,10.84,58.0,0.25721022,55.945454545454545,78.91545454545454,33.33,291.8,90.79,425:418:426
2947.0,331.0,54.0,140.0,29320.2,125.0,-10.757364,165.84692,10.66,59.0,0.25721022,56.202,79.205,33.44,291.7,90.72,423:423
2948.0,334.0,53.0,141.0,29330.3,125.4,-10.757273,165.84691,10.48,60.0,0.25721022,56.534444444444446,79.79777777777777,33.49,290.6,90.53,421:425
2949.0,331.0,53.0,141.0,29340.1,125.6,-10.757184,165.84691,10.26,60.0,0.25721022,56.69818181818182,78.83090909090907,33.55,289.6,90.33,423:423:423
2950.0,332.0,53.0,141.0,29349.7,126.0,-10.757099,165.84692,10.04,60.0,0.25721022,56.68222222222223,79.50777777777779,33.59,289.0,90.34,423:425
2951.0,326.0,53.0,141.0,29359.0,126.2,-10.757018,165.84695,9.8,59.0,0.25721022,56.504999999999995,78.986,33.61,288.0,90.45,423:421
2952.0,324.0,53.0,141.0,29368.2,126.6,-10.7569475,165.847,9.6,58.0,0.25721022,56.46454545454544,78.56454545454545,33.59,286.0,90.67,423:426:426
2953.0,334.0,51.0,142.0,29377.4,126.6,-10.756888,165.84706,9.42,63.0,0.25721022,56.458000000000006,78.80799999999999,33.5,285.6,90.89,428:423
2954.0,332.0,50.0,142.0,29386.4,126.8,-10.756834,165.84712,9.26,63.0,0.25721022,56.57,78.6888888888889,33.35,286.5,91.13,425:425:423
2955.0,330.0,50.0,142.0,29395.4,127.0,-10.756779,165.84718,9.14,63.0,0.25721022,56.67999999999999,77.75599999999999,33.14,287.3,91.44,430
2956.0,326.0,51.0,142.0,29404.3,127.4,-10.756712,165.84723,9.06,61.0,0.25721022,56.60699999999999,77.321,32.92,288.0,91.64,428:850
2957.0,341.0,51.0,142.0,29413.1,127.6,-10.756636,165.84724,8.98,64.0,0.25721022,56.31400000000001,75.893,32.67,286.8,90.58,430:426:428
2958.0,339.0,53.0,142.0,29421.6,128.0,-10.75656,165.84726,8.84,61.0,0.25721022,55.91636363636364,75.70636363636365,32.55,286.1,90.25,421:425
2959.0,333.0,55.0,142.0,29430.0,128.4,-10.756486,165.84727,8.72,58.0,0.25721022,55.74888888888889,74.98777777777778,32.47,285.6,90.13,428:426
2960.0,333.0,56.0,141.0,29438.2,128.6,-10.756416,165.8473,8.56,57.0,0.25721022,55.80999999999999,74.845,32.3,287.2,90.33,425:423:423
2961.0,333.0,57.0,141.0,29446.3,129.0,-10.756354,165.84734,8.4,56.0,0.25721022,56.124545454545455,76.61090909090909,32.14,288.4,90.43,428:425
2962.0,336.0,58.0,141.0,29454.2,129.2,-10.756298,165.84738,8.22,55.0,0.25721022,56.609,77.784,32.09,288.1,90.02,425:423
2963.0,332.0,58.0,140.0,29462.1,129.6,-10.756245,165.84743,8.1,55.0,0.25721022,57.041111111111114,79.14555555555556,32.03,287.8,89.61,430:426
2964.0,333.0,58.0,141.0,29469.8,129.8,-10.756194,165.84747,7.96,55.0,0.25721022,57.351818181818174,80.88000000000001,31.99,287.2,89.37,425:423:423
2965.0,326.0,58.0,141.0,29477.5,130.0,-10.756141,165.84752,7.86,54.0,0.25721022,57.699,80.215,31.95,286.6,89.14,421:428
2966.0,335.0,57.0,141.0,29485.0,130.4,-10.756085,165.84756,7.74,56.0,0.25721022,57.900000000000006,78.18444444444445,31.89,286.0,88.84,428:428:423
2967.0,332.0,57.0,141.0,29492.4,130.8,-10.756025,165.8476,7.64,56.0,0.25721022,58.091818181818184,80.55636363636364,31.79,285.8,88.33,425:426
2968.0,329.0,57.0,141.0,29499.6,131.2,-10.755963,165.84761,7.5,55.0,0.25721022,58.06888888888889,79.48333333333332,31.66,285.8,87.94,430:430
2969.0,330.0,56.0,141.0,29506.6,131.4,-10.755901,165.84763,7.36,56.0,0.25721022,57.583000000000006,78.33900000000001,31.48,286.5,87.87,425:423
2970.0,328.0,56.0,141.0,29513.5,131.8,-10.75584,165.84764,7.2,56.0,0.25721022,56.889999999999986,79.35818181818182,31.31,287.2,87.8,432:430:428
2971.0,333.0,55.0,141.0,29520.2,132.2,-10.75578,165.84764,7.04,58.0,0.25721022,56.48444444444445,78.99555555555554,31.23,287.8,87.82,423:861
2972.0,336.0,54.0,142.0,29526.7,132.6,-10.755722,165.84766,6.86,59.0,0.25721022,56.206999999999994,78.46700000000001,31.13,288.5,87.87,425:428
2973.0,330.0,55.0,141.0,29533.1,132.8,-10.755664,165.84767,6.7,57.0,0.25721022,55.77454545454545,78.52545454545455,31.03,289.1,88.08,432:428
2974.0,333.0,54.0,141.0,29539.4,133.2,-10.755609,165.84767,6.56,59.0,0.25721022,55.11111111111111,78.7388888888889,30.93,289.5,88.16,430:428:432
2975.0,333.0,54.0,141.0,29545.6,133.6,-10.755556,165.8477,6.42,59.0,0.25721022,54.384,78.441,30.85,289.4,87.86,430:428
2976.0,332.0,54.0,140.0,29551.7,133.8,-10.75551,165.84773,6.3,59.0,0.25721022,53.97545454545454,78.43727272727273,30.77,289.3,87.57,430:425
2977.0,329.0,54.0,140.0,29557.8,134.0,-10.755475,165.84778,6.22,58.0,0.25721022,53.68222222222222,78.8488888888889,30.65,290.0,87.86,432:430
2978.0,336.0,55.0,140.0,29563.9,134.2,-10.755452,165.84782,6.16,58.0,0.25721022,53.27,81.032,30.52,291.3,88.48,426:421:435
2979.0,335.0,53.0,140.0,29570.2,134.4,-10.75544,165.84789,6.16,60.0,0.25721022,52.83636363636363,81.0390909090909,30.37,293.1,88.96,859
2980.0,335.0,54.0,140.0,29576.7,134.6,-10.755435,165.84793,6.22,59.0,0.25721022,52.48888888888889,79.85333333333332,30.2,295.4,89.33,428:426
2981.0,321.0,54.0,140.0,29583.3,134.6,-10.755436,165.84799,6.32,57.0,0.25721022,52.452,79.47800000000001,30.06,296.6,89.52,432:430:430
2982.0,324.0,53.0,140.0,29590.1,134.8,-10.755441,165.84805,6.46,58.0,0.25721022,52.51272727272728,79.58,29.93,297.4,89.65,425:426
2983.0,331.0,53.0,140.0,29596.9,134.8,-10.755443,165.84813,6.6,60.0,0.25721022,52.556,79.769,29.89,298.5,90.03,430:428
2984.0,335.0,52.0,140.0,29603.9,135.0,-10.755426,165.84819,6.74,62.0,0.25721022,52.596666666666664,80.15333333333334,29.86,299.6,90.4,430:425
2985.0,337.0,52.0,139.0,29610.9,135.2,-10.755391,165.84824,6.84,62.0,0.25721022,52.66181818181818,80.47272727272728,29.85,300.3,90.65,425:430:426
2986.0,332.0,54.0,140.0,29618.0,135.4,-10.755337,165.84827,6.94,59.0,0.25721022,52.859,80.89500000000001,29.85,301.5,90.99,428:423
2987.0,332.0,55.0,140.0,29625.0,135.8,-10.755277,165.8483,6.98,58.0,0.25721022,53.129999999999995,80.30555555555556,29.84,303.4,91.43,425:428
2988.0,335.0,57.0,140.0,29632.0,136.0,-10.755215,165.84831,7.02,56.0,0.25721022,53.388181818181806,80.46727272727274,29.84,304.4,91.43,428:428:426
2989.0,331.0,56.0,140.0,29639.1,136.2,-10.755153,165.84833,7.04,56.0,0.25721022,53.742,79.76200000000001,29.82,304.1,90.75,425:432:425
2990.0,332.0,55.0,140.0,29646.2,136.4,-10.755091,165.84834,7.06,58.0,0.25721022,54.03111111111112,80.00333333333333,29.82,303.2,90.2,428:423
2991.0,336.0,55.0,140.0,29653.3,136.6,-10.755029,165.84836,7.06,58.0,0.25721022,54.25636363636363,80.93454545454546,29.82,301.9,89.74,426:423
2992.0,333.0,56.0,141.0,29660.4,136.8,-10.754968,165.84837,7.08,57.0,0.25721022,54.437,79.549,29.84,300.6,89.44,430:428
2993.0,328.0,57.0,141.0,29667.6,137.0,-10.754907,165.8484,7.12,55.0,0.25721022,54.785555555555554,79.4611111111111,29.87,299.4,89.36,428:425:428
2994.0,331.0,56.0,141.0,29674.8,137.2,-10.754847,165.84842,7.14,56.0,0.25721022,55.2609090909091,79.46181818181817,29.91,298.2,89.44,855
2995.0,329.0,56.0,140.0,29682.1,137.4,-10.7547865,165.84845,7.18,56.0,0.25721022,55.59,79.498,29.93,297.9,90.44,425:421
2996.0,329.0,55.0,140.0,29689.4,137.6,-10.754726,165.84848,7.22,57.0,0.25721022,55.95222222222222,80.19444444444444,29.95,297.5,91.41,430:426:426
2997.0,333.0,55.0,141.0,29696.7,137.8,-10.754665,165.8485,7.26,58.0,0.25721022,56.351818181818174,79.60818181818182,29.96,298.9,91.73,425:423
2998.0,333.0,56.0,141.0,29704.1,138.0,-10.754604,165.84853,7.3,57.0,0.25721022,56.54100000000001,80.737,29.97,300.2,92.05,428:426
2999.0,334.0,55.0,141.0,29711.5,138.2,-10.754543,165.84856,7.34,58.0,0.25721022,56.61888888888889,80.92444444444443,30.01,299.3,91.82,421:423:428
3000.0,328.0,56.0,140.0,29718.9,138.4,-10.754484,165.84859,7.36,56.0,0.25721022,56.39181818181819,79.94999999999999,30.06,298.3,91.56,426:425
3001.0,332.0,56.0,140.0,29726.4,138.6,-10.754424,165.84862,7.4,57.0,0.25721022,55.951,78.46400000000001,30.06,297.6,91.33,425:421
3002.0,332.0,55.0,140.0,29733.9,138.8,-10.754365,165.84865,7.44,58.0,0.25721022,55.26777777777777,80.88666666666666,30.07,296.9,91.11,430:851
3003.0,333.0,55.0,141.0,29741.5,138.8,-10.754306,165.8487,7.48,58.0,0.25721022,54.75,80.1,30.09,296.2,90.8,421:430
3004.0,339.0,55.0,141.0,29749.1,139.0,-10.754247,165.84872,7.52,59.0,0.25721022,54.319,79.928,30.14,295.3,90.31,426:423:419
3005.0,331.0,55.0,141.0,29756.7,139.2,-10.754189,165.84877,7.56,57.0,0.25721022,54.32666666666666,78.85333333333332,30.17,294.3,89.94,430:426
3006.0,337.0,56.0,141.0,29764.3,139.4,-10.754131,165.8488,7.58,57.0,0.25721022,54.36000000000001,79.38818181818182,30.19,293.0,89.7,423:421
3007.0,333.0,56.0,141.0,29772.1,139.6,-10.754073,165.84885,7.64,57.0,0.25721022,54.568,78.669,30.24,292.7,89.72,426:428:425
3008.0,325.0,57.0,141.0,29779.8,139.8,-10.754015,165.84888,7.66,54.0,0.25721022,54.66,78.39777777777778,30.31,293.5,90.03,421:421
3009.0,332.0,56.0,141.0,29787.6,140.0,-10.753957,165.84892,7.7,57.0,0.25721022,54.56636363636364,80.06363636363636,30.41,293.7,90.24,428:426
3010.0,331.0,55.0,141.0,29795.4,140.0,-10.753898,165.84895,7.74,57.0,0.25721022,54.306,80.873,30.51,293.4,90.37,425:423:423
3011.0,333.0,56.0,141.0,29803.4,140.2,-10.7538395,165.849,7.82,57.0,0.25721022,54.16111111111112,77.89777777777778,30.65,293.6,90.57,430:425
3012.0,330.0,56.0,141.0,29811.5,140.2,-10.753781,165.84904,7.88,56.0,0.25721022,54.345454545454544,78.7509090909091,30.81,294.1,90.83,421:428
3013.0,333.0,56.0,141.0,29819.9,140.0,-10.753722,165.84909,8.02,57.0,0.25721022,54.931,79.648,30.95,293.6,90.77,426:428:423
3014.0,325.0,57.0,142.0,29828.8,139.6,-10.753664,165.84915,8.24,54.0,0.25721022,55.312222222222225,80.19,31.08,292.4,90.51,428
3015.0,324.0,55.0,142.0,29838.2,139.2,-10.753611,165.84921,8.56,56.0,0.25721022,55.42090909090909,79.18727272727274,31.24,291.8,90.3,851:421
3016.0,333.0,54.0,142.0,29848.2,139.0,-10.753566,165.84929,8.96,59.0,0.25721022,55.322,80.053,31.4,291.5,90.09,425:428:428
3017.0,332.0,53.0,141.0,29858.6,138.6,-10.753529,165.84938,9.42,60.0,0.25721022,55.324444444444445,79.08444444444444,31.52,292.3,89.86,426:426
3018.0,331.0,53.0,141.0,29869.3,138.4,-10.753496,165.84947,9.88,60.0,0.25721022,55.1109090909091,79.39545454545454,31.59,292.9,89.71,423
3019.0,331.0,55.0,141.0,29880.4,138.0,-10.753463,165.84958,10.32,57.0,0.25721022,54.851,77.76,31.6,293.3,89.65,432:851:425
3020.0,333.0,55.0,141.0,29891.8,137.6,-10.753413,165.84967,10.72,58.0,0.25721022,54.614444444444445,77.97666666666666,31.59,293.7,89.62,425:428
3021.0,334.0,55.0,141.0,29903.6,137.4,-10.753341,165.84975,11.08,58.0,0.25721022,54.64090909090908,78.20363636363635,31.53,294.6,89.82,425:425
3022.0,336.0,55.0,141.0,29915.6,137.0,-10.753257,165.84981,11.4,58.0,0.25721022,54.964,78.828,31.46,294.4,89.78,423:418:430
3023.0,330.0,56.0,141.0,29927.8,136.6,-10.753168,165.84988,11.7,56.0,0.25721022,55.36222222222222,79.2088888888889,31.4,292.7,89.44,425:425
3024.0,328.0,57.0,140.0,29940.3,136.0,-10.753075,165.84995,11.98,55.0,0.25721022,55.708181818181814,78.68636363636364,31.33,291.9,89.63,421:421
3025.0,332.0,56.0,141.0,29953.1,135.6,-10.752979,165.85,12.26,57.0,0.25721022,55.906000000000006,79.034,31.28,291.2,89.87,426:428
3026.0,330.0,55.0,141.0,29965.9,135.4,-10.75288,165.85007,12.46,57.0,0.25721022,56.02555555555555,79.88666666666667,31.3,289.8,89.65,852:421
3027.0,333.0,55.0,141.0,29979.0,135.0,-10.752776,165.85013,12.68,58.0,0.25721022,56.12363636363636,79.42363636363636,31.32,288.3,89.44,426:425:425
3028.0,331.0,54.0,141.0,29992.2,134.6,-10.752659,165.85014,12.88,59.0,0.25721022,56.177,79.631,31.38,287.2,89.68,423:428
3029.0,328.0,55.0,141.0,30005.5,134.2,-10.752539,165.85013,13.04,57.0,0.25721022,56.05555555555555,80.82777777777778,31.45,286.0,89.99,425:425
3030.0,331.0,54.0,141.0,30018.9,133.8,-10.7524185,165.85011,13.16,59.0,0.25721022,55.89454545454546,80.38909090909091,31.52,284.1,89.82,421:428:425
3031.0,333.0,55.0,141.0,30032.6,133.4,-10.7522955,165.85011,13.34,58.0,0.25721022,55.86,80.32000000000001,31.6,282.1,89.65,423:418
3032.0,330.0,55.0,142.0,30046.2,133.2,-10.752176,165.85014,13.44,57.0,0.25721022,55.72777777777778,79.92999999999999,31.64,281.4,89.45,433:425
3033.0,332.0,56.0,141.0,30059.8,133.2,-10.752064,165.85019,13.52,57.0,0.25721022,55.629090909090905,80.33090909090909,31.68,280.7,89.25,425:851
3034.0,336.0,57.0,141.0,30073.3,133.2,-10.751964,165.85025,13.56,56.0,0.25721022,55.811,79.58699999999999,31.68,280.1,88.95,428:425
3035.0,330.0,56.0,141.0,30086.6,133.2,-10.751885,165.85034,13.54,56.0,0.25721022,55.60888888888889,80.89888888888889,31.65,279.4,88.59,423:419:430
3036.0,330.0,56.0,141.0,30099.9,133.0,-10.751839,165.85046,13.46,56.0,0.25721022,55.20181818181818,81.61818181818181,31.59,278.4,88.16,433:426
3037.0,334.0,55.0,141.0,30113.1,133.0,-10.751806,165.85057,13.38,58.0,0.25721022,54.982000000000006,80.049,31.45,277.0,87.56,426:426
3038.0,333.0,55.0,141.0,30126.1,133.0,-10.751764,165.8507,13.26,58.0,0.25721022,54.952222222222225,78.76666666666668,31.29,275.4,87.01,423:432:425
3039.0,329.0,55.0,141.0,30139.1,133.0,-10.751702,165.85078,13.16,57.0,0.25721022,55.20454545454545,80.34818181818183,31.08,273.7,86.51,425:423
3040.0,326.0,54.0,141.0,30152.1,133.0,-10.751634,165.85089,13.1,58.0,0.25721022,55.592,79.206,30.86,273.9,86.29,423:430
3041.0,331.0,53.0,141.0,30164.9,132.8,-10.751561,165.85098,13.0,60.0,0.25721022,55.81888888888889,80.06,30.68,274.8,86.21,426:425:425
3042.0,333.0,53.0,140.0,30177.7,132.8,-10.751482,165.85106,12.92,60.0,0.25721022,55.96545454545455,79.69545454545454,30.69,275.0,86.31,421:430
3043.0,336.0,54.0,141.0,30190.3,132.8,-10.751395,165.85114,12.84,59.0,0.25721022,56.097,79.851,30.73,275.8,86.57,425:425
3044.0,332.0,56.0,140.0,30202.9,132.8,-10.751302,165.85121,12.76,57.0,0.25721022,56.313333333333325,80.24111111111111,30.81,277.6,87.21,421:428:428
3045.0,328.0,56.0,140.0,30215.5,132.8,-10.751208,165.85127,12.68,56.0,0.25721022,56.45,79.00363636363636,30.92,278.8,87.29,423
3046.0,333.0,56.0,141.0,30227.9,132.8,-10.7511215,165.85135,12.6,57.0,0.25721022,56.157,79.462,31.05,279.6,87.07,425:430:426
3047.0,335.0,56.0,141.0,30240.3,132.8,-10.751048,165.85143,12.52,57.0,0.25721022,56.00111111111111,80.66666666666667,31.17,280.4,86.85,423:426
3048.0,332.0,56.0,141.0,30252.6,132.8,-10.75098,165.85152,12.46,57.0,0.25721022,56.07272727272727,81.7118181818182,31.41,278.8,86.36,428:425:425
3049.0,336.0,56.0,141.0,30264.8,132.8,-10.750921,165.85161,12.38,57.0,0.25721022,56.29,79.729,31.66,277.0,85.86,428:428
3050.0,335.0,57.0,141.0,30276.9,133.0,-10.750874,165.85172,12.28,56.0,0.25721022,56.22,78.7911111111111,31.84,276.9,86.0,428:426
3051.0,327.0,56.0,141.0,30289.0,132.8,-10.750843,165.85182,12.22,56.0,0.25721022,56.32090909090907,80.80545454545454,32.01,277.0,86.24,423:857
3052.0,327.0,56.0,141.0,30301.0,132.8,-10.750829,165.85193,12.14,56.0,0.25721022,56.31444444444444,78.99666666666667,32.12,277.2,86.43,426:425
3053.0,334.0,55.0,141.0,30313.0,132.8,-10.750824,165.85204,12.08,58.0,0.25721022,56.297,79.434,32.2,277.4,86.59,423:430:426
3054.0,334.0,54.0,141.0,30325.0,132.8,-10.750823,165.85214,12.04,59.0,0.25721022,56.434545454545464,79.15181818181819,32.23,274.5,85.25,426:425
3055.0,334.0,55.0,141.0,30337.0,132.8,-10.750821,165.85225,12.02,58.0,0.25721022,56.76222222222222,80.78888888888889,32.21,270.8,83.72,425:430:426
3056.0,329.0,55.0,141.0,30348.9,132.8,-10.750816,165.85236,11.98,57.0,0.25721022,57.07000000000001,79.995,32.09,269.3,83.84,425:423
3057.0,326.0,56.0,140.0,30360.8,132.8,-10.750829,165.85246,11.96,56.0,0.25721022,57.17299999999999,79.91099999999999,31.89,269.5,83.97,423:432
3058.0,331.0,56.0,140.0,30372.6,132.8,-10.750878,165.85257,11.92,56.0,0.25721022,57.134,78.66,31.65,270.9,84.08,428:425
3059.0,330.0,56.0,140.0,30384.5,132.8,-10.750957,165.85263,11.9,56.0,0.25721022,56.815999999999995,78.598,31.5,271.0,84.15,425:419:432
3060.0,330.0,56.0,141.0,30396.3,132.8,-10.751046,165.85269,11.86,56.0,0.25721022,56.569,79.22200000000001,31.35,270.9,84.19,430:428
3061.0,330.0,56.0,141.0,30408.1,132.6,-10.751133,165.85275,11.84,56.0,0.25721022,56.345000000000006,78.466,31.18,270.1,84.14,426:423
3062.0,334.0,56.0,141.0,30419.9,132.6,-10.751187,165.85286,11.82,57.0,0.25721022,56.355999999999995,79.495,31.02,269.4,84.15,430:426:425
3063.0,328.0,55.0,141.0,30431.8,132.4,-10.751183,165.85297,11.84,57.0,0.25721022,56.67999999999999,78.57799999999999,30.92,269.3,84.56,421:428
3064.0,330.0,55.0,141.0,30443.7,132.4,-10.751138,165.85306,11.84,57.0,0.25721022,56.996,79.49699999999999,30.82,269.1,84.97,428:425
3065.0,336.0,56.0,142.0,30455.7,132.2,-10.751065,165.85313,11.88,57.0,0.25721022,57.24111111111111,77.95111111111112,30.86,270.0,85.57,423:425:425
3066.0,333.0,55.0,141.0,30467.8,132.2,-10.750974,165.8532,11.94,58.0,0.25721022,57.029999999999994,78.5909090909091,30.94,271.0,86.2,435:430
3067.0,331.0,55.0,140.0,30479.9,132.0,-10.7508745,165.85324,12.0,57.0,0.25721022,56.675,78.333,31.07,272.2,86.64,430:428
3068.0,336.0,55.0,140.0,30492.1,131.8,-10.7507715,165.85329,12.06,58.0,0.25721022,56.59777777777778,78.47777777777777,31.21,273.5,87.01,425:435:428
3069.0,329.0,55.0,140.0,30504.3,131.6,-10.750667,165.85332,12.12,57.0,0.25721022,56.62090909090909,79.85818181818182,31.35,274.3,87.01,428:425
3070.0,335.0,56.0,141.0,30516.6,131.6,-10.75056,165.85335,12.18,57.0,0.25721022,56.577,79.36800000000001,31.49,274.7,86.75,432:430:426
3071.0,334.0,56.0,141.0,30528.9,131.4,-10.750451,165.85338,12.22,57.0,0.25721022,56.52222222222221,80.20111111111109,31.64,275.8,86.73,425:430
3072.0,330.0,57.0,141.0,30541.2,131.2,-10.75034,165.8534,12.26,55.0,0.25721022,56.47545454545455,78.99272727272728,31.8,278.5,87.33,430:428
3073.0,328.0,57.0,141.0,30553.6,131.2,-10.750229,165.8534,12.3,55.0,0.25721022,56.2,79.94200000000001,31.89,279.8,87.46,425:428:430
3074.0,329.0,57.0,140.0,30566.1,131.0,-10.750117,165.8534,12.36,55.0,0.25721022,55.99,79.92666666666666,31.94,279.9,87.27,425:430
3075.0,329.0,57.0,140.0,30578.6,130.8,-10.750005,165.85338,12.4,55.0,0.25721022,55.41818181818181,81.08454545454546,31.89,278.3,87.05,428:428
3076.0,332.0,56.0,140.0,30591.1,130.6,-10.749894,165.85335,12.44,57.0,0.25721022,54.992,80.808,31.81,276.2,86.83,423:425:423
3077.0,330.0,55.0,140.0,30603.7,130.6,-10.749785,165.85332,12.5,57.0,0.25721022,54.76222222222222,79.48111111111112,31.73,274.0,86.56,430:428
3078.0,329.0,55.0,140.0,30616.3,130.4,-10.749678,165.85327,12.54,57.0,0.25721022,54.556,78.975,31.59,271.2,86.01,428:426
3079.0,332.0,54.0,140.0,30628.9,130.2,-10.749576,165.85323,12.56,59.0,0.25721022,54.40636363636363,79.30545454545454,31.46,268.3,85.5,423:432
3080.0,333.0,55.0,140.0,30641.5,130.2,-10.749485,165.85316,12.58,58.0,0.25721022,54.60111111111111,78.69444444444444,31.41,265.0,85.55,426:423:418
3081.0,335.0,55.0,140.0,30654.0,130.2,-10.749402,165.85307,12.58,58.0,0.25721022,54.88545454545454,79.72363636363637,31.43,266.0,87.02,432
3082.0,333.0,55.0,140.0,30666.6,130.0,-10.749323,165.853,12.58,58.0,0.25721022,55.14200000000001,79.58500000000001,31.5,270.3,89.64,853:423
3083.0,337.0,56.0,140.0,30679.1,130.0,-10.749236,165.85292,12.56,57.0,0.25721022,55.31666666666667,78.99222222222222,31.69,273.7,90.43,428:428:425
3084.0,335.0,57.0,141.0,30691.5,130.0,-10.749136,165.85287,12.52,56.0,0.25721022,55.53363636363636,80.06454545454545,31.91,277.3,91.06,423:430:426
3085.0,327.0,58.0,140.0,30703.9,130.0,-10.749027,165.85284,12.48,54.0,0.25721022,55.806,79.56700000000001,32.14,282.3,92.25,426:421
3086.0,333.0,57.0,140.0,30716.3,129.8,-10.748918,165.85281,12.46,56.0,0.25721022,55.919999999999995,78.77111111111111,32.33,284.4,92.55,435:428
3087.0,336.0,57.0,140.0,30728.7,129.8,-10.748813,165.85278,12.42,56.0,0.25721022,55.72636363636363,78.83090909090909,32.47,282.5,91.66,426:428
3088.0,326.0,57.0,141.0,30741.1,129.8,-10.748729,165.8527,12.4,55.0,0.25721022,55.657,79.28299999999999,32.62,280.6,90.76,419:435:428
3089.0,328.0,57.0,140.0,30753.4,129.6,-10.748671,165.85262,12.38,55.0,0.25721022,55.63666666666666,80.24666666666666,32.64,281.6,91.13,425:428
3090.0,331.0,57.0,141.0,30765.7,129.6,-10.748623,165.85251,12.36,55.0,0.25721022,55.76454545454545,78.78363636363636,32.67,282.6,91.51,425:430
3091.0,330.0,57.0,140.0,30778.0,129.6,-10.748572,165.85242,12.34,55.0,0.25721022,55.93299999999999,81.45599999999999,32.73,282.7,91.58,428:423:425
3092.0,333.0,56.0,141.0,30790.3,129.4,-10.748487,165.85234,12.32,57.0,0.25721022,55.849999999999994,80.04444444444445,32.8,283.8,91.66,428:430
3093.0,336.0,56.0,141.0,30802.8,129.0,-10.748379,165.85231,12.34,57.0,0.25721022,55.63454545454547,78.79454545454547,32.92,287.4,91.77,425:418
3094.0,331.0,57.0,140.0,30815.5,128.6,-10.748265,165.85233,12.42,55.0,0.25721022,55.577,79.28800000000001,33.01,288.6,91.99,856:426
