time,watts,cadence,heartrate,distance,velocity_smooth,torque,PercentageinZ2,VerticalOscillation,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation
566.0,475.0,86.0,127.0,2067.3,3.751,53.0,0.00040617384,88.7,58.13666666666667,69.31555555555556,37.78,287.8,106.6
567.0,479.0,86.0,128.0,2071.04,3.742,53.0,0.00040617384,89.7,58.30363636363636,68.29454545454546,37.89,290.5,107.1
568.0,477.0,86.0,129.0,2074.8,3.76,53.0,0.00040617384,91.7,58.157,69.273,37.94,293.1,107.7
569.0,481.0,86.0,127.0,2078.54,3.732,53.0,0.00040617384,89.7,57.93666666666666,68.88777777777779,37.9,292.6,106.5
570.0,472.0,86.0,127.0,2082.23,3.695,52.0,0.00040617384,88.7,57.85272727272727,68.18272727272728,38.16,288.9,105.8
571.0,468.0,86.0,127.0,2085.94,3.704,52.0,0.00040617384,85.7,57.887,68.987,38.61,287.3,105.8
572.0,461.0,86.0,127.0,2089.67,3.732,51.0,0.00040617384,85.7,57.913333333333334,68.05222222222223,39.14,287.4,106.3
573.0,464.0,86.0,127.0,2093.44,3.77,52.0,0.00040617384,84.7,58.08363636363637,69.72545454545455,39.44,287.2,106.1
574.0,477.0,86.0,127.0,2097.23,3.788,53.0,0.00040617384,84.7,58.386,67.325,39.75,287.1,105.9
575.0,480.0,86.0,127.0,2101.0,3.779,53.0,0.00040617384,84.7,58.51888888888888,68.87555555555556,40.11,286.5,105.6
576.0,477.0,86.0,127.0,2104.78,3.779,53.0,0.00040617384,83.7,58.42727272727273,68.15545454545453,40.52,285.7,105.2
577.0,470.0,86.0,127.0,2108.56,3.779,52.0,0.00040617384,82.0,58.184000000000005,68.894,41.11,286.8,106.4
578.0,461.0,86.0,126.0,2112.33,3.77,51.0,0.00040617384,82.0,57.97222222222222,68.72999999999999,41.56,289.1,107.4
579.0,461.0,86.0,126.0,2116.09,3.76,51.0,0.00040617384,82.0,57.7109090909091,68.02272727272727,41.83,291.7,107.7
580.0,462.0,86.0,126.0,2119.86,3.77,51.0,0.00040617384,82.0,57.465,68.49,41.78,289.8,106.1
581.0,463.0,86.0,126.0,2123.65,3.788,51.0,0.00040617384,83.0,57.46666666666667,67.94555555555556,41.36,288.1,105.4
582.0,468.0,86.0,125.0,2127.46,3.807,52.0,0.00040617384,83.0,57.75454545454545,69.59363636363636,40.81,288.4,106.0
583.0,474.0,86.0,125.0,2131.29,3.835,53.0,0.00040617384,83.0,58.037,68.28299999999999,40.29,291.2,107.1
584.0,479.0,86.0,125.0,2135.15,3.854,53.0,0.00040617384,83.0,58.17888888888888,69.18666666666667,39.83,295.6,107.8
585.0,480.0,86.0,126.0,2139.0,3.854,53.0,0.00040617384,83.0,58.20090909090909,68.34818181818181,39.61,291.3,105.6
586.0,480.0,86.0,127.0,2142.86,3.863,53.0,0.00040617384,82.0,58.354,70.57900000000002,39.57,288.0,104.8
587.0,475.0,86.0,127.0,2146.72,3.863,53.0,0.00040617384,83.7,58.58444444444444,69.01444444444445,39.61,285.2,104.7
588.0,477.0,86.0,127.0,2150.59,3.863,53.0,0.00040617384,83.7,58.72272727272728,69.66,39.65,283.6,104.7
589.0,474.0,86.0,126.0,2154.44,3.854,53.0,0.00040617384,82.0,58.69199999999999,68.729,39.7,284.1,105.1
590.0,470.0,86.0,124.0,2158.3,3.863,52.0,0.00040617384,82.0,58.67222222222222,69.57222222222222,39.76,284.7,105.5
591.0,475.0,86.0,125.0,2162.17,3.863,53.0,0.00040617384,83.0,58.58727272727273,68.86909090909091,39.83,287.2,106.7
592.0,477.0,86.0,125.0,2166.03,3.863,53.0,0.00040617384,83.7,58.29799999999999,69.25000000000001,39.79,289.1,107.3
593.0,478.0,86.0,126.0,2169.89,3.863,53.0,0.00040617384,83.0,58.02444444444445,69.4911111111111,39.68,290.5,107.4
594.0,484.0,86.0,126.0,2173.73,3.835,54.0,0.00040617384,83.7,57.82636363636364,68.39818181818181,39.49,291.9,107.5
595.0,481.0,86.0,126.0,2177.52,3.788,53.0,0.00040617384,84.7,57.63199999999999,69.25899999999999,39.07,293.6,107.6
596.0,474.0,86.0,126.0,2181.27,3.751,53.0,0.00040617384,84.7,57.49111111111111,67.6911111111111,38.51,288.6,105.1
597.0,470.0,86.0,127.0,2185.01,3.742,52.0,0.00040617384,86.7,57.4109090909091,69.97363636363637,37.83,284.5,104.0
598.0,469.0,86.0,126.0,2188.75,3.742,52.0,0.00040617384,85.7,57.27900000000001,68.295,37.05,282.9,104.8
599.0,466.0,86.0,126.0,2192.47,3.723,52.0,0.00040617384,85.7,57.12444444444444,69.12444444444445,36.33,285.5,105.4
600.0,466.0,86.0,126.0,2196.2,3.723,52.0,0.00040617384,84.7,56.79727272727273,68.51818181818182,35.87,286.1,105.3
601.0,464.0,86.0,127.0,2199.93,3.732,52.0,0.00040617384,84.7,56.523,70.013,35.5,285.9,104.9
602.0,467.0,86.0,128.0,2203.67,3.742,52.0,0.00040617384,84.7,56.34222222222222,68.48,35.39,288.2,105.9
603.0,469.0,86.0,128.0,2207.41,3.742,52.0,0.00040617384,85.7,56.126363636363635,69.44,35.33,290.9,107.1
604.0,472.0,86.0,128.0,2211.15,3.742,52.0,0.00040617384,87.7,55.903,68.49199999999999,35.31,293.8,108.2
605.0,476.0,86.0,130.0,2214.9,3.751,53.0,0.00040617384,89.7,55.68333333333333,69.08666666666666,35.46,297.4,108.7
606.0,483.0,86.0,128.0,2218.66,3.76,54.0,0.00040617384,88.7,55.58272727272727,69.56272727272727,35.75,299.3,108.6
607.0,478.0,86.0,128.0,2222.41,3.751,53.0,0.00040617384,85.7,55.58,68.94200000000001,36.15,299.7,108.1
608.0,467.0,86.0,128.0,2226.17,3.751,52.0,0.00040617384,83.7,55.782222222222224,70.2188888888889,36.5,299.6,107.8
609.0,466.0,86.0,128.0,2229.94,3.77,52.0,0.00040617384,83.7,56.14545454545455,68.92818181818181,36.79,299.2,107.4
610.0,469.0,86.0,128.0,2233.7,3.76,52.0,0.00040617384,83.0,56.52,69.87599999999999,36.91,297.7,106.5
611.0,464.0,86.0,128.0,2237.46,3.76,52.0,0.00040617384,83.0,56.855555555555554,68.09,37.03,296.1,105.6
612.0,471.0,86.0,128.0,2241.23,3.77,52.0,0.00040617384,84.7,57.11909090909091,69.56090909090909,37.03,294.5,104.9
613.0,477.0,86.0,128.0,2245.0,3.77,53.0,0.00040617384,85.7,57.137,68.396,36.93,294.1,105.1
614.0,476.0,86.0,128.0,2248.77,3.779,53.0,0.00040617384,85.7,57.062,69.80199999999999,36.64,296.4,107.3
615.0,476.0,86.0,129.0,2252.54,3.77,53.0,0.00040617384,84.7,56.857000000000006,68.24600000000001,36.32,299.2,108.1
616.0,474.0,86.0,129.0,2256.31,3.77,53.0,0.00040617384,84.7,56.548,69.54799999999999,36.1,298.3,107.3
617.0,476.0,86.0,129.0,2260.06,3.751,53.0,0.00040617384,84.7,56.431,69.67800000000001,35.98,294.2,105.5
618.0,470.0,86.0,129.0,2263.81,3.742,52.0,0.00040617384,85.7,56.721,69.44900000000001,35.95,291.5,105.1
619.0,471.0,86.0,129.0,2267.54,3.732,52.0,0.00040617384,86.7,57.141000000000005,69.265,35.92,289.3,104.9
620.0,474.0,86.0,129.0,2271.25,3.714,53.0,0.00040617384,87.7,57.39399999999999,68.066,35.75,291.4,105.9
621.0,471.0,86.0,129.0,2274.98,3.732,52.0,0.00040617384,86.7,57.523,69.167,35.72,291.9,106.0
622.0,468.0,86.0,129.0,2278.73,3.742,52.0,0.00040617384,85.7,57.779999999999994,68.16799999999999,35.83,291.1,105.4
623.0,467.0,86.0,129.0,2282.47,3.742,52.0,0.00040617384,85.7,57.98,69.774,36.24,295.6,107.2
624.0,472.0,86.0,129.0,2286.22,3.751,52.0,0.00040617384,89.7,58.044999999999995,67.94200000000001,36.56,298.9,108.1
625.0,482.0,86.0,129.0,2289.97,3.751,54.0,0.00040617384,88.7,58.014,70.095,36.77,300.6,108.0
626.0,480.0,86.0,129.0,2293.69,3.723,53.0,0.00040617384,87.7,58.093,68.68,36.99,301.0,107.6
627.0,473.0,86.0,129.0,2297.41,3.723,53.0,0.00040617384,87.7,58.26111111111111,70.3677777777778,37.27,295.0,105.4
628.0,472.0,86.0,129.0,2301.12,3.704,52.0,0.00040617384,87.7,58.42727272727272,70.63272727272728,37.56,292.6,105.6
629.0,471.0,86.0,128.0,2304.8,3.686,52.0,0.00040617384,87.7,58.601,69.85800000000002,37.81,294.3,108.1
630.0,472.0,86.0,129.0,2308.49,3.686,52.0,0.00040617384,87.7,58.638,69.628,37.76,297.7,109.2
631.0,474.0,86.0,129.0,2312.18,3.686,53.0,0.00040617384,87.7,58.45799999999999,68.443,37.71,301.1,110.3
632.0,473.0,86.0,128.0,2315.87,3.695,53.0,0.00040617384,87.7,58.027,69.45700000000001,37.6,300.7,110.0
633.0,474.0,86.0,128.0,2319.57,3.695,53.0,0.00040617384,87.7,57.595000000000006,68.269,37.47,298.9,109.1
634.0,475.0,86.0,129.0,2323.25,3.686,53.0,0.00040617384,89.7,57.51700000000001,70.434,37.27,295.3,108.2
635.0,474.0,86.0,129.0,2326.94,3.686,53.0,0.00040617384,89.7,57.673,68.381,37.08,291.3,107.6
636.0,472.0,86.0,129.0,2330.59,3.658,52.0,0.00040617384,88.7,57.81700000000001,69.778,36.97,289.6,108.0
637.0,465.0,86.0,129.0,2334.27,3.676,52.0,0.00040617384,84.7,57.79,68.59299999999999,37.01,293.8,110.4
638.0,460.0,86.0,129.0,2337.96,3.686,51.0,0.00040617384,83.7,57.754,69.69,37.19,297.7,110.4
639.0,459.0,86.0,129.0,2341.65,3.695,51.0,0.00040617384,83.7,57.773,70.15700000000001,37.31,299.6,110.1
640.0,460.0,86.0,129.0,2345.36,3.704,51.0,0.00040617384,83.7,57.872,70.06700000000001,37.38,299.9,109.5
641.0,468.0,86.0,129.0,2349.09,3.732,52.0,0.00040617384,85.7,57.63777777777778,70.8711111111111,37.44,300.3,109.0
642.0,472.0,86.0,128.0,2352.83,3.742,52.0,0.00040617384,85.7,57.07727272727273,69.74545454545456,37.44,299.5,108.0
643.0,475.0,86.0,129.0,2356.55,3.723,53.0,0.00040617384,84.7,56.54600000000001,72.025,37.43,298.3,107.2
644.0,470.0,86.0,130.0,2360.28,3.732,52.0,0.00040617384,85.7,56.27777777777778,69.85333333333334,37.47,296.2,106.6
645.0,474.0,86.0,129.0,2364.04,3.76,53.0,0.00040617384,86.7,56.03454545454545,71.72000000000001,37.59,298.6,107.9
646.0,477.0,86.0,129.0,2367.82,3.779,53.0,0.00040617384,86.7,55.924,71.125,37.74,303.0,109.7
647.0,479.0,86.0,129.0,2371.59,3.77,53.0,0.00040617384,86.7,55.903333333333336,72.44666666666666,37.82,307.6,110.4
648.0,480.0,86.0,129.0,2375.36,3.77,53.0,0.00040617384,86.7,55.85181818181818,71.7209090909091,37.84,308.3,109.9
649.0,477.0,86.0,129.0,2379.13,3.77,53.0,0.00040617384,86.7,55.953,71.941,37.81,305.4,108.2
650.0,473.0,86.0,129.0,2382.9,3.77,53.0,0.00040617384,89.7,56.06,71.97777777777779,37.79,302.4,107.8
651.0,479.0,86.0,129.0,2386.65,3.751,53.0,0.00040617384,90.7,56.07454545454545,70.60818181818183,37.77,299.5,107.4
652.0,480.0,86.0,129.0,2390.38,3.732,53.0,0.00040617384,89.7,55.963,71.57,37.63,298.9,108.1
653.0,476.0,86.0,129.0,2394.1,3.714,53.0,0.00040617384,88.7,55.77444444444444,70.19999999999999,37.37,298.7,108.8
654.0,471.0,86.0,131.0,2397.81,3.714,52.0,0.00040617384,87.7,55.57454545454545,72.2790909090909,36.93,294.3,107.1
655.0,471.0,86.0,131.0,2401.55,3.742,52.0,0.00040617384,87.7,55.524,69.63,36.75,292.2,107.0
656.0,472.0,86.0,131.0,2405.32,3.77,52.0,0.00040617384,86.7,55.47333333333333,71.94555555555556,36.6,290.4,107.1
657.0,483.0,86.0,131.0,2409.1,3.779,54.0,0.00040617384,88.7,55.52818181818182,70.62272727272726,36.4,290.2,108.0
658.0,490.0,86.0,131.0,2412.87,3.77,54.0,0.00040617384,89.7,55.614,71.95899999999999,36.21,290.2,108.9
659.0,485.0,86.0,129.0,2416.61,3.742,54.0,0.00040617384,88.7,55.638888888888886,72.00222222222222,36.05,288.7,108.9
660.0,475.0,86.0,129.0,2420.36,3.742,53.0,0.00040617384,87.7,55.82818181818182,70.59545454545454,35.93,291.4,110.5
661.0,473.0,86.0,130.0,2424.08,3.723,53.0,0.00040617384,86.7,56.209,70.885,35.8,295.1,112.4
662.0,468.0,86.0,129.0,2427.79,3.714,52.0,0.00040617384,86.7,56.355555555555554,69.47555555555554,35.56,297.0,112.8
663.0,470.0,86.0,130.0,2431.51,3.723,52.0,0.00040617384,86.7,56.44818181818182,71.88727272727272,35.44,295.2,112.0
664.0,472.0,86.0,130.0,2435.26,3.742,52.0,0.00040617384,86.7,56.625,70.345,35.36,292.3,110.8
665.0,475.0,86.0,130.0,2438.99,3.732,53.0,0.00040617384,85.7,56.7988888888889,71.78222222222223,35.35,289.9,110.3
666.0,473.0,86.0,129.0,2442.71,3.723,53.0,0.00040617384,85.7,56.93454545454545,70.49272727272727,35.49,288.5,111.0
667.0,471.0,86.0,131.0,2446.42,3.714,52.0,0.00040617384,85.7,57.07000000000001,71.51400000000001,35.63,287.1,111.7
668.0,469.0,86.0,130.0,2450.18,3.751,52.0,0.00040617384,94.5,57.06222222222223,70.33111111111111,35.91,286.3,112.1
669.0,492.0,86.0,129.0,2453.94,3.76,55.0,0.00040617384,90.7,56.7509090909091,70.48636363636363,36.26,285.8,112.4
670.0,483.0,86.0,129.0,2457.71,3.77,54.0,0.00040617384,89.7,56.465999999999994,71.38499999999999,36.88,288.5,113.2
671.0,482.0,86.0,129.0,2461.48,3.77,54.0,0.00040617384,87.7,56.39666666666666,70.70222222222223,37.57,291.9,113.6
672.0,479.0,86.0,129.0,2465.25,3.779,53.0,0.00040617384,84.7,56.399090909090894,71.30272727272727,38.34,295.9,113.7
673.0,472.0,86.0,130.0,2469.06,3.807,52.0,0.00040617384,83.0,56.54299999999999,70.67699999999999,38.72,296.3,113.6
674.0,473.0,86.0,129.0,2472.9,3.835,53.0,0.00040617384,83.0,56.77666666666667,72.04555555555555,39.09,296.5,113.5
675.0,477.0,86.0,129.0,2476.74,3.844,53.0,0.00040617384,82.0,56.79909090909091,70.11,39.5,295.8,113.1
676.0,476.0,86.0,129.0,2480.58,3.844,53.0,0.00040617384,82.0,56.503,72.403,39.98,293.6,112.3
677.0,474.0,86.0,129.0,2484.41,3.826,53.0,0.00040617384,82.0,56.03111111111112,70.97333333333333,40.55,289.7,112.1
678.0,471.0,86.0,130.0,2488.24,3.826,52.0,0.00040617384,81.0,55.53727272727272,72.11090909090909,41.12,291.7,113.8
679.0,464.0,86.0,129.0,2492.06,3.826,52.0,0.00040617384,81.0,55.151,71.192,41.81,292.1,113.9
680.0,465.0,86.0,129.0,2495.9,3.835,52.0,0.00040617384,82.0,54.95222222222222,72.64444444444445,42.51,290.9,113.3
681.0,469.0,86.0,128.0,2499.73,3.835,52.0,0.00040617384,81.0,54.91181818181818,71.26818181818182,43.12,289.7,113.0
682.0,470.0,86.0,128.0,2503.59,3.863,52.0,0.00040617384,81.0,54.92888888888889,72.0311111111111,43.66,289.4,113.0
683.0,474.0,86.0,129.0,2507.47,3.872,53.0,0.00040617384,83.0,55.126999999999995,73.01500000000001,44.23,285.6,112.0
684.0,480.0,86.0,128.0,2511.34,3.872,53.0,0.00040617384,89.7,55.528,71.574,44.4,284.4,112.4
685.0,497.0,86.0,128.0,2515.17,3.835,55.0,0.00040617384,87.7,55.91090909090909,72.51545454545455,44.49,281.8,111.8
686.0,485.0,86.0,129.0,2518.99,3.816,54.0,0.00040617384,87.7,56.05777777777777,71.28444444444445,44.54,278.4,110.8
687.0,483.0,86.0,130.0,2522.81,3.816,54.0,0.00040617384,89.7,56.068000000000005,73.06000000000002,44.56,270.2,109.6
688.0,484.0,86.0,129.0,2526.58,3.77,54.0,0.00040617384,87.7,55.96181818181819,71.03818181818183,44.38,268.1,111.3
689.0,474.0,86.0,130.0,2530.31,3.732,53.0,0.00040617384,87.7,55.73444444444445,71.9877777777778,44.27,267.4,112.0
690.0,472.0,86.0,130.0,2534.05,3.742,52.0,0.00040617384,87.7,55.503,71.92999999999999,44.18,266.9,112.3
691.0,472.0,86.0,129.0,2537.79,3.742,52.0,0.00040617384,86.7,55.26363636363636,73.88000000000001,43.92,266.4,112.4
692.0,469.0,86.0,129.0,2541.54,3.751,52.0,0.00040617384,84.7,55.120000000000005,72.51666666666665,43.68,265.8,112.4
693.0,468.0,86.0,129.0,2545.3,3.76,52.0,0.00040617384,84.7,55.107000000000006,72.857,43.46,265.2,112.3
694.0,474.0,86.0,130.0,2549.05,3.751,53.0,0.00040617384,85.7,55.00909090909092,72.07272727272726,43.24,264.6,112.1
695.0,472.0,86.0,130.0,2552.8,3.751,52.0,0.00040617384,85.7,54.79888888888889,72.45888888888891,42.91,261.4,111.6
696.0,474.0,86.0,131.0,2556.57,3.77,53.0,0.00040617384,84.7,54.54363636363637,73.07909090909091,42.59,258.5,111.2
697.0,476.0,86.0,131.0,2560.37,3.798,53.0,0.00040617384,84.7,54.487,73.228,42.36,258.4,111.3
698.0,478.0,86.0,130.0,2564.18,3.807,53.0,0.00040617384,85.7,54.43111111111111,73.73888888888888,42.29,262.4,112.8
699.0,490.0,86.0,130.0,2568.01,3.835,54.0,0.00040617384,85.7,54.26545454545454,72.0690909090909,42.33,268.3,113.9
700.0,484.0,86.0,130.0,2571.85,3.835,54.0,0.00040617384,85.7,54.044,73.424,42.5,274.8,114.1
701.0,484.0,86.0,130.0,2575.67,3.826,54.0,0.00040617384,83.0,53.87444444444444,71.72111111111111,42.62,274.3,113.2
702.0,474.0,86.0,130.0,2579.51,3.835,53.0,0.00040617384,82.0,53.96272727272728,73.95363636363635,42.82,274.2,112.9
703.0,469.0,86.0,130.0,2583.33,3.816,52.0,0.00040617384,82.0,54.193,71.33200000000001,43.06,274.3,113.1
704.0,465.0,86.0,130.0,2587.13,3.807,52.0,0.00040617384,83.0,54.396,73.072,43.39,274.3,112.9
705.0,465.0,86.0,130.0,2590.94,3.807,52.0,0.00040617384,83.7,54.67,71.85600000000001,43.79,275.4,112.7
706.0,468.0,86.0,130.0,2594.75,3.807,52.0,0.00040617384,84.7,55.03888888888888,73.30000000000001,44.13,278.2,112.7
707.0,465.0,86.0,130.0,2598.56,3.816,52.0,0.00040617384,83.7,55.314,73.085,44.59,277.3,111.0
708.0,462.0,86.0,130.0,2602.38,3.816,51.0,0.00040617384,83.7,55.455000000000005,71.35900000000001,44.83,277.9,110.2
709.0,463.0,86.0,130.0,2606.19,3.816,51.0,0.00040617384,83.0,55.482000000000006,73.52799999999999,45.05,281.5,110.5
710.0,464.0,86.0,130.0,2610.03,3.835,52.0,0.00040617384,83.0,55.642999999999994,72.613,45.05,283.8,108.8
711.0,468.0,86.0,130.0,2613.86,3.835,52.0,0.00040617384,82.0,55.718,74.38300000000001,44.76,286.6,108.2
712.0,465.0,86.0,130.0,2617.73,3.863,52.0,0.00040617384,82.0,55.71545454545456,72.68272727272728,44.36,290.1,108.9
713.0,471.0,86.0,130.0,2621.6,3.872,52.0,0.00040617384,82.0,55.654,73.452,44.07,290.0,108.2
714.0,499.0,86.0,130.0,2625.46,3.863,55.0,0.00040617384,87.7,55.58666666666667,71.49333333333334,43.93,287.5,108.1
715.0,479.0,86.0,130.0,2629.27,3.807,53.0,0.00040617384,88.7,55.491,72.62000000000002,43.82,286.8,108.4
716.0,478.0,86.0,130.0,2633.05,3.779,53.0,0.00040617384,88.7,55.35545454545456,72.43909090909091,43.68,289.9,109.2
717.0,477.0,86.0,130.0,2636.79,3.742,53.0,0.00040617384,88.7,55.256666666666675,73.52222222222223,43.51,290.7,109.1
718.0,475.0,86.0,130.0,2640.53,3.742,53.0,0.00040617384,87.7,55.18111111111111,73.69222222222223,43.28,288.3,107.7
719.0,470.0,86.0,130.0,2644.27,3.742,52.0,0.00040617384,86.7,55.28583333333333,72.21,42.96,289.6,108.1
720.0,465.0,86.0,130.0,2648.01,3.742,52.0,0.00040617384,85.7,55.55333333333334,73.85555555555555,42.6,290.9,108.3
721.0,462.0,86.0,130.0,2651.75,3.732,51.0,0.00040617384,83.0,55.88727272727272,72.66545454545454,42.21,291.5,107.9
722.0,457.0,86.0,130.0,2655.48,3.732,51.0,0.00040617384,83.0,56.156000000000006,74.062,41.82,292.1,107.5
723.0,461.0,86.0,130.0,2659.24,3.76,51.0,0.00040617384,83.7,56.27666666666667,72.48666666666666,41.08,289.2,105.8
724.0,465.0,86.0,130.0,2663.04,3.798,52.0,0.00040617384,83.7,56.22090909090909,74.55818181818182,40.11,284.3,103.6
725.0,475.0,86.0,131.0,2666.84,3.807,53.0,0.00040617384,85.7,56.016,72.58000000000001,38.89,278.1,102.5
726.0,475.0,86.0,131.0,2670.61,3.77,53.0,0.00040617384,87.7,55.742222222222225,73.58999999999999,37.96,280.2,103.8
727.0,475.0,86.0,131.0,2674.36,3.751,53.0,0.00040617384,87.7,55.38545454545454,72.91000000000001,37.15,283.3,104.7
728.0,467.0,86.0,132.0,2678.1,3.732,52.0,0.00040617384,87.7,55.133,74.231,36.45,286.8,105.0
729.0,465.0,86.0,132.0,2681.8,3.704,52.0,0.00040617384,86.7,54.93666666666667,73.89444444444445,35.95,289.4,104.4
730.0,460.0,86.0,132.0,2685.48,3.676,51.0,0.00040617384,86.7,54.74818181818182,72.73181818181818,35.49,291.8,103.8
731.0,460.0,86.0,131.0,2689.14,3.667,51.0,0.00040617384,86.7,54.65500000000001,72.691,35.23,292.8,103.4
732.0,457.0,86.0,132.0,2692.81,3.667,51.0,0.00040617384,85.7,54.59,71.21222222222224,34.97,293.8,103.1
733.0,457.0,86.0,132.0,2696.5,3.686,51.0,0.00040617384,86.7,54.38818181818183,73.58727272727272,34.68,296.8,103.3
734.0,460.0,86.0,132.0,2700.19,3.695,51.0,0.00040617384,88.7,54.16600000000001,71.804,34.4,299.9,103.4
735.0,471.0,86.0,133.0,2703.88,3.686,52.0,0.00040617384,89.7,54.32222222222222,73.24888888888889,34.28,299.6,102.7
736.0,471.0,86.0,134.0,2707.56,3.686,52.0,0.00040617384,88.7,54.67454545454545,71.66090909090909,34.16,299.2,102.1
737.0,467.0,86.0,134.0,2711.25,3.686,52.0,0.00040617384,87.7,54.93000000000001,72.0,34.05,299.0,101.5
738.0,464.0,86.0,135.0,2714.95,3.704,52.0,0.00040617384,87.7,55.034444444444446,72.58555555555556,33.99,301.7,102.6
739.0,470.0,86.0,134.0,2718.66,3.704,52.0,0.00040617384,88.7,55.09181818181819,71.90363636363637,33.94,304.5,103.6
740.0,470.0,86.0,134.0,2722.35,3.695,52.0,0.00040617384,87.7,55.01500000000001,72.747,33.94,307.7,104.0
741.0,468.0,86.0,134.0,2726.06,3.704,52.0,0.00040617384,88.7,54.93,71.59333333333333,33.93,310.0,104.1
742.0,470.0,86.0,134.0,2729.76,3.704,52.0,0.00040617384,87.7,54.856363636363646,72.92000000000002,33.99,305.9,102.2
743.0,468.0,86.0,133.0,2733.45,3.686,52.0,0.00040617384,87.7,54.907999999999994,70.679,34.01,304.4,101.6
744.0,467.0,86.0,133.0,2737.13,3.686,52.0,0.00040617384,88.7,54.992222222222225,72.56555555555556,33.98,305.1,102.2
745.0,469.0,86.0,133.0,2740.8,3.667,52.0,0.00040617384,88.7,54.93727272727272,71.00545454545455,33.95,305.9,102.7
746.0,468.0,86.0,133.0,2744.48,3.676,52.0,0.00040617384,87.7,54.79600000000001,71.645,33.88,307.4,103.1
747.0,465.0,86.0,133.0,2748.17,3.695,52.0,0.00040617384,86.7,54.52333333333333,72.36888888888888,33.78,307.0,102.6
748.0,466.0,86.0,133.0,2751.87,3.695,52.0,0.00040617384,86.7,54.308181818181815,70.66727272727272,33.62,304.8,101.3
749.0,468.0,86.0,133.0,2755.57,3.704,52.0,0.00040617384,87.7,54.017999999999994,72.35400000000001,33.47,303.6,102.1
750.0,473.0,86.0,133.0,2759.31,3.742,53.0,0.00040617384,96.5,53.86333333333333,70.06555555555556,33.32,302.4,102.9
751.0,500.0,86.0,133.0,2763.07,3.76,56.0,0.00040617384,93.7,53.845454545454544,72.15454545454544,33.24,306.0,104.2
752.0,491.0,86.0,133.0,2766.81,3.742,55.0,0.00040617384,92.7,53.935,71.29,33.23,309.9,104.8
753.0,484.0,86.0,133.0,2770.54,3.723,54.0,0.00040617384,91.7,54.06777777777778,72.52888888888889,33.27,311.1,104.1
754.0,476.0,86.0,133.0,2774.28,3.742,53.0,0.00040617384,88.7,54.36545454545455,71.42818181818183,33.38,311.4,103.5
755.0,471.0,86.0,133.0,2778.02,3.742,52.0,0.00040617384,87.7,54.709999999999994,72.20599999999999,33.43,311.5,103.4
756.0,468.0,86.0,133.0,2781.78,3.76,52.0,0.00040617384,87.7,54.99699999999999,72.266,33.46,311.7,103.5
757.0,475.0,86.0,132.0,2785.54,3.76,53.0,0.00040617384,87.7,55.218,71.55699999999999,33.5,311.9,103.6
758.0,480.0,86.0,132.0,2789.27,3.732,53.0,0.00040617384,88.7,55.340999999999994,73.41400000000002,33.69,311.6,103.3
759.0,475.0,86.0,132.0,2792.98,3.704,53.0,0.00040617384,89.7,55.63333333333333,71.20777777777776,33.9,311.3,103.0
760.0,470.0,86.0,132.0,2796.68,3.704,52.0,0.00040617384,87.7,56.06818181818182,73.03727272727274,34.11,310.5,102.9
761.0,460.0,86.0,132.0,2800.4,3.723,51.0,0.00040617384,85.7,56.326,71.592,34.33,309.2,103.1
762.0,465.0,86.0,132.0,2804.15,3.751,52.0,0.00040617384,87.7,56.29222222222222,73.15222222222222,34.46,309.6,103.9
763.0,473.0,86.0,131.0,2807.92,3.76,53.0,0.00040617384,88.7,56.06636363636364,72.43909090909091,34.55,310.8,105.0
764.0,480.0,86.0,131.0,2811.68,3.77,53.0,0.00040617384,89.7,55.919999999999995,72.06333333333333,34.72,312.6,106.2
765.0,478.0,86.0,132.0,2815.45,3.77,53.0,0.00040617384,88.7,55.66600000000001,72.95000000000002,35.04,315.2,107.3
766.0,476.0,86.0,132.0,2819.23,3.779,53.0,0.00040617384,88.7,55.38363636363636,71.2090909090909,35.28,311.9,106.2
767.0,479.0,86.0,133.0,2823.02,3.788,53.0,0.00040617384,88.7,55.22099999999999,72.83200000000001,35.35,308.9,105.5
768.0,480.0,86.0,132.0,2826.79,3.77,53.0,0.00040617384,89.7,55.06333333333333,70.92444444444446,35.23,307.4,105.6
769.0,478.0,86.0,132.0,2830.53,3.742,53.0,0.00040617384,90.7,54.97363636363638,73.49090909090908,35.09,305.9,105.7
770.0,477.0,86.0,132.0,2834.26,3.732,53.0,0.00040617384,89.7,54.995999999999995,72.09700000000001,34.68,303.8,105.4
771.0,475.0,86.0,132.0,2838.01,3.742,53.0,0.00040617384,88.7,55.15111111111111,73.33666666666666,34.39,303.2,106.0
772.0,473.0,86.0,131.0,2841.75,3.742,53.0,0.00040617384,88.7,55.393636363636354,73.35727272727273,34.17,304.5,107.0
773.0,476.0,86.0,131.0,2845.48,3.732,53.0,0.00040617384,90.7,55.726,72.596,33.93,308.3,108.0
774.0,477.0,86.0,131.0,2849.19,3.714,53.0,0.00040617384,88.7,56.00333333333333,73.37888888888888,33.72,310.5,108.5
775.0,468.0,86.0,131.0,2852.91,3.714,52.0,0.00040617384,86.7,56.290909090909096,71.41090909090909,33.61,306.9,106.8
776.0,463.0,86.0,132.0,2856.65,3.742,51.0,0.00040617384,86.7,56.39799999999999,73.588,33.81,305.7,107.1
