time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2
1545,370,78,146,15452.4,283.0,47.277905,11.397941,11.32,45,0.20332718
1546,376,78,146,15463.8,283.0,47.277966,11.398062,11.32,46,0.20332718
1547,369,79,145,15475.1,283.0,47.278027,11.398185,11.32,45,0.20332718
1548,370,81,145,15486.5,283.0,47.278084,11.39831,11.34,44,0.20332718
1549,370,79,145,15498.0,283.0,47.278145,11.398435,11.38,45,0.20332718
1550,371,78,146,15509.4,283.0,47.278202,11.39856,11.4,45,0.20332718
1551,373,78,146,15520.9,283.0,47.278263,11.398683,11.42,46,0.20332718
1552,376,79,145,15532.3,283.0,47.278328,11.398802,11.44,45,0.20332718
1553,372,81,146,15543.8,283.2,47.278397,11.398916,11.46,44,0.20332718
1554,366,81,145,15555.2,283.2,47.278465,11.399026,11.44,43,0.20332718
1555,369,80,146,15566.5,283.4,47.278538,11.399133,11.42,44,0.20332718
1556,370,78,146,15577.8,283.6,47.27861,11.399239,11.38,45,0.20332718
1557,372,78,146,15589.0,283.6,47.278683,11.399344,11.34,46,0.20332718
1558,370,79,146,15600.2,283.8,47.278755,11.399448,11.28,45,0.20332718
1559,374,78,146,15611.3,284.0,47.278824,11.399551,11.22,46,0.20332718
1560,368,78,146,15622.4,284.0,47.278896,11.399655,11.18,45,0.20332718
1561,371,77,145,15633.5,284.2,47.27897,11.39976,11.14,46,0.20332718
1562,378,77,146,15644.5,284.4,47.279037,11.399866,11.1,47,0.20332718
1563,372,80,146,15655.5,284.4,47.279102,11.399971,11.06,44,0.20332718
1564,367,81,147,15666.4,284.6,47.27917,11.400078,11.02,43,0.20332718
1565,373,80,146,15677.3,284.6,47.279236,11.40019,10.98,45,0.20332718
1566,376,81,147,15688.2,284.8,47.279293,11.400306,10.94,44,0.20332718
1567,373,84,147,15699.1,284.8,47.27935,11.400424,10.92,42,0.20332718
1568,365,84,147,15710.1,284.8,47.279404,11.400545,10.92,41,0.20332718
1569,368,80,147,15721.0,284.8,47.279457,11.400667,10.92,44,0.20332718
1570,373,79,146,15732.0,285.0,47.27951,11.400791,10.94,45,0.20332718
1571,369,78,146,15743.0,285.0,47.279564,11.400916,10.96,45,0.20332718
1572,367,77,146,15754.0,285.0,47.279613,11.401042,10.98,46,0.20332718
1573,375,77,146,15765.0,285.0,47.279663,11.401169,10.98,47,0.20332718
1574,374,78,145,15776.2,285.0,47.279713,11.401297,11.04,46,0.20332718
1575,371,79,146,15787.3,285.0,47.279762,11.401425,11.06,45,0.20332718
1576,373,79,145,15798.5,285.0,47.279816,11.401554,11.1,45,0.20332718
1577,376,82,145,15809.7,285.0,47.279865,11.401684,11.14,44,0.20332718
1578,367,84,145,15821.0,285.0,47.279915,11.4018135,11.2,42,0.20332718
1579,367,80,145,15832.4,285.0,47.27997,11.401944,11.24,44,0.20332718
1580,370,80,146,15843.8,284.8,47.28002,11.402074,11.3,44,0.20332718
1581,373,79,146,15855.2,284.8,47.280075,11.402203,11.34,45,0.20332718
1582,369,78,146,15866.7,284.8,47.28013,11.402334,11.4,45,0.20332718
1583,370,78,145,15878.3,284.8,47.280186,11.402465,11.46,45,0.20332718
1584,368,79,145,15890.0,284.6,47.28024,11.402597,11.52,44,0.20332718
1585,373,77,145,15901.7,284.6,47.280296,11.40273,11.58,46,0.20332718
1586,374,76,145,15913.4,284.6,47.28035,11.402863,11.64,47,0.20332718
1587,373,78,145,15925.3,284.4,47.280407,11.402998,11.72,46,0.20332718
1588,378,79,145,15937.2,284.4,47.28046,11.403136,11.78,46,0.20332718
1589,373,81,145,15949.2,284.2,47.280514,11.4032755,11.84,44,0.20332718
1590,366,83,145,15961.3,284.0,47.280563,11.403418,11.92,42,0.20332718
1591,370,82,145,15973.5,283.8,47.280613,11.403563,12.02,43,0.20332718
1592,372,80,145,15985.9,283.6,47.280663,11.403712,12.12,44,0.20332718
1593,372,80,145,15998.4,283.4,47.280704,11.403865,12.24,44,0.20332718
1594,369,82,145,16011.1,283.0,47.280746,11.404022,12.38,43,0.20332718
1595,373,81,146,16024.0,282.6,47.28079,11.404183,12.54,44,0.20332718
1596,369,81,145,16037.2,282.0,47.280827,11.40435,12.74,44,0.20332718
1597,368,80,146,16050.7,281.6,47.280857,11.404522,12.96,44,0.20332718
1598,373,79,146,16064.3,281.0,47.280888,11.4047,13.18,45,0.20332718
1599,367,80,146,16078.2,280.6,47.2809,11.404883,13.42,44,0.20332718
1600,369,78,146,16092.2,280.2,47.280865,11.405059,13.64,45,0.20332718
1601,378,76,146,16106.3,280.2,47.28075,11.405134,13.82,47,0.20332718
1602,374,77,146,16120.2,280.4,47.280632,11.40509,13.9,46,0.20332718
1603,371,79,146,16133.7,280.8,47.28052,11.405016,13.88,45,0.20332718
1604,364,80,146,16146.8,281.0,47.280415,11.404937,13.72,43,0.20332718
1605,371,77,145,16159.7,281.2,47.28031,11.4048605,13.5,46,0.20332718
1606,373,75,145,16172.4,281.2,47.28021,11.40479,13.22,47,0.20332718
1607,377,77,145,16185.2,281.0,47.2801,11.404721,13.0,47,0.20332718
1608,374,79,146,16198.0,280.8,47.28,11.404648,12.86,45,0.20332718
1609,367,81,146,16211.0,280.6,47.279896,11.40457,12.84,43,0.20332718
1610,368,78,146,16223.9,280.4,47.279793,11.404488,12.84,45,0.20332718
1611,375,77,146,16237.0,280.2,47.27969,11.4044,12.92,47,0.20332718
1612,373,78,145,16250.1,280.0,47.2796,11.404296,12.98,46,0.20332718
1613,372,79,145,16263.3,279.6,47.279507,11.404178,13.06,45,0.20332718
1614,370,80,145,16276.8,279.2,47.279427,11.404048,13.16,44,0.20332718
1615,369,78,145,16290.3,279.0,47.279343,11.403913,13.28,45,0.20332718
1616,372,78,145,16303.9,278.8,47.279263,11.403777,13.38,46,0.20332718
1617,372,78,145,16317.4,278.8,47.279182,11.403642,13.46,46,0.20332718
1618,372,78,146,16330.8,278.8,47.279102,11.40351,13.5,46,0.20332718
1619,368,79,146,16344.1,278.8,47.279022,11.403378,13.46,44,0.20332718
1620,373,78,146,16357.3,278.8,47.278942,11.403248,13.4,46,0.20332718
1621,372,78,146,16370.4,278.8,47.278866,11.403118,13.3,46,0.20332718
1622,371,78,147,16383.3,278.8,47.278786,11.402989,13.18,45,0.20332718
1623,372,78,146,16396.2,278.8,47.27871,11.402861,13.08,46,0.20332718
1624,370,79,146,16409.0,279.0,47.278633,11.402733,12.98,45,0.20332718
1625,372,78,146,16421.7,279.0,47.278557,11.402607,12.88,46,0.20332718
1626,370,77,146,16434.3,279.0,47.27848,11.402481,12.78,46,0.20332718
1627,371,77,146,16446.8,279.0,47.278408,11.402356,12.7,46,0.20332718
1628,373,76,146,16459.3,279.2,47.27833,11.402232,12.62,47,0.20332718
1629,370,77,146,16471.59,279.2,47.27826,11.402109,12.52,46,0.20332718
1630,370,75,145,16483.8,279.2,47.278187,11.401987,12.42,47,0.20332718
1631,371,75,146,16496.0,279.4,47.278114,11.401866,12.34,47,0.20332718
1632,373,75,145,16508.09,279.4,47.27804,11.401745,12.26,47,0.20332718
1633,375,75,145,16520.09,279.6,47.27797,11.401626,12.16,48,0.20332718
1634,372,77,145,16532.09,279.6,47.277897,11.401507,12.1,46,0.20332718
1635,373,79,146,16544.0,279.8,47.277824,11.401388,12.04,45,0.20332718
1636,374,79,146,16555.8,280.0,47.277756,11.40127,11.96,45,0.20332718
1637,371,80,146,16567.5,280.0,47.277683,11.401154,11.88,44,0.20332718
1638,371,81,145,16579.09,280.2,47.277615,11.401039,11.8,44,0.20332718
1639,371,80,146,16590.59,280.4,47.277546,11.400925,11.7,44,0.20332718
1640,368,81,146,16602.0,280.6,47.277477,11.400812,11.6,43,0.20332718
1641,371,78,147,16613.2,280.8,47.277412,11.4007,11.48,45,0.20332718
1642,370,77,146,16624.4,280.8,47.277344,11.400589,11.38,46,0.20332718
1643,369,76,147,16635.5,281.0,47.27728,11.400479,11.28,46,0.20332718
1644,371,75,147,16646.4,281.2,47.27721,11.40037,11.16,47,0.20332718
1645,376,76,147,16657.3,281.4,47.277145,11.400261,11.06,47,0.20332718
1646,371,77,147,16668.2,281.6,47.27708,11.400154,11.0,46,0.20332718
1647,371,78,147,16678.9,281.6,47.27702,11.400047,10.9,45,0.20332718
1648,373,77,147,16689.59,281.8,47.276955,11.3999405,10.82,46,0.20332718
1649,369,78,147,16700.3,282.0,47.27689,11.399835,10.78,45,0.20332718
1650,370,79,147,16710.8,282.2,47.276825,11.39973,10.7,45,0.20332718
1651,375,77,148,16721.4,282.2,47.27676,11.399625,10.64,47,0.20332718
1652,376,78,147,16732.09,282.4,47.276695,11.399522,10.64,46,0.20332718
1653,368,80,148,16742.59,282.4,47.27663,11.399418,10.6,44,0.20332718
1654,371,80,148,16753.2,282.6,47.276566,11.399316,10.58,44,0.20332718
1655,371,80,148,16763.8,282.6,47.2765,11.399213,10.6,44,0.20332718
1656,368,78,149,16774.4,282.6,47.276436,11.399111,10.6,45,0.20332718
1657,374,77,149,16785.09,282.6,47.276367,11.39901,10.6,46,0.20332718
1658,378,78,149,16795.9,282.6,47.2763,11.398909,10.66,46,0.20332718
1659,375,81,149,16806.8,282.6,47.27623,11.398808,10.72,44,0.20332718
1660,364,83,149,16817.8,282.4,47.276157,11.398708,10.8,42,0.20332718
1661,372,80,149,16828.9,282.4,47.27608,11.39861,10.9,44,0.20332718
1662,368,79,149,16840.09,282.4,47.276005,11.398511,11.0,44,0.20332718
1663,374,79,148,16851.4,282.4,47.27593,11.398413,11.1,45,0.20332718
1664,367,78,149,16862.7,282.4,47.275852,11.3983135,11.18,45,0.20332718
1665,368,78,149,16874.0,282.6,47.275776,11.398216,11.24,45,0.20332718
1666,382,76,149,16885.2,282.6,47.2757,11.398118,11.26,48,0.20332718
1667,380,81,149,16896.4,282.8,47.275623,11.398021,11.26,45,0.20332718
1668,369,84,148,16907.5,282.8,47.275547,11.397926,11.22,42,0.20332718
1669,367,82,149,16918.59,283.0,47.27547,11.397833,11.18,43,0.20332718
1670,371,82,148,16929.59,283.2,47.27539,11.397742,11.12,43,0.20332718
1671,372,82,148,16940.59,283.2,47.275314,11.397653,11.08,43,0.20332718
1672,374,82,148,16951.5,283.4,47.275234,11.397565,11.02,44,0.20332718
1673,371,84,148,16962.4,283.4,47.275154,11.397479,10.98,42,0.20332718
1674,367,83,148,16973.4,283.4,47.275074,11.397395,10.96,42,0.20332718
1675,370,82,149,16984.3,283.4,47.274994,11.397313,10.94,43,0.20332718
1676,371,81,148,16995.3,283.4,47.27491,11.397232,10.94,44,0.20332718
1677,370,81,148,17006.3,283.6,47.274826,11.397153,10.96,44,0.20332718
1678,373,81,148,17017.4,283.6,47.274742,11.397074,11.0,44,0.20332718
1679,367,81,147,17028.5,283.6,47.27466,11.396995,11.02,43,0.20332718
1680,369,81,147,17039.7,283.6,47.274574,11.396917,11.08,44,0.20332718
1681,373,79,148,17050.8,283.6,47.274487,11.39684,11.1,45,0.20332718
1682,374,79,148,17062.09,283.6,47.274403,11.396762,11.16,45,0.20332718
1683,374,79,148,17073.4,283.6,47.274315,11.396685,11.2,45,0.20332718
1684,374,80,148,17084.7,283.6,47.274227,11.396608,11.24,45,0.20332718
1685,370,82,148,17096.09,283.6,47.27414,11.396531,11.28,43,0.20332718
1686,371,83,148,17107.4,283.6,47.27405,11.396454,11.32,43,0.20332718
1687,378,82,148,17118.9,283.6,47.27396,11.396377,11.36,44,0.20332718
1688,368,83,148,17130.3,283.6,47.273872,11.396301,11.38,42,0.20332718
1689,371,84,148,17141.8,283.6,47.273785,11.396226,11.42,42,0.20332718
1690,367,82,148,17153.3,283.6,47.27369,11.396155,11.44,43,0.20332718
1691,370,82,148,17164.8,283.6,47.273598,11.396092,11.48,43,0.20332718
1692,373,79,148,17176.2,283.6,47.273502,11.396034,11.46,45,0.20332718
1693,372,79,149,17187.7,283.6,47.273407,11.395976,11.48,45,0.20332718
1694,372,80,149,17199.2,283.6,47.27331,11.395915,11.48,44,0.20332718
1695,373,80,148,17210.59,283.8,47.273216,11.395854,11.46,45,0.20332718
1696,375,81,148,17222.09,283.8,47.273125,11.395793,11.46,44,0.20332718
1697,370,81,149,17233.59,283.8,47.273026,11.395737,11.48,44,0.20332718
1698,371,81,148,17245.09,283.8,47.27293,11.395686,11.48,44,0.20332718
1699,372,81,148,17256.59,283.8,47.272827,11.395654,11.48,44,0.20332718
1700,368,80,148,17268.2,283.8,47.272724,11.395644,11.52,44,0.20332718
1701,372,80,148,17279.9,283.8,47.27262,11.395643,11.56,44,0.20332718
1702,373,78,148,17291.59,283.8,47.272514,11.395646,11.6,46,0.20332718
1703,373,79,148,17303.3,283.8,47.272408,11.395649,11.64,45,0.20332718
1704,372,80,148,17315.09,283.8,47.272305,11.395644,11.7,44,0.20332718
1705,371,81,148,17326.9,283.8,47.272198,11.395632,11.74,44,0.20332718
1706,370,81,148,17338.7,283.8,47.272095,11.395616,11.76,44,0.20332718
1707,373,80,148,17350.4,283.8,47.271988,11.3956,11.76,45,0.20332718
1708,374,81,148,17362.2,283.8,47.27188,11.395584,11.78,44,0.20332718
1709,371,81,149,17374.0,283.8,47.27178,11.395568,11.78,44,0.20332718
1710,368,81,148,17385.7,283.8,47.27167,11.395551,11.76,43,0.20332718
1711,369,81,149,17397.5,283.8,47.271564,11.3955345,11.76,44,0.20332718
1712,374,79,148,17409.3,283.8,47.27146,11.395519,11.78,45,0.20332718
1713,372,80,148,17421.0,283.8,47.271355,11.395503,11.76,44,0.20332718
1714,369,81,148,17432.8,283.8,47.27125,11.395487,11.76,44,0.20332718
1715,369,80,149,17444.59,283.8,47.271145,11.395471,11.78,44,0.20332718
1716,370,80,149,17456.3,283.8,47.27104,11.395455,11.76,44,0.20332718
1717,372,79,149,17467.9,284.0,47.270935,11.395439,11.72,45,0.20332718
1718,375,79,149,17479.5,284.0,47.270832,11.395423,11.7,45,0.20332718
1719,374,81,149,17491.0,284.2,47.27073,11.395407,11.64,44,0.20332718
1720,367,82,149,17502.5,284.2,47.270626,11.3953905,11.58,43,0.20332718
1721,372,81,149,17514.0,284.2,47.270523,11.395376,11.54,44,0.20332718
1722,373,80,149,17525.4,284.4,47.27042,11.39536,11.5,45,0.20332718
1723,371,80,149,17536.8,284.4,47.27032,11.395345,11.46,44,0.20332718
1724,369,80,149,17548.09,284.6,47.270218,11.3953285,11.42,44,0.20332718
1725,369,78,149,17559.4,284.6,47.27012,11.395314,11.38,45,0.20332718
1726,376,79,149,17570.8,284.6,47.270016,11.395299,11.36,45,0.20332718
1727,381,80,149,17582.2,284.6,47.269913,11.395284,11.36,45,0.20332718
1728,376,84,149,17593.7,284.4,47.26981,11.39527,11.38,43,0.20332718
1729,368,85,149,17605.3,284.4,47.269707,11.395255,11.44,41,0.20332718
1730,369,83,149,17617.09,284.4,47.269604,11.39524,11.54,42,0.20332718
1731,371,82,148,17629.2,284.2,47.269493,11.395225,11.68,43,0.20332718
1732,374,81,148,17641.5,284.2,47.269382,11.395211,11.86,44,0.20332718
1733,371,81,149,17653.9,284.0,47.26927,11.395196,12.04,44,0.20332718
1734,373,81,149,17666.5,284.0,47.26916,11.395183,12.24,44,0.20332718
1735,373,81,149,17679.0,283.8,47.269047,11.395166,12.38,44,0.20332718
1736,367,82,148,17691.59,283.6,47.268936,11.395147,12.48,43,0.20332718
1737,372,80,149,17704.3,283.6,47.26882,11.3951235,12.56,44,0.20332718
1738,371,80,149,17716.9,283.6,47.26871,11.39511,12.6,44,0.20332718
1739,369,79,148,17729.59,283.6,47.2686,11.395159,12.62,45,0.20332718
1740,373,78,148,17742.2,283.6,47.26854,11.395297,12.64,46,0.20332718
1741,370,79,149,17754.7,283.6,47.268536,11.395463,12.62,45,0.20332718
1742,374,79,148,17767.3,283.4,47.26855,11.395629,12.6,45,0.20332718
1743,374,79,148,17780.0,283.2,47.268574,11.395794,12.62,45,0.20332718
1744,370,80,149,17792.7,283.0,47.2686,11.39596,12.62,44,0.20332718
1745,374,81,149,17805.5,283.0,47.268627,11.396125,12.66,44,0.20332718
1746,370,81,149,17818.4,282.8,47.268654,11.396292,12.74,44,0.20332718
1747,372,81,149,17831.3,282.6,47.26868,11.39646,12.8,44,0.20332718
1748,372,80,149,17844.3,282.4,47.268707,11.396629,12.86,44,0.20332718
1749,370,81,149,17857.4,282.2,47.268734,11.396798,12.94,44,0.20332718
1750,369,80,149,17870.5,282.0,47.26876,11.396968,13.0,44,0.20332718
1751,373,79,149,17883.7,281.8,47.268787,11.39714,13.06,45,0.20332718
1752,377,79,149,17897.0,281.6,47.268814,11.397312,13.14,46,0.20332718
1753,369,81,149,17910.4,281.2,47.268845,11.397486,13.22,44,0.20332718
1754,367,82,149,17923.9,281.0,47.268875,11.39766,13.3,43,0.20332718
1755,370,80,149,17937.4,280.8,47.2689,11.397835,13.38,44,0.20332718
1756,374,78,149,17951.0,280.6,47.268932,11.398011,13.46,46,0.20332718
1757,372,80,149,17964.7,280.6,47.268967,11.398186,13.54,44,0.20332718
1758,370,79,150,17978.5,280.4,47.26901,11.398359,13.62,45,0.20332718
1759,373,79,149,17992.5,280.2,47.26905,11.398535,13.72,45,0.20332718
1760,370,80,149,18006.7,280.0,47.26909,11.398715,13.86,44,0.20332718
1761,368,80,150,18020.8,279.8,47.26911,11.398899,13.96,44,0.20332718
1762,370,80,149,18034.8,279.8,47.26908,11.399076,14.02,44,0.20332718
1763,372,78,150,18048.7,280.0,47.268982,11.399182,14.04,46,0.20332718
1764,372,77,150,18062.2,280.2,47.268864,11.399231,13.94,46,0.20332718
1765,374,78,149,18075.4,280.4,47.26875,11.39927,13.74,46,0.20332718
1766,372,78,150,18088.4,280.6,47.268635,11.399315,13.52,46,0.20332718
1767,370,80,149,18101.09,280.8,47.268524,11.399362,13.26,44,0.20332718
1768,367,79,149,18113.59,281.2,47.268417,11.3994,12.98,44,0.20332718
1769,370,77,149,18125.9,281.4,47.268307,11.39943,12.74,46,0.20332718
1770,372,77,150,18138.0,281.6,47.2682,11.399459,12.52,46,0.20332718
1771,372,77,151,18150.0,281.8,47.268093,11.399485,12.32,46,0.20332718
1772,368,78,151,18161.8,282.0,47.26799,11.399511,12.14,45,0.20332718
1773,378,77,150,18173.4,282.2,47.267883,11.399525,11.96,47,0.20332718
1774,378,80,150,18184.9,282.4,47.267784,11.399504,11.8,45,0.20332718
1775,369,82,150,18196.4,282.4,47.267685,11.399459,11.68,43,0.20332718
1776,369,82,150,18207.8,282.4,47.26759,11.399397,11.56,43,0.20332718
1777,372,82,150,18219.2,282.4,47.267498,11.39933,11.48,43,0.20332718
1778,370,80,149,18230.7,282.6,47.267406,11.399263,11.46,44,0.20332718
1779,372,80,149,18242.09,282.6,47.26731,11.3992,11.44,44,0.20332718
1780,374,81,150,18253.5,282.6,47.267216,11.399148,11.42,44,0.20332718
1781,370,82,150,18264.9,282.6,47.267117,11.39911,11.42,43,0.20332718
1782,371,83,150,18276.4,282.6,47.267014,11.3990965,11.44,43,0.20332718
1783,374,82,150,18287.8,282.6,47.266914,11.399127,11.42,44,0.20332718
1784,373,82,150,18299.4,282.6,47.266827,11.399211,11.46,43,0.20332718
1785,371,82,150,18311.0,282.4,47.266766,11.399334,11.5,43,0.20332718
1786,371,82,150,18322.7,282.4,47.26672,11.399473,11.56,43,0.20332718
1787,373,83,150,18334.4,282.2,47.26668,11.399621,11.6,43,0.20332718
1788,372,83,150,18346.3,282.2,47.26665,11.399772,11.7,43,0.20332718
1789,371,83,150,18358.2,282.0,47.266624,11.399926,11.76,43,0.20332718
1790,368,82,151,18370.2,282.0,47.2666,11.400082,11.84,43,0.20332718
1791,371,80,150,18382.3,281.8,47.26658,11.400239,11.92,44,0.20332718
1792,374,81,150,18394.4,281.8,47.26656,11.400398,12.0,44,0.20332718
1793,371,81,150,18406.7,281.6,47.266537,11.4005575,12.08,44,0.20332718
1794,367,81,150,18418.9,281.6,47.266518,11.400719,12.14,43,0.20332718
1795,372,79,150,18431.2,281.4,47.2665,11.40088,12.2,45,0.20332718
1796,374,78,150,18443.59,281.4,47.26648,11.401042,12.26,46,0.20332718
1797,375,79,149,18456.0,281.2,47.26646,11.401205,12.32,45,0.20332718
1798,371,82,150,18468.4,281.0,47.266438,11.401367,12.34,43,0.20332718
1799,371,82,149,18480.9,281.0,47.266407,11.401528,12.4,43,0.20332718
1800,371,82,149,18493.4,281.0,47.266384,11.401691,12.44,43,0.20332718
1801,368,81,150,18505.9,280.8,47.266365,11.401855,12.46,43,0.20332718
1802,376,81,151,18518.4,280.8,47.26635,11.402021,12.48,44,0.20332718
1803,363,83,151,18531.0,280.6,47.2663,11.402169,12.52,42,0.20332718
1804,366,82,151,18543.59,280.4,47.266212,11.402276,12.54,43,0.20332718
1805,373,81,151,18556.3,280.2,47.266106,11.402334,12.58,44,0.20332718
1806,371,81,151,18569.09,280.0,47.265995,11.402377,12.64,44,0.20332718
1807,369,82,151,18582.0,279.8,47.265884,11.402437,12.72,43,0.20332718
1808,371,82,151,18594.9,279.8,47.265785,11.402526,12.78,43,0.20332718
1809,370,80,151,18607.8,279.8,47.265697,11.402637,12.84,44,0.20332718
1810,373,80,151,18620.59,279.8,47.265617,11.402757,12.86,45,0.20332718
1811,370,80,151,18633.3,279.8,47.265537,11.40288,12.84,44,0.20332718
1812,370,80,151,18646.0,279.8,47.26546,11.403004,12.8,44,0.20332718
1813,371,80,151,18658.59,279.8,47.265385,11.403129,12.74,44,0.20332718
1814,372,79,150,18671.09,279.8,47.265312,11.4032545,12.66,45,0.20332718
1815,372,79,151,18683.5,279.8,47.26524,11.403381,12.58,45,0.20332718
1816,369,79,151,18695.9,280.0,47.265167,11.403506,12.52,45,0.20332718
1817,372,79,150,18708.09,280.0,47.265095,11.403632,12.42,45,0.20332718
1818,368,80,150,18720.3,280.0,47.265026,11.403758,12.34,44,0.20332718
1819,375,79,151,18732.5,280.0,47.264957,11.403883,12.28,45,0.20332718
1820,372,80,151,18744.59,280.2,47.26489,11.404009,12.22,44,0.20332718
1821,370,81,150,18756.59,280.2,47.264824,11.404136,12.14,44,0.20332718
1822,370,80,151,18768.5,280.4,47.264763,11.404267,12.08,44,0.20332718
1823,372,80,150,18780.3,280.4,47.26471,11.404402,12.0,44,0.20332718
1824,368,80,151,18792.09,280.6,47.26466,11.404541,11.92,44,0.20332718
1825,369,79,151,18803.7,280.8,47.264614,11.40468,11.82,45,0.20332718
1826,371,79,151,18815.3,280.8,47.264565,11.404817,11.74,45,0.20332718
1827,370,79,152,18826.8,281.0,47.264515,11.404952,11.66,45,0.20332718
1828,372,79,152,18838.3,281.0,47.26447,11.405087,11.6,45,0.20332718
1829,371,77,151,18849.7,281.2,47.264423,11.405223,11.52,46,0.20332718
1830,371,77,150,18860.9,281.4,47.264374,11.405356,11.44,46,0.20332718
1831,369,76,152,18872.2,281.6,47.264328,11.405489,11.38,46,0.20332718
1832,376,76,151,18883.2,281.8,47.26425,11.405577,11.28,47,0.20332718
1833,377,79,150,18894.2,281.8,47.264153,11.405571,11.18,46,0.20332718
1834,367,80,151,18905.3,281.8,47.264057,11.405529,11.12,44,0.20332718
1835,365,79,151,18916.4,281.8,47.263966,11.405485,11.1,44,0.20332718
1836,371,76,151,18927.5,281.8,47.263866,11.405455,11.06,47,0.20332718
1837,372,76,151,18938.7,281.8,47.263767,11.405434,11.1,47,0.20332718
1838,375,78,151,18949.9,282.0,47.263668,11.405405,11.14,46,0.20332718
1839,372,78,151,18961.2,282.0,47.26357,11.40537,11.18,46,0.20332718
1840,375,80,151,18972.5,282.0,47.26347,11.405336,11.22,45,0.20332718
1841,368,81,151,18983.7,282.0,47.26337,11.405315,11.24,43,0.20332718
1842,371,81,151,18995.09,282.0,47.263268,11.405314,11.28,44,0.20332718
1843,373,82,151,19006.4,282.0,47.263172,11.405356,11.3,43,0.20332718
1844,371,82,151,19017.8,282.0,47.2631,11.405464,11.32,43,0.20332718
1845,368,81,151,19029.3,281.8,47.26307,11.405608,11.36,43,0.20332718
1846,371,80,151,19040.8,281.8,47.263058,11.405761,11.42,44,0.20332718
1847,371,79,151,19052.4,281.8,47.26306,11.405915,11.46,45,0.20332718
1848,370,80,150,19064.0,281.8,47.26307,11.40607,11.52,44,0.20332718
1849,371,79,151,19075.7,281.6,47.263084,11.406224,11.58,45,0.20332718
1850,374,79,150,19087.4,281.6,47.2631,11.406379,11.62,45,0.20332718
1851,370,79,151,19099.2,281.6,47.26311,11.406535,11.68,45,0.20332718
1852,370,79,150,19111.09,281.4,47.263126,11.406691,11.74,45,0.20332718
1853,374,78,150,19123.0,281.4,47.26314,11.406849,11.8,46,0.20332718
1854,370,80,150,19135.09,281.2,47.263153,11.407009,11.88,44,0.20332718
1855,375,79,149,19147.2,281.0,47.263172,11.407168,11.96,45,0.20332718
1856,376,80,149,19159.59,280.6,47.263203,11.407326,12.08,45,0.20332718
1857,374,82,149,19172.09,280.4,47.263233,11.407486,12.2,44,0.20332718
1858,368,83,149,19184.8,280.2,47.263256,11.407652,12.36,42,0.20332718
1859,370,83,149,19197.59,279.8,47.263245,11.407821,12.5,43,0.20332718
1860,370,80,150,19210.5,279.8,47.263184,11.407962,12.66,44,0.20332718
1861,370,79,149,19223.2,280.0,47.26309,11.408057,12.72,45,0.20332718
1862,371,78,149,19235.8,280.2,47.262985,11.408123,12.74,45,0.20332718
1863,373,78,149,19248.2,280.4,47.26288,11.408174,12.68,46,0.20332718
1864,369,79,150,19260.3,280.6,47.26277,11.408218,12.54,45,0.20332718
1865,370,78,150,19272.3,280.8,47.26267,11.40826,12.36,45,0.20332718
1866,377,77,150,19284.09,281.0,47.262566,11.408303,12.18,47,0.20332718
1867,375,79,150,19295.7,281.2,47.262466,11.408353,11.98,45,0.20332718
1868,371,82,150,19307.2,281.4,47.26237,11.408404,11.8,43,0.20332718
1869,315,83,150,19318.59,281.6,47.26227,11.408451,11.66,36,0.20332718
1870,234,85,150,19329.8,281.8,47.262177,11.408492,11.5,26,0.20351201
1871,226,93,151,19340.8,282.0,47.26208,11.408531,11.34,23,0.20369686
1872,224,95,150,19351.5,282.0,47.26199,11.40857,11.16,23,0.2038817
1873,226,94,150,19362.09,282.2,47.261894,11.408608,10.98,23,0.20406654
1874,224,93,150,19372.59,282.2,47.261806,11.408649,10.8,23,0.2042514
1875,224,92,150,19382.9,282.4,47.26172,11.408694,10.62,23,0.20443623
1876,224,90,149,19393.09,282.4,47.26163,11.408741,10.46,24,0.20462108
1877,223,89,149,19403.4,282.2,47.261547,11.408789,10.38,24,0.20480591
1878,225,86,149,19413.7,282.2,47.26146,11.408839,10.32,25,0.20499076
1879,226,86,149,19424.0,282.0,47.261375,11.408891,10.28,25,0.2051756
1880,224,86,149,19434.4,282.0,47.261288,11.408944,10.3,25,0.20536044
1881,224,85,150,19444.9,281.8,47.2612,11.4089985,10.36,25,0.20554529
1882,226,84,150,19455.5,281.8,47.261112,11.409055,10.42,26,0.20573013
1883,225,83,150,19466.09,281.6,47.261024,11.409112,10.48,26,0.20591497
1884,224,82,150,19476.7,281.6,47.26094,11.40917,10.54,26,0.20609981
1885,223,80,150,19487.3,281.6,47.260853,11.409228,10.58,27,0.20628466
1886,224,78,150,19497.8,281.8,47.260765,11.409286,10.58,27,0.2064695
1887,219,76,150,19508.09,281.8,47.26068,11.409343,10.52,28,0.2064695
1888,222,71,150,19518.3,282.0,47.260597,11.409399,10.44,30,0.2064695
1889,225,68,149,19528.3,282.2,47.260517,11.409454,10.32,32,0.20665434
1890,227,67,149,19538.09,282.4,47.260437,11.409509,10.16,32,0.20683919
1891,225,68,149,19547.7,282.6,47.260357,11.409564,9.98,32,0.20702402
1892,224,68,149,19557.09,282.8,47.26028,11.409618,9.8,31,0.20720887
